partnerid,MaxSameIpCount,NoOfUniqueIp,IpClickRatio,IpVariance,MaxSameAgentCount,NoOfUniqueAgent,AgentClickRatio,AgentVariance,MaxSameCidCount,NoOfUniqueCid,CidClickRatio,CidVariance,MaxSameCntrCount,NoOfUniqueCntr,CntrClickRatio,CntrVariance,TotalClicks,NoOfUniqueReferer,RefererClickRatio,NonRefererClickRatio,AvgClickPer1Min,AvgClickPer5Min,AvgClickPer3Hr,AvgClickPer6Hr,MaxClickPer1Min,MaxClickPer5Min,MaxClickPer3Hr,MaxClickPer6Hr,TimeatVariance1Min,TimeatVariance5Min,TimeatVariance3Hr,TimeatVariance6Hr,Skew1Min,Skew5Min,Skew3Hr,Skew6Hr,EntropyIplong,EntropyCid,EntropyAgent,EntropyCntr,CategoryPrior,status
8it57,1,7,1,0,2,6,0.86,0.14,3,3,0.43,0.22,7,1,0.14,0,7,6,0.86,0.14,1,1,2.33,2.33,1,1,3,3,0,0,0.22,0.22,0,0,0.71,0.71,2.81,1.56,2.52,0,7,OK
8it59,2,5,0.83,0.16,2,5,0.83,0.16,3,3,0.5,0.67,5,2,0.33,4,6,3,0.5,0.5,1.2,1.2,1.5,1.5,2,2,2,2,0.16,0.16,0.25,0.25,1.5,1.5,0,0,2.25,1.46,2.25,0.65,6,OK
8it5a,4,5,0.56,1.36,2,7,0.78,0.2,3,6,0.67,0.58,7,2,0.22,6.25,9,7,0.78,0.22,1,1.13,3,3,1,2,6,6,0,0.11,4.67,4.67,0,2.27,0.6,0.6,2.06,2.42,2.73,0.76,9,OK
8it5b,2,4,0.8,0.19,2,4,0.8,0.19,3,3,0.6,0.89,3,3,0.6,0.89,5,1,0.2,0.8,1,1,1.67,1.67,1,1,3,3,0,0,0.89,0.89,0,0,0.71,0.71,1.92,1.37,1.92,1.37,5,OK
8it5c,5,17,0.81,0.89,3,15,0.71,0.37,7,8,0.38,3.73,18,4,0.19,54.19,21,18,0.86,0.14,1.05,1.31,5.25,5.25,2,3,9,9,0.05,0.34,8.19,8.19,4.13,1.71,-0.25,-0.25,3.84,2.66,3.78,0.82,21,OK
8it5d,7,7,0.54,4.41,1,13,1,0,3,9,0.69,0.69,10,4,0.31,15.19,13,13,1,0,1,1,3.25,3.25,1,1,4,4,0,0,0.19,0.19,0,0,1.15,1.15,2.19,2.97,3.7,1.15,13,OK
8it5e,23,29,0.49,16.17,6,43,0.73,0.88,22,7,0.12,63.96,58,2,0.03,812.25,59,38,0.64,0.36,1.11,1.48,11.8,11.8,2,4,23,23,0.1,0.6,88.56,88.56,2.44,1.54,0.06,0.06,3.8,2.17,5.2,0.12,59,OK
8it5i,4,11,0.69,0.98,3,14,0.88,0.27,7,5,0.31,4.56,15,2,0.13,49,16,16,1,0,1.07,1.23,4,4,2,3,7,7,0.06,0.33,5,5,3.47,2.36,0,0,3.2,2.02,3.7,0.34,16,OK
8it5k,9,18,0.67,3.36,3,21,0.78,0.3,9,6,0.22,7.58,26,2,0.07,156.25,27,20,0.74,0.26,1.08,1.13,5.4,6.75,2,3,12,12,0.07,0.19,14.64,11.19,3.1,3.56,0.68,0.58,3.62,2.3,4.28,0.23,27,OK
8it5n,15,19,0.58,9.77,4,24,0.73,0.57,9,7,0.21,7.63,31,3,0.09,200,33,13,0.39,0.61,1.06,1.14,8.25,8.25,2,3,18,18,0.06,0.19,33.69,33.69,3.55,3.25,0.95,0.95,3.27,2.52,4.42,0.39,33,OK
8it5o,4,2,0.4,2.25,3,3,0.6,0.89,2,3,0.6,0.22,5,1,0.2,0,5,3,0.6,0.4,1.25,1.67,5,5,2,3,5,5,0.19,0.89,0,0,1.15,0.71,0,0,0.72,1.52,1.37,0,5,OK
8it5q,4,3,0.5,2,2,5,0.83,0.16,3,4,0.67,0.75,5,2,0.33,4,6,6,1,0,1,1,1.5,1.5,1,1,2,2,0,0,0.25,0.25,0,0,0,0,1.25,1.79,2.25,0.65,6,OK
8it5r,3,5,0.71,0.64,2,6,0.86,0.14,3,4,0.57,0.69,6,2,0.29,6.25,7,6,0.86,0.14,1,1,1.75,1.75,1,1,2,2,0,0,0.19,0.19,0,0,-1.15,-1.15,2.13,1.84,2.52,0.59,7,OK
8it5t,76,103,0.53,54.08,19,86,0.44,6.64,13,101,0.52,3.21,109,34,0.17,327.67,195,74,0.38,0.62,1.04,1.17,7.8,15,2,3,17,22,0.04,0.2,15.6,36.92,4.52,2.63,0.44,-0.65,4.98,6.24,5.87,3.04,195,OK
8it63,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8it65,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8it66,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8it6j,6,1,0.17,0,6,1,0.17,0,6,1,0.17,0,6,1,0.17,0,6,1,0.17,0.83,1,1.2,2,2,1,2,4,4,0,0.16,2,2,0,1.5,0.71,0.71,0,0,0,0,6,OK
8it7k,4,3,0.5,2,2,5,0.83,0.16,2,4,0.67,0.25,6,1,0.17,0,6,5,0.83,0.17,1,1,2,2,1,1,4,4,0,0,2,2,0,0,0.71,0.71,1.25,1.92,2.25,0,6,OK
8it7m,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8it7o,2,14,0.93,0.07,2,13,0.87,0.13,7,7,0.47,4.41,12,4,0.27,22.69,15,13,0.87,0.13,1,1.07,3.75,3.75,1,2,5,5,0,0.07,2.69,2.69,0,3.33,-0.96,-0.96,3.77,2.28,3.64,1.04,15,OK
8it7p,2,6,0.86,0.14,1,7,1,0,2,6,0.86,0.14,5,3,0.43,3.56,7,2,0.29,0.71,1,1,1.75,1.75,1,1,4,4,0,0,1.69,1.69,0,0,1.15,1.15,2.52,2.52,2.81,1.15,7,OK
8it8j,41,60,0.57,26.18,14,65,0.61,3.37,4,81,0.76,0.51,73,14,0.13,332.24,106,10,0.09,0.91,1.05,1.2,4.61,8.83,2,4,15,19,0.05,0.34,13.54,22.64,4.15,3.3,1.79,0.76,4.54,6.18,5.57,1.94,106,OK
8it8l,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8it8q,2,1,0.5,0,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,OK
8it9g,665,1030,0.47,438.92,227,310,0.14,342.84,195,237,0.11,719.23,1556,61,0.03,38916.93,2188,142,0.06,0.94,1.38,2.99,87.52,168.31,7,26,180,261,0.54,4.67,1457.29,4879.29,2.65,2.72,0.43,-0.63,7.32,5.74,6.55,2.16,2188,OK
8it9n,3,3,0.5,0.67,3,4,0.67,0.75,2,4,0.67,0.25,3,3,0.5,0.67,6,4,0.67,0.33,1,1,1.2,1.5,1,1,2,3,0,0,0.16,0.75,0,0,1.5,1.15,1.46,1.92,1.79,1.46,6,OK
8it9p,308,440,0.46,215.32,64,204,0.21,66.34,53,251,0.26,53.48,320,47,0.05,3143.99,965,316,0.33,0.67,1.15,1.81,38.6,74.23,4,9,92,134,0.15,1.21,317.68,1071.1,2.71,1.95,0.63,-0.46,6.62,6.79,6.54,3.29,965,OK
8it9w,167,226,0.48,122.16,40,149,0.32,19.16,45,206,0.44,12.29,187,45,0.1,903.61,467,73,0.16,0.84,1.11,1.51,18.68,35.92,5,6,57,82,0.15,0.71,158.38,454.38,4.71,1.98,1.79,1.1,5.78,7.02,6.45,3.32,467,OK
8itaa,6,11,0.69,2.07,3,14,0.88,0.27,11,6,0.38,13.89,8,7,0.44,5.63,16,9,0.56,0.44,1.07,1.14,1.45,1.78,2,3,3,3,0.06,0.27,0.43,0.62,3.47,3.33,1.14,0.41,3.03,1.62,3.7,2.25,16,OK
8itap,1450,1622,0.34,1327.53,446,364,0.08,1423.93,3949,194,0.04,79851.35,3562,61,0.01,204853.31,4774,1516,0.32,0.68,1.79,5.69,190.96,367.23,9,19,386,575,1.06,11.06,6190.52,23052.18,1.53,0.75,0.14,-0.65,7.49,1.79,6.53,1.81,4774,Observation
8itat,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itb0,5213,4022,0.3,6819.1,1748,798,0.06,5383.82,2204,161,0.01,103478.96,2273,105,0.01,111630.45,13201,6507,0.49,0.51,4.09,15.7,528.04,1015.46,23,85,2127,4175,14.91,296.24,323960.12,999999.99,1.71,1.72,1.73,2.06,7.35,4.02,7.25,4.57,13201,OK
8itb1,3107,1559,0.18,6391.1,914,653,0.08,2521.88,2155,156,0.02,46386.62,1817,91,0.01,68215.62,8637,5062,0.59,0.41,3.15,10.93,345.48,664.38,30,105,1518,2018,8.5,152.86,124157.05,372694.39,3.15,3.2,1.59,0.87,6.3,4.41,7.09,4.14,8637,OK
8itcr,970,735,0.34,1281.79,171,297,0.14,307.93,121,279,0.13,217.9,1026,30,0.01,37991.89,2150,1378,0.64,0.36,1.35,2.9,86,165.38,6,15,170,251,0.43,3.82,1256.16,4520.24,2.25,1.6,0.41,-0.56,5.9,6.85,6.61,2.49,2150,OK
8itcx,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itdr,2,2,0.67,0.25,3,1,0.33,0,1,3,1,0,3,1,0.33,0,3,3,1,0,1,1,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0.92,1.58,0,0,3,OK
8itdx,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ite3,2198,4217,0.52,1152.73,823,600,0.07,2078.75,678,355,0.04,7895.38,5378,103,0.01,280044.27,8131,1553,0.19,0.81,2.37,9.41,325.24,625.46,12,37,617,988,2.25,28.86,19517.14,69766.4,1.57,1.08,0.43,-0.46,9.2,5.54,7.08,2.5,8131,OK
8iteu,3,4,0.67,0.75,2,5,0.83,0.16,2,5,0.83,0.16,3,4,0.67,0.75,6,2,0.33,0.67,1,1,1.5,1.5,1,1,3,3,0,0,0.75,0.75,0,0,1.15,1.15,1.79,2.25,2.25,1.79,6,OK
8itf4,8,10,0.42,5.64,6,16,0.67,1.5,7,13,0.54,2.59,18,4,0.17,48.5,24,3,0.13,0.88,1,1.2,2.18,3,1,2,7,7,0,0.16,3.06,4.5,0,1.5,1.86,0.94,2.77,3.32,3.69,1.18,24,OK
8itfc,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itgs,8,6,0.43,6.56,10,3,0.21,14.22,14,1,0.07,0,14,1,0.07,0,14,2,0.14,0.86,1,1,1.17,1.56,1,1,2,3,0,0,0.14,0.47,0,0,1.79,0.84,1.95,0,1.15,0,14,OK
8ith0,4,10,0.63,1.04,5,9,0.56,1.73,5,12,0.75,1.22,15,2,0.13,49,16,7,0.44,0.56,1.14,1.23,1.78,2.29,2,4,5,5,0.12,0.64,1.51,2.49,2.04,3.18,1.87,0.61,3.08,3.27,2.85,0.34,16,OK
8ith4,2769,1940,0.31,3970.72,893,523,0.08,2038.6,5476,245,0.04,121778.62,3328,94,0.02,129036.5,6220,1129,0.18,0.82,2,7.24,248.8,478.46,10,23,447,742,1.5,16.1,8314.72,31169.48,1.57,0.91,0.29,-0.53,6.45,1.38,6.9,2.82,6220,OK
8ith6,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ithb,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ithf,589,997,0.57,346.54,429,217,0.12,1057.87,580,55,0.03,9572.43,1678,25,0.01,107792.36,1743,560,0.32,0.68,1.53,3.8,69.72,134.08,7,16,236,450,0.74,8.9,6920.92,22385.76,1.96,1.15,0.91,0.86,7.45,3.27,5.5,0.36,1743,Observation
8ithn,1,4,1,0,1,4,1,0,1,4,1,0,4,1,0.25,0,4,3,0.75,0.25,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,2,2,2,0,4,OK
8ithu,42,85,0.45,21.3,50,78,0.41,30.6,22,53,0.28,21.04,143,11,0.06,1656.45,188,29,0.15,0.85,1.04,1.32,7.52,14.46,2,4,28,37,0.04,0.39,45.77,123.63,4.42,2.09,1.76,0.87,5.44,4.92,5.26,1.24,188,OK
8ithz,1,4,1,0,1,4,1,0,1,4,1,0,2,3,0.75,0.22,4,2,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,1.5,4,OK
8itif,5,1,0.2,0,5,1,0.2,0,5,1,0.2,0,5,1,0.2,0,5,1,0.2,0.8,2.5,5,5,5,4,5,5,5,2.25,0,0,0,0,0,0,0,0,0,0,0,5,OK
8itio,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itiu,22,52,0.57,9.02,9,47,0.51,3.53,7,46,0.5,2.39,41,7,0.08,234.12,92,23,0.25,0.75,1.08,1.11,3.83,7.08,3,3,8,13,0.1,0.12,5.31,15.76,4.1,3.34,0.43,-0.21,4.92,5.18,5.09,1.84,92,OK
8itj5,22,18,0.45,23.06,8,25,0.63,2.24,19,19,0.48,16.09,12,12,0.3,11.89,40,23,0.58,0.43,1.11,1.14,2.86,5.71,3,4,9,11,0.15,0.29,3.69,6.2,3.71,4.39,2.32,1.1,2.82,3.14,4.25,2.97,40,OK
8itji,759,1073,0.49,535.82,542,239,0.11,1382.53,150,344,0.16,155.73,1690,75,0.03,37343.88,2172,1109,0.51,0.49,1.37,2.94,86.88,167.08,6,13,176,253,0.48,4.01,1460.75,4556.84,2.34,1.6,0.54,-0.62,7.31,7.18,5.66,1.97,2172,OK
8itk7,13,17,0.49,8.17,7,22,0.63,1.79,2,27,0.77,0.21,35,1,0.03,0,35,22,0.63,0.37,1.03,1.09,2.06,3.18,2,2,6,8,0.03,0.08,2.06,4.15,5.57,2.79,1.33,0.91,3.33,4.67,4.12,0,35,OK
8itka,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itkq,4,14,0.82,0.6,4,11,0.65,0.98,15,3,0.18,43.56,8,7,0.41,5.39,17,2,0.12,0.88,1,1.06,1.42,1.7,1,2,4,4,0,0.06,0.74,1.21,0,3.61,2.21,1.06,3.62,0.64,3.22,2.32,17,OK
8itks,5,7,0.64,1.96,2,10,0.91,0.09,2,9,0.82,0.17,3,7,0.64,0.53,11,7,0.64,0.36,1,1,1.38,1.38,1,1,4,4,0,0,0.98,0.98,0,0,2.27,2.27,2.4,3.1,3.28,2.66,11,OK
8itkt,43,87,0.64,20.04,8,63,0.47,3.2,127,6,0.04,2184.58,69,11,0.08,488.93,135,9,0.07,0.93,1.02,1.14,5.4,10.38,2,2,13,22,0.02,0.12,11.84,37.93,6.41,2.03,0.51,0.43,5.26,0.45,5.57,1.82,135,OK
8itl2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itl8,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0,2,2,1,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,OK
8itla,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itlh,21,70,0.63,5.87,15,53,0.48,5.86,39,11,0.1,148.63,97,5,0.05,1402.16,111,70,0.63,0.37,1.03,1.08,5.29,8.54,2,2,12,21,0.03,0.07,11.25,42.56,5.75,3.16,0.65,0.45,5.54,2.59,5.16,0.76,111,OK
8itli,3,7,0.78,0.49,2,7,0.78,0.2,6,4,0.44,4.69,7,3,0.33,8,9,8,0.89,0.11,1,1,1.5,1.8,1,1,3,3,0,0,0.58,0.96,0,0,1.12,0.41,2.64,1.45,2.73,0.99,9,OK
8itlt,10,23,0.5,3.74,7,24,0.52,1.91,4,27,0.59,1.02,32,3,0.07,149.56,46,22,0.48,0.52,1.1,1.21,3.29,5.75,3,4,8,14,0.13,0.38,5.2,14.44,4.07,3.26,0.77,0.88,4.09,4.53,4.3,1.11,46,OK
8itly,53,115,0.63,23.41,66,62,0.34,67.32,28,51,0.28,28.83,140,14,0.08,1248.12,184,78,0.42,0.58,1.07,1.23,8.36,15.33,3,3,20,38,0.08,0.23,37.41,94.22,4.17,1.94,0.85,0.65,5.67,4.73,4.53,1.55,184,OK
8itm2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itme,2,9,0.82,0.17,11,1,0.09,0,9,2,0.18,12.25,11,1,0.09,0,11,1,0.09,0.91,1,1,1.83,1.83,1,1,4,4,0,0,1.47,1.47,0,0,0.88,0.88,3.1,0.68,0,0,11,OK
8itmi,1654,1713,0.37,1618.56,470,468,0.1,817.22,3445,287,0.06,41136.42,2303,96,0.02,57293.57,4633,1024,0.22,0.78,1.84,5.64,185.32,356.38,13,29,364,575,1.52,15.73,6692.22,22834.54,2.39,1.47,0.02,-0.6,7.25,2.73,7.11,3.39,4633,OK
8itmu,10,13,0.54,5.82,4,17,0.71,0.83,5,11,0.46,1.42,13,7,0.29,18.24,24,14,0.58,0.42,1.04,1.04,2.4,4,2,2,4,6,0.04,0.04,0.84,2.33,4.48,4.48,-0.09,0.28,3,3.26,3.86,1.93,24,OK
8itnb,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itod,44,70,0.55,26.31,6,72,0.56,1.56,42,13,0.1,174.9,123,3,0.02,3228.22,128,76,0.59,0.41,1.16,1.83,21.33,21.33,3,5,49,49,0.21,0.83,288.22,288.22,2.86,1.03,0.2,0.2,4.83,2.64,5.89,0.27,128,OK
8itoe,3,2,0.5,1,1,4,1,0,1,4,1,0,4,1,0.25,0,4,3,0.75,0.25,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,0.81,2,2,0,4,OK
8itof,265,375,0.48,189.8,52,161,0.2,57.53,300,19,0.02,6017.19,779,9,0.01,59781.14,787,219,0.28,0.72,1.17,1.88,34.22,65.58,5,9,91,125,0.18,1.6,543.82,920.58,3.02,2.18,0.78,0.09,6.2,2.58,6.35,0.11,787,OK
8itop,329,285,0.34,377.46,64,143,0.17,82.52,45,227,0.27,23.44,318,48,0.06,2997.69,833,493,0.59,0.41,1.28,2.16,33.32,64.08,5,15,106,207,0.37,3.11,871.1,3182.38,2.53,2.81,1.3,1.27,5.63,7.09,6.14,3.18,833,OK
8itos,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8itoz,2,6,0.86,0.14,3,5,0.71,0.64,2,5,0.71,0.24,6,2,0.29,6.25,7,6,0.86,0.14,1,1,1.4,1.4,1,1,2,2,0,0,0.24,0.24,0,0,0.41,0.41,2.52,2.24,2.13,0.59,7,OK
8itp0,6,10,0.5,2.2,3,13,0.65,0.56,2,14,0.7,0.24,5,9,0.45,1.51,20,11,0.55,0.45,1.11,1.11,2,2.5,2,2,5,6,0.1,0.1,1.6,2.75,2.47,2.47,1.19,0.99,3.01,3.72,3.55,2.97,20,OK
8itpk,33,40,0.53,25.04,5,47,0.62,1.22,5,50,0.66,0.85,48,17,0.22,120.48,76,39,0.51,0.49,1.03,1.1,3.3,5.85,2,2,9,12,0.03,0.09,5.86,14.28,5.83,2.64,1.06,0.39,3.93,5.43,5.29,2.28,76,OK
8itq3,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8itql,2,4,0.8,0.19,3,3,0.6,0.89,2,4,0.8,0.19,2,4,0.8,0.19,5,2,0.4,0.6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.92,1.92,1.37,1.92,5,OK
8itqs,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itrb,25,54,0.56,10.79,16,52,0.54,5.19,11,36,0.37,8.88,58,9,0.09,347.28,97,64,0.66,0.34,1.07,1.21,5.11,8.08,3,3,19,25,0.08,0.27,24.62,61.58,4.76,2.41,1.46,1.05,4.93,4.52,5.15,1.61,97,OK
8itre,162,218,0.47,118.9,51,148,0.32,38,28,134,0.29,31.97,118,43,0.09,579.65,464,143,0.31,0.69,1.08,1.34,18.56,35.69,3,5,31,58,0.08,0.43,41.37,167.14,3.44,2.27,-0.21,-0.48,5.82,5.99,6.13,3.75,464,OK
8itrn,13,26,0.68,5.33,3,30,0.79,0.26,10,21,0.55,3.96,31,6,0.16,121.89,38,20,0.53,0.47,1,1.06,1.9,2.92,1,2,5,6,0,0.05,1.09,2.38,0,3.88,1.25,0.88,3.98,3.88,4.81,1.1,38,OK
8itro,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itrq,6,13,0.68,1.79,8,8,0.42,4.73,4,13,0.68,0.71,19,1,0.05,0,19,12,0.63,0.37,1.12,1.46,1.9,2.71,3,4,6,6,0.22,0.86,2.69,2.78,3.75,1.84,1.66,0.83,3.33,3.51,2.56,0,19,OK
8its6,2,2,0.67,0.25,3,1,0.33,0,1,3,1,0,3,1,0.33,0,3,3,1,0,1,1,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0.92,1.58,0,0,3,OK
8itsg,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
8itsw,3,5,0.71,0.64,2,6,0.86,0.14,4,4,0.57,1.69,7,1,0.14,0,7,3,0.43,0.57,1,1,1.17,1.4,1,1,2,3,0,0,0.14,0.64,0,0,1.79,1.5,2.13,1.66,2.52,0,7,OK
8itt6,1,2,1,0,1,2,1,0,2,1,0.5,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,OK
8ittc,66,60,0.41,69.74,70,39,0.27,117.59,24,23,0.16,50.99,79,6,0.04,1077.47,145,23,0.16,0.84,1.03,1.09,6.9,12.08,3,3,15,25,0.04,0.1,10.94,47.58,7.89,3.58,0.33,-0.05,4.06,3.72,3.56,1.24,145,OK
8itth,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ittq,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ittu,2,3,0.75,0.22,1,4,1,0,1,4,1,0,4,1,0.25,0,4,2,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.5,2,2,0,4,OK
8ittv,1,2,1,0,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,OK
8ituk,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,2,0.67,0.33,1,1,1,1.5,1,1,1,2,0,0,0,0.25,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
8itvb,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itww,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8itx1,24,30,0.45,17.05,10,30,0.45,4.85,6,48,0.72,0.99,9,22,0.33,5.32,67,2,0.03,0.97,1.08,1.24,3.05,5.58,2,3,8,9,0.07,0.26,3.5,4.74,3.08,2.02,1.06,0.2,3.94,5.33,4.42,4.07,67,OK
8itx5,256,569,0.62,114.19,239,170,0.19,349.04,87,167,0.18,138.88,824,22,0.02,29163.7,915,323,0.35,0.65,1.16,1.8,36.6,70.38,4,13,75,124,0.19,1.34,337.92,1147.78,3.06,2.97,0.11,-0.18,7.38,5.96,5.7,0.86,915,OK
8itxs,5,6,0.6,2.22,3,8,0.8,0.44,8,3,0.3,10.89,4,4,0.4,1.25,10,3,0.3,0.7,1.11,1.11,1.25,2,2,2,3,4,0.1,0.1,0.44,1.2,2.47,2.47,2.27,0.91,2.16,0.92,2.85,1.85,10,OK
8itxx,4,3,0.38,1.56,5,2,0.25,1,4,3,0.38,1.56,5,2,0.25,1,8,2,0.25,0.75,1,1,1.33,1.6,1,1,3,3,0,0,0.56,0.64,0,0,1.79,0.84,1.41,1.41,0.95,0.95,8,OK
8ityd,10,2,0.18,20.25,6,5,0.45,3.76,11,1,0.09,0,10,2,0.18,20.25,11,7,0.64,0.36,1,1,1.22,1.57,1,1,2,2,0,0,0.17,0.24,0,0,1.34,-0.29,0.44,0,1.87,0.44,11,OK
8itzi,5,7,0.44,3.06,5,8,0.5,3,3,11,0.69,0.43,15,2,0.13,49,16,12,0.75,0.25,1,1.23,2.67,3.2,1,2,6,6,0,0.18,5.56,5.36,0,1.28,0.71,0.34,2.42,3.33,2.55,0.34,16,OK
8iu02,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,3,2,0.67,0.33,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,1.58,3,OK
8iu0k,3,2,0.5,1,3,2,0.5,1,3,2,0.5,1,4,1,0.25,0,4,2,0.5,0.5,1.33,2,4,4,2,3,4,4,0.22,1,0,0,0.71,0,0,0,0.81,0.81,0.81,0,4,OK
8iu23,3,7,0.58,0.78,9,4,0.33,12,2,11,0.92,0.08,12,1,0.08,0,12,4,0.33,0.67,1,1.33,1.71,2,1,3,4,4,0,0.44,1.35,1.33,0,1.75,1.12,0.65,2.63,3.42,1.21,0,12,OK
8iu2c,2774,2812,0.41,2735.01,438,527,0.08,1026.06,245,550,0.08,745.4,4691,82,0.01,264636.59,6791,2319,0.34,0.66,1.87,7.88,271.64,522.38,10,30,512,819,1.01,13.05,8080.79,34719.47,1.57,1.32,0.23,-0.9,7.55,7.42,7.28,2.39,6791,Observation
