"partnerid","AvgClickPer5Min","AvgClickPer3Hr","AvgClickPer6Hr","status"
"8iqvo","1.00","1.25","1.25","OK"
"8iqvp","1.40","1.75","1.75","OK"
"8iqvs","1.00","1.67","1.67","OK"
"8iqw0","1.00","1.00","1.00","OK"
"8iqw1","1.40","13.84","26.62","OK"
"8iqw2","1.07","2.13","3.20","OK"
"8iqw6","1.25","6.81","13.63","OK"
"8iqw8","1.02","3.11","5.60","OK"
"8iqw9","1.00","1.80","2.25","OK"
"8iqwa","1.04","1.65","2.55","OK"
"8iqwb","1.00","1.20","1.20","OK"
"8iqwc","1.19","2.00","2.91","OK"
"8iqwe","1.00","1.00","1.00","OK"
"8iqwf","1.00","1.00","1.00","OK"
"8iqwy","1.00","1.00","1.00","OK"
"8iqx9","1.20","2.40","3.00","OK"
"8iqxa","1.00","1.84","2.92","OK"
"8iqxb","1.00","1.17","1.40","OK"
"8iqxi","1.00","1.00","1.00","OK"
"8iqym","1.00","1.00","1.00","OK"
"8iqyw","1.41","13.64","26.23","OK"
"8iqzc","1.37","11.65","20.62","OK"
"8iqzg","1.16","3.84","6.64","OK"
"8iqzh","1.29","10.13","19.42","OK"
"8iqzi","3.69","94.44","181.62","OK"
"8iqzk","2.14","44.17","81.54","OK"
"8iqzl","1.37","7.68","13.00","OK"
"8iqzm","1.16","6.36","12.23","OK"
"8iqzn","1.10","3.00","4.91","OK"
"8iqzo","1.21","7.50","13.64","OK"
"8iqzp","2.05","36.36","69.92","OK"
"8iqzs","1.61","17.68","34.00","OK"
"8iqzu","1.22","4.80","8.00","OK"
"8iqzw","2.31","45.96","84.85","OK"
"8iqzz","1.33","13.04","26.08","OK"
"8ir00","1.39","14.38","26.54","OK"
"8ir01","2.31","36.92","71.00","OK"
"8ir05","2.15","40.08","77.08","Fraud"
"8ir06","1.38","14.29","26.38","OK"
"8ir07","2.32","39.92","76.77","OK"
"8ir09","2.11","34.04","65.46","OK"
"8ir0d","1.30","7.30","13.27","OK"
"8ir0f","1.41","12.96","24.92","OK"
"8ir0i","1.00","1.50","1.50","OK"
"8ir0v","1.00","3.00","3.00","OK"
"8ir0z","1.00","1.00","1.00","OK"
"8ir14","1.15","3.85","7.00","OK"
"8ir16","1.15","7.88","15.75","OK"
"8ir1o","1.00","1.00","1.00","OK"
"8ir25","1.00","1.50","1.80","OK"
"8ir28","1.00","2.00","2.00","OK"
"8ir2b","1.15","1.67","1.88","OK"
"8ir2e","1.02","3.46","6.92","OK"
"8ir2l","1.20","2.00","3.00","OK"
"8ir2o","1.00","1.00","1.00","OK"
"8ir2s","1.00","1.00","1.00","OK"
"8ir3v","1.22","1.38","1.83","OK"
"8ir4d","1.00","1.00","1.00","OK"
"8ir6j","1.00","1.00","1.00","OK"
"8ir6k","1.00","1.00","1.00","OK"
"8ir6w","1.00","1.00","1.00","OK"
"8ir7h","1.00","1.00","1.00","OK"
"8ir96","1.47","19.04","36.62","OK"
"8irab","9.89","338.00","650.00","OK"
"8irb0","1.15","2.14","2.50","OK"
"8irbp","1.48","26.28","50.54","OK"
"8irck","1.00","1.11","1.25","OK"
"8ircl","1.04","1.93","2.70","OK"
"8ircq","1.11","3.08","4.44","OK"
"8ircw","1.00","1.00","1.00","OK"
"8ircy","1.00","2.00","2.00","OK"
"8irdq","1.00","1.00","1.00","OK"
"8irdv","1.20","2.00","2.00","OK"
"8ire4","1.20","2.00","2.00","OK"
"8irek","1.00","1.00","1.00","OK"
"8irgx","1.00","1.00","1.25","OK"
"8irid","1.00","1.00","1.00","OK"
"8irih","1.88","44.28","85.15","OK"
"8iriv","3.10","6.20","10.33","OK"
"8irjv","1.50","2.00","2.00","OK"
"8irk4","1.27","10.92","21.83","OK"
"8irkm","1.88","2.14","2.50","OK"
"8irl1","1.00","1.00","1.00","OK"
"8irlc","2.27","54.76","105.31","OK"
"8irle","1.21","6.58","13.17","OK"
"8irll","2.29","18.45","28.38","Observation"
"8irob","43.87","1516.00","2915.38","OK"
"8irot","1.64","31.48","60.54","OK"
"8irq0","2.34","68.20","131.15","OK"
"8irqh","1.00","1.00","1.00","OK"
"8irqi","1.00","1.00","1.00","OK"
"8irqk","1.00","1.00","1.00","OK"
"8irr8","1.00","2.00","2.00","OK"
"8irr9","1.04","2.18","3.00","OK"
"8irrl","1.00","1.00","1.00","OK"
"8irrw","1.00","1.00","1.00","OK"
"8irrx","1.51","25.84","49.69","Observation"
"8irs5","1.27","3.38","5.46","OK"
"8irsq","1.00","1.00","1.00","OK"
"8irsy","1.21","2.50","3.50","OK"
"8irt8","1.13","3.74","7.17","OK"
"8irtb","1.00","1.00","1.00","OK"
"8irtc","1.11","1.43","1.67","OK"
"8irti","1.00","1.33","1.33","OK"
"8irtu","1.00","1.00","1.00","OK"
"8iru0","1.00","1.50","2.14","OK"
"8iru3","1.00","1.00","1.00","OK"
"8irui","6.20","15.50","15.50","OK"
"8iruq","1.00","1.00","1.00","OK"
"8irvj","1.70","27.12","52.15","OK"
"8irwu","1.00","1.00","1.00","OK"
"8irzv","1.00","1.00","1.00","OK"
"8is01","1.55","22.80","43.85","OK"
"8is0l","1.07","1.25","1.50","OK"
"8is1d","1.17","2.28","3.42","OK"
"8is20","1.03","2.07","3.10","OK"
"8is2b","2.59","21.96","42.23","OK"
"8is2k","1.62","26.88","51.69","Fraud"
"8is2p","1.00","3.00","3.00","OK"
"8is30","1.00","1.00","1.00","OK"
"8is32","1.00","1.00","1.00","OK"
"8is41","1.00","1.00","1.00","OK"
"8is47","1.50","3.00","3.00","OK"
"8is4p","1.00","1.00","1.00","OK"
"8is4w","1.79","6.55","11.91","OK"
"8is4x","1.17","1.91","2.63","OK"
"8is5e","2.66","39.86","62.00","OK"
"8is5f","1.00","1.50","1.50","OK"
"8is5h","3.45","58.33","87.50","Observation"
"8is5o","1.03","1.74","2.75","OK"
"8is5q","1.09","3.92","7.23","OK"
"8is5r","1.16","2.57","3.60","OK"
"8is6u","1.00","2.00","2.00","OK"
"8is82","2.42","66.88","128.62","OK"
"8is85","1.00","1.00","1.00","OK"
"8is87","1.23","3.41","6.25","OK"
"8is8g","1.07","2.86","4.85","OK"
"8isas","2.91","82.80","159.23","OK"
"8isat","3.36","83.08","159.77","OK"
"8isau","3.00","3.00","3.00","OK"
"8isbh","1.24","2.88","4.18","OK"
"8isbo","1.00","1.00","2.00","OK"
"8isbr","1.00","1.00","1.00","OK"
"8isbz","1.11","5.64","10.85","OK"
"8isch","2.45","64.20","123.46","Observation"
"8iscw","1.22","4.46","8.92","OK"
"8iscy","1.18","7.60","14.62","OK"
"8isd4","1.00","1.00","1.00","OK"
"8isd6","1.00","1.00","1.00","OK"
"8isdb","1.08","3.74","6.62","OK"
"8isdq","1.00","1.36","2.14","OK"
"8ise8","1.00","1.09","1.33","OK"
"8isei","1.11","1.25","1.67","OK"
"8ises","1.59","21.76","41.85","OK"
"8iseu","1.45","2.00","2.29","OK"
"8isf7","1.08","3.89","7.00","OK"
"8isfp","1.00","1.00","1.00","OK"
"8isfs","1.00","1.00","1.00","OK"
"8isgu","1.00","1.43","2.00","OK"
"8ish6","1.93","45.00","86.54","OK"
"8ishk","1.04","2.07","2.64","OK"
"8ishn","1.67","2.50","2.50","OK"
"8isi3","1.00","1.00","1.00","OK"
"8isj3","7.25","249.16","479.15","OK"
"8isj9","1.18","2.88","4.60","OK"
"8isje","1.07","2.88","4.08","OK"
"8isk1","1.00","1.00","1.00","OK"
"8isk6","1.00","1.00","1.00","OK"
"8islr","1.18","2.56","4.18","OK"
"8isme","1.00","1.14","1.33","OK"
"8ismw","1.00","1.00","1.00","OK"
"8isp2","1.00","1.00","1.00","OK"
"8isrm","1.29","7.71","14.23","OK"
"8isrt","1.00","1.00","1.00","OK"
"8issu","1.34","7.36","13.50","OK"
"8isvf","1.00","1.00","1.00","OK"
"8isxs","1.00","1.50","1.50","OK"
"8isxw","1.00","1.00","1.00","OK"
"8isyx","1.00","1.00","1.00","OK"
"8isz2","1.00","1.14","1.33","OK"
"8isz4","1.00","1.00","1.00","OK"
"8it0b","1.30","2.00","2.36","OK"
"8it0m","1.00","1.00","1.00","OK"
"8it0v","1.00","1.57","2.20","OK"
"8it18","1.00","1.20","1.50","OK"
"8it2h","1.54","26.48","50.92","OK"
"8it36","3.09","77.58","147.40","Fraud"
"8it3p","1.24","4.79","8.85","OK"
"8it4b","1.00","1.00","1.50","OK"
"8it51","1.21","6.96","13.38","OK"
"8it52","1.09","3.27","6.00","OK"
"8it54","1.34","7.80","7.80","OK"
"8it55","1.17","7.04","13.50","OK"
"8it57","1.00","2.33","2.33","OK"
"8it59","1.20","1.50","1.50","OK"
"8it5a","1.13","3.00","3.00","OK"
"8it5b","1.00","1.67","1.67","OK"
"8it5c","1.31","5.25","5.25","OK"
"8it5d","1.00","3.25","3.25","OK"
"8it5e","1.48","11.80","11.80","OK"
"8it5i","1.23","4.00","4.00","OK"
"8it5k","1.13","5.40","6.75","OK"
"8it5n","1.14","8.25","8.25","OK"
"8it5o","1.67","5.00","5.00","OK"
"8it5q","1.00","1.50","1.50","OK"
"8it5r","1.00","1.75","1.75","OK"
"8it5t","1.17","7.80","15.00","OK"
"8it63","1.00","1.00","1.00","OK"
"8it65","1.00","1.00","1.00","OK"
"8it66","1.00","1.00","1.00","OK"
"8it6j","1.20","2.00","2.00","OK"
"8it7k","1.00","2.00","2.00","OK"
"8it7m","1.00","1.00","1.00","OK"
"8it7o","1.07","3.75","3.75","OK"
"8it7p","1.00","1.75","1.75","OK"
"8it8j","1.20","4.61","8.83","OK"
"8it8l","1.00","1.00","1.00","OK"
"8it8q","2.00","2.00","2.00","OK"
"8it9g","2.99","87.52","168.31","OK"
"8it9n","1.00","1.20","1.50","OK"
"8it9p","1.81","38.60","74.23","OK"
"8it9w","1.51","18.68","35.92","OK"
"8itaa","1.14","1.45","1.78","OK"
"8itap","5.69","190.96","367.23","Observation"
"8itat","1.00","1.00","1.00","OK"
"8itb0","15.70","528.04","1015.46","OK"
"8itb1","10.93","345.48","664.38","OK"
"8itcr","2.90","86.00","165.38","OK"
"8itcx","1.00","1.00","1.00","OK"
"8itdr","1.00","3.00","3.00","OK"
"8itdx","1.00","1.00","1.00","OK"
"8ite3","9.41","325.24","625.46","OK"
"8iteu","1.00","1.50","1.50","OK"
"8itf4","1.20","2.18","3.00","OK"
"8itfc","1.00","1.00","1.00","OK"
"8itgs","1.00","1.17","1.56","OK"
"8ith0","1.23","1.78","2.29","OK"
"8ith4","7.24","248.80","478.46","OK"
"8ith6","1.00","1.00","1.00","OK"
"8ithb","1.00","1.00","1.00","OK"
"8ithf","3.80","69.72","134.08","Observation"
"8ithn","1.00","1.33","1.33","OK"
"8ithu","1.32","7.52","14.46","OK"
"8ithz","1.00","1.00","1.00","OK"
"8itif","5.00","5.00","5.00","OK"
"8itio","1.00","1.00","1.00","OK"
"8itiu","1.11","3.83","7.08","OK"
"8itj5","1.14","2.86","5.71","OK"
"8itji","2.94","86.88","167.08","OK"
"8itk7","1.09","2.06","3.18","OK"
"8itka","1.00","1.00","1.00","OK"
"8itkq","1.06","1.42","1.70","OK"
"8itks","1.00","1.38","1.38","OK"
"8itkt","1.14","5.40","10.38","OK"
"8itl2","1.00","1.00","1.00","OK"
"8itl8","2.00","2.00","2.00","OK"
"8itla","1.00","1.00","1.00","OK"
"8itlh","1.08","5.29","8.54","OK"
"8itli","1.00","1.50","1.80","OK"
"8itlt","1.21","3.29","5.75","OK"
"8itly","1.23","8.36","15.33","OK"
"8itm2","1.00","1.00","1.00","OK"
"8itme","1.00","1.83","1.83","OK"
"8itmi","5.64","185.32","356.38","OK"
"8itmu","1.04","2.40","4.00","OK"
"8itnb","1.00","1.00","1.00","OK"
"8itod","1.83","21.33","21.33","OK"
"8itoe","1.00","1.33","1.33","OK"
"8itof","1.88","34.22","65.58","OK"
"8itop","2.16","33.32","64.08","OK"
"8itos","1.00","1.00","1.00","OK"
"8itoz","1.00","1.40","1.40","OK"
"8itp0","1.11","2.00","2.50","OK"
"8itpk","1.10","3.30","5.85","OK"
"8itq3","1.00","1.00","1.00","OK"
"8itql","1.00","1.00","1.00","OK"
"8itqs","1.00","1.00","1.00","OK"
"8itrb","1.21","5.11","8.08","OK"
"8itre","1.34","18.56","35.69","OK"
"8itrn","1.06","1.90","2.92","OK"
"8itro","1.00","1.00","1.00","OK"
"8itrq","1.46","1.90","2.71","OK"
"8its6","1.00","3.00","3.00","OK"
"8itsg","1.00","1.00","1.00","OK"
"8itsw","1.00","1.17","1.40","OK"
"8itt6","1.00","1.00","1.00","OK"
"8ittc","1.09","6.90","12.08","OK"
"8itth","1.00","1.00","1.00","OK"
"8ittq","1.00","1.00","1.00","OK"
"8ittu","1.00","1.00","1.00","OK"
"8ittv","1.00","1.00","1.00","OK"
"8ituk","1.00","1.00","1.50","OK"
"8itvb","1.00","1.00","1.00","OK"
"8itww","1.00","1.00","1.00","OK"
"8itx1","1.24","3.05","5.58","OK"
"8itx5","1.80","36.60","70.38","OK"
"8itxs","1.11","1.25","2.00","OK"
"8itxx","1.00","1.33","1.60","OK"
"8ityd","1.00","1.22","1.57","OK"
"8itzi","1.23","2.67","3.20","OK"
"8iu02","1.00","1.00","1.00","OK"
"8iu0k","2.00","4.00","4.00","OK"
"8iu23","1.33","1.71","2.00","OK"
"8iu2c","7.88","271.64","522.38","Observation"
"8iu38","1.00","1.00","1.00","OK"
"8iu3e","1.19","6.21","11.46","OK"
"8iu3h","1.98","42.76","82.23","OK"
"8iu4c","1.29","10.67","21.33","OK"
"8iu57","1.00","1.00","1.00","OK"
"8iu5r","1.50","1.50","1.50","OK"
"8iu66","1.20","6.24","12.00","OK"
"8iu6m","1.00","1.00","1.00","OK"
"8iu6x","1.50","3.00","3.00","OK"
"8iu74","1.00","1.00","1.00","OK"
"8iu76","1.62","28.92","55.62","Observation"
"8iu77","1.17","5.25","7.00","OK"
"8iu7b","1.00","1.00","1.00","OK"
"8iu7d","1.97","42.16","81.08","OK"
"8iu7w","1.00","1.00","1.00","OK"
"8iu82","1.00","1.00","1.00","OK"
"8iua3","1.08","2.17","2.89","OK"
"8iuan","8.08","278.72","536.00","Observation"
"8iuav","1.13","1.50","1.50","OK"
"8iub1","1.00","1.33","1.33","OK"
"8iucx","1.18","1.30","1.63","OK"
"8iufj","1.17","3.78","6.80","OK"
"8iufr","1.00","1.00","1.00","OK"
"8iufs","1.11","2.55","4.25","OK"
"8iufv","1.00","2.00","2.00","OK"
"8iugo","1.00","1.00","1.00","OK"
"8iuhr","1.00","1.00","1.00","OK"
"8iui3","1.00","1.00","1.00","OK"
"8iuia","8.59","293.64","564.69","OK"
"8iuip","1.00","1.00","1.00","OK"
"8iujq","1.00","2.00","2.00","OK"
"8iujx","1.29","9.48","16.77","OK"
"8iukd","1.00","1.00","1.00","OK"
"8iuls","1.07","1.45","1.78","OK"
"8ium6","1.00","1.00","1.00","OK"
"8iumc","1.11","2.50","3.64","OK"
"8iume","1.44","21.68","41.69","OK"
"8iumx","1.75","1.75","1.75","OK"
"8iun9","1.64","32.12","61.77","OK"
"8iuna","1.25","1.67","1.67","OK"
"8iunk","1.00","1.00","1.00","OK"
"8iuo8","2.37","79.96","153.77","OK"
"8iuok","1.03","2.77","5.08","OK"
"8iuqb","1.00","1.00","1.00","OK"
"8iuqh","1.04","1.47","2.27","OK"
"8iuqk","2.40","80.80","155.38","OK"
"8iuqp","1.00","1.00","1.00","OK"
"8iuqv","1.00","1.00","1.00","OK"
"8iurr","1.13","1.50","1.80","OK"
"8iuuw","1.00","1.00","1.00","OK"
"8iuv4","1.00","1.30","1.86","OK"
"8iuv6","1.05","3.35","6.42","OK"
"8iuv8","1.07","2.00","2.67","OK"
"8iuv9","2.42","11.50","11.50","OK"
"8iuva","1.09","1.56","2.27","OK"
"8iuwa","1.00","1.00","1.00","OK"
"8iuxg","1.00","1.00","1.50","OK"
"8iuxk","1.33","2.00","2.00","OK"
"8iuxq","1.19","2.80","5.09","OK"
"8iuy6","1.00","1.00","1.00","OK"
"8iuyv","2.21","5.33","7.11","OK"
"8iv07","1.17","1.40","1.40","OK"
"8iv0i","1.00","1.00","1.00","OK"
"8iv0s","1.00","1.00","1.00","OK"
"8iv0x","1.14","4.00","7.00","OK"
"8iv1g","1.00","1.00","1.50","OK"
"8iv1m","1.00","1.17","1.17","OK"
"8iv1x","1.14","2.88","4.45","OK"
"8iv2t","1.00","1.00","1.00","OK"
"8iv3o","1.00","1.00","1.00","OK"
"8iv48","1.00","1.00","1.00","OK"
"8iv4d","1.00","1.00","1.00","OK"
"8iv4h","1.00","1.00","1.00","OK"
"8iv4j","1.28","5.92","11.83","OK"
"8iv58","1.00","1.00","1.00","OK"
"8iv5f","1.00","1.00","1.00","OK"
"8iv5p","1.00","1.00","1.00","OK"
"8iv65","1.00","1.69","2.70","OK"
"8iv6j","1.07","1.25","1.67","OK"
"8iv7e","1.40","14.36","27.62","OK"
"8iv7j","1.59","28.64","55.08","OK"
"8iv8i","1.00","1.00","1.00","OK"
"8iv9n","1.45","45.20","86.92","OK"
"8ivbf","5.38","39.00","39.00","Observation"
"8ivbn","1.30","10.32","19.85","OK"
"8ivbx","1.00","1.00","1.00","OK"
"8ivcn","1.00","1.00","1.00","OK"
"8ivdi","1.17","4.60","8.85","OK"
"8ivdx","1.00","1.50","2.00","OK"
"8ive3","1.00","1.43","2.00","OK"
"8ive5","1.00","1.00","1.00","OK"
"8ivea","1.27","2.80","3.50","OK"
"8iveg","1.10","1.64","2.56","OK"
"8ivf6","1.11","2.94","4.55","OK"
"8ivfj","1.00","1.00","1.00","OK"
"8ivfk","2.84","89.16","171.46","OK"
"8ivge","1.00","1.33","1.33","OK"
"8ivhg","1.00","1.00","1.00","OK"
"8ivhr","1.22","6.21","11.46","OK"
"8ivir","7.99","269.72","518.69","OK"
"8iviz","1.00","1.00","1.00","OK"
"8ivj4","1.00","1.00","1.00","OK"
"8ivjv","3.93","123.08","236.69","OK"
"8ivkm","1.00","1.00","1.00","OK"
"8ivkn","1.81","38.96","74.92","OK"
"8ivlh","5.05","168.52","324.08","Fraud"
"8ivlp","1.60","12.27","20.44","Observation"
"8ivm9","1.00","1.00","1.00","OK"
"8ivmk","1.04","1.71","2.40","OK"
"8ivnj","1.00","1.00","1.00","OK"
"8ivnk","1.75","1.75","1.75","OK"
"8ivnx","1.00","1.00","1.00","OK"
"8ivny","1.00","1.00","1.00","OK"
"8ivo7","1.21","5.96","11.42","OK"
"8ivof","2.34","65.52","126.00","OK"
"8ivp6","1.00","1.00","1.00","OK"
"8ivpt","1.00","1.00","1.00","OK"
"8ivpv","1.35","21.76","41.85","OK"
"8ivql","1.00","1.00","1.00","OK"
"8ivsv","1.00","1.00","1.00","OK"
"8ivsx","1.24","12.48","24.00","OK"
"8ivti","1.06","1.79","2.83","OK"
"8ivtm","1.25","1.25","1.25","OK"
"8ivtv","1.00","1.00","1.00","OK"
"8ivwj","2.06","36.92","71.00","OK"
"8ivwr","1.20","1.64","2.00","OK"
"8ivwv","1.00","1.00","1.40","OK"
"8ivxp","1.00","1.00","1.00","OK"
"8ivy4","1.26","11.00","22.00","OK"
"8ivy5","1.00","1.00","1.00","OK"
"8ivyc","1.19","1.92","2.78","OK"
"8ivyu","1.00","1.00","1.00","OK"
"8iw0a","1.00","1.00","1.00","OK"
"8iw0n","1.00","2.50","4.00","OK"
"8iw0r","4.08","53.53","80.30","OK"
"8iw1f","1.11","1.75","2.63","OK"
"8iw1v","1.00","1.00","1.00","OK"
"8iw21","1.00","1.00","1.00","OK"
"8iw29","1.14","1.78","2.29","OK"
"8iw31","1.00","1.00","1.00","OK"
"8iw3u","1.00","1.00","1.00","OK"
"8iw46","1.09","1.50","2.00","OK"
"8iw4a","1.00","1.17","1.40","OK"
"8iw55","1.00","1.00","1.00","OK"
"8iw5p","1.33","1.71","2.00","OK"
"8iw5r","1.00","1.00","1.00","OK"
"8iw6k","1.00","1.00","1.00","OK"
"8iw6v","1.00","1.00","1.00","OK"
"8iw7e","1.06","2.27","3.40","OK"
"8iw7i","1.00","1.90","2.11","OK"
"8iw84","1.00","3.44","6.88","OK"
"8iw9s","1.31","4.25","6.80","OK"
"8iwaa","1.33","1.33","1.33","OK"
"8iwac","1.00","1.00","1.00","OK"
"8iwag","1.00","1.00","1.00","OK"
"8iwak","1.25","1.67","1.67","OK"
"8iwau","1.00","1.00","1.00","OK"
"8iwav","1.00","1.00","1.00","OK"
"8iwbt","1.00","1.00","1.00","OK"
"8iwe6","1.00","1.67","2.14","OK"
"8iweh","1.00","1.00","1.00","OK"
"8iwf2","1.00","1.00","1.00","OK"
"8iwfs","1.00","1.54","2.00","OK"
"8iwg3","1.15","4.27","6.71","OK"
"8iwh3","1.10","1.57","1.83","OK"
"8iwhf","1.00","1.00","1.00","OK"
"8iwhh","1.00","1.00","1.00","OK"
"8iwhi","1.09","4.09","7.83","OK"
"8iwid","8.18","277.28","533.23","OK"
"8iwii","1.31","3.24","5.50","OK"
"8iwj3","1.00","1.00","1.00","OK"
"8iwjs","1.11","1.94","2.82","OK"
"8iwky","1.00","1.00","1.00","OK"
"8iwl4","1.24","9.88","19.00","OK"
"8iwl5","1.06","2.33","3.18","OK"
"8iwmb","3.49","111.08","213.62","OK"
"8iwn7","1.00","1.00","1.00","OK"
"8iwnh","1.00","1.00","1.00","OK"
"8iwo2","2.77","35.52","68.31","OK"
"8iwos","1.60","13.40","22.33","Fraud"
"8iwp2","1.75","17.64","33.92","Fraud"
"8iwp3","1.61","31.32","60.23","OK"
"8iwpy","1.00","1.00","1.00","OK"
"8iwq4","1.17","3.06","5.00","OK"
"8iwq6","1.00","1.20","1.50","OK"
"8iwqm","1.00","1.33","1.60","OK"
"8iwqv","1.00","2.00","2.00","OK"
"8iwrl","1.57","4.40","6.60","OK"
"8iwrx","1.06","3.43","6.00","OK"
"8iws2","1.08","1.30","1.44","OK"
"8iws4","1.00","1.00","1.00","OK"
"8iws7","1.16","1.83","2.20","OK"
"8iwsa","1.00","2.00","2.00","OK"
"8iwsc","1.11","1.67","2.00","OK"
"8iwu7","1.48","18.48","35.54","OK"
"8iwug","1.04","1.75","2.55","OK"
"8iwv8","1.22","7.50","9.00","OK"
"8iwvi","3.00","3.00","3.00","OK"
"8iwvl","1.15","7.20","13.85","OK"
"8iwx5","1.00","1.82","2.58","OK"
"8iwxs","2.00","2.00","2.00","OK"
"8iwxv","1.27","2.11","2.71","OK"
"8iwy8","2.95","89.44","172.00","OK"
"8iwz0","1.00","2.00","2.00","OK"
"8ix09","1.00","1.00","1.00","OK"
"8ix0c","1.00","1.00","1.00","OK"
"8ix2h","1.44","21.12","40.62","OK"
"8ix3h","1.00","1.00","1.00","OK"
"8ix6h","1.00","1.14","1.33","OK"
"8ix6p","2.02","48.36","93.00","Fraud"
"8ix86","1.00","1.00","1.00","OK"
"8ix89","1.33","1.33","1.33","OK"
"8ixdk","1.00","1.00","1.50","OK"
"8ixgd","1.12","4.08","7.85","OK"
"8ixgl","1.00","1.63","1.63","OK"
"8ixl3","1.35","2.56","3.29","OK"
"8ixly","1.11","1.67","1.67","OK"
"8ixlz","1.14","4.32","8.64","OK"
"8ixoq","1.39","18.00","34.62","OK"
"8ixor","2.18","57.92","111.38","OK"
"8ixp4","1.00","1.00","1.00","OK"
"8ixq4","15.51","536.04","1030.85","OK"
"8ixq5","25.54","882.80","1697.69","OK"
"8ixs1","1.05","2.65","5.08","OK"
"8ixsd","3.85","122.80","236.15","OK"
"8ixue","1.00","1.00","1.00","OK"
"8ixuj","1.00","1.00","1.00","OK"
"8ixvg","1.10","5.33","10.67","OK"
"8ixvu","3.21","86.08","165.54","OK"
"8ixy5","1.00","1.00","1.00","OK"
"8ixzl","1.00","1.00","1.00","OK"
"8ixzs","3.68","111.88","215.15","OK"
"8ixzt","2.30","42.40","81.54","OK"
"8iy03","10.67","367.80","707.31","OK"
"8iy0v","1.55","15.12","25.70","Observation"
"8iy1m","1.00","1.00","1.00","OK"
"8iy36","1.29","6.79","12.54","OK"
"8iy4x","1.00","1.33","1.33","OK"
"8iy5g","3.19","98.28","189.00","OK"
"8iy6x","1.00","1.00","1.00","OK"
"8iy7x","1.45","2.29","2.67","OK"
"8iy9b","1.11","1.25","1.25","OK"
"8iyb9","1.00","2.00","2.50","OK"
"8iyc8","4.97","154.56","297.23","OK"
"8iydk","1.00","1.00","1.00","OK"
"8iyea","1.00","1.00","1.00","OK"
"8iyfx","1.28","3.28","5.36","OK"
"8iyi9","1.12","6.17","12.33","OK"
"8iyj6","1.10","2.26","3.58","OK"
"8iyo2","1.00","1.00","1.00","OK"
"8iysb","1.34","14.20","27.31","OK"
"8iyvp","2.03","32.44","62.38","OK"
"8iywe","1.00","1.00","1.00","OK"
"8iyxe","1.08","2.73","4.10","OK"
"8iz0o","1.00","1.00","1.00","OK"
"8iz1c","8.45","285.20","548.46","OK"
"8iz2a","1.45","12.08","23.23","OK"
"8iz2c","1.31","8.29","16.58","OK"
"8iz2e","1.10","3.47","6.60","OK"
"8iz2m","1.35","9.22","16.31","OK"
"8iz2n","1.58","11.72","22.54","OK"
"8iz48","1.15","5.88","10.85","OK"
"8iz6y","1.00","1.13","1.50","OK"
"8iz7h","1.00","1.25","1.25","OK"
"8iz7i","7.42","254.76","489.92","OK"
"8iz80","1.00","1.00","1.00","OK"
"8iz8t","1.00","1.00","1.00","OK"
"8iz91","1.38","9.64","18.54","OK"
"8izah","1.00","1.36","1.50","OK"
"8izak","1.00","1.00","1.00","OK"
"8izam","1.00","1.00","1.00","OK"
"8izan","1.00","1.00","1.00","OK"
"8izao","1.00","1.00","1.00","OK"
"8izar","1.00","1.20","1.50","OK"
"8izau","1.06","2.00","3.27","OK"
"8izav","1.09","2.33","3.89","OK"
"8izaw","1.00","1.50","1.80","OK"
"8izay","1.00","1.00","1.00","OK"
"8izbp","1.00","1.00","1.00","OK"
"8izbt","1.14","2.95","4.67","OK"
"8ize1","1.00","1.00","1.00","OK"
"8izgi","1.00","1.00","1.25","OK"
"8izjs","1.00","1.00","1.00","OK"
"8izkp","1.00","1.00","1.00","OK"
"8izlr","1.00","1.25","1.43","OK"
"8iznj","3.93","121.76","234.15","OK"
"8izot","1.00","1.00","1.00","OK"
"8izpa","1.37","18.28","35.15","OK"
"8izsa","1.00","1.14","2.00","OK"
"8izt5","7.66","116.44","223.92","Observation"
"8izt6","2.93","77.40","148.85","Observation"
"8iztc","1.30","12.44","23.92","OK"
"8iztd","1.00","1.40","1.75","OK"
"8iztj","1.02","2.50","3.75","OK"
"8izts","1.00","1.00","1.00","OK"
"8izu7","1.00","1.00","1.00","OK"
"8izv8","1.60","4.00","4.00","OK"
"8izwb","1.26","9.60","18.46","OK"
"8izwe","2.30","19.29","38.58","Fraud"
"8izxr","1.05","3.05","4.83","OK"
"8izzv","2.31","13.46","26.92","OK"
"8j00e","1.11","2.28","3.73","OK"
"8j01d","1.00","1.00","1.00","OK"
"8j029","1.00","1.50","2.00","OK"
"8j07i","1.26","5.45","9.23","OK"
"8j07s","1.00","1.93","2.70","OK"
"8j085","1.25","1.25","1.25","OK"
"8j08y","7.07","227.80","438.08","OK"
"8j094","1.00","1.00","1.00","OK"
"8j096","1.08","1.40","1.56","OK"
"8j09p","1.00","1.17","1.17","OK"
"8j0a9","1.04","2.42","4.46","OK"
"8j0ao","1.00","1.25","1.36","OK"
"8j0b4","2.58","64.28","123.62","OK"
"8j0b5","2.38","59.32","114.08","OK"
"8j0bs","1.85","24.30","40.50","OK"
"8j0bz","1.00","1.00","1.00","OK"
"8j0da","1.00","1.50","1.50","OK"
"8j0dl","1.00","1.00","1.50","OK"
"8j0eq","1.13","3.40","5.67","OK"
"8j0fj","1.79","38.40","73.85","OK"
