"partnerid","CntrVariance","status"
"8j1qi","0.00","OK"
"8j1rc","0.89","OK"
"8j1s7","0.00","OK"
"8j1se","1065.97","OK"
"8j1so","49.80","OK"
"8j1sp","31.50","OK"
"8j1sw","0.00","OK"
"8j1t4","7473.78","OK"
"8j1ti","992528.39","OK"
"8j1u4","0.56","OK"
"8j1u5","26.36","OK"
"8j1uw","2.25","OK"
"8j1x0","1.56","OK"
"8j1xv","1.36","OK"
"8j1y0","0.00","OK"
"8j1y6","0.00","OK"
"8j20z","40648.21","OK"
"8j22j","0.00","OK"
"8j22t","0.19","OK"
"8j23z","0.00","OK"
"8j240","0.00","OK"
"8j24h","0.00","OK"
"8j26k","79.69","OK"
"8j279","371.44","OK"
"8j27p","2.25","OK"
"8j295","0.00","OK"
"8j29y","0.00","OK"
"8j2b6","41.58","OK"
"8j2b9","71.58","OK"
"8j2dz","0.00","OK"
"8j2e0","999999.99","OK"
"8j2e9","0.00","OK"
"8j2er","2.25","OK"
"8j2f8","32.69","OK"
"8j2hf","58002.67","Observation"
"8j2i2","841.00","OK"
"8j2ix","10504.45","Observation"
"8j2kd","0.89","OK"
"8j2ki","0.00","OK"
"8j2li","0.00","OK"
"8j2m4","748194.77","Observation"
"8j2nt","305.53","OK"
"8j2pr","109.51","OK"
"8j2r9","48.57","OK"
"8j2s6","20782.64","OK"
"8j2s7","277950.10","OK"
"8j2td","687.63","OK"
"8j2to","0.00","OK"
"8j2tr","0.00","OK"
"8j2uy","23715.47","Fraud"
"8j2z5","133.50","OK"
"8j2zn","0.00","OK"
"8j307","141.56","OK"
"8j30b","4.14","OK"
"8j30i","0.00","OK"
"8j30r","1132.76","Fraud"
"8j311","858.69","OK"
"8j319","0.00","OK"
"8j31t","266171.01","Observation"
"8j31u","1046.56","OK"
"8j326","0.00","OK"
"8j329","0.00","OK"
"8j32k","555.56","OK"
"8j32l","2704.00","OK"
"8j32m","15905.33","OK"
"8j34p","0.69","OK"
"8j368","48283.89","Observation"
"8j369","837237.70","Observation"
"8j36c","0.00","OK"
"8j36d","71383.49","Observation"
"8j36e","338409.29","OK"
"8j36f","383.50","OK"
"8j36t","27167.53","OK"
"8j38c","0.00","OK"
"8j398","0.00","OK"
"8j39n","396.61","OK"
"8j39x","3847.30","OK"
"8j3e7","0.00","OK"
"8j3ej","13.80","OK"
"8j3fg","95.65","OK"
"8j3fs","1.81","OK"
"8j3gw","999999.99","OK"
"8j3j2","0.00","OK"
"8j3kg","43.74","OK"
"8j3l0","0.00","OK"
"8j3ln","0.00","OK"
"8j3nw","0.00","OK"
"8j3oy","0.00","OK"
"8j3th","0.25","OK"
"8j3u4","564.76","OK"
"8j3xi","961.92","OK"
"8j3xm","0.00","OK"
"8j3z1","6.25","OK"
"8j3zu","5.48","OK"
"8j416","20856.53","OK"
"8j41t","0.00","OK"
"8j42p","0.00","OK"
"8j437","0.00","OK"
"8j43i","0.25","OK"
"8j46c","999999.99","OK"
"8j470","0.00","OK"
"8j49w","1300.67","OK"
"8j4ap","0.00","OK"
"8j4ch","0.00","OK"
"8j4dw","0.00","OK"
"8j4fc","1210.33","OK"
"8j4fe","4.00","OK"
"8j4gq","67318.16","OK"
"8j4gr","999999.99","OK"
"8j4hv","0.00","OK"
"8j4li","1.84","OK"
"8j4mp","4013.88","OK"
"8j4nq","0.22","OK"
"8j4o3","0.00","OK"
"8j4og","0.00","OK"
"8j4pk","0.14","OK"
"8j4pp","117957.40","OK"
"8j4qz","501492.92","OK"
"8j4sj","0.00","OK"
"8j4tc","51.61","OK"
"8j4tl","0.00","OK"
"8j4tm","0.00","OK"
"8j4uo","14727.72","OK"
"8j4uq","25.89","OK"
"8j4v5","160.91","OK"
"8j4vg","187.56","OK"
"8j4vj","0.00","OK"
"8j4ye","19602.00","OK"
"8j507","28621.16","OK"
"8j510","0.00","OK"
"8j51f","1282.98","Observation"
"8j522","107.33","OK"
"8j523","105.69","OK"
"8j52r","1650.19","OK"
"8j53q","0.00","OK"
"8j53t","23789.77","OK"
"8j54k","0.00","OK"
"8j54x","0.00","OK"
"8j55y","999999.99","OK"
"8j55z","986591.73","OK"
"8j57g","1.00","OK"
"8j59e","9.56","OK"
"8j5a2","36.86","OK"
"8j5an","187000.00","OK"
"8j5bx","367.02","OK"
"8j5cg","843.72","OK"
"8j5d0","220.25","OK"
"8j5dj","6047.85","OK"
"8j5dk","0.00","OK"
"8j5dn","0.00","OK"
"8j5ey","0.25","OK"
"8j5f7","26.58","OK"
"8j5fu","1138.04","OK"
"8j5gg","5149.92","OK"
"8j5gh","47210.10","OK"
"8j5gi","962.92","OK"
"8j5gj","9930.16","OK"
"8j5h0","9.69","OK"
"8j5hb","0.00","OK"
"8j5hx","0.00","OK"
"8j5ig","2.25","OK"
"8j5ix","0.45","OK"
"8j5lq","1.56","OK"
"8j5lt","999999.99","OK"
"8j5n1","0.00","OK"
"8j5n8","0.67","OK"
"8j5ne","1.00","OK"
"8j5oc","0.00","OK"
"8j5od","0.00","OK"
"8j5ol","4.00","OK"
"8j5qz","0.00","OK"
"8j5r6","516.83","OK"
"8j5rx","0.00","OK"
"8j5t5","12.50","OK"
"8j5wq","0.00","OK"
"8j5xt","0.00","OK"
"8j5zr","0.00","OK"
"8j5zs","25.00","OK"
"8j5zz","477947.21","OK"
"8j603","0.38","OK"
"8j60b","1800.88","OK"
"8j60m","1067.71","OK"
"8j60q","0.00","OK"
"8j62o","0.00","OK"
"8j62v","6.50","OK"
"8j638","459.99","OK"
"8j64i","3.56","OK"
"8j65y","42601.17","OK"
"8j67b","256.81","OK"
"8j67c","281.86","OK"
"8j696","63029.41","OK"
"8j69h","0.00","OK"
"8j69s","0.00","OK"
"8j6ac","0.45","OK"
"8j6ae","12.40","OK"
"8j6b8","0.00","OK"
"8j6em","45222.16","OK"
"8j6en","5292.00","OK"
"8j6eq","0.00","OK"
"8j6es","39498.28","OK"
"8j6f7","987.86","OK"
"8j6fg","580.06","OK"
"8j6go","0.00","OK"
"8j6he","292.56","OK"
"8j6jw","60.60","OK"
"8j6mc","0.00","OK"
"8j6nz","5.56","OK"
"8j6oi","12607.75","OK"
"8j6p7","0.25","OK"
"8j6pj","0.25","OK"
"8j6pm","69828.49","OK"
"8j6ze","0.00","OK"
"8j6zf","6851.67","OK"
"8j70l","892.91","OK"
"8j72c","0.00","OK"
"8j732","0.00","OK"
"8j73t","66093.68","OK"
"8j76o","999999.99","OK"
"8j77b","2428.14","OK"
"8j78u","2610.75","OK"
"8j79o","10658.00","OK"
"8j7ao","0.00","OK"
"8j7ba","0.00","OK"
"8j7ct","380.25","OK"
"8j7dc","0.00","OK"
"8j7ia","0.00","OK"
"8j7ic","0.00","OK"
"8j7iy","6.25","OK"
"8j7jh","25.00","OK"
"8j7mj","0.00","OK"
"8j7si","0.22","OK"
"8j7t8","55.44","OK"
"8j7tm","10243.09","Fraud"
"8j7tt","2.25","OK"
"8j7xq","1.42","OK"
"8j7yi","0.00","OK"
"8j7yr","855.66","OK"
"8j80q","0.17","OK"
"8j82j","342.25","OK"
"8j839","0.00","OK"
"8j83j","312.67","OK"
"8j83r","0.00","OK"
"8j83y","0.00","OK"
"8j87g","24818.47","OK"
"8j87i","3.56","OK"
"8j8b5","0.25","OK"
"8j8bn","0.00","OK"
"8j8bu","0.00","OK"
"8j8eb","0.00","OK"
"8j8eo","0.00","OK"
"8j8et","0.53","OK"
"8j8gw","0.00","OK"
"8j8h8","0.00","OK"
"8j8ho","325.64","OK"
"8j8hq","0.00","OK"
"8j8hr","0.00","OK"
"8j8i3","5454.41","OK"
"8j8j4","7.92","OK"
"8j8jd","642387.77","OK"
"8j8jg","1.00","OK"
"8j8k3","0.00","OK"
"8j8mt","0.00","OK"
"8j8mz","2996.88","OK"
"8j8o4","3731.15","OK"
"8j8op","36.25","OK"
"8j8or","0.00","OK"
"8j8ou","0.00","OK"
"8j8q3","0.75","OK"
"8j8rh","0.00","OK"
"8j8sa","0.00","OK"
"8j8se","460.40","OK"
"8j8sf","73.88","OK"
"8j8sv","416.73","OK"
"8j8t2","36198.94","OK"
"8j8tf","59.36","OK"
"8j8u2","3699.04","OK"
"8j8wj","0.00","OK"
"8j8yz","5024.88","OK"
"8j8zb","69.21","OK"
"8j90l","0.00","OK"
"8j90q","0.64","OK"
"8j92i","2292.45","OK"
"8j94o","0.00","OK"
"8j94s","0.00","OK"
"8j94z","123.06","OK"
"8j95g","0.25","OK"
"8j967","4955.03","OK"
"8j9a2","5.35","OK"
"8j9a5","12.25","OK"
"8j9aa","3.00","OK"
"8j9d9","334.07","OK"
"8j9eq","60.00","OK"
"8j9ey","0.00","OK"
"8j9ge","0.00","OK"
"8j9h2","0.00","OK"
"8j9h9","0.00","OK"
"8j9i6","30642.75","OK"
"8j9i7","527.02","OK"
"8j9i9","64984.80","OK"
"8j9jc","0.00","OK"
"8j9m9","2256.25","OK"
"8j9ml","110.25","OK"
"8j9o0","2077.14","OK"
"8j9p4","1157.57","Observation"
"8j9pe","234.85","OK"
"8j9q3","1.04","OK"
"8jb5v","0.00","OK"
"8jc3s","7902.58","OK"
"8jc5o","632.99","OK"
"8jc8u","0.00","OK"
"8jc8v","999999.99","OK"
"8jccm","299.03","OK"
"8jcez","0.75","OK"
"8jcfz","0.00","OK"
"8jcgp","13.44","OK"
"8jch5","136.25","OK"
"8jchh","85.80","OK"
"8jciv","817.19","OK"
"8jclv","2383.27","OK"
"8jcoh","0.00","OK"
"8jcru","0.58","OK"
"8jcuw","0.00","OK"
"8jg20","37767.59","OK"
"8jg2a","2.00","OK"
"8jg49","0.00","OK"
"8jg5r","1.60","OK"
"8jg82","0.00","OK"
"8jg8w","0.25","OK"
"8jg9s","24.45","OK"
"8jgac","2725.96","OK"
"8jgbu","250527.95","OK"
"8jgcj","35.28","OK"
"8jgcw","417.14","OK"
"8jgel","0.22","OK"
"8jgf3","0.00","OK"
"8jgg3","478.89","OK"
"8jggg","0.00","OK"
"8jgk9","0.00","OK"
"8jgkk","65047.33","Observation"
"8jgl8","0.00","OK"
"8jgls","2675.24","OK"
"8jgok","0.00","OK"
"8jgq9","0.00","OK"
"8jgqa","4.63","OK"
"8jgqb","31.95","OK"
"8jgqr","0.00","OK"
"8jgt1","514.19","OK"
"8jgts","80.25","OK"
"8jgu2","0.00","OK"
"8jgul","103.81","OK"
"8jgvx","0.00","OK"
"8jh5s","0.00","OK"
"8jh5u","0.00","OK"
"8jh5v","0.00","OK"
"8jh60","0.00","OK"
"8jh7b","1202.57","OK"
"8jh9c","8.18","OK"
"8jhbl","2046.96","OK"
"8jhcs","0.00","OK"
"8jhct","0.25","OK"
"8jhdz","56.25","OK"
"8jhep","1.00","OK"
"8jhfv","157711.20","OK"
"8jhge","18.58","OK"
"8jhgj","0.00","OK"
"8jhgx","768231.13","OK"
"8jhh0","625.52","OK"
"8jhi5","0.00","OK"
"8jhis","0.00","OK"
"8jhit","72.00","OK"
"8jhle","0.00","OK"
"8jhlw","0.25","OK"
"8jhmk","0.00","OK"
"8jhnz","34579.06","OK"
"8jhou","49.87","OK"
"8jhp2","1.14","OK"
"8jhsv","0.00","OK"
"8jhtq","0.00","OK"
"8jhw3","261.44","OK"
"8jhw9","1.00","OK"
"8jhyg","0.69","OK"
"8ji11","0.67","OK"
"8ji1d","1.00","OK"
"8ji1k","9346.18","OK"
"8ji1l","228917.34","OK"
"8ji1s","0.00","OK"
"8ji1u","2493.86","Observation"
"8ji2e","0.00","OK"
"8ji49","13.51","OK"
"8ji4k","3848.11","OK"
"8ji4m","42.92","OK"
"8ji4n","0.67","OK"
"8ji60","0.00","OK"
"8ji8h","618.03","OK"
"8ji8l","0.00","OK"
"8ji9t","0.00","OK"
"8jiak","0.00","OK"
"8jiam","0.00","OK"
"8jian","0.22","OK"
"8jibl","79.19","OK"
"8jibp","0.00","OK"
"8jict","509.22","OK"
"8jid2","0.00","OK"
"8jiex","1466.85","OK"
"8jif4","0.00","OK"
"8jifa","2.00","OK"
"8jiff","60.43","OK"
"8jigh","329.11","OK"
"8jik8","0.00","OK"
"8jil2","0.58","OK"
"8jim2","0.00","OK"
"8jin3","1.24","OK"
"8jior","1348.54","OK"
"8jisx","237.61","OK"
"8jith","0.00","OK"
"8jiu2","0.00","OK"
"8jiuc","2141.92","OK"
"8jiwm","0.00","OK"
"8jiy2","270.43","OK"
"8jiy8","0.00","OK"
"8jiz8","0.25","OK"
"8jj05","0.00","OK"
"8jj1n","2456.88","OK"
"8jj1s","0.00","OK"
"8jj35","0.00","OK"
"8jj3f","0.00","OK"
"8jj6m","96.14","OK"
"8jj7t","999999.99","OK"
"8jj80","0.00","OK"
"8jj96","0.00","OK"
"8jj9d","4.53","OK"
"8jjao","3996.45","Observation"
"8jjap","71359.29","OK"
"8jjc5","999999.99","OK"
"8jjds","205.58","OK"
"8jjhc","0.00","OK"
"8jjji","825846.44","OK"
"8jjo9","738.15","OK"
"8jjph","0.00","OK"
"8jjs6","37904.65","Fraud"
"8jjsg","34.52","OK"
"8jjve","7.35","OK"
"8jjvh","3.47","OK"
"8jjxl","0.00","OK"
"8jk01","130864.47","OK"
"8jk02","2041.69","OK"
"8jk0d","9576.75","Fraud"
"8jk15","98985.19","OK"
"8jk1x","6312.52","OK"
"8jk3i","535.59","OK"
"8jk4m","999999.99","OK"
"8jk57","222.28","OK"
"8jk7c","1.00","OK"
"8jk8e","0.69","OK"
"8jk8g","999999.99","OK"
"8jk8n","0.00","OK"
"8jka2","0.89","OK"
"8jkce","18.00","OK"
"8jkdf","37904.22","OK"
"8jkdr","98.11","OK"
"8jkea","999999.99","OK"
"8jkec","807.07","OK"
"8jked","17679.83","OK"
"8jkfd","66968.38","OK"
"8jkff","0.00","OK"
"8jkh1","22665.21","Observation"
"8jkhu","0.00","OK"
"8jkhv","0.00","OK"
"8jkij","99680.45","OK"
"8jkk9","0.00","OK"
"8jkmi","0.00","OK"
"8jkof","6496.83","OK"
"8jkor","10417.16","OK"
"8jkp0","21587.99","OK"
"8jkp1","215289.04","OK"
"8jkqn","1248.76","OK"
"8jkrj","809.84","OK"
"8jks4","8.06","OK"
"8jksm","35.03","OK"
"8jkt3","0.00","OK"
"8jktn","542181.40","OK"
"8jku2","0.00","OK"
"8jkul","133624.00","OK"
"8jkv1","2813.93","OK"
"8jkv9","24.19","OK"
"8jkve","495012.67","OK"
"8jkwc","70788.36","OK"
"8jkwu","21.76","OK"
"8jky9","916.84","OK"
"8jl02","42.19","OK"
"8jl05","169.39","OK"
"8jl0l","999999.99","OK"
"8jl0o","0.00","OK"
"8jl1o","1537.71","OK"
"8jl1u","112.66","OK"
"8jl23","6.89","OK"
"8jl39","0.00","OK"
"8jl3n","313.91","OK"
"8jl3y","8440.79","Fraud"
"8jl43","3.02","OK"
"8jl4l","0.24","OK"
"8jl61","30.41","OK"
"8jl6e","244920.01","OK"
"8jl7q","7964.71","OK"
"8jla6","15660.67","OK"
"8jlad","0.00","OK"
"8jlah","0.25","OK"
"8jlc5","3256.58","OK"
"8jli0","999999.99","OK"
"8jlic","968.67","OK"
"8jlii","191.40","OK"
"8jlis","999999.99","OK"
"8jljk","0.00","OK"
"8jljl","0.00","OK"
"8jljm","1169.56","OK"
"8jljq","4.00","OK"
"8jljr","999999.99","OK"
"8jlju","260.98","OK"
"8jlk3","174203.92","OK"
"8jlkt","40.24","OK"
"8jlms","164.12","OK"
"8jlmv","35.19","OK"
"8jlmz","0.00","OK"
"8jln6","307.38","OK"
"8jlnl","589.04","OK"
"8jlos","80513.42","OK"
"8jlpw","343626.13","OK"
"8jlpz","1348.64","OK"
"8jlr2","0.00","OK"
"8jlru","0.22","OK"
"8jlt1","106889.36","OK"
"8jlu6","21966.13","Fraud"
"8jlus","20783.27","OK"
"8jlyt","0.00","OK"
"8jlzr","7318.42","OK"
"8jm0h","0.00","OK"
"8jm0y","0.00","OK"
"8jm18","15.22","OK"
"8jm4d","1960.58","OK"
"8jm4h","999999.99","OK"
"8jm4p","0.00","OK"
"8jm4v","8787.52","OK"
"8jm5b","1.00","OK"
"8jm5w","35766.44","OK"
"8jm90","10988.20","OK"
"8jm9p","233181.47","OK"
"8jmbn","0.25","OK"
"8jmch","25381.96","OK"
"8kuma","0.00","OK"
"8kump","706.00","OK"
"8kumu","16806.87","Fraud"
"8kun0","0.25","OK"
"8kun1","115.98","OK"
"8kun5","0.00","Fraud"
"8kuno","0.00","OK"
"8kunr","110.25","OK"
"8kunx","46.18","OK"
"8kuo4","0.00","OK"
"8kuo5","291.73","OK"
"8kuov","6.25","OK"
"8kuph","0.00","OK"
"8kupw","0.00","OK"
"8kupz","0.00","OK"
"8kuq2","36.00","OK"
"8kuqa","585.64","OK"
"8kuqd","24.89","OK"
"8kuql","0.00","OK"
"8kuro","2.75","OK"
"8kus3","2546.42","OK"
"8kus9","10108.90","OK"
"8kusa","65421.11","OK"
"8kusb","620074.22","OK"
"8kusi","0.25","OK"
"8kusr","43.56","OK"
"8kuti","0.00","OK"
"8kuto","0.00","OK"
"8kutv","0.22","OK"
"8kuuh","0.00","OK"
"8kuv3","0.00","OK"
"8kuv8","0.00","OK"
"8kuv9","14598.63","Observation"
"8kuva","1699.31","OK"
"8kuvb","201616.49","Fraud"
"8kuvj","785.57","OK"
"8kuvn","10.81","OK"
"8kuvt","999999.99","OK"
"8kuvy","0.00","OK"
"8kux8","0.00","OK"
"8kuxa","999999.99","Observation"
"8kuxc","0.00","OK"
"8kuxg","0.64","OK"
"8kuxh","32.00","OK"
"8kuxi","0.00","OK"
"8kuxj","24.00","OK"
"8kuxk","0.00","OK"
"8kuxp","0.00","OK"
"8kuy3","0.00","OK"
"8kuy4","0.00","OK"
"8kuy9","0.00","OK"
"8kuyg","20673.09","OK"
"8kuyp","0.00","OK"
"8kuys","0.00","OK"
"8kuze","0.64","OK"
"8kuzg","49.00","OK"
"8kuzj","65.66","OK"
"8kuzl","0.00","OK"
"8kv08","0.00","OK"
"8kv0e","249.50","OK"
"8kv0o","0.67","OK"
"8kv0s","999999.99","Observation"
"8kv3c","20.25","OK"
"8kv3v","884.79","Fraud"
"8kv42","0.00","OK"
"8kv4a","0.67","OK"
"8kv4d","0.00","OK"
"8kv4k","3.00","OK"
"8kv4v","207.66","OK"
"8kv4x","0.25","OK"
"8kv5a","0.00","OK"
"8kv5w","1592.78","Fraud"
"8kv5y","0.00","OK"
"8kv6q","0.00","OK"
"8kv6v","9970.78","Fraud"
"8kv6y","12.12","OK"
"8kv74","0.00","OK"
"8kv77","0.25","OK"
"8kv7n","194.89","Fraud"
"8kv7x","1441.00","Fraud"
"8kv80","0.00","OK"
"8kv8i","1.00","OK"
"8kv8s","56.89","OK"
"8kv90","224.56","OK"
"8kv97","163.22","OK"
"8kv9a","44.57","OK"
"8kv9b","3.75","OK"
"8kvad","1800.75","OK"
"8kvas","1764.00","OK"
"8kvax","244.86","OK"
"8kvb3","0.00","OK"
"8kvbe","8.00","OK"
"8kvbi","0.00","OK"
"8kvc4","0.00","OK"
"8kvc7","121.00","OK"
"8kvc8","0.00","OK"
"8kvcs","0.00","OK"
"8kvct","0.00","OK"
"8kvdh","1.56","OK"
"8kve7","1056.11","OK"
"8kvec","228.64","OK"
"8kven","4.46","OK"
"8kveo","36.02","OK"
"8kveq","9.01","OK"
"8kvey","3.56","OK"
"8kvfl","0.00","OK"
"8kvfn","2.25","OK"
"8kvfr","12520.62","OK"
"8kvg3","0.00","OK"
"8kvgc","0.00","OK"
"8kvgp","0.00","OK"
"8kvgr","6.25","OK"
"8kvgs","2.14","OK"
"8kvh1","1.27","OK"
"8kvh9","0.00","OK"
"8kvhd","16.00","OK"
"8kvhi","81787.42","OK"
"8kvhp","0.00","OK"
"8kvhz","0.00","OK"
"8kvie","0.00","OK"
"8kvil","0.14","OK"
"8kvim","18926.78","OK"
"8kviw","1522.04","OK"
"8kvj1","573.50","OK"
"8kvjl","0.00","OK"
"8kvkh","0.00","OK"
"8kvkj","0.00","OK"
"8kvkq","832.19","OK"
"8kvkw","152.52","OK"
"8kvl0","38.76","OK"
"8kvl1","419.40","OK"
"8kvl2","454.26","OK"
"8kvl6","641.02","OK"
"8kvl7","8300.84","OK"
"8kvl8","0.00","OK"
"8kvlp","8155.93","OK"
"8kvlq","0.00","OK"
"8kvm0","12100.00","OK"
"8kvm1","4498.19","OK"
"8kvm2","354209.56","OK"
"8kvm6","0.00","OK"
"8kvm7","0.00","OK"
"8kvma","0.00","OK"
"8kvmd","0.25","OK"
"8kvmf","15.63","OK"
"8kvmo","0.22","OK"
"8kvmr","1894.75","OK"
"8kvna","2739.24","OK"
"8kvnb","5397.69","Observation"
"8kvnu","5.56","OK"
"8kvo1","806.22","OK"
"8kvos","0.16","OK"
"8kvot","1.47","OK"
"8kvpb","13.89","OK"
"8kvpc","5.76","OK"
"8kvpe","19.36","OK"
"8kvpg","0.00","OK"
"8kvpr","0.00","OK"
"8kvpw","8.54","OK"
"8kvq0","108.50","OK"
"8kvqh","25.49","OK"
"8kvqm","36.56","OK"
"8kvqp","0.00","OK"
"8kvr5","0.00","OK"
"8kvr9","0.00","OK"
"8kvrh","0.00","OK"
"8kvrr","0.00","OK"
"8kvry","1.00","OK"
"8kvs0","0.00","OK"
"8kvs1","0.00","OK"
"8kvs9","4.22","OK"
"8kvsu","216.22","OK"
"8kvtr","0.00","OK"
"8kvtw","0.00","OK"
"8kvty","5744.44","OK"
"8kvu3","0.00","OK"
"8kvu7","1.10","OK"
"8kvug","1392.89","OK"
"8kvuh","28.57","OK"
"8kvv2","8920.50","Observation"
"8kvv3","0.00","OK"
"8kvv4","2393.69","OK"
"8kvv6","828285.56","OK"
"8kvv7","6166.00","OK"
"8kvv8","0.00","OK"
"8kvvd","81552.38","OK"
"8kvvh","26377.56","Observation"
"8kvxs","0.00","OK"
"8kvy3","0.00","OK"
"8kvyf","21.14","OK"
"8kvyo","1285.11","OK"
"8kvyr","39.64","OK"
"8kvzp","0.00","OK"
"8kw03","0.00","OK"
"8kw0f","6750.67","Observation"
"8kw0n","16.00","OK"
"8kw15","0.22","OK"
"8kw19","2706.49","OK"
"8kw1q","42.86","OK"
"8kw28","0.00","OK"
"8kw2n","0.00","OK"
"8kw39","0.00","OK"
"8kw3g","32948.77","OK"
"8kw4u","0.00","OK"
"8kw4v","38751.08","Fraud"
"8kw4x","7.84","OK"
"8kw4z","3134.56","OK"
"8kw53","0.00","OK"
"8kw5p","0.00","OK"
"8kw5u","48196.69","Fraud"
"8kw6d","2.25","OK"
"8kw70","0.00","OK"
"8kwzo","441.00","OK"
"8kwzv","0.00","OK"
"8kwzx","12118.69","Fraud"
"8kwzy","125.44","OK"
"8kx0a","0.00","OK"
"8kx0h","5.56","OK"
"8kx0o","1356.13","OK"
"8kx0y","289.00","OK"
"8kx17","0.00","OK"
"8kx19","220.67","OK"
"8kx1q","0.00","OK"
"8kx1z","0.00","Observation"
"8kx21","0.00","OK"
"8kx25","2.25","OK"
"8kx29","0.00","OK"
"8kx2a","0.00","OK"
"8kx2d","1629.01","Fraud"
"8kx2g","0.00","OK"
"8kx2r","2.25","OK"
"8kx2u","3399.55","Fraud"
"8kx2w","0.00","OK"
"8kx31","999999.99","OK"
"8kx33","0.00","OK"
"8kx37","35.01","OK"
"8kx3a","0.00","OK"
"8kx3b","0.00","OK"
"8kx3c","0.00","OK"
"8kx3f","214.10","OK"
"8kx3i","0.00","OK"
"8kx3q","1436.24","OK"
"8kx3r","0.00","OK"
"8kx47","0.00","OK"
"8kx4j","0.25","OK"
"8kx5a","28900.00","OK"
"8kx5c","5.63","OK"
"8kx5g","63.69","OK"
"8kx5q","0.00","Observation"
"8kx6b","0.00","Observation"
"8kx86","0.00","Observation"
"8kxdu","0.00","OK"
"8kxe3","0.00","OK"
"8kxee","37752.49","OK"
"8kxef","0.00","OK"
"8kxel","0.00","Fraud"
"8kxem","0.00","Fraud"
"8kxep","0.00","OK"
"8kxer","344.81","OK"
"8kxev","0.00","OK"
"8kxew","0.00","OK"
"8kxez","0.00","OK"
"8kxf2","0.00","OK"
"8kxf4","18.52","OK"
"8kxfb","89.38","OK"
"8kxfu","0.00","OK"
"8kxgk","0.67","OK"
"8kxgm","24.25","OK"
"8kxgs","52772.86","Fraud"
"8kxgt","6087.69","OK"
"8kxgu","28763.56","OK"
"8kxgv","36737.47","Fraud"
"8kxgy","0.00","OK"
"8kxhd","0.00","OK"
"8kxhn","0.86","OK"
"8kxhp","0.00","OK"
"8kxhq","0.00","OK"
"8kxij","0.00","Fraud"
"8kxik","2.25","OK"
"8kxim","0.00","OK"
"8kxj4","0.00","OK"
"8kxj8","306.25","OK"
"8kxjw","518.00","OK"
"8kxjy","316.21","OK"
"8kxkx","65726.30","Observation"
"8kxl2","0.00","OK"
"8kxl3","145553.56","Fraud"
"8kxla","150.08","OK"
"8kxlk","4054.72","OK"
"8kxll","6449.93","OK"
"8kxlo","24.56","OK"
"8kxlp","22626.68","OK"
"8kxlq","33.43","OK"
"8kxlr","19163.60","OK"
"8kxlt","20845.14","OK"
"8kxlv","11342.40","Fraud"
"8kxly","105074.18","Fraud"
"8kxm0","22.00","OK"
"8kxm9","1345.84","OK"
"8kxmh","976.43","Fraud"
"8kxml","28.69","OK"
"8kxmm","0.00","OK"
"8kxmo","0.44","OK"
"8kxn2","0.00","OK"
"8kxn5","159.19","OK"
"8kxnk","6.25","OK"
"8kxnl","0.00","OK"
"8kxnm","44732.25","Fraud"
"8kxnn","3025.00","Observation"
"8kxnw","455.11","OK"
"8kxo5","0.00","OK"
"8kxoj","0.00","Observation"
"8kxom","123.73","OK"
"8kxor","12.67","OK"
"8kxos","0.25","OK"
"8kxox","14.22","OK"
"8kxoy","3486.25","Fraud"
"8kxp5","0.00","OK"
"8kxpa","0.00","OK"
"8kxpd","18.02","OK"
"8kxpq","0.00","OK"
"8kxpv","0.00","OK"
"8kxq6","11006.41","OK"
"8kxqd","0.00","OK"
"8kxqf","0.00","OK"
"8kxqj","593.00","OK"
"8kxqk","31125.61","Observation"
"8kxqm","2809.00","OK"
"8kxqw","72.53","OK"
"8kxr9","8265.33","Observation"
"8kxrb","640.69","Observation"
"8kxrc","0.00","OK"
"8kxre","3080.46","Observation"
"8kxri","203.14","OK"
"8kxrj","182.25","OK"
"8kxrs","240.25","OK"
"8kxtp","182.00","OK"
"8kxvk","3872.32","OK"
"8kxxf","47.73","OK"
"8kxzn","0.00","OK"
"8kxzu","4406.55","OK"
"8ky0g","0.00","OK"
"8ky0o","1.50","OK"
"8ky15","0.00","OK"
"8ky18","0.00","OK"
"8ky1v","2.22","OK"
"8ky22","0.00","OK"
"8ky2b","0.25","OK"
"8ky2f","0.24","OK"
"8ky2l","0.00","OK"
"8ky2n","0.00","OK"
"8ky46","117.69","OK"
"8ky4j","0.00","OK"
"8ky4k","57.24","OK"
"8ky4n","0.00","OK"
"8ky4r","0.00","OK"
"8ky4x","0.00","OK"
"8ky50","0.00","OK"
"8ky5c","42.25","OK"
"8ky5s","0.00","OK"
"8ky6d","0.25","OK"
"8ky6h","1786.76","Fraud"
"8ky6n","1593.61","Fraud"
"8ky6u","4.67","OK"
"8ky6v","69.96","OK"
"8ky77","0.00","OK"
"8ky8n","6.25","OK"
"8ky8r","0.00","OK"
"8ky93","0.25","OK"
"8ky9n","0.00","OK"
"8kyao","0.00","OK"
"8kyb9","0.69","OK"
"8kybc","0.25","OK"
"8kybl","55080.19","OK"
"8kybu","0.00","OK"
"8kyc0","0.19","OK"
"8kycf","0.00","OK"
"8kycw","165.32","OK"
"8kydv","5648.64","Fraud"
"8kygk","240.25","OK"
"8kygl","0.00","OK"
"8kygo","0.00","OK"
"8kygq","390.94","OK"
"8kygz","0.00","OK"
"8kyhj","0.00","OK"
"8kyiq","14.25","OK"
