"partnerid","EntropyIplong","EntropyCid","EntropyAgent","EntropyCntr","status"
"8in36","0.00","0.00","0.00","0.00","OK"
"8in3c","6.30","6.40","5.49","0.33","OK"
"8in41","0.00","0.00","0.00","0.00","OK"
"8in43","0.00","0.00","0.00","0.00","OK"
"8in49","2.75","2.16","2.75","1.55","OK"
"8in4e","1.00","1.00","1.00","1.00","OK"
"8in66","3.76","4.57","4.05","1.65","OK"
"8in69","6.98","3.54","6.62","2.34","OK"
"8in6a","6.16","5.04","6.74","2.05","OK"
"8in7f","5.40","6.32","5.49","2.06","OK"
"8in80","2.41","3.00","2.00","0.54","OK"
"8in8e","6.29","5.31","6.42","3.50","Fraud"
"8in8l","1.58","1.58","0.92","0.00","OK"
"8in8z","2.58","2.25","0.00","0.00","OK"
"8in9f","1.00","1.00","1.00","1.00","OK"
"8in9m","3.38","3.26","3.26","0.00","OK"
"8ina8","1.00","1.00","1.00","0.00","OK"
"8inag","1.88","2.64","2.64","1.45","OK"
"8inat","2.32","2.32","2.32","1.52","OK"
"8inay","3.42","6.72","7.55","3.40","OK"
"8inbg","1.00","1.00","1.00","1.00","OK"
"8inca","0.00","0.00","0.00","0.00","OK"
"8incg","1.00","1.00","0.00","0.00","OK"
"8inch","0.00","0.00","0.00","0.00","OK"
"8inck","6.11","6.15","5.72","1.30","OK"
"8ind9","0.00","0.00","0.00","0.00","OK"
"8indc","4.69","4.37","4.18","1.12","OK"
"8inei","6.19","1.69","6.55","2.56","OK"
"8inf7","3.27","5.26","4.74","3.06","OK"
"8ingg","3.38","4.44","3.72","1.37","OK"
"8ings","1.98","2.45","3.32","1.32","OK"
"8inhr","7.54","5.50","6.72","3.59","OK"
"8ini4","2.11","4.61","3.51","2.65","OK"
"8ini5","1.00","0.00","1.00","1.00","OK"
"8inig","4.42","4.30","4.06","1.75","OK"
"8inil","4.21","3.26","4.91","1.00","OK"
"8injc","2.28","3.97","3.89","1.50","OK"
"8injo","0.81","0.81","0.81","0.00","OK"
"8inkd","1.66","2.95","2.95","1.45","OK"
"8inld","0.92","1.58","1.58","0.92","OK"
"8inn7","7.16","5.51","5.99","1.37","OK"
"8ino6","7.05","5.40","7.03","3.49","OK"
"8inp3","3.04","3.38","3.04","1.83","OK"
"8inrc","2.34","4.28","4.28","2.12","OK"
"8ins1","3.61","1.89","5.71","0.21","OK"
"8insm","3.38","4.25","3.46","0.23","OK"
"8insr","1.58","1.58","0.00","0.00","OK"
"8intf","4.33","2.83","5.07","2.39","OK"
"8inu8","2.16","2.41","2.50","0.81","OK"
"8inum","5.36","6.88","6.13","3.45","OK"
"8invg","2.00","0.00","2.00","2.00","OK"
"8inwd","5.94","1.99","5.26","3.30","OK"
"8inwo","4.82","5.96","4.96","1.55","OK"
"8inwq","3.33","2.66","1.08","1.41","OK"
"8inwx","1.79","2.25","2.58","2.58","OK"
"8inz6","4.07","2.92","3.50","0.00","OK"
"8inz8","4.25","5.48","5.06","0.53","OK"
"8io28","4.49","5.20","4.12","0.14","OK"
"8io3k","0.92","0.92","0.00","0.00","OK"
"8io3v","0.00","1.00","0.00","0.00","OK"
"8io4k","0.00","0.00","0.00","0.00","OK"
"8io4t","2.13","0.00","2.13","1.38","OK"
"8io5j","7.88","6.97","6.11","1.77","OK"
"8io5s","7.86","7.37","6.59","2.12","OK"
"8io79","0.00","0.00","0.00","0.00","OK"
"8io7a","0.92","1.58","0.92","0.00","OK"
"8io8s","4.94","5.75","5.05","0.66","OK"
"8io95","3.06","1.71","4.07","2.90","OK"
"8io9t","3.13","2.71","3.01","0.35","OK"
"8ioac","3.96","3.33","0.34","0.00","OK"
"8ioad","7.37","4.09","4.53","1.59","Observation"
"8ioaf","5.94","3.93","3.31","1.16","OK"
"8iob1","2.90","4.43","3.27","2.28","OK"
"8ioby","2.92","0.00","2.72","1.30","OK"
"8iofb","1.79","2.58","2.58","2.25","OK"
"8iohm","0.00","0.00","0.00","0.00","OK"
"8ioj0","0.00","0.00","0.00","0.00","OK"
"8iok5","0.00","0.00","0.00","0.00","OK"
"8iokr","0.00","0.00","0.00","0.00","OK"
"8ioml","1.00","1.00","1.00","0.00","OK"
"8iomw","0.00","1.00","1.00","0.00","OK"
"8ionb","1.58","1.58","1.58","1.58","OK"
"8ionh","0.00","0.00","0.00","0.00","OK"
"8ionj","2.32","1.92","2.32","2.32","OK"
"8ioo5","3.38","3.69","3.34","0.00","OK"
"8ioo7","2.45","1.21","3.19","1.42","OK"
"8ioov","0.00","0.00","0.00","0.00","OK"
"8ioqe","7.12","6.39","6.12","1.40","OK"
"8ior0","2.50","2.75","1.91","1.50","OK"
"8iory","1.58","0.92","1.58","0.92","OK"
"8iosv","8.24","5.63","7.03","2.80","OK"
"8iot1","6.56","6.04","6.53","2.99","OK"
"8iott","0.00","0.00","0.00","0.00","OK"
"8iou1","3.45","3.88","3.62","1.02","OK"
"8iou5","0.00","0.00","0.00","0.00","OK"
"8iou8","4.48","4.50","5.52","1.90","OK"
"8ioui","1.00","1.00","0.00","0.00","OK"
"8ioul","0.92","0.92","0.00","0.00","OK"
"8iow5","0.00","2.24","0.00","0.00","OK"
"8iowu","3.22","5.19","4.86","0.36","OK"
"8ioyh","1.58","0.92","0.00","0.00","OK"
"8ioyz","0.00","0.00","0.00","0.00","OK"
"8iozi","3.39","4.09","3.91","0.68","OK"
"8ip10","0.92","0.92","0.92","0.00","OK"
"8ip1i","0.00","0.00","0.00","0.00","OK"
"8ip1v","7.44","2.93","6.57","2.49","OK"
"8ip45","7.10","1.52","7.28","5.22","OK"
"8ip46","2.25","1.79","2.25","0.00","OK"
"8ip4d","7.20","2.50","6.56","5.10","OK"
"8ip5p","7.27","7.10","6.92","2.32","OK"
"8ip5q","5.15","4.87","6.07","2.80","OK"
"8ip65","0.00","0.00","0.00","0.00","OK"
"8ip71","7.22","5.26","3.24","2.89","Observation"
"8ip85","0.00","0.00","0.00","0.00","OK"
"8ip8o","0.72","2.32","1.92","1.37","OK"
"8ipat","1.92","1.37","0.97","0.97","OK"
"8ipcr","2.75","1.06","2.16","1.75","OK"
"8ipdk","1.00","1.00","1.00","1.00","OK"
"8ipdp","2.58","2.25","2.25","2.25","OK"
"8ipdr","2.00","2.00","2.00","0.81","OK"
"8ipeq","1.79","2.25","2.58","0.92","OK"
"8ipg0","2.32","1.52","1.92","1.37","OK"
"8ipg1","1.92","1.52","1.92","1.37","OK"
"8ipgq","3.39","0.77","3.13","1.05","OK"
"8ipgz","0.00","0.00","0.00","0.00","OK"
"8iph1","0.00","0.00","0.00","0.00","OK"
"8ipif","0.92","1.58","1.58","0.00","OK"
"8ipiu","2.92","3.32","2.92","1.77","OK"
"8ipks","3.31","3.68","4.42","2.67","OK"
"8ipls","3.51","0.51","3.98","0.80","OK"
"8ipm4","2.65","3.45","3.75","2.78","OK"
"8ipn0","2.52","2.81","2.81","0.59","OK"
"8ipoi","0.00","0.00","0.00","0.00","OK"
"8ipoo","6.68","4.88","6.60","2.08","OK"
"8ippe","2.52","1.84","1.56","0.00","OK"
"8ippl","2.00","0.81","2.00","0.00","OK"
"8ipr3","4.77","4.07","3.70","0.97","OK"
"8iprx","0.00","0.00","0.00","0.00","OK"
"8ipxe","5.90","2.25","5.18","1.24","OK"
"8ipxf","1.58","0.92","0.92","0.00","OK"
"8iq0e","3.92","4.26","2.82","1.01","OK"
"8iq0h","0.00","0.00","0.00","0.00","OK"
"8iq0l","4.64","6.23","5.83","4.07","OK"
"8iq0m","0.92","1.58","0.92","0.92","OK"
"8iq0q","4.91","4.63","4.36","3.17","OK"
"8iq0r","0.65","1.79","1.79","1.46","OK"
"8iq11","1.00","1.00","1.00","1.00","OK"
"8iq1n","2.41","2.41","3.00","0.54","OK"
"8iq1z","6.66","5.78","6.59","3.20","Observation"
"8iq22","4.76","6.76","6.17","3.62","OK"
"8iq3b","4.26","4.32","4.20","1.05","OK"
"8iq4r","6.64","5.72","5.38","0.88","OK"
"8iq53","10.15","2.72","5.20","0.36","OK"
"8iq7l","0.00","0.00","0.00","0.00","OK"
"8iq7q","3.11","0.59","3.51","2.21","OK"
"8iq85","3.48","4.33","4.14","0.25","OK"
"8iqbs","1.92","2.32","1.92","0.00","OK"
"8iqd8","0.00","0.00","0.00","0.00","OK"
"8iqde","3.62","2.52","3.31","0.22","OK"
"8iqe6","3.17","2.64","2.73","1.22","OK"
"8iqec","0.00","0.00","0.00","0.00","OK"
"8iqee","0.00","0.00","0.00","0.00","OK"
"8iqez","0.00","0.00","0.00","0.00","OK"
"8iqfg","1.50","1.00","0.00","0.00","OK"
"8iqhl","2.00","2.00","2.00","2.00","OK"
"8iqip","0.00","0.00","0.00","0.00","OK"
"8iqjj","1.00","1.00","1.00","1.00","OK"
"8iqk3","3.75","4.02","3.35","2.71","OK"
"8iqks","1.37","1.92","2.32","0.00","OK"
"8iqni","3.17","0.99","2.64","0.00","OK"
"8iqnn","1.15","2.13","1.66","1.38","OK"
"8iqnv","4.19","6.92","7.03","3.64","OK"
"8iqp5","0.00","0.00","0.00","0.00","OK"
"8iqqe","2.81","2.81","2.81","0.86","OK"
"8iqr5","0.00","0.00","0.00","0.00","OK"
"8iqsf","0.00","0.00","0.00","0.00","OK"
"8iqsw","0.00","0.00","0.00","0.00","OK"
"8iqtd","0.00","1.00","0.00","0.00","OK"
"8iqth","3.35","4.86","4.74","2.87","OK"
"8iqu0","0.00","0.00","0.00","0.00","OK"
"8iqu4","0.00","0.00","0.00","0.00","OK"
"8iqu5","0.00","0.00","0.00","0.00","OK"
"8iqua","1.58","1.58","1.58","1.58","OK"
"8iqug","6.42","2.71","6.68","3.16","OK"
"8iqur","0.00","0.00","0.00","0.00","OK"
"8iquu","0.00","0.00","0.00","0.00","OK"
"8iqvd","0.00","0.00","0.00","0.00","OK"
"8iqvi","2.79","4.00","2.77","1.46","OK"
"8iqvo","2.32","1.92","2.32","0.00","OK"
"8iqvp","2.13","2.24","2.13","0.00","OK"
"8iqvs","0.72","1.52","0.00","0.00","OK"
"8iqw0","0.00","0.00","0.00","0.00","OK"
"8iqw1","1.86","2.23","5.44","0.06","OK"
"8iqw2","4.10","1.91","4.24","0.00","OK"
"8iqw6","0.08","4.03","4.23","0.00","OK"
"8iqw8","2.13","2.16","4.52","0.43","OK"
"8iqw9","0.50","1.66","2.73","0.76","OK"
"8iqwa","1.09","2.66","1.50","2.18","OK"
"8iqwb","1.79","2.58","1.25","0.92","OK"
"8iqwc","2.65","1.46","4.28","0.00","OK"
"8iqwe","0.92","0.92","1.58","1.58","OK"
"8iqwf","0.00","0.00","0.00","0.00","OK"
"8iqwy","0.00","1.00","1.00","1.00","OK"
"8iqx9","1.55","1.21","2.69","2.12","OK"
"8iqxa","3.03","1.28","2.94","1.98","OK"
"8iqxb","2.52","2.81","2.52","2.24","OK"
"8iqxi","0.00","0.00","0.00","0.00","OK"
"8iqym","0.00","0.00","0.00","0.00","OK"
"8iqyw","5.01","6.72","6.28","3.58","OK"
"8iqzc","5.60","4.46","5.77","3.62","OK"
"8iqzg","4.46","3.95","4.57","3.32","OK"
"8iqzh","4.55","4.04","5.50","3.24","OK"
"8iqzi","6.62","3.18","6.11","1.32","OK"
"8iqzk","6.63","3.79","6.11","2.46","OK"
"8iqzl","5.57","4.25","5.64","3.76","OK"
"8iqzm","3.67","5.53","6.12","4.55","OK"
"8iqzn","1.90","3.35","3.44","2.25","OK"
"8iqzo","4.34","2.99","5.17","0.64","OK"
"8iqzp","6.62","5.06","6.85","4.49","OK"
"8iqzs","5.41","5.20","4.41","1.50","OK"
"8iqzu","4.85","4.51","5.37","4.17","OK"
"8iqzw","6.58","3.54","5.71","0.27","OK"
"8iqzz","5.01","5.44","6.49","4.69","OK"
"8ir00","4.28","3.51","5.34","0.39","OK"
"8ir01","5.72","3.66","5.54","0.50","OK"
"8ir05","7.36","3.22","5.58","0.42","Fraud"
"8ir06","5.64","3.73","5.85","1.04","OK"
"8ir07","3.51","3.43","5.29","0.41","OK"
"8ir09","6.47","4.40","6.70","3.54","OK"
"8ir0d","4.37","4.70","5.44","3.16","OK"
"8ir0f","6.16","3.20","5.61","0.49","OK"
"8ir0i","2.58","1.92","1.25","0.00","OK"
"8ir0v","0.92","1.58","0.92","0.92","OK"
"8ir0z","1.58","1.58","1.58","0.92","OK"
"8ir14","3.70","4.75","4.42","2.26","OK"
"8ir16","4.55","5.57","4.98","1.91","OK"
"8ir1o","1.58","1.58","1.58","0.92","OK"
"8ir25","2.28","0.00","0.50","1.45","OK"
"8ir28","0.00","1.00","1.00","0.00","OK"
"8ir2b","2.92","2.17","2.37","2.42","OK"
"8ir2e","3.52","5.25","5.73","3.30","OK"
"8ir2l","0.00","2.58","0.65","0.65","OK"
"8ir2o","0.00","0.00","0.00","0.00","OK"
"8ir2s","1.00","1.00","1.00","1.00","OK"
"8ir3v","2.59","3.28","2.85","1.28","OK"
"8ir4d","0.00","0.00","0.00","0.00","OK"
"8ir6j","0.00","0.00","0.00","0.00","OK"
"8ir6k","0.00","0.00","0.00","0.00","OK"
"8ir6w","1.92","1.92","2.32","2.32","OK"
"8ir7h","0.00","0.00","0.00","0.00","OK"
"8ir96","6.64","5.02","6.05","3.37","OK"
"8irab","8.85","7.28","6.24","1.32","OK"
"8irb0","3.46","3.24","1.56","0.35","OK"
"8irbp","5.11","5.77","6.43","3.12","OK"
"8irck","1.77","1.36","2.85","0.47","OK"
"8ircl","1.30","2.63","3.58","1.25","OK"
"8ircq","3.06","4.05","4.10","0.45","OK"
"8ircw","1.00","1.00","0.00","0.00","OK"
"8ircy","1.00","1.00","1.00","0.00","OK"
"8irdq","0.00","1.00","1.00","0.00","OK"
"8irdv","1.00","1.79","0.00","0.00","OK"
"8ire4","1.46","2.58","0.00","0.00","OK"
"8irek","0.00","0.00","0.00","0.00","OK"
"8irgx","1.37","0.72","1.37","0.00","OK"
"8irid","1.00","1.00","0.00","0.00","OK"
"8irih","8.01","1.54","6.36","2.05","OK"
"8iriv","0.55","1.90","0.55","0.46","OK"
"8irjv","1.25","2.25","1.25","1.25","OK"
"8irk4","5.43","5.81","3.26","2.84","OK"
"8irkm","1.64","3.77","2.79","0.72","OK"
"8irl1","0.00","1.00","1.00","1.00","OK"
"8irlc","6.29","7.08","6.56","3.51","OK"
"8irle","4.98","6.03","5.82","2.82","OK"
"8irll","3.01","4.65","4.27","2.95","Observation"
"8irob","7.51","2.99","7.13","4.60","OK"
"8irot","5.69","1.69","5.88","1.12","OK"
"8irq0","6.95","2.20","6.78","4.73","OK"
"8irqh","0.00","0.00","0.00","0.00","OK"
"8irqi","1.00","1.00","1.00","1.00","OK"
"8irqk","1.58","1.58","1.58","0.92","OK"
"8irr8","0.00","1.00","0.00","0.00","OK"
"8irr9","2.59","0.74","3.57","2.69","OK"
"8irrl","0.00","0.00","0.00","0.00","OK"
"8irrw","0.00","0.00","0.00","0.00","OK"
"8irrx","6.37","5.91","6.30","3.67","Observation"
"8irs5","4.19","5.30","4.26","1.22","OK"
"8irsq","1.58","1.58","0.92","0.00","OK"
"8irsy","3.93","4.03","3.40","0.68","OK"
"8irt8","4.49","5.57","5.01","2.52","OK"
"8irtb","0.00","0.00","0.00","0.00","OK"
"8irtc","3.12","2.65","2.32","0.47","OK"
"8irti","2.41","3.00","2.75","1.75","OK"
"8irtu","0.00","0.00","0.00","0.00","OK"
"8iru0","1.37","3.37","3.77","1.16","OK"
"8iru3","0.00","0.00","0.00","0.00","OK"
"8irui","5.30","0.17","0.09","0.09","OK"
"8iruq","1.58","1.58","1.58","1.58","OK"
"8irvj","6.79","2.03","6.69","3.44","OK"
"8irwu","1.58","1.58","1.58","0.92","OK"
"8irzv","0.00","0.00","0.00","0.00","OK"
"8is01","6.39","7.41","6.62","2.45","OK"
"8is0l","3.46","1.37","3.77","2.46","OK"
"8is1d","3.97","3.08","4.20","2.79","OK"
"8is20","3.96","4.45","4.10","0.95","OK"
"8is2b","5.68","4.05","5.69","0.83","OK"
"8is2k","2.97","4.69","6.46","1.65","Fraud"
"8is2p","0.92","0.92","0.92","0.00","OK"
"8is30","0.00","0.00","0.00","0.00","OK"
"8is32","0.00","0.00","0.00","0.00","OK"
"8is41","0.00","0.00","0.00","0.00","OK"
"8is47","0.65","2.25","0.65","0.65","OK"
"8is4p","0.00","0.00","0.00","0.00","OK"
"8is4w","4.22","3.55","4.08","2.79","OK"
"8is4x","3.03","3.27","3.92","3.27","OK"
"8is5e","5.73","1.28","6.53","0.47","OK"
"8is5f","1.58","0.00","1.58","1.58","OK"
"8is5h","5.70","1.62","6.71","0.23","Observation"
"8is5o","3.15","4.57","4.27","1.53","OK"
"8is5q","5.14","2.54","5.43","2.75","OK"
"8is5r","3.66","4.33","4.35","2.14","OK"
"8is6u","0.00","1.00","0.00","0.00","OK"
"8is82","6.84","4.93","7.03","2.45","OK"
"8is85","0.00","0.92","1.58","0.00","OK"
"8is87","4.26","4.70","4.57","3.79","OK"
"8is8g","4.20","2.91","4.40","2.90","OK"
"8isas","6.52","5.40","5.55","0.52","OK"
"8isat","5.77","4.78","6.76","1.58","OK"
"8isau","0.00","1.58","0.00","0.00","OK"
"8isbh","4.41","4.35","3.94","0.94","OK"
"8isbo","0.00","1.00","0.00","0.00","OK"
"8isbr","0.00","0.00","0.00","0.00","OK"
"8isbz","5.05","2.73","5.82","2.92","OK"
"8isch","6.76","5.02","0.79","2.75","Observation"
"8iscw","4.04","6.23","5.38","2.58","OK"
"8iscy","5.03","2.27","5.96","3.12","OK"
"8isd4","0.00","0.00","0.00","0.00","OK"
"8isd6","1.58","0.92","1.58","1.58","OK"
"8isdb","4.87","4.79","4.95","2.39","OK"
"8isdq","1.04","3.06","3.19","1.43","OK"
"8ise8","1.95","1.21","3.19","0.41","OK"
"8isei","3.12","1.36","2.45","0.72","OK"
"8ises","5.42","4.67","4.43","0.43","OK"
"8iseu","2.08","3.20","2.00","0.87","OK"
"8isf7","3.94","4.33","4.90","2.87","OK"
"8isfp","0.00","0.00","0.00","0.00","OK"
"8isfs","0.00","0.00","0.00","0.00","OK"
"8isgu","3.82","4.32","3.98","2.62","OK"
"8ish6","7.07","5.90","6.83","3.25","OK"
"8ishk","2.96","0.64","2.59","1.77","OK"
"8ishn","1.37","1.92","0.72","0.00","OK"
"8isi3","0.00","0.00","0.00","0.00","OK"
"8isj3","7.31","2.93","7.34","4.55","OK"
"8isj9","2.13","3.33","3.13","0.97","OK"
"8isje","4.79","3.93","4.38","0.29","OK"
"8isk1","0.00","0.00","0.00","0.00","OK"
"8isk6","0.00","0.00","0.00","0.00","OK"
"8islr","4.04","4.95","4.11","2.31","OK"
"8isme","2.50","3.00","2.75","0.95","OK"
"8ismw","0.00","1.58","1.58","0.00","OK"
"8isp2","0.00","0.00","0.00","0.00","OK"
"8isrm","5.28","6.04","5.64","0.57","OK"
"8isrt","1.00","1.00","1.00","1.00","OK"
"8issu","5.33","6.29","4.52","2.44","OK"
"8isvf","0.00","0.00","0.00","0.00","OK"
"8isxs","0.92","1.58","0.00","0.00","OK"
"8isxw","0.00","0.00","0.00","0.00","OK"
"8isyx","1.00","0.00","1.00","1.00","OK"
"8isz2","2.41","1.55","3.00","1.75","OK"
"8isz4","0.00","0.00","0.00","0.00","OK"
"8it0b","3.33","3.55","3.76","1.55","OK"
"8it0m","0.00","0.00","0.00","0.00","OK"
"8it0v","3.03","2.55","2.85","0.44","OK"
"8it18","2.92","3.19","2.62","0.41","OK"
"8it2h","4.86","5.90","7.33","5.13","OK"
"8it36","7.17","4.87","0.53","2.92","Fraud"
"8it3p","5.15","5.95","5.65","2.65","OK"
"8it4b","1.58","0.92","1.58","0.00","OK"
"8it51","5.30","0.50","5.16","0.62","OK"
"8it52","4.45","3.21","5.06","2.51","OK"
"8it54","3.64","3.15","4.75","0.76","OK"
"8it55","4.86","3.06","6.11","0.80","OK"
"8it57","2.81","1.56","2.52","0.00","OK"
"8it59","2.25","1.46","2.25","0.65","OK"
"8it5a","2.06","2.42","2.73","0.76","OK"
"8it5b","1.92","1.37","1.92","1.37","OK"
"8it5c","3.84","2.66","3.78","0.82","OK"
"8it5d","2.19","2.97","3.70","1.15","OK"
"8it5e","3.80","2.17","5.20","0.12","OK"
"8it5i","3.20","2.02","3.70","0.34","OK"
"8it5k","3.62","2.30","4.28","0.23","OK"
"8it5n","3.27","2.52","4.42","0.39","OK"
"8it5o","0.72","1.52","1.37","0.00","OK"
"8it5q","1.25","1.79","2.25","0.65","OK"
"8it5r","2.13","1.84","2.52","0.59","OK"
"8it5t","4.98","6.24","5.87","3.04","OK"
"8it63","0.00","0.00","0.00","0.00","OK"
"8it65","0.00","0.00","0.00","0.00","OK"
"8it66","1.00","1.00","1.00","0.00","OK"
"8it6j","0.00","0.00","0.00","0.00","OK"
"8it7k","1.25","1.92","2.25","0.00","OK"
"8it7m","0.00","0.00","0.00","0.00","OK"
"8it7o","3.77","2.28","3.64","1.04","OK"
"8it7p","2.52","2.52","2.81","1.15","OK"
"8it8j","4.54","6.18","5.57","1.94","OK"
"8it8l","0.00","0.00","0.00","0.00","OK"
"8it8q","0.00","1.00","0.00","0.00","OK"
"8it9g","7.32","5.74","6.55","2.16","OK"
"8it9n","1.46","1.92","1.79","1.46","OK"
"8it9p","6.62","6.79","6.54","3.29","OK"
"8it9w","5.78","7.02","6.45","3.32","OK"
"8itaa","3.03","1.62","3.70","2.25","OK"
"8itap","7.49","1.79","6.53","1.81","Observation"
"8itat","0.00","0.00","0.00","0.00","OK"
"8itb0","7.35","4.02","7.25","4.57","OK"
"8itb1","6.30","4.41","7.09","4.14","OK"
"8itcr","5.90","6.85","6.61","2.49","OK"
"8itcx","0.00","0.00","0.00","0.00","OK"
"8itdr","0.92","1.58","0.00","0.00","OK"
"8itdx","0.00","0.00","0.00","0.00","OK"
"8ite3","9.20","5.54","7.08","2.50","OK"
"8iteu","1.79","2.25","2.25","1.79","OK"
"8itf4","2.77","3.32","3.69","1.18","OK"
"8itfc","0.00","0.00","0.00","0.00","OK"
"8itgs","1.95","0.00","1.15","0.00","OK"
"8ith0","3.08","3.27","2.85","0.34","OK"
"8ith4","6.45","1.38","6.90","2.82","OK"
"8ith6","0.00","0.00","0.00","0.00","OK"
"8ithb","0.00","0.00","0.00","0.00","OK"
"8ithf","7.45","3.27","5.50","0.36","Observation"
"8ithn","2.00","2.00","2.00","0.00","OK"
"8ithu","5.44","4.92","5.26","1.24","OK"
"8ithz","2.00","2.00","2.00","1.50","OK"
"8itif","0.00","0.00","0.00","0.00","OK"
"8itio","0.00","0.00","0.00","0.00","OK"
"8itiu","4.92","5.18","5.09","1.84","OK"
"8itj5","2.82","3.14","4.25","2.97","OK"
"8itji","7.31","7.18","5.66","1.97","OK"
"8itk7","3.33","4.67","4.12","0.00","OK"
"8itka","0.00","0.00","0.00","0.00","OK"
"8itkq","3.62","0.64","3.22","2.32","OK"
"8itks","2.40","3.10","3.28","2.66","OK"
"8itkt","5.26","0.45","5.57","1.82","OK"
"8itl2","0.00","0.00","0.00","0.00","OK"
"8itl8","0.00","0.00","1.00","0.00","OK"
"8itla","0.00","0.00","0.00","0.00","OK"
"8itlh","5.54","2.59","5.16","0.76","OK"
"8itli","2.64","1.45","2.73","0.99","OK"
"8itlt","4.09","4.53","4.30","1.11","OK"
"8itly","5.67","4.73","4.53","1.55","OK"
"8itm2","0.00","0.00","0.00","0.00","OK"
"8itme","3.10","0.68","0.00","0.00","OK"
"8itmi","7.25","2.73","7.11","3.39","OK"
"8itmu","3.00","3.26","3.86","1.93","OK"
"8itnb","0.00","0.00","0.00","0.00","OK"
"8itod","4.83","2.64","5.89","0.27","OK"
"8itoe","0.81","2.00","2.00","0.00","OK"
"8itof","6.20","2.58","6.35","0.11","OK"
"8itop","5.63","7.09","6.14","3.18","OK"
"8itos","1.00","1.00","1.00","1.00","OK"
"8itoz","2.52","2.24","2.13","0.59","OK"
"8itp0","3.01","3.72","3.55","2.97","OK"
"8itpk","3.93","5.43","5.29","2.28","OK"
"8itq3","1.00","1.00","1.00","0.00","OK"
"8itql","1.92","1.92","1.37","1.92","OK"
"8itqs","0.00","0.00","0.00","0.00","OK"
"8itrb","4.93","4.52","5.15","1.61","OK"
"8itre","5.82","5.99","6.13","3.75","OK"
"8itrn","3.98","3.88","4.81","1.10","OK"
"8itro","0.00","0.00","0.00","0.00","OK"
"8itrq","3.33","3.51","2.56","0.00","OK"
"8its6","0.92","1.58","0.00","0.00","OK"
"8itsg","1.58","1.58","1.58","0.92","OK"
"8itsw","2.13","1.66","2.52","0.00","OK"
"8itt6","1.00","0.00","1.00","1.00","OK"
"8ittc","4.06","3.72","3.56","1.24","OK"
"8itth","0.00","0.00","0.00","0.00","OK"
"8ittq","0.00","0.00","0.00","0.00","OK"
"8ittu","1.50","2.00","2.00","0.00","OK"
"8ittv","1.00","1.00","0.00","0.00","OK"
"8ituk","1.58","1.58","1.58","0.92","OK"
"8itvb","0.00","0.00","0.00","0.00","OK"
"8itww","0.00","0.00","0.00","0.00","OK"
"8itx1","3.94","5.33","4.42","4.07","OK"
"8itx5","7.38","5.96","5.70","0.86","OK"
"8itxs","2.16","0.92","2.85","1.85","OK"
"8itxx","1.41","1.41","0.95","0.95","OK"
"8ityd","0.44","0.00","1.87","0.44","OK"
"8itzi","2.42","3.33","2.55","0.34","OK"
"8iu02","1.58","1.58","1.58","1.58","OK"
"8iu0k","0.81","0.81","0.81","0.00","OK"
"8iu23","2.63","3.42","1.21","0.00","OK"
"8iu2c","7.55","7.42","7.28","2.39","Observation"
"8iu38","1.00","1.00","1.00","1.00","OK"
"8iu3e","5.42","0.87","5.43","0.29","OK"
"8iu3h","7.00","7.39","6.59","3.06","OK"
"8iu4c","4.92","3.93","5.43","1.28","OK"
"8iu57","1.00","1.00","1.00","1.00","OK"
"8iu5r","0.92","0.92","0.92","0.92","OK"
"8iu66","5.78","3.29","5.77","3.40","OK"
"8iu6m","0.00","0.00","0.00","0.00","OK"
"8iu6x","0.65","1.25","0.65","0.65","OK"
"8iu74","1.00","1.00","1.00","0.00","OK"
"8iu76","4.92","4.16","4.35","0.00","Observation"
"8iu77","1.13","1.94","2.83","0.00","OK"
"8iu7b","1.00","1.00","1.00","0.00","OK"
"8iu7d","4.93","3.90","3.86","0.00","OK"
"8iu7w","0.00","0.00","0.00","0.00","OK"
"8iu82","1.58","1.58","1.58","0.92","OK"
"8iua3","2.98","3.92","3.28","1.96","OK"
"8iuan","7.28","7.69","7.05","3.44","Observation"
"8iuav","2.95","2.95","2.95","0.99","OK"
"8iub1","1.50","0.81","1.50","0.81","OK"
"8iucx","3.70","2.57","1.15","0.78","OK"
"8iufj","1.85","1.26","4.22","0.32","OK"
"8iufr","0.00","0.00","0.00","0.00","OK"
"8iufs","4.24","3.74","4.67","0.14","OK"
"8iufv","0.00","0.00","0.00","0.00","OK"
"8iugo","0.00","0.00","0.00","0.00","OK"
"8iuhr","0.00","0.00","0.00","0.00","OK"
"8iui3","0.00","0.00","0.00","0.00","OK"
"8iuia","7.56","7.61","4.65","4.02","OK"
"8iuip","0.00","0.00","0.00","0.00","OK"
"8iujq","1.79","2.25","1.79","0.00","OK"
"8iujx","4.76","5.09","5.59","2.47","OK"
"8iukd","0.00","0.00","0.00","0.00","OK"
"8iuls","3.03","3.63","3.15","0.00","OK"
"8ium6","0.00","0.00","0.00","0.00","OK"
"8iumc","3.69","4.37","4.66","2.74","OK"
"8iume","6.38","2.45","6.10","2.74","OK"
"8iumx","1.66","1.66","1.66","0.59","OK"
"8iun9","6.20","6.89","7.05","3.36","OK"
"8iuna","1.92","2.32","1.37","0.00","OK"
"8iunk","1.58","1.58","1.58","0.92","OK"
"8iuo8","6.30","7.08","8.53","3.03","OK"
