"partnerid","IpVariance","status"
"8j22t","2.56","OK"
"8j23z","0.50","OK"
"8j240","0.00","OK"
"8j24h","0.00","OK"
"8j26k","27.79","OK"
"8j279","9.30","OK"
"8j27p","0.14","OK"
"8j295","0.25","OK"
"8j29y","0.36","OK"
"8j2b6","19.14","OK"
"8j2b9","13.16","OK"
"8j2dz","0.00","OK"
"8j2e0","3895.35","OK"
"8j2e9","0.00","OK"
"8j2er","0.89","OK"
"8j2f8","0.27","OK"
"8j2hf","24.91","Observation"
"8j2i2","28.00","OK"
"8j2ix","2906.22","Observation"
"8j2kd","0.00","OK"
"8j2ki","0.00","OK"
"8j2li","0.00","OK"
"8j2m4","1964.37","Observation"
"8j2nt","8.88","OK"
"8j2pr","24.54","OK"
"8j2r9","19.10","OK"
"8j2s6","908.82","OK"
"8j2s7","2641.79","OK"
"8j2td","165.82","OK"
"8j2to","0.00","OK"
"8j2tr","0.00","OK"
"8j2uy","165.53","Fraud"
"8j2z5","4.51","OK"
"8j2zn","0.00","OK"
"8j307","3.68","OK"
"8j30b","2.61","OK"
"8j30i","0.00","OK"
"8j30r","58.47","Fraud"
"8j311","4.58","OK"
"8j319","0.00","OK"
"8j31t","174.02","Observation"
"8j31u","6.44","OK"
"8j326","0.00","OK"
"8j329","0.00","OK"
"8j32k","7.31","OK"
"8j32l","5.56","OK"
"8j32m","49.65","OK"
"8j34p","0.64","OK"
"8j368","973.50","Observation"
"8j369","511.46","Observation"
"8j36c","0.00","OK"
"8j36d","1697.18","Observation"
"8j36e","1617.00","OK"
"8j36f","11.84","OK"
"8j36t","1527.60","OK"
"8j38c","0.00","OK"
"8j398","0.00","OK"
"8j39n","43.10","OK"
"8j39x","223.11","OK"
"8j3e7","0.00","OK"
"8j3ej","1.61","OK"
"8j3fg","5.75","OK"
"8j3fs","4.41","OK"
"8j3gw","20186.16","OK"
"8j3j2","0.00","OK"
"8j3kg","20.90","OK"
"8j3l0","0.00","OK"
"8j3ln","0.00","OK"
"8j3nw","1.69","OK"
"8j3oy","0.00","OK"
"8j3th","0.00","OK"
"8j3u4","20.59","OK"
"8j3xi","240.57","OK"
"8j3xm","0.00","OK"
"8j3z1","0.00","OK"
"8j3zu","20.92","OK"
"8j416","226.86","OK"
"8j41t","0.00","OK"
"8j42p","0.00","OK"
"8j437","0.22","OK"
"8j43i","0.00","OK"
"8j46c","1335.87","OK"
"8j470","0.00","OK"
"8j49w","14.31","OK"
"8j4ap","0.00","OK"
"8j4ch","149.76","OK"
"8j4dw","0.00","OK"
"8j4fc","42.30","OK"
"8j4fe","3.00","OK"
"8j4gq","1679.40","OK"
"8j4gr","17400.64","OK"
"8j4hv","0.00","OK"
"8j4li","1.73","OK"
"8j4mp","133.41","OK"
"8j4nq","0.89","OK"
"8j4o3","0.00","OK"
"8j4og","0.22","OK"
"8j4pk","3.94","OK"
"8j4pp","992.38","OK"
"8j4qz","868.26","OK"
"8j4sj","0.00","OK"
"8j4tc","10.83","OK"
"8j4tl","0.00","OK"
"8j4tm","0.00","OK"
"8j4uo","248.45","OK"
"8j4uq","2.39","OK"
"8j4v5","13.34","OK"
"8j4vg","1.79","OK"
"8j4vj","0.00","OK"
"8j4ye","47.99","OK"
"8j507","356.59","OK"
"8j510","0.00","OK"
"8j51f","482.01","Observation"
"8j522","0.65","OK"
"8j523","20.16","OK"
"8j52r","24.34","OK"
"8j53q","8.00","OK"
"8j53t","273.10","OK"
"8j54k","0.00","OK"
"8j54x","0.00","OK"
"8j55y","50793.99","OK"
"8j55z","59273.58","OK"
"8j57g","0.22","OK"
"8j59e","0.17","OK"
"8j5a2","1.90","OK"
"8j5an","292.28","OK"
"8j5bx","179.51","OK"
"8j5cg","51.11","OK"
"8j5d0","166.78","OK"
"8j5dj","100.19","OK"
"8j5dk","0.25","OK"
"8j5dn","0.00","OK"
"8j5ey","0.19","OK"
"8j5f7","0.46","OK"
"8j5fu","46.93","OK"
"8j5gg","413.93","OK"
"8j5gh","1542.48","OK"
"8j5gi","285.41","OK"
"8j5gj","629.52","OK"
"8j5h0","0.00","OK"
"8j5hb","0.00","OK"
"8j5hx","0.00","OK"
"8j5ig","0.00","OK"
"8j5ix","5.36","OK"
"8j5lq","1.69","OK"
"8j5lt","22313.56","OK"
"8j5n1","0.00","OK"
"8j5n8","0.25","OK"
"8j5ne","0.00","OK"
"8j5oc","0.00","OK"
"8j5od","0.35","OK"
"8j5ol","0.00","OK"
"8j5qz","0.00","OK"
"8j5r6","130.42","OK"
"8j5rx","0.00","OK"
"8j5t5","3.94","OK"
"8j5wq","0.00","OK"
"8j5xt","0.00","OK"
"8j5zr","0.14","OK"
"8j5zs","0.08","OK"
"8j5zz","1782.20","OK"
"8j603","0.07","OK"
"8j60b","15.61","OK"
"8j60m","11.84","OK"
"8j60q","0.00","OK"
"8j62o","0.00","OK"
"8j62v","2.07","OK"
"8j638","31.62","OK"
"8j64i","6.25","OK"
"8j65y","384.56","OK"
"8j67b","12.45","OK"
"8j67c","13.55","OK"
"8j696","406.34","OK"
"8j69h","0.00","OK"
"8j69s","0.00","OK"
"8j6ac","2.44","OK"
"8j6ae","22.69","OK"
"8j6b8","0.00","OK"
"8j6em","459.80","OK"
"8j6en","41.42","OK"
"8j6eq","0.00","OK"
"8j6es","8191.63","OK"
"8j6f7","4.83","OK"
"8j6fg","35.13","OK"
"8j6go","13.50","OK"
"8j6he","4.83","OK"
"8j6jw","5.88","OK"
"8j6mc","0.00","OK"
"8j6nz","0.12","OK"
"8j6oi","630.07","OK"
"8j6p7","0.00","OK"
"8j6pj","0.25","OK"
"8j6pm","226.65","OK"
"8j6ze","0.00","OK"
"8j6zf","610.41","OK"
"8j70l","16.08","OK"
"8j72c","2.00","OK"
"8j732","0.00","OK"
"8j73t","1959.14","OK"
"8j76o","454.13","OK"
"8j77b","92.09","OK"
"8j78u","1394.46","OK"
"8j79o","87.66","OK"
"8j7ao","0.00","OK"
"8j7ba","0.00","OK"
"8j7ct","0.40","OK"
"8j7dc","0.00","OK"
"8j7ia","0.00","OK"
"8j7ic","0.00","OK"
"8j7iy","0.11","OK"
"8j7jh","0.08","OK"
"8j7mj","0.00","OK"
"8j7si","0.00","OK"
"8j7t8","10.28","OK"
"8j7tm","573.77","Fraud"
"8j7tt","0.19","OK"
"8j7xq","9.81","OK"
"8j7yi","0.00","OK"
"8j7yr","328.49","OK"
"8j80q","5.76","OK"
"8j82j","2.56","OK"
"8j839","0.00","OK"
"8j83j","27.67","OK"
"8j83r","0.00","OK"
"8j83y","0.19","OK"
"8j87g","30.06","OK"
"8j87i","3.56","OK"
"8j8b5","0.25","OK"
"8j8bn","0.00","OK"
"8j8bu","0.16","OK"
"8j8eb","0.00","OK"
"8j8eo","0.00","OK"
"8j8et","0.17","OK"
"8j8gw","0.00","OK"
"8j8h8","0.00","OK"
"8j8ho","35.45","OK"
"8j8hq","0.00","OK"
"8j8hr","0.00","OK"
"8j8i3","13.91","OK"
"8j8j4","6.02","OK"
"8j8jd","961.96","OK"
"8j8jg","0.00","OK"
"8j8k3","0.00","OK"
"8j8mt","0.21","OK"
"8j8mz","111.25","OK"
"8j8o4","639.14","OK"
"8j8op","2.42","OK"
"8j8or","0.00","OK"
"8j8ou","0.00","OK"
"8j8q3","0.16","OK"
"8j8rh","0.00","OK"
"8j8sa","0.00","OK"
"8j8se","8.98","OK"
"8j8sf","38.10","OK"
"8j8sv","117.01","OK"
"8j8t2","106.90","OK"
"8j8tf","3.01","OK"
"8j8u2","25.58","OK"
"8j8wj","0.00","OK"
"8j8yz","242.25","OK"
"8j8zb","16.55","OK"
"8j90l","0.00","OK"
"8j90q","0.12","OK"
"8j92i","121.03","OK"
"8j94o","0.00","OK"
"8j94s","0.00","OK"
"8j94z","4.71","OK"
"8j95g","0.25","OK"
"8j967","88.76","OK"
"8j9a2","0.66","OK"
"8j9a5","2.56","OK"
"8j9aa","0.12","OK"
"8j9d9","98.34","OK"
"8j9eq","0.03","OK"
"8j9ey","0.00","OK"
"8j9ge","0.00","OK"
"8j9h2","0.00","OK"
"8j9h9","0.00","OK"
"8j9i6","2730.38","OK"
"8j9i7","105.70","OK"
"8j9i9","1108.59","OK"
"8j9jc","0.00","OK"
"8j9m9","96.83","OK"
"8j9ml","7.10","OK"
"8j9o0","297.15","OK"
"8j9p4","272.92","Observation"
"8j9pe","17.81","OK"
"8j9q3","1.92","OK"
"8jb5v","0.00","OK"
"8jc3s","234.85","OK"
"8jc5o","6.75","OK"
"8jc8u","0.00","OK"
"8jc8v","12561.47","OK"
"8jccm","40.96","OK"
"8jcez","2.00","OK"
"8jcfz","0.00","OK"
"8jcgp","28.69","OK"
"8jch5","12.37","OK"
"8jchh","21.24","OK"
"8jciv","4.56","OK"
"8jclv","1756.29","OK"
"8jcoh","0.00","OK"
"8jcru","2.69","OK"
"8jcuw","0.00","OK"
"8jg20","317.04","OK"
"8jg2a","0.16","OK"
"8jg49","0.00","OK"
"8jg5r","0.80","OK"
"8jg82","0.00","OK"
"8jg8w","0.00","OK"
"8jg9s","13.69","OK"
"8jgac","4.09","OK"
"8jgbu","918.61","OK"
"8jgcj","18.73","OK"
"8jgcw","7.57","OK"
"8jgel","0.00","OK"
"8jgf3","0.00","OK"
"8jgg3","44.81","OK"
"8jggg","0.00","OK"
"8jgk9","0.00","OK"
"8jgkk","12.80","Observation"
"8jgl8","0.00","OK"
"8jgls","41.02","OK"
"8jgok","0.00","OK"
"8jgq9","0.00","OK"
"8jgqa","14.18","OK"
"8jgqb","163.63","OK"
"8jgqr","0.00","OK"
"8jgt1","1.44","OK"
"8jgts","0.43","OK"
"8jgu2","0.00","OK"
"8jgul","6.37","OK"
"8jgvx","0.00","OK"
"8jh5s","0.00","OK"
"8jh5u","0.00","OK"
"8jh5v","0.00","OK"
"8jh60","0.00","OK"
"8jh7b","37.56","OK"
"8jh9c","21.99","OK"
"8jhbl","88.96","OK"
"8jhcs","0.00","OK"
"8jhct","0.00","OK"
"8jhdz","0.06","OK"
"8jhep","0.80","OK"
"8jhfv","7294.37","OK"
"8jhge","22.34","OK"
"8jhgj","0.00","OK"
"8jhgx","2013.41","OK"
"8jhh0","57.13","OK"
"8jhi5","0.25","OK"
"8jhis","0.00","OK"
"8jhit","0.59","OK"
"8jhle","0.00","OK"
"8jhlw","0.25","OK"
"8jhmk","0.00","OK"
"8jhnz","108.88","OK"
"8jhou","30.23","OK"
"8jhp2","2.14","OK"
"8jhsv","0.00","OK"
"8jhtq","0.00","OK"
"8jhw3","24.90","OK"
"8jhw9","0.00","OK"
"8jhyg","0.14","OK"
"8ji11","0.16","OK"
"8ji1d","0.22","OK"
"8ji1k","2699.85","OK"
"8ji1l","16926.91","OK"
"8ji1s","3.64","OK"
"8ji1u","88.56","Observation"
"8ji2e","0.00","OK"
"8ji49","7.03","OK"
"8ji4k","787.77","OK"
"8ji4m","12.89","OK"
"8ji4n","9.17","OK"
"8ji60","0.00","OK"
"8ji8h","36.35","OK"
"8ji8l","0.00","OK"
"8ji9t","0.00","OK"
"8jiak","0.00","OK"
"8jiam","0.00","OK"
"8jian","0.22","OK"
"8jibl","3.68","OK"
"8jibp","0.00","OK"
"8jict","17.47","OK"
"8jid2","0.00","OK"
"8jiex","90.97","OK"
"8jif4","0.00","OK"
"8jifa","0.16","OK"
"8jiff","28.10","OK"
"8jigh","14.36","OK"
"8jik8","0.00","OK"
"8jil2","0.49","OK"
"8jim2","0.00","OK"
"8jin3","1.79","OK"
"8jior","223.51","OK"
"8jisx","75.84","OK"
"8jith","0.25","OK"
"8jiu2","0.00","OK"
"8jiuc","17.17","OK"
"8jiwm","0.00","OK"
"8jiy2","17.21","OK"
"8jiy8","0.19","OK"
"8jiz8","0.25","OK"
"8jj05","0.00","OK"
"8jj1n","166.89","OK"
"8jj1s","0.00","OK"
"8jj35","0.00","OK"
"8jj3f","0.00","OK"
"8jj6m","5.48","OK"
"8jj7t","12875.93","OK"
"8jj80","0.00","OK"
"8jj96","0.00","OK"
"8jj9d","8.86","OK"
"8jjao","143.57","Observation"
"8jjap","1074.86","OK"
"8jjc5","13241.97","OK"
"8jjds","31.06","OK"
"8jjhc","0.00","OK"
"8jjji","25763.98","OK"
"8jjo9","112.38","OK"
"8jjph","0.00","OK"
"8jjs6","300.12","Fraud"
"8jjsg","341.92","OK"
"8jjve","12.81","OK"
"8jjvh","0.00","OK"
"8jjxl","0.22","OK"
"8jk01","245.15","OK"
"8jk02","39.37","OK"
"8jk0d","179.17","Fraud"
"8jk15","847.35","OK"
"8jk1x","626.89","OK"
"8jk3i","181.52","OK"
"8jk4m","12074.33","OK"
"8jk57","65.34","OK"
"8jk7c","0.00","OK"
"8jk8e","0.25","OK"
"8jk8g","86953.43","OK"
"8jk8n","0.00","OK"
"8jka2","0.89","OK"
"8jkce","0.19","OK"
"8jkdf","232.57","OK"
"8jkdr","81.67","OK"
"8jkea","99570.81","OK"
"8jkec","311.04","OK"
"8jked","1233.81","OK"
"8jkfd","588.84","OK"
"8jkff","21.78","OK"
"8jkh1","1167.94","Observation"
"8jkhu","0.00","OK"
"8jkhv","0.00","OK"
"8jkij","5130.19","OK"
"8jkk9","0.00","OK"
"8jkmi","2.27","OK"
"8jkof","12.87","OK"
"8jkor","114.97","OK"
"8jkp0","4478.02","OK"
"8jkp1","14403.43","OK"
"8jkqn","6.41","OK"
"8jkrj","4.69","OK"
"8jks4","4.06","OK"
"8jksm","17.46","OK"
"8jkt3","0.00","OK"
"8jktn","592.71","OK"
"8jku2","0.00","OK"
"8jkul","1361.81","OK"
"8jkv1","42.67","OK"
"8jkv9","17.89","OK"
"8jkve","17.13","OK"
"8jkwc","5357.68","OK"
"8jkwu","3.74","OK"
"8jky9","334.22","OK"
"8jl02","13.23","OK"
"8jl05","123.52","OK"
"8jl0l","8950.66","OK"
"8jl0o","0.00","OK"
"8jl1o","11.22","OK"
"8jl1u","23.86","OK"
"8jl23","0.53","OK"
"8jl39","0.00","OK"
"8jl3n","35.08","OK"
"8jl3y","41.57","Fraud"
"8jl43","15.76","OK"
"8jl4l","0.24","OK"
"8jl61","21.27","OK"
"8jl6e","362.97","OK"
"8jl7q","615.82","OK"
"8jla6","77.55","OK"
"8jlad","0.00","OK"
"8jlah","0.00","OK"
"8jlc5","73.00","OK"
"8jli0","14592.64","OK"
"8jlic","3.20","OK"
"8jlii","152.57","OK"
"8jlis","11629.69","OK"
"8jljk","0.00","OK"
"8jljl","0.00","OK"
"8jljm","6.75","OK"
"8jljq","0.12","OK"
"8jljr","361587.59","OK"
"8jlju","4.82","OK"
"8jlk3","528.92","OK"
"8jlkt","120.23","OK"
"8jlms","8.51","OK"
"8jlmv","0.71","OK"
"8jlmz","0.00","OK"
"8jln6","36.68","OK"
"8jlnl","5.29","OK"
"8jlos","2276.07","OK"
"8jlpw","5194.67","OK"
"8jlpz","3.57","OK"
"8jlr2","0.00","OK"
"8jlru","0.00","OK"
"8jlt1","842.02","OK"
"8jlu6","7141.54","Fraud"
"8jlus","307.71","OK"
"8jlyt","0.00","OK"
"8jlzr","103.36","OK"
"8jm0h","0.00","OK"
"8jm0y","0.00","OK"
"8jm18","10.00","OK"
"8jm4d","41.76","OK"
"8jm4h","31697.84","OK"
"8jm4p","0.00","OK"
"8jm4v","442.70","OK"
"8jm5b","2.17","OK"
"8jm5w","1467.58","OK"
"8jm90","673.46","OK"
"8jm9p","307.01","OK"
"8jmbn","0.00","OK"
"8jmch","6640.38","OK"
"8kuma","0.00","OK"
"8kump","65.29","OK"
"8kumu","2058.87","Fraud"
"8kun0","0.25","OK"
"8kun1","62.12","OK"
"8kun5","1.22","Fraud"
"8kuno","0.00","OK"
"8kunr","4.61","OK"
"8kunx","119.29","OK"
"8kuo4","0.00","OK"
"8kuo5","83.93","OK"
"8kuov","4.67","OK"
"8kuph","0.00","OK"
"8kupw","0.00","OK"
"8kupz","0.00","OK"
"8kuq2","0.07","OK"
"8kuqa","72.72","OK"
"8kuqd","8.69","OK"
"8kuql","6.22","OK"
"8kuro","4.00","OK"
"8kus3","114.57","OK"
"8kus9","412.57","OK"
"8kusa","1092.33","OK"
"8kusb","556.00","OK"
"8kusi","0.00","OK"
"8kusr","1.14","OK"
"8kuti","0.00","OK"
"8kuto","0.00","OK"
"8kutv","0.00","OK"
"8kuuh","0.00","OK"
"8kuv3","0.00","OK"
"8kuv8","0.00","OK"
"8kuv9","91.01","Observation"
"8kuva","39.75","OK"
"8kuvb","2116.07","Fraud"
"8kuvj","41.90","OK"
"8kuvn","0.06","OK"
"8kuvt","55136.16","OK"
"8kuvy","0.00","OK"
"8kux8","3.33","OK"
"8kuxa","16801.42","Observation"
"8kuxc","0.00","OK"
"8kuxg","0.00","OK"
"8kuxh","2.25","OK"
"8kuxi","0.00","OK"
"8kuxj","64.22","OK"
"8kuxk","0.00","OK"
"8kuxp","0.00","OK"
"8kuy3","0.00","OK"
"8kuy4","0.00","OK"
"8kuy9","0.00","OK"
"8kuyg","1490.97","OK"
"8kuyp","0.00","OK"
"8kuys","20.92","OK"
"8kuze","1.69","OK"
"8kuzg","11.76","OK"
"8kuzj","50.22","OK"
"8kuzl","0.07","OK"
"8kv08","0.00","OK"
"8kv0e","5.95","OK"
"8kv0o","0.67","OK"
"8kv0s","598.48","Observation"
"8kv3c","0.91","OK"
"8kv3v","47.63","Fraud"
"8kv42","0.00","OK"
"8kv4a","0.67","OK"
"8kv4d","0.00","OK"
"8kv4k","3.00","OK"
"8kv4v","137.57","OK"
"8kv4x","0.00","OK"
"8kv5a","0.00","OK"
"8kv5w","7083.36","Fraud"
"8kv5y","0.00","OK"
"8kv6q","0.00","OK"
"8kv6v","1212.80","Fraud"
"8kv6y","7.49","OK"
"8kv74","65.94","OK"
"8kv77","0.89","OK"
"8kv7n","2101.06","Fraud"
"8kv7x","1774.25","Fraud"
"8kv80","0.00","OK"
"8kv8i","0.00","OK"
"8kv8s","2.93","OK"
"8kv90","160.79","OK"
"8kv97","33.20","OK"
"8kv9a","13.00","OK"
"8kv9b","2.24","OK"
"8kvad","18.13","OK"
"8kvas","124.33","OK"
"8kvax","54.16","OK"
"8kvb3","0.00","OK"
"8kvbe","0.00","OK"
"8kvbi","0.00","OK"
"8kvc4","0.00","OK"
"8kvc7","117.56","OK"
"8kvc8","0.00","OK"
"8kvcs","0.00","OK"
"8kvct","0.00","OK"
"8kvdh","0.14","OK"
"8kve7","15.42","OK"
"8kvec","31.58","OK"
"8kven","5.63","OK"
"8kveo","183.70","OK"
"8kveq","4.34","OK"
"8kvey","0.00","OK"
"8kvfl","0.00","OK"
"8kvfn","0.00","OK"
"8kvfr","179.39","OK"
"8kvg3","0.00","OK"
"8kvgc","0.00","OK"
"8kvgp","0.00","OK"
"8kvgr","0.00","OK"
"8kvgs","4.81","OK"
"8kvh1","0.33","OK"
"8kvh9","0.22","OK"
"8kvhd","1.22","OK"
"8kvhi","1134.79","OK"
"8kvhp","1.00","OK"
"8kvhz","0.00","OK"
"8kvie","1.00","OK"
"8kvil","0.14","OK"
"8kvim","80.42","OK"
"8kviw","44.21","OK"
"8kvj1","37.86","OK"
"8kvjl","0.00","OK"
"8kvkh","0.00","OK"
"8kvkj","0.56","OK"
"8kvkq","9.07","OK"
"8kvkw","110.28","OK"
"8kvl0","43.36","OK"
"8kvl1","16.61","OK"
"8kvl2","339.17","OK"
"8kvl6","79.00","OK"
"8kvl7","139.80","OK"
"8kvl8","0.00","OK"
"8kvlp","23.54","OK"
"8kvlq","0.11","OK"
"8kvm0","65.69","OK"
"8kvm1","16.55","OK"
"8kvm2","57.99","OK"
"8kvm6","0.00","OK"
"8kvm7","0.00","OK"
"8kvma","0.00","OK"
"8kvmd","0.00","OK"
"8kvmf","33.41","OK"
"8kvmo","0.22","OK"
"8kvmr","47.28","OK"
"8kvna","476.18","OK"
"8kvnb","5.40","Observation"
"8kvnu","0.22","OK"
"8kvo1","359.20","OK"
"8kvos","0.16","OK"
"8kvot","0.81","OK"
"8kvpb","37.84","OK"
"8kvpc","18.69","OK"
"8kvpe","1.36","OK"
"8kvpg","0.00","OK"
"8kvpr","0.00","OK"
"8kvpw","13.87","OK"
"8kvq0","2.34","OK"
"8kvqh","22.08","OK"
"8kvqm","8.59","OK"
"8kvqp","1.00","OK"
"8kvr5","0.00","OK"
"8kvr9","0.00","OK"
"8kvrh","0.00","OK"
"8kvrr","0.00","OK"
"8kvry","0.00","OK"
"8kvs0","14.49","OK"
"8kvs1","0.00","OK"
"8kvs9","4.22","OK"
"8kvsu","7.06","OK"
"8kvtr","0.00","OK"
"8kvtw","0.00","OK"
"8kvty","130.95","OK"
"8kvu3","0.00","OK"
"8kvu7","6.75","OK"
"8kvug","596.82","OK"
"8kvuh","2.22","OK"
"8kvv2","53.49","Observation"
"8kvv3","0.00","OK"
"8kvv4","71.47","OK"
"8kvv6","280.34","OK"
"8kvv7","15.23","OK"
"8kvv8","0.00","OK"
"8kvvd","79.44","OK"
"8kvvh","15.84","Observation"
"8kvxs","0.00","OK"
"8kvy3","0.00","OK"
"8kvyf","7.53","OK"
"8kvyo","61.53","OK"
"8kvyr","3.21","OK"
"8kvzp","0.00","OK"
"8kw03","0.00","OK"
"8kw0f","1462.79","Observation"
"8kw0n","5.00","OK"
"8kw15","1.00","OK"
"8kw19","61.61","OK"
"8kw1q","35.65","OK"
"8kw28","0.00","OK"
"8kw2n","0.00","OK"
"8kw39","0.00","OK"
"8kw3g","168.08","OK"
"8kw4u","1.00","OK"
"8kw4v","262.85","Fraud"
"8kw4x","0.44","OK"
"8kw4z","612.45","OK"
"8kw53","0.64","OK"
"8kw5p","0.00","OK"
"8kw5u","758.54","Fraud"
"8kw6d","0.22","OK"
"8kw70","0.00","OK"
"8kwzo","441.00","OK"
"8kwzv","2.60","OK"
"8kwzx","13832.00","Fraud"
"8kwzy","58.89","OK"
"8kx0a","0.00","OK"
"8kx0h","5.56","OK"
"8kx0o","614.28","OK"
"8kx0y","0.00","OK"
"8kx17","0.25","OK"
"8kx19","19.99","OK"
"8kx1q","0.00","OK"
"8kx1z","0.00","Observation"
"8kx21","0.00","OK"
"8kx25","2.25","OK"
"8kx29","0.00","OK"
"8kx2a","0.00","OK"
"8kx2d","55.35","Fraud"
"8kx2g","0.00","OK"
"8kx2r","1.69","OK"
"8kx2u","4020.44","Fraud"
"8kx2w","576.00","OK"
"8kx31","2273.85","OK"
"8kx33","0.00","OK"
"8kx37","13.75","OK"
"8kx3a","16.22","OK"
"8kx3b","0.19","OK"
"8kx3c","0.00","OK"
"8kx3f","62.15","OK"
"8kx3i","0.00","OK"
"8kx3q","39.75","OK"
"8kx3r","0.00","OK"
"8kx47","0.00","OK"
"8kx4j","0.25","OK"
"8kx5a","0.00","OK"
"8kx5c","5.29","OK"
"8kx5g","0.39","OK"
"8kx5q","0.00","Observation"
"8kx6b","0.00","Observation"
"8kx86","0.00","Observation"
"8kxdu","9.73","OK"
"8kxe3","0.22","OK"
"8kxee","299.07","OK"
"8kxef","0.00","OK"
"8kxel","0.00","Fraud"
"8kxem","0.00","Fraud"
"8kxep","0.00","OK"
"8kxer","57.34","OK"
"8kxev","0.00","OK"
"8kxew","0.00","OK"
"8kxez","0.00","OK"
"8kxf2","0.00","OK"
"8kxf4","10.11","OK"
"8kxfb","13.31","OK"
"8kxfu","0.00","OK"
"8kxgk","0.75","OK"
"8kxgm","24.25","OK"
"8kxgs","10550.07","Fraud"
"8kxgt","1071.35","OK"
"8kxgu","60.46","OK"
"8kxgv","6514.45","Fraud"
"8kxgy","36.00","OK"
"8kxhd","0.00","OK"
"8kxhn","2.39","OK"
"8kxhp","0.00","OK"
"8kxhq","0.00","OK"
"8kxij","0.00","Fraud"
"8kxik","2.25","OK"
"8kxim","0.00","OK"
"8kxj4","1.69","OK"
"8kxj8","0.00","OK"
"8kxjw","94.08","OK"
"8kxjy","43.14","OK"
"8kxkx","13607.35","Observation"
"8kxl2","0.00","OK"
"8kxl3","2893.47","Fraud"
"8kxla","22.80","OK"
"8kxlk","122.94","OK"
"8kxll","865.80","OK"
"8kxlo","13.45","OK"
"8kxlp","3830.25","OK"
"8kxlq","36.32","OK"
"8kxlr","344.24","OK"
"8kxlt","11484.08","OK"
"8kxlv","5168.46","Fraud"
"8kxly","51790.99","Fraud"
"8kxm0","22.00","OK"
"8kxm9","1011.86","OK"
"8kxmh","952.35","Fraud"
"8kxml","28.69","OK"
"8kxmm","0.00","OK"
"8kxmo","3.06","OK"
"8kxn2","0.00","OK"
"8kxn5","4.25","OK"
"8kxnk","1.19","OK"
"8kxnl","0.00","OK"
"8kxnm","19838.00","Fraud"
"8kxnn","2918.22","Observation"
"8kxnw","1.18","OK"
"8kxo5","0.00","OK"
"8kxoj","59.65","Observation"
"8kxom","530.58","OK"
"8kxor","0.16","OK"
"8kxos","0.25","OK"
"8kxox","1.96","OK"
"8kxoy","46.70","Fraud"
"8kxp5","0.00","OK"
"8kxpa","0.00","OK"
"8kxpd","7.56","OK"
"8kxpq","175.04","OK"
"8kxpv","0.00","OK"
"8kxq6","127.46","OK"
"8kxqd","306.25","OK"
"8kxqf","0.00","OK"
"8kxqj","673.11","OK"
"8kxqk","9963.52","Observation"
"8kxqm","160.00","OK"
"8kxqw","44.96","OK"
"8kxr9","197.04","Observation"
"8kxrb","55.51","Observation"
"8kxrc","0.00","OK"
"8kxre","424.78","Observation"
"8kxri","3.90","OK"
"8kxrj","5.50","OK"
"8kxrs","240.25","OK"
"8kxtp","19.99","OK"
"8kxvk","47.90","OK"
"8kxxf","106.93","OK"
"8kxzn","0.00","OK"
"8kxzu","124.26","OK"
"8ky0g","0.00","OK"
"8ky0o","0.00","OK"
"8ky15","0.80","OK"
"8ky18","0.00","OK"
"8ky1v","1.22","OK"
"8ky22","62.56","OK"
"8ky2b","0.25","OK"
"8ky2f","3.56","OK"
"8ky2l","0.00","OK"
"8ky2n","0.00","OK"
"8ky46","8.11","OK"
"8ky4j","1.63","OK"
"8ky4k","39.36","OK"
"8ky4n","2.25","OK"
"8ky4r","0.00","OK"
"8ky4x","0.00","OK"
"8ky50","0.00","OK"
"8ky5c","5.84","OK"
"8ky5s","0.00","OK"
"8ky6d","0.00","OK"
"8ky6h","7086.00","Fraud"
"8ky6n","16288.22","Fraud"
"8ky6u","16.00","OK"
"8ky6v","84.96","OK"
"8ky77","0.00","OK"
"8ky8n","0.58","OK"
"8ky8r","0.00","OK"
"8ky93","0.19","OK"
"8ky9n","0.00","OK"
"8kyao","0.00","OK"
"8kyb9","0.00","OK"
"8kybc","0.25","OK"
"8kybl","615.11","OK"
"8kybu","0.00","OK"
"8kyc0","0.00","OK"
"8kycf","0.00","OK"
"8kycw","34.50","OK"
"8kydv","235.01","Fraud"
"8kygk","1.16","OK"
"8kygl","0.25","OK"
"8kygo","0.00","OK"
"8kygq","53.10","OK"
"8kygz","0.00","OK"
"8kyhj","0.00","OK"
"8kyiq","6.00","OK"
"8kyjt","3.84","OK"
"8kyk5","46.21","OK"
"8kyka","0.00","OK"
"8kyl4","24.62","OK"
"8kyl5","0.00","OK"
"8kyld","7.65","OK"
"8kymr","0.25","OK"
"8kynd","0.10","OK"
"8kynk","0.00","OK"
"8kyov","417.85","Fraud"
"8kyow","0.89","OK"
"8kyoy","0.00","OK"
"8kyp1","448.82","OK"
"8kyp7","0.00","OK"
"8kyp8","0.14","OK"
"8kypd","7.60","OK"
"8kypr","1.31","OK"
"8kyqu","0.00","OK"
"8kyre","0.00","OK"
"8kysj","0.16","OK"
"8kyss","0.00","OK"
"8kytg","0.00","OK"
"8kyu8","4.00","OK"
"8kyvb","3695.39","OK"
"8kyvg","0.00","OK"
"8kyvt","0.00","OK"
"8kyvw","11.48","OK"
"8kyw0","0.64","OK"
"8kyw6","0.00","OK"
