"partnerid","Skew1Min","Skew5Min","Skew3Hr","Skew6Hr","status"
"8imw6",0.00,0.00,"0.41","0.49","OK"
"8imwm","8.95","2.34","1.03","1.03","OK"
"8imwn","6.17","3.19","0.39","0.37","OK"
"8imwx","2.30","1.46","0.22","-0.33","OK"
"8imxk",0.00,0.00,0.00,0.00,"OK"
"8imxz","3.33","3.33","0.99","0.00","OK"
"8imy8",0.00,0.00,0.00,0.00,"OK"
"8imyq",0.00,0.00,0.00,0.00,"OK"
"8imyz","0.71","0.71","0.00","0.00","OK"
"8imz2",0.00,"3.47","0.19","0.92","OK"
"8imza",0.00,"4.13","1.61","0.83","OK"
"8imzd","2.95","3.52","1.98","0.87","OK"
"8imze","3.84","3.06","1.48","0.93","OK"
"8imzr","4.80","2.34","1.34","0.17","OK"
"8imzv","5.52","1.99","0.25","0.53","OK"
"8in00",0.00,0.00,0.00,0.00,"OK"
"8in07","0.00","0.00","0.00","0.00","OK"
"8in0d","1.28","0.80","-0.21","-0.40","OK"
"8in0q",0.00,0.00,0.00,0.00,"OK"
"8in1c",0.00,"3.18","2.24","1.21","OK"
"8in1d","3.30","3.30","2.03","2.41","OK"
"8in1s","1.51","1.27","0.79","-0.12","OK"
"8in1t","2.02","1.19","0.21","-0.22","OK"
"8in1y",0.00,0.00,0.00,0.00,"OK"
"8in20",0.00,0.00,0.00,0.00,"OK"
"8in2d",0.00,0.00,"0.98","0.60","OK"
"8in2g",0.00,0.00,0.00,0.00,"OK"
"8in34","2.67","1.88","0.64","0.36","OK"
"8in35","4.17","3.47","1.30","0.76","OK"
"8in36",0.00,0.00,0.00,0.00,"OK"
"8in3c","2.62","2.55","0.29","-0.70","OK"
"8in41",0.00,0.00,0.00,0.00,"OK"
"8in43",0.00,0.00,0.00,0.00,"OK"
"8in49",0.00,0.00,"1.79","0.84","OK"
"8in4e",0.00,0.00,0.00,0.00,"OK"
"8in66","5.48","2.16","1.25","1.45","OK"
"8in69","0.86","1.08","1.32","1.48","OK"
"8in6a","9.24","6.46","0.91","0.91","OK"
"8in7f","3.32","2.48","1.48","0.78","OK"
"8in80",0.00,0.00,"2.04","2.04","OK"
"8in8e","2.37","1.75","-0.29","-0.35","Fraud"
"8in8l",0.00,0.00,"0.00",0.00,"OK"
"8in8z",0.00,0.00,"0.00",0.00,"OK"
"8in9f",0.00,0.00,0.00,0.00,"OK"
"8in9m",0.00,0.00,"2.03","0.75","OK"
"8ina8",0.00,0.00,0.00,0.00,"OK"
"8inag","2.04","2.04","1.12","0.65","OK"
"8inat",0.00,"1.15","1.15","1.15","OK"
"8inay","2.46","2.48","0.89","0.39","OK"
"8inbg",0.00,0.00,0.00,0.00,"OK"
"8inca",0.00,0.00,0.00,0.00,"OK"
"8incg",0.00,0.00,0.00,0.00,"OK"
"8inch",0.00,0.00,0.00,0.00,"OK"
"8inck","3.11","2.50","0.78","0.29","OK"
"8ind9",0.00,0.00,0.00,0.00,"OK"
"8indc","5.10","2.85","1.08","0.88","OK"
"8inei","3.92","2.09","0.16","-0.51","OK"
"8inf7","8.49","3.62","0.28","-0.31","OK"
"8ingg","3.12","2.65","0.71","0.56","OK"
"8ings","5.10","4.14","0.63","0.32","OK"
"8inhr","2.47","1.40","1.00","-0.07","OK"
"8ini4","1.72","2.00","1.39","0.61","OK"
"8ini5",0.00,0.00,0.00,0.00,"OK"
"8inig","4.19","2.75","1.37","0.70","OK"
"8inil","6.48","2.76","0.54","0.26","OK"
"8injc","2.85","2.04","0.65","1.30","OK"
"8injo","0.00","0.00","0.00","0.00","OK"
"8inkd","2.27","2.27","2.04","1.79","OK"
"8inld",0.00,0.00,0.00,0.00,"OK"
"8inn7","3.81","2.18","1.24","0.82","OK"
"8ino6","1.99","0.97","-0.55","-1.00","OK"
"8inp3",0.00,"2.08","1.09","0.70","OK"
"8inrc","5.00","4.90","0.55","0.60","OK"
"8ins1","4.34","3.50","0.40","0.67","OK"
"8insm",0.00,"4.80","0.63","0.24","OK"
"8insr","0.00","0.00","0.00","0.00","OK"
"8intf","4.64","3.65","1.95","1.53","OK"
"8inu8","2.04","2.04","0.84","0.84","OK"
"8inum","7.52","2.56","1.38","0.31","OK"
"8invg",0.00,0.00,0.00,0.00,"OK"
"8inwd","4.59","2.51","0.63","-0.68","OK"
"8inwo","5.13","6.03","1.95","1.47","OK"
"8inwq","3.82","1.89","1.43","0.79","OK"
"8inwx",0.00,0.00,"1.50","1.50","OK"
"8inz6","4.31","2.27","1.29","0.29","OK"
"8inz8","4.42","2.99","0.87","1.26","OK"
"8io28",0.00,"7.00","1.40","0.33","OK"
"8io3k",0.00,"0.00","0.00","0.00","OK"
"8io3v",0.00,0.00,0.00,0.00,"OK"
"8io4k",0.00,0.00,0.00,0.00,"OK"
"8io4t",0.00,0.00,"1.79","1.79","OK"
"8io5j","2.59","2.15","1.12","0.10","OK"
"8io5s","2.15","1.80","1.48","0.23","OK"
"8io79",0.00,0.00,0.00,0.00,"OK"
"8io7a",0.00,"0.00","0.00","0.00","OK"
"8io8s","4.88","2.70","0.32","-0.74","OK"
"8io95","5.00","2.38","1.10","-0.10","OK"
"8io9t",0.00,0.00,"1.15","0.99","OK"
"8ioac",0.00,0.00,"1.18","1.61","OK"
"8ioad","3.13","1.72","0.39","0.08","Observation"
"8ioaf","4.10","2.33","0.77","0.71","OK"
"8iob1","2.79","2.78","2.85","2.47","OK"
"8ioby",0.00,"2.47","1.36","0.59","OK"
"8iofb","1.50","1.50","1.15","1.15","OK"
"8iohm",0.00,0.00,0.00,0.00,"OK"
"8ioj0",0.00,0.00,0.00,0.00,"OK"
"8iok5",0.00,0.00,0.00,0.00,"OK"
"8iokr",0.00,0.00,0.00,0.00,"OK"
"8ioml",0.00,0.00,0.00,0.00,"OK"
"8iomw",0.00,0.00,0.00,0.00,"OK"
"8ionb",0.00,0.00,0.00,0.00,"OK"
"8ionh",0.00,0.00,0.00,0.00,"OK"
"8ionj",0.00,0.00,"1.15","1.15","OK"
"8ioo5",0.00,"3.61","1.81","0.18","OK"
"8ioo7",0.00,0.00,"2.85","-0.95","OK"
"8ioov",0.00,0.00,0.00,0.00,"OK"
"8ioqe","2.86","2.09","0.82","0.02","OK"
"8ior0",0.00,0.00,"2.04","2.04","OK"
"8iory",0.00,0.00,0.00,0.00,"OK"
"8iosv","2.06","1.49","0.28","-0.85","OK"
"8iot1","4.05","2.00","0.83","0.27","OK"
"8iott",0.00,0.00,0.00,0.00,"OK"
"8iou1",0.00,0.00,"0.29","0.02","OK"
"8iou5",0.00,0.00,0.00,0.00,"OK"
"8iou8","4.15","3.09","1.08","1.21","OK"
"8ioui",0.00,0.00,0.00,0.00,"OK"
"8ioul",0.00,0.00,"0.00","0.00","OK"
"8iow5",0.00,"1.79",0.00,0.00,"OK"
"8iowu","3.79","5.36","1.49","1.35","OK"
"8ioyh",0.00,0.00,0.00,0.00,"OK"
"8ioyz",0.00,0.00,0.00,0.00,"OK"
"8iozi","4.36","2.76","2.48","1.28","OK"
"8ip10","0.00","0.00","0.00","0.00","OK"
"8ip1i",0.00,0.00,0.00,0.00,"OK"
"8ip1v","2.66","1.65","1.42","0.83","OK"
"8ip45","5.28","4.04","0.28","0.16","OK"
"8ip46",0.00,0.00,"0.00","0.00","OK"
"8ip4d","2.02","1.80","0.79","0.74","OK"
"8ip5p","2.33","1.83","1.56","0.32","OK"
"8ip5q","4.27","4.29","1.10","0.72","OK"
"8ip65",0.00,0.00,0.00,0.00,"OK"
"8ip71","2.88","1.54","-0.24","-1.66","Observation"
"8ip85",0.00,0.00,0.00,0.00,"OK"
"8ip8o",0.00,0.00,"1.15","1.15","OK"
"8ipat",0.00,"1.15","1.15","-0.71","OK"
"8ipcr",0.00,0.00,"2.04","0.84","OK"
"8ipdk",0.00,0.00,0.00,0.00,"OK"
"8ipdp",0.00,0.00,"0.00","0.00","OK"
"8ipdr",0.00,0.00,"0.71","0.71","OK"
"8ipeq",0.00,0.00,"1.15","1.15","OK"
"8ipg0",0.00,0.00,0.00,"1.15","OK"
"8ipg1",0.00,0.00,0.00,"1.15","OK"
"8ipgq",0.00,0.00,"1.63","1.07","OK"
"8ipgz",0.00,0.00,0.00,0.00,"OK"
"8iph1",0.00,0.00,0.00,0.00,"OK"
"8ipif",0.00,0.00,"0.00","0.00","OK"
"8ipiu",0.00,0.00,"1.15","1.15","OK"
"8ipks",0.00,"1.79","0.89","1.12","OK"
"8ipls","4.20","6.69","1.63","1.38","OK"
"8ipm4","3.47","3.47","0.84","-0.02","OK"
"8ipn0",0.00,0.00,0.00,"0.41","OK"
"8ipoi",0.00,0.00,0.00,0.00,"OK"
"8ipoo","4.56","2.47","0.95","-0.35","OK"
"8ippe",0.00,"1.79","0.41","-1.15","OK"
"8ippl",0.00,0.00,"0.71","0.71","OK"
"8ipr3","3.91","1.48","2.59","1.77","OK"
"8iprx",0.00,0.00,0.00,0.00,"OK"
"8ipxe","4.39","2.05","1.09","0.52","OK"
"8ipxf","0.00","0.00","0.00","0.00","OK"
"8iq0e","2.91","1.84","1.27","1.20","OK"
"8iq0h",0.00,0.00,0.00,0.00,"OK"
"8iq0l","3.36","4.36","0.60","-0.29","OK"
"8iq0m","0.00","0.00","0.00","0.00","OK"
"8iq0q",0.00,"2.23","0.50","0.11","OK"
"8iq0r","1.50","1.15","0.00","0.00","OK"
"8iq11",0.00,0.00,0.00,0.00,"OK"
"8iq1n",0.00,"2.04","0.71","0.71","OK"
"8iq1z","4.04","2.34","0.20","-0.61","Observation"
"8iq22","5.65","2.67","1.37","0.58","OK"
"8iq3b","5.48","4.22","0.49","0.06","OK"
"8iq4r","4.22","2.13","0.48","-0.22","OK"
"8iq53","1.52","1.25","1.90","1.61","OK"
"8iq7l",0.00,0.00,0.00,0.00,"OK"
"8iq7q","3.88","2.37","0.28","0.13","OK"
"8iq85",0.00,0.00,"0.82","0.30","OK"
"8iqbs",0.00,0.00,"1.15","-0.71","OK"
"8iqd8",0.00,0.00,0.00,0.00,"OK"
"8iqde",0.00,"3.18","1.40","0.50","OK"
"8iqe6",0.00,0.00,"0.95","0.00","OK"
"8iqec",0.00,0.00,0.00,0.00,"OK"
"8iqee",0.00,0.00,0.00,0.00,"OK"
"8iqez",0.00,0.00,0.00,0.00,"OK"
"8iqfg",0.00,"0.71",0.00,0.00,"OK"
"8iqhl",0.00,0.00,"0.71","0.71","OK"
"8iqip",0.00,0.00,0.00,0.00,"OK"
"8iqjj",0.00,0.00,0.00,0.00,"OK"
"8iqk3",0.00,"2.47","0.87","0.86","OK"
"8iqks",0.00,0.00,"1.15","1.15","OK"
"8iqni",0.00,0.00,"2.04","0.34","OK"
"8iqnn","1.50","1.50","1.15","1.15","OK"
"8iqnv","1.96","1.58","1.07","0.84","OK"
"8iqp5",0.00,0.00,0.00,0.00,"OK"
"8iqqe",0.00,0.00,"1.79","0.41","OK"
"8iqr5",0.00,0.00,0.00,0.00,"OK"
"8iqsf",0.00,0.00,0.00,0.00,"OK"
"8iqsw",0.00,0.00,0.00,0.00,"OK"
"8iqtd",0.00,0.00,0.00,0.00,"OK"
"8iqth","1.10","2.35","1.63","1.14","OK"
"8iqu0",0.00,0.00,0.00,0.00,"OK"
"8iqu4",0.00,0.00,0.00,0.00,"OK"
"8iqu5",0.00,0.00,0.00,0.00,"OK"
"8iqua",0.00,0.00,0.00,0.00,"OK"
"8iqug","2.62","1.35","-0.08","-0.44","OK"
"8iqur",0.00,0.00,0.00,0.00,"OK"
"8iquu",0.00,0.00,0.00,0.00,"OK"
"8iqvd",0.00,0.00,0.00,0.00,"OK"
"8iqvi","1.80","1.57","0.85","1.16","OK"
"8iqvo",0.00,0.00,"1.15","1.15","OK"
"8iqvp","1.79","1.50","1.15","1.15","OK"
"8iqvs",0.00,0.00,"0.71","0.71","OK"
"8iqw0",0.00,0.00,0.00,0.00,"OK"
"8iqw1","4.94","1.60","1.34","0.76","OK"
"8iqw2",0.00,"3.47","1.34","2.04","OK"
"8iqw6","4.83","1.89","1.19","0.67","OK"
"8iqw8",0.00,"7.21","0.51","-0.54","OK"
"8iqw9",0.00,0.00,"0.34","0.96","OK"
"8iqwa",0.00,"4.90","1.34","0.59","OK"
"8iqwb",0.00,0.00,"1.50","1.50","OK"
"8iqwc","5.20","4.51","1.02","0.80","OK"
"8iqwe",0.00,0.00,0.00,0.00,"OK"
"8iqwf",0.00,0.00,0.00,0.00,"OK"
"8iqwy",0.00,0.00,0.00,0.00,"OK"
"8iqx9","2.85","2.67","0.27","0.00","OK"
"8iqxa",0.00,0.00,"1.10","0.53","OK"
"8iqxb",0.00,0.00,"1.79","1.50","OK"
"8iqxi",0.00,0.00,0.00,0.00,"OK"
"8iqym",0.00,0.00,0.00,0.00,"OK"
"8iqyw","3.17","2.36","1.24","1.13","OK"
"8iqzc","3.58","3.05","2.48","1.12","OK"
"8iqzg","4.51","1.87","0.68","0.47","OK"
"8iqzh","4.68","1.95","0.73","0.56","OK"
"8iqzi","2.21","1.44","0.13","-0.19","OK"
"8iqzk","3.26","1.86","0.49","0.02","OK"
"8iqzl","2.69","3.98","2.11","1.25","OK"
"8iqzm","5.68","3.78","1.32","0.33","OK"
"8iqzn","7.07","2.63","1.27","0.81","OK"
"8iqzo","5.10","1.96","0.69","0.10","OK"
"8iqzp","3.00","2.01","1.16","0.81","OK"
"8iqzs","3.44","1.83","1.73","0.75","OK"
"8iqzu","5.76","2.92","1.28","0.67","OK"
"8iqzw","2.76","2.23","0.88","0.34","OK"
"8iqzz","6.00","3.72","2.09","2.09","OK"
"8ir00","3.01","1.63","0.63","0.74","OK"
"8ir01","2.16","1.53","1.15","1.47","OK"
"8ir05","2.61","2.03","0.43","0.26","Fraud"
"8ir06","3.31","2.34","1.03","1.10","OK"
"8ir07","2.70","1.80","1.01","1.25","OK"
"8ir09","2.50","1.91","2.13","2.21","OK"
"8ir0d","4.11","2.00","1.60","1.17","OK"
"8ir0f","4.13","2.84","1.20","1.28","OK"
"8ir0i",0.00,0.00,"1.15","1.15","OK"
"8ir0v",0.00,0.00,0.00,0.00,"OK"
"8ir0z",0.00,0.00,0.00,0.00,"OK"
"8ir14","3.91","2.99","1.31","0.84","OK"
"8ir16","5.25","2.62","0.04","-0.30","OK"
"8ir1o",0.00,0.00,0.00,0.00,"OK"
"8ir25",0.00,0.00,"1.12","1.50","OK"
"8ir28",0.00,0.00,0.00,0.00,"OK"
"8ir2b",0.00,"1.92","1.26","0.72","OK"
"8ir2e",0.00,"6.13","0.45","0.76","OK"
"8ir2l","1.50","1.50","0.71","0.00","OK"
"8ir2o",0.00,0.00,0.00,0.00,"OK"
"8ir2s",0.00,0.00,0.00,0.00,"OK"
"8ir3v","2.67","2.47","1.56","0.23","OK"
"8ir4d",0.00,0.00,0.00,0.00,"OK"
"8ir6j",0.00,0.00,0.00,0.00,"OK"
"8ir6k",0.00,0.00,0.00,0.00,"OK"
"8ir6w",0.00,0.00,0.00,0.00,"OK"
"8ir7h",0.00,0.00,0.00,0.00,"OK"
"8ir96","3.27","1.76","0.99","-0.13","OK"
"8irab","2.56","2.69","0.81","-0.43","OK"
"8irb0","3.33","3.18","0.32","0.57","OK"
"8irbp","3.48","1.94","-0.61","-1.44","OK"
"8irck",0.00,0.00,"2.47","2.27","OK"
"8ircl",0.00,"4.80","1.21","1.19","OK"
"8ircq","3.07","2.47","1.28","0.79","OK"
"8ircw",0.00,0.00,0.00,0.00,"OK"
"8ircy",0.00,0.00,0.00,0.00,"OK"
"8irdq",0.00,0.00,0.00,0.00,"OK"
"8irdv","1.50","1.50","0.00","0.00","OK"
"8ire4",0.00,"1.50","0.00","0.00","OK"
"8irek",0.00,0.00,0.00,0.00,"OK"
"8irgx",0.00,0.00,0.00,"1.15","OK"
"8irid",0.00,0.00,0.00,0.00,"OK"
"8irih","2.76","1.91","0.35","0.03","OK"
"8iriv","1.15","2.12","1.38","0.69","OK"
"8irjv",0.00,"1.15","0.71","0.71","OK"
"8irk4","6.20","2.32","-0.17","-0.15","OK"
"8irkm","0.00","0.89","1.12","0.57","OK"
"8irl1",0.00,0.00,0.00,0.00,"OK"
"8irlc","3.95","2.27","1.07","0.52","OK"
"8irle","5.96","3.14","1.58","0.72","OK"
"8irll","1.23","1.51","0.97","0.42","Observation"
"8irob","5.11","2.34","-0.91","-1.33","OK"
"8irot","3.13","2.05","1.59","0.42","OK"
"8irq0","2.33","1.48","0.60","0.19","OK"
"8irqh",0.00,0.00,0.00,0.00,"OK"
"8irqi",0.00,0.00,0.00,0.00,"OK"
"8irqk",0.00,0.00,0.00,0.00,"OK"
"8irr8",0.00,0.00,0.00,0.00,"OK"
"8irr9",0.00,"4.48","2.08","1.12","OK"
"8irrl",0.00,0.00,0.00,0.00,"OK"
"8irrw",0.00,0.00,0.00,0.00,"OK"
"8irrx","2.85","1.81","0.24","-0.48","Observation"
"8irs5","4.44","1.95","2.16","1.94","OK"
"8irsq",0.00,0.00,0.00,0.00,"OK"
"8irsy","5.57","2.31","1.02","1.09","OK"
"8irt8","4.97","2.90","1.90","1.01","OK"
"8irtb",0.00,0.00,0.00,0.00,"OK"
"8irtc",0.00,"2.47","1.36","0.71","OK"
"8irti",0.00,0.00,"0.71","0.71","OK"
"8irtu",0.00,0.00,0.00,0.00,"OK"
"8iru0",0.00,0.00,"1.14","0.32","OK"
"8iru3",0.00,0.00,0.00,0.00,"OK"
"8irui","1.69","2.38","1.78","1.78","OK"
"8iruq",0.00,0.00,0.00,0.00,"OK"
"8irvj","3.12","2.40","1.21","1.07","OK"
"8irwu",0.00,0.00,0.00,0.00,"OK"
"8irzv",0.00,0.00,0.00,0.00,"OK"
"8is01","3.22","2.12","1.48","0.50","OK"
"8is0l",0.00,"3.33","1.15","0.99","OK"
"8is1d","3.69","3.69","1.91","1.93","OK"
"8is20",0.00,"5.20","1.01","0.18","OK"
"8is2b","2.30","1.86","2.78","1.95","OK"
"8is2k","2.90","2.65","2.44","1.88","Fraud"
"8is2p",0.00,0.00,0.00,0.00,"OK"
"8is30",0.00,0.00,0.00,0.00,"OK"
"8is32",0.00,0.00,0.00,0.00,"OK"
"8is41",0.00,0.00,0.00,0.00,"OK"
"8is47","1.50","1.15","0.00","0.00","OK"
"8is4p",0.00,0.00,0.00,0.00,"OK"
"8is4w","2.72","4.24","3.79","2.53","OK"
"8is4x","4.13","1.79","0.16","1.49","OK"
"8is5e","2.43","1.14","0.54","1.05","OK"
"8is5f",0.00,0.00,"0.00","0.00","OK"
"8is5h","1.61","1.05","1.09","1.02","Observation"
"8is5o",0.00,"5.39","1.95","0.66","OK"
"8is5q","9.49","3.74","0.22","-0.32","OK"
"8is5r","2.85","2.84","1.15","0.50","OK"
"8is6u",0.00,0.00,0.00,0.00,"OK"
"8is82","2.45","2.07","-0.06","-0.14","OK"
"8is85",0.00,0.00,0.00,0.00,"OK"
"8is87","2.93","1.79","2.71","1.74","OK"
"8is8g","7.68","3.44","2.13","1.86","OK"
"8isas","2.52","2.17","0.36","-0.52","OK"
"8isat","2.11","1.75","1.54","1.75","OK"
"8isau","0.00",0.00,0.00,0.00,"OK"
"8isbh","4.36","2.15","0.81","0.67","OK"
"8isbo",0.00,0.00,0.00,0.00,"OK"
"8isbr",0.00,0.00,0.00,0.00,"OK"
"8isbz","4.92","2.49","0.65","0.36","OK"
"8isch","2.30","1.23","0.51","0.17","Observation"
"8iscw","3.39","3.67","0.78","0.09","OK"
"8iscy","4.14","2.90","0.31","-0.50","OK"
"8isd4",0.00,0.00,0.00,0.00,"OK"
"8isd6",0.00,0.00,0.00,0.00,"OK"
"8isdb","9.00","4.43","1.74","0.63","OK"
"8isdq",0.00,0.00,"1.54","0.62","OK"
"8ise8",0.00,0.00,"2.85","1.75","OK"
"8isei","2.47","2.47","1.15","0.71","OK"
"8ises","3.18","2.71","1.61","1.17","OK"
"8iseu","3.47","1.29","1.64","1.40","OK"
"8isf7","8.12","3.18","0.51","-0.07","OK"
"8isfp",0.00,0.00,0.00,0.00,"OK"
"8isfs",0.00,0.00,0.00,0.00,"OK"
"8isgu",0.00,0.00,"1.36","0.46","OK"
"8ish6","3.12","2.10","0.13","-0.73","OK"
"8ishk",0.00,"5.00","0.25","0.20","OK"
"8ishn","1.15","0.71","0.00","0.00","OK"
"8isi3",0.00,0.00,0.00,0.00,"OK"
"8isj3","1.49","0.84","0.18","-0.36","OK"
"8isj9",0.00,"3.60","1.40","0.42","OK"
"8isje",0.00,"3.52","2.13","2.21","OK"
"8isk1",0.00,0.00,0.00,0.00,"OK"
"8isk6",0.00,0.00,0.00,0.00,"OK"
"8islr","6.48","3.60","0.68","-0.30","OK"
"8isme",0.00,0.00,"2.04","1.79","OK"
"8ismw",0.00,0.00,0.00,0.00,"OK"
"8isp2",0.00,0.00,0.00,0.00,"OK"
"8isrm","2.42","2.65","0.87","-0.26","OK"
"8isrt",0.00,0.00,0.00,0.00,"OK"
"8issu","3.21","2.05","2.76","1.64","OK"
"8isvf",0.00,0.00,0.00,0.00,"OK"
"8isxs",0.00,0.00,"0.00","0.00","OK"
"8isxw",0.00,0.00,0.00,0.00,"OK"
"8isyx",0.00,0.00,0.00,0.00,"OK"
"8isz2",0.00,0.00,"2.04","1.79","OK"
"8isz4",0.00,0.00,0.00,0.00,"OK"
"8it0b","3.02","2.57","1.67","1.06","OK"
"8it0m",0.00,0.00,0.00,0.00,"OK"
"8it0v",0.00,0.00,"1.66","1.16","OK"
"8it18",0.00,0.00,"1.50","1.15","OK"
"8it2h","4.08","1.94","0.10","0.09","OK"
"8it36","2.30","1.36","0.86","0.94","Fraud"
"8it3p","6.39","3.56","0.72","0.50","OK"
"8it4b",0.00,0.00,0.00,"0.00","OK"
"8it51","3.92","3.01","0.55","0.61","OK"
"8it52","5.66","2.85","0.60","0.29","OK"
"8it54","2.42","1.28","-0.17","-0.17","OK"
"8it55","5.74","3.15","1.24","0.60","OK"
"8it57",0.00,0.00,"0.71","0.71","OK"
"8it59","1.50","1.50","0.00","0.00","OK"
"8it5a",0.00,"2.27","0.60","0.60","OK"
"8it5b",0.00,0.00,"0.71","0.71","OK"
"8it5c","4.13","1.71","-0.25","-0.25","OK"
"8it5d",0.00,0.00,"1.15","1.15","OK"
"8it5e","2.44","1.54","0.06","0.06","OK"
"8it5i","3.47","2.36","0.00","0.00","OK"
"8it5k","3.10","3.56","0.68","0.58","OK"
"8it5n","3.55","3.25","0.95","0.95","OK"
"8it5o","1.15","0.71",0.00,0.00,"OK"
"8it5q",0.00,0.00,"0.00","0.00","OK"
"8it5r",0.00,0.00,"-1.15","-1.15","OK"
"8it5t","4.52","2.63","0.44","-0.65","OK"
"8it63",0.00,0.00,0.00,0.00,"OK"
"8it65",0.00,0.00,0.00,0.00,"OK"
"8it66",0.00,0.00,0.00,0.00,"OK"
"8it6j",0.00,"1.50","0.71","0.71","OK"
"8it7k",0.00,0.00,"0.71","0.71","OK"
"8it7m",0.00,0.00,0.00,0.00,"OK"
"8it7o",0.00,"3.33","-0.96","-0.96","OK"
"8it7p",0.00,0.00,"1.15","1.15","OK"
"8it8j","4.15","3.30","1.79","0.76","OK"
"8it8l",0.00,0.00,0.00,0.00,"OK"
"8it8q",0.00,0.00,0.00,0.00,"OK"
"8it9g","2.65","2.72","0.43","-0.63","OK"
"8it9n",0.00,0.00,"1.50","1.15","OK"
"8it9p","2.71","1.95","0.63","-0.46","OK"
"8it9w","4.71","1.98","1.79","1.10","OK"
"8itaa","3.47","3.33","1.14","0.41","OK"
"8itap","1.53","0.75","0.14","-0.65","Observation"
"8itat",0.00,0.00,0.00,0.00,"OK"
"8itb0","1.71","1.72","1.73","2.06","OK"
"8itb1","3.15","3.20","1.59","0.87","OK"
"8itcr","2.25","1.60","0.41","-0.56","OK"
"8itcx",0.00,0.00,0.00,0.00,"OK"
"8itdr",0.00,0.00,0.00,0.00,"OK"
"8itdx",0.00,0.00,0.00,0.00,"OK"
"8ite3","1.57","1.08","0.43","-0.46","OK"
"8iteu",0.00,0.00,"1.15","1.15","OK"
"8itf4",0.00,"1.50","1.86","0.94","OK"
"8itfc",0.00,0.00,0.00,0.00,"OK"
"8itgs",0.00,0.00,"1.79","0.84","OK"
"8ith0","2.04","3.18","1.87","0.61","OK"
"8ith4","1.57","0.91","0.29","-0.53","OK"
"8ith6",0.00,0.00,0.00,0.00,"OK"
"8ithb",0.00,0.00,0.00,0.00,"OK"
"8ithf","1.96","1.15","0.91","0.86","Observation"
"8ithn",0.00,0.00,"0.71","0.71","OK"
"8ithu","4.42","2.09","1.76","0.87","OK"
"8ithz",0.00,0.00,0.00,0.00,"OK"
"8itif","0.00",0.00,0.00,0.00,"OK"
"8itio",0.00,0.00,0.00,0.00,"OK"
"8itiu","4.10","3.34","0.43","-0.21","OK"
"8itj5","3.71","4.39","2.32","1.10","OK"
"8itji","2.34","1.60","0.54","-0.62","OK"
"8itk7","5.57","2.79","1.33","0.91","OK"
"8itka",0.00,0.00,0.00,0.00,"OK"
"8itkq",0.00,"3.61","2.21","1.06","OK"
"8itks",0.00,0.00,"2.27","2.27","OK"
"8itkt","6.41","2.03","0.51","0.43","OK"
"8itl2",0.00,0.00,0.00,0.00,"OK"
"8itl8",0.00,0.00,0.00,0.00,"OK"
"8itla",0.00,0.00,0.00,0.00,"OK"
"8itlh","5.75","3.16","0.65","0.45","OK"
"8itli",0.00,0.00,"1.12","0.41","OK"
"8itlt","4.07","3.26","0.77","0.88","OK"
"8itly","4.17","1.94","0.85","0.65","OK"
"8itm2",0.00,0.00,0.00,0.00,"OK"
"8itme",0.00,0.00,"0.88","0.88","OK"
"8itmi","2.39","1.47","0.02","-0.60","OK"
"8itmu","4.48","4.48","-0.09","0.28","OK"
"8itnb",0.00,0.00,0.00,0.00,"OK"
"8itod","2.86","1.03","0.20","0.20","OK"
"8itoe",0.00,0.00,"0.71","0.71","OK"
"8itof","3.02","2.18","0.78","0.09","OK"
"8itop","2.53","2.81","1.30","1.27","OK"
"8itos",0.00,0.00,0.00,0.00,"OK"
"8itoz",0.00,0.00,"0.41","0.41","OK"
"8itp0","2.47","2.47","1.19","0.99","OK"
"8itpk","5.83","2.64","1.06","0.39","OK"
"8itq3",0.00,0.00,0.00,0.00,"OK"
"8itql",0.00,0.00,0.00,0.00,"OK"
"8itqs",0.00,0.00,0.00,0.00,"OK"
"8itrb","4.76","2.41","1.46","1.05","OK"
"8itre","3.44","2.27","-0.21","-0.48","OK"
"8itrn",0.00,"3.88","1.25","0.88","OK"
"8itro",0.00,0.00,0.00,0.00,"OK"
"8itrq","3.75","1.84","1.66","0.83","OK"
"8its6",0.00,0.00,0.00,0.00,"OK"
"8itsg",0.00,0.00,0.00,0.00,"OK"
"8itsw",0.00,0.00,"1.79","1.50","OK"
"8itt6",0.00,0.00,0.00,0.00,"OK"
"8ittc","7.89","3.58","0.33","-0.05","OK"
"8itth",0.00,0.00,0.00,0.00,"OK"
"8ittq",0.00,0.00,0.00,0.00,"OK"
"8ittu",0.00,0.00,0.00,0.00,"OK"
"8ittv",0.00,0.00,0.00,0.00,"OK"
"8ituk",0.00,0.00,0.00,"0.00","OK"
"8itvb",0.00,0.00,0.00,0.00,"OK"
"8itww",0.00,0.00,0.00,0.00,"OK"
"8itx1","3.08","2.02","1.06","0.20","OK"
"8itx5","3.06","2.97","0.11","-0.18","OK"
"8itxs","2.47","2.47","2.27","0.91","OK"
"8itxx",0.00,0.00,"1.79","0.84","OK"
"8ityd",0.00,0.00,"1.34","-0.29","OK"
"8itzi",0.00,"1.28","0.71","0.34","OK"
"8iu02",0.00,0.00,0.00,0.00,"OK"
"8iu0k","0.71","0.00",0.00,0.00,"OK"
"8iu23",0.00,"1.75","1.12","0.65","OK"
"8iu2c","1.57","1.32","0.23","-0.90","Observation"
