"partnerid","MaxSameAgentCount","status"
"8jgac","26","OK"
"8jgbu","951","OK"
"8jgcj","6","OK"
"8jgcw","20","OK"
"8jgel","1","OK"
"8jgf3","1","OK"
"8jgg3","17","OK"
"8jggg","1","OK"
"8jgk9","1","OK"
"8jgkk","102","Observation"
"8jgl8","1","OK"
"8jgls","87","OK"
"8jgok","2","OK"
"8jgq9","2","OK"
"8jgqa","3","OK"
"8jgqb","15","OK"
"8jgqr","1","OK"
"8jgt1","6","OK"
"8jgts","16","OK"
"8jgu2","1","OK"
"8jgul","7","OK"
"8jgvx","1","OK"
"8jh5s","1","OK"
"8jh5u","1","OK"
"8jh5v","1","OK"
"8jh60","3","OK"
"8jh7b","26","OK"
"8jh9c","3","OK"
"8jhbl","58","OK"
"8jhcs","1","OK"
"8jhct","1","OK"
"8jhdz","16","OK"
"8jhep","4","OK"
"8jhfv","913","OK"
"8jhge","6","OK"
"8jhgj","1","OK"
"8jhgx","420","OK"
"8jhh0","113","OK"
"8jhi5","2","OK"
"8jhis","2","OK"
"8jhit","3","OK"
"8jhle","1","OK"
"8jhlw","2","OK"
"8jhmk","1","OK"
"8jhnz","142","OK"
"8jhou","11","OK"
"8jhp2","2","OK"
"8jhsv","1","OK"
"8jhtq","1","OK"
"8jhw3","6","OK"
"8jhw9","1","OK"
"8jhyg","3","OK"
"8ji11","2","OK"
"8ji1d","1","OK"
"8ji1k","70","OK"
"8ji1l","2500","OK"
"8ji1s","55","OK"
"8ji1u","75","Observation"
"8ji2e","1","OK"
"8ji49","2","OK"
"8ji4k","205","OK"
"8ji4m","10","OK"
"8ji4n","3","OK"
"8ji60","1","OK"
"8ji8h","37","OK"
"8ji8l","1","OK"
"8ji9t","2","OK"
"8jiak","1","OK"
"8jiam","2","OK"
"8jian","4","OK"
"8jibl","5","OK"
"8jibp","1","OK"
"8jict","36","OK"
"8jid2","1","OK"
"8jiex","57","OK"
"8jif4","1","OK"
"8jifa","5","OK"
"8jiff","16","OK"
"8jigh","11","OK"
"8jik8","1","OK"
"8jil2","2","OK"
"8jim2","1","OK"
"8jin3","6","OK"
"8jior","40","OK"
"8jisx","20","OK"
"8jith","3","OK"
"8jiu2","1","OK"
"8jiuc","28","OK"
"8jiwm","2","OK"
"8jiy2","18","OK"
"8jiy8","2","OK"
"8jiz8","2","OK"
"8jj05","1","OK"
"8jj1n","54","OK"
"8jj1s","1","OK"
"8jj35","1","OK"
"8jj3f","2","OK"
"8jj6m","40","OK"
"8jj7t","8332","OK"
"8jj80","1","OK"
"8jj96","1","OK"
"8jj9d","4","OK"
"8jjao","43","Observation"
"8jjap","379","OK"
"8jjc5","766","OK"
"8jjds","16","OK"
"8jjhc","1","OK"
"8jjji","6901","OK"
"8jjo9","63","OK"
"8jjph","1","OK"
"8jjs6","268","Fraud"
"8jjsg","5","OK"
"8jjve","5","OK"
"8jjvh","6","OK"
"8jjxl","2","OK"
"8jk01","632","OK"
"8jk02","12","OK"
"8jk0d","227","Fraud"
"8jk15","853","OK"
"8jk1x","83","OK"
"8jk3i","41","OK"
"8jk4m","6224","OK"
"8jk57","21","OK"
"8jk7c","1","OK"
"8jk8e","3","OK"
"8jk8g","17158","OK"
"8jk8n","1","OK"
"8jka2","4","OK"
"8jkce","4","OK"
"8jkdf","70","OK"
"8jkdr","21","OK"
"8jkea","11959","OK"
"8jkec","50","OK"
"8jked","100","OK"
"8jkfd","258","OK"
"8jkff","9","OK"
"8jkh1","807","Observation"
"8jkhu","2","OK"
"8jkhv","1","OK"
"8jkij","1926","OK"
"8jkk9","1","OK"
"8jkmi","12","OK"
"8jkof","40","OK"
"8jkor","79","OK"
"8jkp0","777","OK"
"8jkp1","2111","OK"
"8jkqn","16","OK"
"8jkrj","14","OK"
"8jks4","5","OK"
"8jksm","6","OK"
"8jkt3","1","OK"
"8jktn","453","OK"
"8jku2","1","OK"
"8jkul","904","OK"
"8jkv1","64","OK"
"8jkv9","5","OK"
"8jkve","137","OK"
"8jkwc","975","OK"
"8jkwu","9","OK"
"8jky9","62","OK"
"8jl02","2","OK"
"8jl05","17","OK"
"8jl0l","3453","OK"
"8jl0o","1","OK"
"8jl1o","29","OK"
"8jl1u","20","OK"
"8jl23","3","OK"
"8jl39","1","OK"
"8jl3n","19","OK"
"8jl3y","28","Fraud"
"8jl43","5","OK"
"8jl4l","2","OK"
"8jl61","10","OK"
"8jl6e","428","OK"
"8jl7q","191","OK"
"8jla6","47","OK"
"8jlad","1","OK"
"8jlah","1","OK"
"8jlc5","14","OK"
"8jli0","788","OK"
"8jlic","33","OK"
"8jlii","26","OK"
"8jlis","4471","OK"
"8jljk","2","OK"
"8jljl","1","OK"
"8jljm","8","OK"
"8jljq","6","OK"
"8jljr","57201","OK"
"8jlju","8","OK"
"8jlk3","181","OK"
"8jlkt","5","OK"
"8jlms","3","OK"
"8jlmv","4","OK"
"8jlmz","1","OK"
"8jln6","35","OK"
"8jlnl","14","OK"
"8jlos","1011","OK"
"8jlpw","558","OK"
"8jlpz","67","OK"
"8jlr2","2","OK"
"8jlru","2","OK"
"8jlt1","336","OK"
"8jlu6","64","Fraud"
"8jlus","110","OK"
"8jlyt","1","OK"
"8jlzr","96","OK"
"8jm0h","1","OK"
"8jm0y","1","OK"
"8jm18","4","OK"
"8jm4d","122","OK"
"8jm4h","1903","OK"
"8jm4p","1","OK"
"8jm4v","39","OK"
"8jm5b","7","OK"
"8jm5w","421","OK"
"8jm90","283","OK"
"8jm9p","298","OK"
"8jmbn","1","OK"
"8jmch","179","OK"
"8kuma","1","OK"
"8kump","26","OK"
"8kumu","239","Fraud"
"8kun0","2","OK"
"8kun1","37","OK"
"8kun5","4","Fraud"
"8kuno","1","OK"
"8kunr","3","OK"
"8kunx","18","OK"
"8kuo4","1","OK"
"8kuo5","14","OK"
"8kuov","3","OK"
"8kuph","1","OK"
"8kupw","1","OK"
"8kupz","1","OK"
"8kuq2","6","OK"
"8kuqa","7","OK"
"8kuqd","15","OK"
"8kuql","10","OK"
"8kuro","3","OK"
"8kus3","65","OK"
"8kus9","178","OK"
"8kusa","321","OK"
"8kusb","494","OK"
"8kusi","1","OK"
"8kusr","7","OK"
"8kuti","2","OK"
"8kuto","926","OK"
"8kutv","1","OK"
"8kuuh","1","OK"
"8kuv3","1","OK"
"8kuv8","1","OK"
"8kuv9","783","Observation"
"8kuva","31","OK"
"8kuvb","491","Fraud"
"8kuvj","19","OK"
"8kuvn","3","OK"
"8kuvt","10275","OK"
"8kuvy","1","OK"
"8kux8","7","OK"
"8kuxa","5850","Observation"
"8kuxc","1","OK"
"8kuxg","1","OK"
"8kuxh","2","OK"
"8kuxi","2","OK"
"8kuxj","5","OK"
"8kuxk","1","OK"
"8kuxp","1","OK"
"8kuy3","1","OK"
"8kuy4","1","OK"
"8kuy9","1","OK"
"8kuyg","131","OK"
"8kuyp","1","OK"
"8kuys","5","OK"
"8kuze","2","OK"
"8kuzg","11","OK"
"8kuzj","22","OK"
"8kuzl","4","OK"
"8kv08","2931","OK"
"8kv0e","15","OK"
"8kv0o","5","OK"
"8kv0s","2303","Observation"
"8kv3c","6","OK"
"8kv3v","22","Fraud"
"8kv42","2","OK"
"8kv4a","2","OK"
"8kv4d","1","OK"
"8kv4k","20","OK"
"8kv4v","29","OK"
"8kv4x","1","OK"
"8kv5a","1","OK"
"8kv5w","110","Fraud"
"8kv5y","1","OK"
"8kv6q","1","OK"
"8kv6v","51","Fraud"
"8kv6y","7","OK"
"8kv74","27","OK"
"8kv77","3","OK"
"8kv7n","159","Fraud"
"8kv7x","142","Fraud"
"8kv80","7","OK"
"8kv8i","1","OK"
"8kv8s","3","OK"
"8kv90","30","OK"
"8kv97","14","OK"
"8kv9a","6","OK"
"8kv9b","2","OK"
"8kvad","9","OK"
"8kvas","9","OK"
"8kvax","7","OK"
"8kvb3","2","OK"
"8kvbe","3","OK"
"8kvbi","1","OK"
"8kvc4","39","OK"
"8kvc7","24","OK"
"8kvc8","2","OK"
"8kvcs","1","OK"
"8kvct","1","OK"
"8kvdh","3","OK"
"8kve7","37","OK"
"8kvec","6","OK"
"8kven","5","OK"
"8kveo","24","OK"
"8kveq","3","OK"
"8kvey","3","OK"
"8kvfl","1","OK"
"8kvfn","2","OK"
"8kvfr","143","OK"
"8kvg3","1","OK"
"8kvgc","1","OK"
"8kvgp","1","OK"
"8kvgr","2","OK"
"8kvgs","9","OK"
"8kvh1","2","OK"
"8kvh9","4","OK"
"8kvhd","4","OK"
"8kvhi","471","OK"
"8kvhp","1","OK"
"8kvhz","1","OK"
"8kvie","1","OK"
"8kvil","2","OK"
"8kvim","55","OK"
"8kviw","48","OK"
"8kvj1","11","OK"
"8kvjl","1","OK"
"8kvkh","1","OK"
"8kvkj","3","OK"
"8kvkq","8","OK"
"8kvkw","21","OK"
"8kvl0","16","OK"
"8kvl1","50","OK"
"8kvl2","54","OK"
"8kvl6","33","OK"
"8kvl7","194","OK"
"8kvl8","1","OK"
"8kvlp","42","OK"
"8kvlq","2","OK"
"8kvm0","63","OK"
"8kvm1","26","OK"
"8kvm2","118","OK"
"8kvm6","85","OK"
"8kvm7","20","OK"
"8kvma","1","OK"
"8kvmd","1","OK"
"8kvmf","7","OK"
"8kvmo","10","OK"
"8kvmr","37","OK"
"8kvna","41","OK"
"8kvnb","101","Observation"
"8kvnu","2","OK"
"8kvo1","12","OK"
"8kvos","2","OK"
"8kvot","2","OK"
"8kvpb","32","OK"
"8kvpc","3","OK"
"8kvpe","9","OK"
"8kvpg","5","OK"
"8kvpr","1","OK"
"8kvpw","4","OK"
"8kvq0","5","OK"
"8kvqh","3","OK"
"8kvqm","5","OK"
"8kvqp","4","OK"
"8kvr5","1","OK"
"8kvr9","1","OK"
"8kvrh","1","OK"
"8kvrr","3","OK"
"8kvry","2","OK"
"8kvs0","33","OK"
"8kvs1","1","OK"
"8kvs9","9","OK"
"8kvsu","7","OK"
"8kvtr","1","OK"
"8kvtw","1","OK"
"8kvty","87","OK"
"8kvu3","1","OK"
"8kvu7","3","OK"
"8kvug","74","OK"
"8kvuh","3","OK"
"8kvv2","40","Observation"
"8kvv3","2","OK"
"8kvv4","53","OK"
"8kvv6","517","OK"
"8kvv7","52","OK"
"8kvv8","1","OK"
"8kvvd","165","OK"
"8kvvh","55","Observation"
"8kvxs","1","OK"
"8kvy3","3","OK"
"8kvyf","4","OK"
"8kvyo","51","OK"
"8kvyr","3","OK"
"8kvzp","1","OK"
"8kw03","4","OK"
"8kw0f","42","Observation"
"8kw0n","3","OK"
"8kw15","8","OK"
"8kw19","68","OK"
"8kw1q","5","OK"
"8kw28","1","OK"
"8kw2n","1","OK"
"8kw39","1","OK"
"8kw3g","226","OK"
"8kw4u","2","OK"
"8kw4v","1550","Fraud"
"8kw4x","2","OK"
"8kw4z","109","OK"
"8kw53","3","OK"
"8kw5p","2","OK"
"8kw5u","171","Fraud"
"8kw6d","2","OK"
"8kw70","1","OK"
"8kwzo","33","OK"
"8kwzv","7","OK"
"8kwzx","268","Fraud"
"8kwzy","27","OK"
"8kx0a","1","OK"
"8kx0h","8","OK"
"8kx0o","132","OK"
"8kx0y","43","OK"
"8kx17","1","OK"
"8kx19","6","OK"
"8kx1q","1","OK"
"8kx1z","1","Observation"
"8kx21","1","OK"
"8kx25","8","OK"
"8kx29","1","OK"
"8kx2a","1","OK"
"8kx2d","65","Fraud"
"8kx2g","1","OK"
"8kx2r","3","OK"
"8kx2u","35","Fraud"
"8kx2w","49","OK"
"8kx31","3663","OK"
"8kx33","2","OK"
"8kx37","7","OK"
"8kx3a","6","OK"
"8kx3b","4","OK"
"8kx3c","50","OK"
"8kx3f","40","OK"
"8kx3i","20","OK"
"8kx3q","13","OK"
"8kx3r","2","OK"
"8kx47","6","OK"
"8kx4j","2","OK"
"8kx5a","342","OK"
"8kx5c","4","OK"
"8kx5g","4","OK"
"8kx5q","1","Observation"
"8kx6b","1","Observation"
"8kx86","2","Observation"
"8kxdu","3","OK"
"8kxe3","1","OK"
"8kxee","72","OK"
"8kxef","1","OK"
"8kxel","10","Fraud"
"8kxem","11","Fraud"
"8kxep","19","OK"
"8kxer","12","OK"
"8kxev","1","OK"
"8kxew","1","OK"
"8kxez","1","OK"
"8kxf2","443","OK"
"8kxf4","5","OK"
"8kxfb","12","OK"
"8kxfu","1","OK"
"8kxgk","3","OK"
"8kxgm","30","OK"
"8kxgs","295","Fraud"
"8kxgt","91","OK"
"8kxgu","53","OK"
"8kxgv","315","Fraud"
"8kxgy","14","OK"
"8kxhd","1","OK"
"8kxhn","3","OK"
"8kxhp","1","OK"
"8kxhq","5706","OK"
"8kxij","2874","Fraud"
"8kxik","3","OK"
"8kxim","1","OK"
"8kxj4","3","OK"
"8kxj8","45","OK"
"8kxjw","41","OK"
"8kxjy","11","OK"
"8kxkx","1231","Observation"
"8kxl2","1","OK"
"8kxl3","597","Fraud"
"8kxla","10","OK"
"8kxlk","76","OK"
"8kxll","52","OK"
"8kxlo","4","OK"
"8kxlp","654","OK"
"8kxlq","14","OK"
"8kxlr","103","OK"
"8kxlt","389","OK"
"8kxlv","630","Fraud"
"8kxly","1129","Fraud"
"8kxm0","28","OK"
"8kxm9","106","OK"
"8kxmh","61","Fraud"
"8kxml","31","OK"
"8kxmm","1","OK"
"8kxmo","2","OK"
"8kxn2","1","OK"
"8kxn5","26","OK"
"8kxnk","7","OK"
"8kxnl","3412","OK"
"8kxnm","693","Fraud"
"8kxnn","140","Observation"
"8kxnw","13","OK"
"8kxo5","1","OK"
"8kxoj","37","Observation"
"8kxom","12","OK"
"8kxor","9","OK"
"8kxos","1","OK"
"8kxox","2","OK"
"8kxoy","84","Fraud"
"8kxp5","1","OK"
"8kxpa","1","OK"
"8kxpd","6","OK"
"8kxpq","26","OK"
"8kxpv","124","OK"
"8kxq6","76","OK"
"8kxqd","13","OK"
"8kxqf","1","OK"
"8kxqj","18","OK"
"8kxqk","854","Observation"
"8kxqm","89","OK"
"8kxqw","11","OK"
"8kxr9","94","Observation"
"8kxrb","43","Observation"
"8kxrc","46","OK"
"8kxre","116","Observation"
"8kxri","5","OK"
"8kxrj","6","OK"
"8kxrs","25","OK"
"8kxtp","5","OK"
"8kxvk","29","OK"
"8kxxf","27","OK"
"8kxzn","1","OK"
"8kxzu","79","OK"
"8ky0g","1","OK"
"8ky0o","2","OK"
"8ky15","5","OK"
"8ky18","1","OK"
"8ky1v","2","OK"
"8ky22","5","OK"
"8ky2b","1","OK"
"8ky2f","1","OK"
"8ky2l","1","OK"
"8ky2n","1","OK"
"8ky46","11","OK"
"8ky4j","6","OK"
"8ky4k","5","OK"
"8ky4n","6","OK"
"8ky4r","1","OK"
"8ky4x","1","OK"
"8ky50","1","OK"
"8ky5c","7","OK"
"8ky5s","1","OK"
"8ky6d","2","OK"
"8ky6h","51","Fraud"
"8ky6n","22","Fraud"
"8ky6u","5","OK"
"8ky6v","66","OK"
"8ky77","4","OK"
"8ky8n","2","OK"
"8ky8r","1","OK"
"8ky93","1","OK"
"8ky9n","1","OK"
"8kyao","2","OK"
"8kyb9","1","OK"
"8kybc","1","OK"
"8kybl","1087","OK"
"8kybu","1","OK"
"8kyc0","2","OK"
"8kycf","1","OK"
"8kycw","21","OK"
"8kydv","53","Fraud"
"8kygk","6","OK"
"8kygl","1","OK"
"8kygo","1","OK"
"8kygq","45","OK"
"8kygz","1","OK"
"8kyhj","1","OK"
"8kyiq","2","OK"
"8kyjt","2","OK"
"8kyk5","11","OK"
"8kyka","1","OK"
"8kyl4","6","OK"
"8kyl5","34","OK"
"8kyld","6","OK"
"8kymr","1","OK"
"8kynd","2","OK"
"8kynk","1","OK"
"8kyov","992","Fraud"
"8kyow","3","OK"
"8kyoy","1","OK"
"8kyp1","25","OK"
"8kyp7","2","OK"
"8kyp8","3","OK"
"8kypd","20","OK"
"8kypr","4","OK"
"8kyqu","1","OK"
"8kyre","1","OK"
"8kysj","2","OK"
"8kyss","2","OK"
"8kytg","1","OK"
"8kyu8","4","OK"
"8kyvb","330","OK"
"8kyvg","3","OK"
"8kyvt","2","OK"
"8kyvw","4","OK"
"8kyw0","2","OK"
"8kyw6","10","OK"
"8kywb","14","OK"
"8kywm","1","OK"
"8kywq","1","OK"
"8kywy","8","OK"
"8kyxs","1","OK"
"8kyxz","1","OK"
"8kyyv","2","OK"
"8kyz1","7","OK"
"8kyzp","7757","OK"
"8kz2d","10","OK"
"8kz2e","1","OK"
"8kz2y","1","OK"
"8kz4p","1","OK"
"8kz5j","2","OK"
"8kz64","7","OK"
"8kz6l","1","OK"
"8kz6p","85","Fraud"
"8kz6r","1","OK"
"8kz74","1","OK"
"8kz7h","1","OK"
"8kz7i","1","OK"
"8kz7z","3","OK"
"8kz81","11","OK"
"8kz84","93","OK"
"8kz8a","4","OK"
"8kz9c","2","OK"
"8kz9e","3","OK"
"8kz9f","203","OK"
"8kz9k","1","OK"
"8kz9x","2","OK"
"8kzaf","1","OK"
"8kzbb","3192","OK"
"8kzbg","6","OK"
"8kzd5","1","OK"
"8kzds","2","OK"
"8kzen","4","OK"
"8kzep","5","OK"
"8kzer","3","OK"
"8kzes","1","OK"
"8kzf2","1","OK"
"8kzf5","1","OK"
"8kzfo","8","OK"
"8kzgc","1","OK"
"8kzgf","1","OK"
"8kzhr","2","OK"
"8kzhu","1","OK"
"8kzhz","3","OK"
"8kzi1","1","OK"
"8kzi5","1","OK"
"8kzjk","131","Fraud"
"8kzjq","17","OK"
"8kzjy","2","OK"
"8kzkc","2","OK"
"8kzkl","6","OK"
"8kzkp","2","OK"
"8kzkq","1","OK"
"8kzl3","2","OK"
"8kzl6","1","OK"
"8kzlb","1","OK"
"8kzll","18","OK"
"8kzlm","1","OK"
"8kzm1","33","Fraud"
"8kzmh","1","OK"
"8kzmx","1","OK"
"8kzmy","5","OK"
"8kzna","217","OK"
"8kznn","43","OK"
"8kznw","8","OK"
"8kzo4","2","OK"
"8kzom","1","OK"
"8kzpi","4","OK"
"8kzq3","2","OK"
"8kzqd","83","OK"
"8kzqe","2","OK"
"8kzqo","2","OK"
"8kzr4","7","OK"
"8kzr5","16","OK"
"8kzr6","12","OK"
"8kzr7","12","OK"
"8kzr9","6","OK"
"8kzss","11","OK"
"8kzst","8","OK"
"8kzsu","5","OK"
"8kzt1","611","OK"
"8kztj","1","OK"
"8kztp","1","OK"
"8kztq","52","OK"
"8kzu3","2","OK"
"8kzuk","6","OK"
"8kzv1","17","OK"
"8kzvn","425","OK"
"8kzw1","4","OK"
"8kzwc","4","OK"
"8kzwu","102","OK"
"8kzx6","3","OK"
"8kzxc","32","OK"
"8kzxk","15","OK"
"8kzxo","8","OK"
"8kzxz","1164","OK"
"8kzy2","3","OK"
"8kzy5","146","OK"
"8kzyi","203","Observation"
"8kzyz","3","OK"
"8l004","1","OK"
"8l00g","529","OK"
"8l00h","10","Fraud"
"8l00x","1","OK"
"8l014","4","OK"
"8l01a","2","OK"
"8l01b","1","OK"
"8l01g","66","OK"
"8l01w","1","OK"
"8l01y","3","OK"
"8l029","2","OK"
"8l02e","1","OK"
"8l02g","2","OK"
"8l02m","2","OK"
"8l02n","1","OK"
"8l02t","6","OK"
"8l02x","21","OK"
"8l03g","1","OK"
"8l03j","11","OK"
"8l046","1","OK"
"8l04m","9","OK"
"8l04x","11","OK"
"8l04z","37","OK"
"8l050","9","OK"
"8l051","9","OK"
"8l052","9","OK"
"8l053","12","OK"
"8l05k","5","OK"
"8l05l","61","OK"
"8l05z","2","OK"
"8l061","14","OK"
"8l063","6","OK"
"8l06b","1","OK"
"8l071","81","OK"
"8l07i","38","OK"
"8l07n","2","OK"
"8l07q","1","OK"
"8l07t","1","OK"
"8l08l","2","OK"
"8l09b","24","OK"
"8l0a0","6","OK"
"8l0aq","2","OK"
"8l0b4","16","OK"
"8l0bl","175","Observation"
"8l0bm","9","OK"
"8l0c2","5","OK"
"8l0ca","44","OK"
"8l0cx","11","OK"
"8l0e4","20","OK"
"8l0f6","2","OK"
"8l0fs","1","OK"
"8l0fv","1","OK"
"8l0fx","1","OK"
"8l0gr","6","OK"
"8l0ho","2","OK"
"8l0i4","2","OK"
"8l0io","10","OK"
"8l0iu","8","OK"
"8l0iv","9","OK"
"8l0j8","2","OK"
"8l0jf","7","OK"
"8l0k0","1","OK"
"8l0k9","1","OK"
"8l0l8","1","OK"
"8l0lh","4","OK"
"8l0lm","1","OK"
"8l0lv","4","OK"
"8l0m2","1","OK"
"8l0m9","6","OK"
"8l0mw","3","OK"
"8l0n5","1","OK"
"8l0ng","6","OK"
"8l0nw","2","OK"
"8l0p1","5","OK"
"8l0p8","3","OK"
"8l0q6","232","Fraud"
"8l0r9","6","OK"
"8l0rb","15","Fraud"
"8l0rp","39","OK"
"8l0rq","572","OK"
"8l0rr","16","OK"
"8l0sm","396","OK"
"8l0sw","4","OK"
"8l0t1","6","OK"
"8l0t3","1","OK"
"8l0t6","2","OK"
"8l0td","1","OK"
"8l0ty","2","OK"
"8l0u5","1","OK"
"8l0uu","12","OK"
"8l0v8","195","Observation"
"8l0v9","693","OK"
"8l0w0","1","OK"
"8l0wx","34","OK"
"8l0wz","2","OK"
"8l0x3","29","OK"
"8l0x4","3","OK"
"8l0x9","1","OK"
