"partnerid","distinct category","partnerid_cnt","CategoryPrior"
"dvhqt","1","9","9.000000000"
"dvhr7","1","160","160.000000000"
"dvhsa","1","89","89.000000000"
"dvhsg","1","591","591.000000000"
"dvhu7","1","210","210.000000000"
"dvhub","1","36","36.000000000"
"dvhuk","1","2","2.000000000"
"dvhup","1","1","1.000000000"
"dvhuw","1","9","9.000000000"
"dvhv3","1","57","57.000000000"
"dvhvd","1","2","2.000000000"
"dvhvt","1","7","7.000000000"
"dvhws","1","1","1.000000000"
"dvhxh","1","47","47.000000000"
"dvhxj","1","1","1.000000000"
"dvhya","1","1","1.000000000"
"dvhyj","1","1","1.000000000"
"dvhym","1","12","12.000000000"
"dvhzd","1","7","7.000000000"
"dvi09","1","98","98.000000000"
"dvi0a","1","116","116.000000000"
"dvi0b","1","86","86.000000000"
"dvi0d","1","1","1.000000000"
"dvi0e","1","29","29.000000000"
"dvi0n","1","2366","2366.000000000"
"dvi0y","1","11","11.000000000"
"dvi34","1","1","1.000000000"
"dvi3a","1","18","18.000000000"
"dvi3m","1","2","2.000000000"
"dvi3x","1","3","3.000000000"
"dvi4v","1","1","1.000000000"
"dvi5m","1","3","3.000000000"
"dvi60","1","2","2.000000000"
"dvi71","1","224","224.000000000"
"dvi7s","1","1","1.000000000"
"dvi9n","1","2","2.000000000"
"dvi9o","1","5","5.000000000"
"dvia1","1","11","11.000000000"
"dviag","1","143","143.000000000"
"dviau","1","23","23.000000000"
"dvib2","1","193","193.000000000"
"dvib7","1","43","43.000000000"
"dvibe","1","3","3.000000000"
"dvicg","1","46","46.000000000"
"dvicp","1","2","2.000000000"
"dvid9","1","12","12.000000000"
"dvido","1","6","6.000000000"
"dvie2","1","50","50.000000000"
"dvie3","1","472","472.000000000"
"dviej","1","8","8.000000000"
"dvif4","1","1","1.000000000"
"dvifz","1","30","30.000000000"
"dvig5","1","1","1.000000000"
"dvigx","1","36","36.000000000"
"dviiu","1","4","4.000000000"
"dvijl","1","3","3.000000000"
"dvijt","1","27657","27657.000000000"
"dvikf","1","3","3.000000000"
"dvil8","1","3","3.000000000"
"dvilj","1","1","1.000000000"
"dvim9","1","9","9.000000000"
"dvims","1","2","2.000000000"
"dvimx","1","1","1.000000000"
"dvin0","1","1","1.000000000"
"dvinf","1","14","14.000000000"
"dviob","1","30","30.000000000"
"dvioq","1","18","18.000000000"
"dvior","1","759","759.000000000"
"dviot","1","14","14.000000000"
"dviou","1","2","2.000000000"
"dviow","1","299","299.000000000"
"dvipa","1","129","129.000000000"
"dviq2","1","197","197.000000000"
"dviqg","1","10","10.000000000"
"dviqj","1","1","1.000000000"
"dvir2","1","878","878.000000000"
"dvir5","1","86","86.000000000"
"dvirf","1","3","3.000000000"
"dvis7","1","3","3.000000000"
"dvisn","1","8","8.000000000"
"dvisp","1","3","3.000000000"
"dvitj","1","103","103.000000000"
"dviuj","1","294","294.000000000"
"dvivn","1","6","6.000000000"
"dvivu","1","30","30.000000000"
"dviw3","1","8","8.000000000"
"dviw4","1","304","304.000000000"
"dviwm","1","9","9.000000000"
"dviwu","1","404","404.000000000"
"dvixh","1","1","1.000000000"
"dvixl","1","26778","26778.000000000"
"dvixz","1","14","14.000000000"
"dviyj","1","901","901.000000000"
"dviz4","1","18","18.000000000"
"dviz5","1","3","3.000000000"
"dviz7","1","1","1.000000000"
"dviz9","1","2454","2454.000000000"
"dvizb","1","2511","2511.000000000"
"dvizc","1","10","10.000000000"
"dvizd","1","1","1.000000000"
"dvize","1","324","324.000000000"
"dvizf","1","247","247.000000000"
"dvizs","1","370","370.000000000"
"dvj1v","1","11","11.000000000"
"dvj3c","1","54","54.000000000"
"dvj5l","1","1","1.000000000"
"dvj7o","1","21","21.000000000"
"dvj80","1","37","37.000000000"
"dvj9s","1","5","5.000000000"
"dvja1","1","1","1.000000000"
"dvjad","1","1","1.000000000"
"dvjbx","1","162","162.000000000"
"dvjcq","1","33","33.000000000"
"dvjcr","1","1069","1069.000000000"
"dvjcs","1","3","3.000000000"
"dvjcz","1","2","2.000000000"
"dvjd3","1","9","9.000000000"
"dvje0","1","11","11.000000000"
"dvje1","1","4","4.000000000"
"dvje8","1","161","161.000000000"
"dvje9","1","20","20.000000000"
"dvjfj","1","3","3.000000000"
"dvjhg","1","23","23.000000000"
"dvjhw","1","9","9.000000000"
"dvjig","1","1","1.000000000"
"dvjil","1","2560","2560.000000000"
"dvjjf","1","7016","7016.000000000"
"dvjjm","1","4","4.000000000"
"dvjjn","1","10","10.000000000"
"dvjjr","1","136","136.000000000"
"dvjjv","1","30","30.000000000"
"dvjk7","1","5","5.000000000"
"dvjka","1","187","187.000000000"
"dvjkf","1","2","2.000000000"
"dvjks","1","41","41.000000000"
"dvjkt","1","33","33.000000000"
"dvjl7","1","2","2.000000000"
"dvjle","1","2","2.000000000"
"dvjls","1","539","539.000000000"
"dvjlx","1","6","6.000000000"
"dvjmc","1","11","11.000000000"
"dvjmg","1","201","201.000000000"
"dvjmz","1","638","638.000000000"
"dvjn0","1","5833","5833.000000000"
"dvjn1","1","2","2.000000000"
"dvjn5","1","15747","15747.000000000"
"dvjnh","1","6978","6978.000000000"
"dvjnx","1","352","352.000000000"
"dvjoe","1","78","78.000000000"
"dvjp5","1","1986","1986.000000000"
"dvjpr","1","5","5.000000000"
"dvjqg","1","508","508.000000000"
"dvjrl","1","29","29.000000000"
"dvjrq","1","7","7.000000000"
"dvjsi","1","1086","1086.000000000"
"dvjsl","1","2","2.000000000"
"dvjsq","1","228","228.000000000"
"dvjt9","1","10","10.000000000"
"dvjtk","1","1","1.000000000"
"dvjtq","1","3961","3961.000000000"
"dvjts","1","2","2.000000000"
"dvju5","1","486","486.000000000"
"dvjv3","1","33","33.000000000"
"dvjva","1","777","777.000000000"
"dvjwt","1","1","1.000000000"
"dvjwx","1","134","134.000000000"
"dvjxb","1","10","10.000000000"
"dvjxe","1","2","2.000000000"
"dvjxh","1","5","5.000000000"
"dvjxt","1","7","7.000000000"
"dvjxu","1","167","167.000000000"
"dvjxw","1","71","71.000000000"
"dvjxz","1","29","29.000000000"
"dvjyb","1","155","155.000000000"
"dvjyq","1","925","925.000000000"
"dvjzg","1","53","53.000000000"
"dvk0l","1","1251","1251.000000000"
"dvk14","1","183","183.000000000"
"dvk1f","1","16","16.000000000"
"dvk1w","1","4","4.000000000"
"dvk20","1","1","1.000000000"
"dvk23","1","11","11.000000000"
"dvk2e","1","276","276.000000000"
"dvk2h","1","11","11.000000000"
"dvk2w","1","27","27.000000000"
"dvk31","1","18","18.000000000"
"dvk35","1","4","4.000000000"
"dvk44","1","144","144.000000000"
"dvk5r","1","2","2.000000000"
"dvk5z","1","42","42.000000000"
"dvk6d","1","1115","1115.000000000"
"dvk6e","1","966","966.000000000"
"dvk6j","1","170","170.000000000"
"dvk6n","1","1254","1254.000000000"
"dvk6o","1","882","882.000000000"
"dvk7g","1","151","151.000000000"
"dvk7q","1","1","1.000000000"
"dvk81","1","453","453.000000000"
"dvk8e","1","1401","1401.000000000"
"dvk8g","1","6","6.000000000"
"dvk8o","1","1","1.000000000"
"dvk8w","1","1","1.000000000"
"dvk93","1","337","337.000000000"
"dvk9a","1","1","1.000000000"
"dvk9b","1","141","141.000000000"
"dvk9f","1","364","364.000000000"
"dvk9p","1","3","3.000000000"
"dvka4","1","48","48.000000000"
"dvkad","1","165","165.000000000"
"dvkan","1","5","5.000000000"
"dvkbz","1","77","77.000000000"
"dvkco","1","1152","1152.000000000"
"dvkcs","1","7","7.000000000"
"dvkct","1","6","6.000000000"
"dvkd6","1","26","26.000000000"
"dvkd8","1","1707","1707.000000000"
"dvkde","1","1","1.000000000"
"dvkdf","1","25","25.000000000"
"dvker","1","1","1.000000000"
"dvkf4","1","59","59.000000000"
"dvkff","1","50","50.000000000"
"dvkfi","1","9","9.000000000"
"dvkg7","1","1","1.000000000"
"dvkh1","1","1","1.000000000"
"dvkha","1","1","1.000000000"
"dvkk0","1","429","429.000000000"
"dvkka","1","1","1.000000000"
"dvkkv","1","33","33.000000000"
"dvkky","1","14","14.000000000"
"dvkli","1","1","1.000000000"
"dvklt","1","3","3.000000000"
"dvkm4","1","22","22.000000000"
"dvkm7","1","1","1.000000000"
"dvkmp","1","18","18.000000000"
"dvkoz","1","1","1.000000000"
"dvkpu","1","2","2.000000000"
"dvkqj","1","2","2.000000000"
"dvkqz","1","1","1.000000000"
"dvkrg","1","4","4.000000000"
"dvkrj","1","10","10.000000000"
"dvkrn","1","35","35.000000000"
"dvkrq","1","242","242.000000000"
"dvksx","1","14","14.000000000"
"dvkub","1","2","2.000000000"
"dvkue","1","2343","2343.000000000"
"dvkux","1","1","1.000000000"
"dvkuz","1","43","43.000000000"
"dvkvt","1","2","2.000000000"
"dvkwb","1","2","2.000000000"
"dvkwh","1","20","20.000000000"
"dvkwp","1","68","68.000000000"
"dvkx3","1","1","1.000000000"
"dvkx8","1","103","103.000000000"
"dvkxc","1","1","1.000000000"
"dvkxt","1","45","45.000000000"
"dvkyh","1","87","87.000000000"
"dvkz3","1","8","8.000000000"
"dvkzr","1","44","44.000000000"
"dvl02","1","1747","1747.000000000"
"dvl03","1","256","256.000000000"
"dvl06","1","10597","10597.000000000"
"dvl08","1","1655","1655.000000000"
"dvl0g","1","3","3.000000000"
"dvl0m","1","41","41.000000000"
"dvl0s","1","1","1.000000000"
"dvl1a","1","1","1.000000000"
"dvl1b","1","8","8.000000000"
"dvl21","1","312","312.000000000"
"dvl38","1","2","2.000000000"
"dvl3g","1","1","1.000000000"
"dvl3q","1","21","21.000000000"
"dvl3s","1","5","5.000000000"
"dvl3t","1","98","98.000000000"
"dvl4e","1","335","335.000000000"
"dvl4o","1","1","1.000000000"
"dvl4t","1","406","406.000000000"
"dvl5j","1","20","20.000000000"
"dvl5l","1","7","7.000000000"
"dvl6d","1","3","3.000000000"
"dvl74","1","4","4.000000000"
"dvl7c","1","3","3.000000000"
"dvl7e","1","4","4.000000000"
"dvl7p","1","113","113.000000000"
"dvl8c","1","5","5.000000000"
"dvl8q","1","1","1.000000000"
"dvl90","1","4","4.000000000"
"dvl95","1","2","2.000000000"
"dvl9a","1","4","4.000000000"
"dvlbn","1","1","1.000000000"
"dvlc5","1","2","2.000000000"
"dvld8","1","1","1.000000000"
"dvldh","1","1","1.000000000"
"dvldu","1","1","1.000000000"
"dvldy","1","1","1.000000000"
"dvle0","1","6","6.000000000"
"dvle3","1","1","1.000000000"
"dvlec","1","1","1.000000000"
"dvlej","1","9","9.000000000"
"dvlen","1","2","2.000000000"
"dvlf0","1","2","2.000000000"
"dvlf8","1","3421","3421.000000000"
"dvlh3","1","59566","59566.000000000"
"dvlh8","1","4","4.000000000"
"dvlis","1","2674","2674.000000000"
"dvljl","1","28","28.000000000"
"dvljw","1","1","1.000000000"
"dvlka","1","10","10.000000000"
"dvlkd","1","15","15.000000000"
"dvlkf","1","10","10.000000000"
"dvlkj","1","348","348.000000000"
"dvlln","1","38","38.000000000"
"dvllp","1","15","15.000000000"
"dvlmf","1","3977","3977.000000000"
"dvlmo","1","81","81.000000000"
"dvlmq","1","223","223.000000000"
"dvlmr","1","515","515.000000000"
"dvlms","1","129","129.000000000"
"dvlmt","1","161","161.000000000"
"dvlmu","1","635","635.000000000"
"dvlmw","1","90","90.000000000"
"dvlmx","1","197","197.000000000"
"dvlmz","1","64","64.000000000"
"dvln0","1","115","115.000000000"
"dvln1","1","438","438.000000000"
"dvln2","1","1","1.000000000"
"dvln5","1","1239","1239.000000000"
"dvln6","1","1396","1396.000000000"
"dvln7","1","1073","1073.000000000"
"dvln8","1","95","95.000000000"
"dvlna","1","1588","1588.000000000"
"dvlnb","1","115","115.000000000"
"dvlnz","1","139","139.000000000"
"dvlo0","1","284","284.000000000"
"dvlob","1","191","191.000000000"
"dvlod","1","2","2.000000000"
"dvlpd","1","513","513.000000000"
"dvlpt","1","77","77.000000000"
"dvlpy","1","21","21.000000000"
"dvlq0","1","200","200.000000000"
"dvlq1","1","328","328.000000000"
"dvlq2","1","2","2.000000000"
"dvlq3","1","24","24.000000000"
"dvlq4","1","8","8.000000000"
"dvlqn","1","1","1.000000000"
"dvlqr","1","1","1.000000000"
"dvlrd","1","6038","6038.000000000"
"dvlrg","1","7","7.000000000"
"dvlrh","1","37","37.000000000"
"dvlrj","1","110","110.000000000"
"dvlrm","1","32","32.000000000"
"dvlrn","1","77","77.000000000"
"dvlrq","1","1","1.000000000"
"dvlru","1","1","1.000000000"
"dvlsh","1","5","5.000000000"
"dvlss","1","1","1.000000000"
"dvlt1","1","228","228.000000000"
"dvlt9","1","1","1.000000000"
"dvltj","1","4","4.000000000"
"dvltm","1","2","2.000000000"
"dvltz","1","73","73.000000000"
"dvluo","1","36","36.000000000"
"dvlv9","1","2","2.000000000"
"dvlvr","1","1","1.000000000"
"dvlw6","1","23","23.000000000"
"dvlwl","1","2","2.000000000"
"dvlwn","1","2","2.000000000"
"dvlwo","1","9","9.000000000"
"dvlwr","1","5","5.000000000"
"dvlx8","1","2","2.000000000"
"dvlxy","1","161","161.000000000"
"dvly7","1","4831","4831.000000000"
"dvlz4","1","29","29.000000000"
"dvlzx","1","1","1.000000000"
"dvm03","1","1231","1231.000000000"
"dvm0a","1","4","4.000000000"
"dvm0y","1","112","112.000000000"
"dvm1a","1","79","79.000000000"
"dvm3m","1","3","3.000000000"
"dvm3n","1","10","10.000000000"
"dvm4e","1","1","1.000000000"
"dvm4f","1","6","6.000000000"
"dvm4o","1","1417","1417.000000000"
"dvm4v","1","2","2.000000000"
"dvm5d","1","7","7.000000000"
"dvm68","1","28","28.000000000"
"dvm70","1","18","18.000000000"
"dvm75","1","343","343.000000000"
"dvm7n","1","45","45.000000000"
"dvm7p","1","55","55.000000000"
"dvm7r","1","4","4.000000000"
"dvm7s","1","11","11.000000000"
"dvm8m","1","1","1.000000000"
"dvm8u","1","1","1.000000000"
"dvmb0","1","1","1.000000000"
"dvmcm","1","7","7.000000000"
"dvmcr","1","300","300.000000000"
"dvmdf","1","1414","1414.000000000"
"dvmf7","1","129","129.000000000"
"dvmf8","1","496","496.000000000"
"dvmf9","1","66","66.000000000"
"dvmfv","1","4295","4295.000000000"
"dvmgq","1","49","49.000000000"
"dvmhg","1","1","1.000000000"
"dvmid","1","1","1.000000000"
"dvmjb","1","2","2.000000000"
"dvmjq","1","707","707.000000000"
"dvmk4","1","1","1.000000000"
"dvml7","1","67","67.000000000"
"dvmlb","1","1","1.000000000"
"dvmox","1","119","119.000000000"
"dvmpd","1","1","1.000000000"
"dvmpy","1","7","7.000000000"
"dvmqc","1","1","1.000000000"
"dvmqd","1","1411","1411.000000000"
"dvmqp","1","1","1.000000000"
"dvmr9","1","14","14.000000000"
"dvmrk","1","21","21.000000000"
"dvmrs","1","9","9.000000000"
"dvmru","1","5","5.000000000"
"dvms2","1","11","11.000000000"
"dvms9","1","40","40.000000000"
"dvmsl","1","5","5.000000000"
"dvmsr","1","31","31.000000000"
"dvmt9","1","19","19.000000000"
"dvmtc","1","888","888.000000000"
"dvmtm","1","7","7.000000000"
"dvmu7","1","3","3.000000000"
"dvmub","1","1138","1138.000000000"
"dvmun","1","29","29.000000000"
"dvmuo","1","6","6.000000000"
"dvmup","1","6","6.000000000"
"dvmuq","1","11","11.000000000"
"dvmuu","1","3","3.000000000"
"dvmuv","1","3","3.000000000"
"dvmv2","1","119","119.000000000"
"dvmvx","1","1","1.000000000"
"dvmw6","1","8","8.000000000"
"dvmwd","1","2","2.000000000"
"dvmwg","1","1","1.000000000"
"dvmwp","1","36","36.000000000"
"dvmwz","1","6","6.000000000"
"dvmx4","1","2","2.000000000"
"dvmy8","1","4","4.000000000"
"dvmye","1","33","33.000000000"
"dvmyq","1","3","3.000000000"
"dvmzk","1","3","3.000000000"
"dvn0r","1","6","6.000000000"
"dvn0t","1","505","505.000000000"
"dvn1b","1","31","31.000000000"
"dvn1p","1","1","1.000000000"
"dvn1y","1","483","483.000000000"
"dvn25","1","49","49.000000000"
"dvn2b","1","404","404.000000000"
"dvn2d","1","22","22.000000000"
"dvn2r","1","5103","5103.000000000"
"dvn2s","1","10","10.000000000"
"dvn3h","1","1","1.000000000"
"dvn4j","1","18","18.000000000"
"dvn4l","1","63","63.000000000"
"dvn4r","1","3","3.000000000"
"dvn4w","1","102","102.000000000"
"dvn64","1","1","1.000000000"
"dvn6b","1","97","97.000000000"
"dvn73","1","1735","1735.000000000"
"dvn74","1","5936","5936.000000000"
"dvn83","1","174","174.000000000"
"dvn84","1","14","14.000000000"
"dvn86","1","926","926.000000000"
"dvn8c","1","25","25.000000000"
"dvnau","1","3","3.000000000"
"dvnba","1","1707","1707.000000000"
"dvnbe","1","2286","2286.000000000"
"dvnbk","1","1","1.000000000"
"dvnbl","1","531","531.000000000"
"dvnbm","1","14","14.000000000"
"dvnca","1","2","2.000000000"
"dvnd4","1","185","185.000000000"
"dvnd7","1","23","23.000000000"
"dvndr","1","508","508.000000000"
"dvnej","1","2","2.000000000"
"dvnet","1","54","54.000000000"
"dvnex","1","1","1.000000000"
"dvnfy","1","1","1.000000000"
"dvngi","1","15","15.000000000"
"dvngj","1","10","10.000000000"
"dvngq","1","401","401.000000000"
"dvngr","1","1","1.000000000"
"dvnh7","1","49","49.000000000"
"dvnhd","1","2","2.000000000"
"dvnhj","1","166","166.000000000"
"dvnhr","1","753","753.000000000"
"dvnjc","1","1","1.000000000"
"dvnjg","1","21","21.000000000"
"dvnjy","1","30","30.000000000"
"dvnk1","1","4","4.000000000"
"dvnk8","1","5932","5932.000000000"
"dvnkb","1","1","1.000000000"
"dvnkd","1","41","41.000000000"
"dvnkl","1","1","1.000000000"
"dvnkm","1","658","658.000000000"
"dvnli","1","63","63.000000000"
"dvnln","1","336","336.000000000"
"dvnmd","1","2","2.000000000"
"dvno1","1","2","2.000000000"
"dvnow","1","11","11.000000000"
"dvnpl","1","12","12.000000000"
"dvnqi","1","1","1.000000000"
"dvnqz","1","1478","1478.000000000"
"dvnr2","1","2","2.000000000"
"dvnrg","1","15","15.000000000"
"dvnrz","1","77","77.000000000"
"dvnst","1","5","5.000000000"
"dvntf","1","109","109.000000000"
"dvnto","1","2","2.000000000"
"dvnty","1","2","2.000000000"
"dvnuk","1","1","1.000000000"
"dvnv6","1","12","12.000000000"
"dvnvh","1","729","729.000000000"
"dvnvv","1","2","2.000000000"
"dvnvy","1","6","6.000000000"
"dvnx5","1","304","304.000000000"
"dvnyh","1","438","438.000000000"
"dvnyn","1","1","1.000000000"
"dvnz6","1","2","2.000000000"
"dvnze","1","23","23.000000000"
"dvnzk","1","2","2.000000000"
"dvnzl","1","82","82.000000000"
"dvnzn","1","291","291.000000000"
"dvnzr","1","96","96.000000000"
"dvnzw","1","56","56.000000000"
"dvo0e","1","38","38.000000000"
"dvo0v","1","11","11.000000000"
"dvo0y","1","1","1.000000000"
"dvo10","1","51","51.000000000"
"dvo13","1","2","2.000000000"
"dvo21","1","2","2.000000000"
"dvo2i","1","1","1.000000000"
"dvo2n","1","11","11.000000000"
"dvo4g","1","1","1.000000000"
"dvo4s","1","6","6.000000000"
"dvo51","1","4","4.000000000"
"dvo5e","1","8","8.000000000"
"dvo7f","1","8","8.000000000"
"dvo8w","1","4","4.000000000"
"dvo8z","1","15","15.000000000"
"dvo94","1","145","145.000000000"
"dvo95","1","588","588.000000000"
"dvo96","1","80","80.000000000"
"dvo9g","1","24","24.000000000"
"dvo9h","1","2","2.000000000"
"dvo9i","1","91","91.000000000"
"dvo9j","1","3","3.000000000"
"dvo9k","1","44","44.000000000"
"dvo9n","1","2","2.000000000"
"dvo9o","1","7","7.000000000"
"dvo9q","1","38","38.000000000"
"dvo9r","1","6","6.000000000"
"dvoa4","1","7","7.000000000"
"dvoa6","1","78","78.000000000"
"dvob0","1","4","4.000000000"
"dvobk","1","8","8.000000000"
"dvoy7","1","1","1.000000000"
"dvoz9","1","1","1.000000000"
"dvozo","1","27","27.000000000"
"dvozp","1","25","25.000000000"
"dvozr","1","4","4.000000000"
"dvp0f","1","70","70.000000000"
"dvp0s","1","33","33.000000000"
"dvp15","1","1","1.000000000"
"dvp16","1","84","84.000000000"
"dvp25","1","1","1.000000000"
"dvp2u","1","427","427.000000000"
"dvp4p","1","1673","1673.000000000"
"dvp58","1","234","234.000000000"
"dvp5k","1","2","2.000000000"
"dvp5l","1","39","39.000000000"
"dvp5o","1","95","95.000000000"
"dvp7h","1","4","4.000000000"
"dvp8j","1","14","14.000000000"
"dvp8k","1","130","130.000000000"
"dvp8v","1","384","384.000000000"
"dvp92","1","1","1.000000000"
"dvp96","1","872","872.000000000"
"dvp9g","1","59","59.000000000"
"dvpa3","1","2589","2589.000000000"
"dvpaz","1","20","20.000000000"
"dvpb3","1","5","5.000000000"
"dvpb5","1","3","3.000000000"
"dvpc3","1","186","186.000000000"
"dvpcy","1","178","178.000000000"
"dvpdv","1","12","12.000000000"
"dvpe5","1","2319","2319.000000000"
"dvpek","1","70","70.000000000"
"dvpf4","1","2","2.000000000"
"dvpfb","1","2","2.000000000"
"dvpfy","1","1","1.000000000"
"dvpg4","1","49","49.000000000"
"dvpg5","1","15","15.000000000"
"dvph5","1","163","163.000000000"
"dvphh","1","142","142.000000000"
"dvphq","1","137","137.000000000"
"dvpih","1","16","16.000000000"
"dvpjy","1","11","11.000000000"
"dvpk6","1","2","2.000000000"
"dvpkc","1","25","25.000000000"
"dvpl6","1","2","2.000000000"
"dvpl9","1","149","149.000000000"
"dvplr","1","1","1.000000000"
"dvpms","1","2","2.000000000"
"dvpo7","1","33589","33589.000000000"
"dvpos","1","479","479.000000000"
"dvpou","1","1457","1457.000000000"
"dvpp5","1","3","3.000000000"
"dvpp6","1","276","276.000000000"
"dvppb","1","1","1.000000000"
"dvppy","1","1143","1143.000000000"
"dvpqm","1","4","4.000000000"
"dvpr2","1","1","1.000000000"
"dvptb","1","1","1.000000000"
"dvptw","1","14","14.000000000"
"dvpu0","1","82","82.000000000"
"dvpui","1","38","38.000000000"
"dvpwa","1","3","3.000000000"
"dvpwm","1","42","42.000000000"
"dvpx5","1","354","354.000000000"
"dvpxi","1","114","114.000000000"
"dvpy0","1","141","141.000000000"
"dvpyn","1","32","32.000000000"
"dvpyy","1","2","2.000000000"
"dvpz8","1","7","7.000000000"
"dvpzc","1","1","1.000000000"
"dvq08","1","1201","1201.000000000"
"dvq0w","1","1","1.000000000"
"dvq0x","1","594","594.000000000"
"dvq1i","1","18","18.000000000"
"dvq1j","1","2","2.000000000"
"dvq21","1","38","38.000000000"
"dvq22","1","3","3.000000000"
"dvq2l","1","1","1.000000000"
"dvq2q","1","1","1.000000000"
"dvq2x","1","84","84.000000000"
"dvq3c","1","2","2.000000000"
"dvq3r","1","751","751.000000000"
"dvq4g","1","106","106.000000000"
"dvq4i","1","57","57.000000000"
"dvq4s","1","3","3.000000000"
"dvq4u","1","55","55.000000000"
"dvq4v","1","76","76.000000000"
"dvq50","1","231","231.000000000"
"dvq51","1","50","50.000000000"
"dvq5w","1","1122","1122.000000000"
"dvq5x","1","1","1.000000000"
"dvq5z","1","31","31.000000000"
"dvq7w","1","1","1.000000000"
"dvq8o","1","63","63.000000000"
"dvq91","1","2","2.000000000"
"dvqbx","1","2","2.000000000"
"dvqcc","1","20","20.000000000"
"dvqch","1","31","31.000000000"
"dvqci","1","7","7.000000000"
"dvqcz","1","7","7.000000000"
"dvqd4","1","80","80.000000000"
"dvqd5","1","54","54.000000000"
"dvqd9","1","38","38.000000000"
"dvqdu","1","2","2.000000000"
"dvqff","1","209","209.000000000"
"dvqgw","1","40","40.000000000"
"dvqgx","1","1","1.000000000"
"dvqgy","1","1","1.000000000"
"dvqgz","1","51","51.000000000"
"dvqh1","1","12","12.000000000"
"dvqh2","1","2","2.000000000"
"dvqh3","1","65","65.000000000"
"dvqh7","1","2","2.000000000"
"dvqht","1","9","9.000000000"
"dvqi4","1","3","3.000000000"
"dvqi9","1","1416","1416.000000000"
"dvqia","1","4269","4269.000000000"
"dvqih","1","123","123.000000000"
"dvqj2","1","6","6.000000000"
"dvqj9","1","11","11.000000000"
"dvqjq","1","2","2.000000000"
"dvqjx","1","1","1.000000000"
"dvqk0","1","130","130.000000000"
"dvqk2","1","32","32.000000000"
"dvqlg","1","3","3.000000000"
"dvqlj","1","9","9.000000000"
"dvqln","1","1","1.000000000"
"dvqlw","1","1588","1588.000000000"
"dvqma","1","111","111.000000000"
"dvqo3","1","37","37.000000000"
"dvqoh","1","132","132.000000000"
"dvqoj","1","69","69.000000000"
"dvqoo","1","2","2.000000000"
"dvqow","1","35","35.000000000"
"dvqoy","1","301","301.000000000"
"dvqp2","1","287","287.000000000"
"dvqp5","1","135","135.000000000"
"dvqp6","1","171","171.000000000"
"dvqp7","1","217","217.000000000"
"dvqp8","1","64","64.000000000"
"dvqp9","1","495","495.000000000"
"dvqpe","1","149","149.000000000"
"dvqpg","1","279","279.000000000"
"dvqph","1","62","62.000000000"
"dvqpi","1","38","38.000000000"
"dvqpj","1","130","130.000000000"
"dvqpk","1","88","88.000000000"
"dvqpl","1","88","88.000000000"
"dvqpm","1","257","257.000000000"
"dvqpp","1","656","656.000000000"
"dvqpq","1","11","11.000000000"
"dvqpv","1","8","8.000000000"
"dvqq0","1","43","43.000000000"
"dvqqu","1","2","2.000000000"
"dvqs1","1","2","2.000000000"
"dvqt7","1","3","3.000000000"
"dvqtx","1","14","14.000000000"
"dvqud","1","5","5.000000000"
"dvqvl","1","1","1.000000000"
"dvqw7","1","625","625.000000000"
"dvqxn","1","2","2.000000000"
"dvqy4","1","5","5.000000000"
"dvqy5","1","1","1.000000000"
"dvqy7","1","6","6.000000000"
"dvqz3","1","651","651.000000000"
"dvr09","1","10798","10798.000000000"
"dvr0h","1","15","15.000000000"
"dvr0z","1","2","2.000000000"
"dvr1u","1","1","1.000000000"
"dvr22","1","16","16.000000000"
"dvr25","1","1","1.000000000"
"dvr2w","1","1","1.000000000"
"dvr3o","1","1","1.000000000"
"dvr4n","1","1","1.000000000"
"dvr5a","1","171","171.000000000"
"dvr6e","1","1","1.000000000"
"dvr72","1","2","2.000000000"
"dvr7f","1","4","4.000000000"
"dvr7o","1","41","41.000000000"
"dvr7p","1","76","76.000000000"
"dvr7q","1","109","109.000000000"
"dvr7v","1","4","4.000000000"
"dvr7x","1","6","6.000000000"
"dvr80","1","177","177.000000000"
"dvr81","1","78","78.000000000"
"dvr84","1","56","56.000000000"
"dvr86","1","110","110.000000000"
"dvr89","1","119","119.000000000"
"dvr8b","1","29","29.000000000"
"dvr8c","1","26","26.000000000"
"dvr8d","1","14","14.000000000"
"dvr8e","1","91","91.000000000"
"dvr8f","1","23","23.000000000"
"dvr8g","1","15","15.000000000"
"dvr8h","1","7","7.000000000"
"dvr8i","1","47","47.000000000"
"dvr8j","1","3","3.000000000"
"dvr8l","1","31","31.000000000"
"dvr8q","1","25","25.000000000"
"dvr8r","1","199","199.000000000"
"dvr8s","1","17","17.000000000"
"dvr8u","1","16","16.000000000"
"dvr8v","1","53","53.000000000"
"dvr98","1","3310","3310.000000000"
"dvr9c","1","2","2.000000000"
"dvr9t","1","2168","2168.000000000"
"dvra1","1","2","2.000000000"
"dvra9","1","235","235.000000000"
"dvrai","1","620","620.000000000"
"dvral","1","1993","1993.000000000"
"dvraz","1","1","1.000000000"
"dvrci","1","3","3.000000000"
"dvrck","1","120","120.000000000"
"dvrd1","1","606","606.000000000"
"dvrd6","1","667","667.000000000"
"dvrdh","1","1662","1662.000000000"
"dvrdp","1","1","1.000000000"
"dvre0","1","2055","2055.000000000"
"dvrec","1","1","1.000000000"
"dvrfc","1","25","25.000000000"
"dvrgn","1","11","11.000000000"
"dvrh1","1","27","27.000000000"
"dvria","1","4","4.000000000"
