"partnerid","MaxClickPer1Min","MaxClickPer5Min","MaxClickPer3Hr","MaxClickPer6Hr","status"
"8itp0","2","2","5","6","OK"
"8itpk","2","2","9","12","OK"
"8itq3","1","1","1","1","OK"
"8itql","1","1","1","1","OK"
"8itqs","1","1","1","1","OK"
"8itrb","3","3","19","25","OK"
"8itre","3","5","31","58","OK"
"8itrn","1","2","5","6","OK"
"8itro","1","1","1","1","OK"
"8itrq","3","4","6","6","OK"
"8its6","1","1","3","3","OK"
"8itsg","1","1","1","1","OK"
"8itsw","1","1","2","3","OK"
"8itt6","1","1","1","1","OK"
"8ittc","3","3","15","25","OK"
"8itth","1","1","1","1","OK"
"8ittq","1","1","1","1","OK"
"8ittu","1","1","1","1","OK"
"8ittv","1","1","1","1","OK"
"8ituk","1","1","1","2","OK"
"8itvb","1","1","1","1","OK"
"8itww","1","1","1","1","OK"
"8itx1","2","3","8","9","OK"
"8itx5","4","13","75","124","OK"
"8itxs","2","2","3","4","OK"
"8itxx","1","1","3","3","OK"
"8ityd","1","1","2","2","OK"
"8itzi","1","2","6","6","OK"
"8iu02","1","1","1","1","OK"
"8iu0k","2","3","4","4","OK"
"8iu23","1","3","4","4","OK"
"8iu2c","10","30","512","819","Observation"
"8iu38","1","1","1","1","OK"
"8iu3e","2","3","16","22","OK"
"8iu3h","6","13","113","165","OK"
"8iu4c","3","4","30","43","OK"
"8iu57","1","1","1","1","OK"
"8iu5r","2","2","2","2","OK"
"8iu66","3","4","14","24","OK"
"8iu6m","1","1","1","1","OK"
"8iu6x","1","3","5","5","OK"
"8iu74","1","1","1","1","OK"
"8iu76","3","6","62","107","Observation"
"8iu77","2","2","11","12","OK"
"8iu7b","1","1","1","1","OK"
"8iu7d","4","9","88","155","OK"
"8iu7w","1","1","1","1","OK"
"8iu82","1","1","1","1","OK"
"8iua3","2","2","6","8","OK"
"8iuan","9","30","533","887","Observation"
"8iuav","1","2","3","3","OK"
"8iub1","1","1","2","2","OK"
"8iucx","2","2","2","4","OK"
"8iufj","1","2","7","11","OK"
"8iufr","1","1","1","1","OK"
"8iufs","2","3","7","11","OK"
"8iufv","1","1","2","2","OK"
"8iugo","1","1","1","1","OK"
"8iuhr","1","1","1","1","OK"
"8iui3","1","1","1","1","OK"
"8iuia","13","37","580","1003","OK"
"8iuip","1","1","1","1","OK"
"8iujq","1","1","4","4","OK"
"8iujx","3","4","20","37","OK"
"8iukd","1","1","1","1","OK"
"8iuls","1","2","2","3","OK"
"8ium6","1","1","1","1","OK"
"8iumc","2","2","8","8","OK"
"8iume","4","8","48","92","OK"
"8iumx","2","4","4","4","OK"
"8iun9","3","9","74","107","OK"
"8iuna","1","2","3","3","OK"
"8iunk","1","1","1","1","OK"
"8iuo8","2","4","108","204","OK"
"8iuok","1","2","9","11","OK"
"8iuqb","1","1","1","1","OK"
"8iuqh","1","2","3","4","OK"
"8iuqk","2","5","104","199","OK"
"8iuqp","1","1","1","1","OK"
"8iuqv","1","1","1","1","OK"
"8iurr","1","2","3","3","OK"
"8iuuw","1","1","1","1","OK"
"8iuv4","1","1","3","4","OK"
"8iuv6","2","2","8","11","OK"
"8iuv8","2","2","3","6","OK"
"8iuv9","4","9","40","40","OK"
"8iuva","1","2","3","4","OK"
"8iuwa","1","1","1","1","OK"
"8iuxg","1","1","1","2","OK"
"8iuxk","2","2","2","2","OK"
"8iuxq","2","3","7","10","OK"
"8iuy6","1","1","1","1","OK"
"8iuyv","3","8","17","22","OK"
"8iv07","1","2","3","3","OK"
"8iv0i","1","1","1","1","OK"
"8iv0s","1","1","1","1","OK"
"8iv0x","2","3","8","14","OK"
"8iv1g","1","1","1","2","OK"
"8iv1m","1","1","2","2","OK"
"8iv1x","2","2","10","12","OK"
"8iv2t","1","1","1","1","OK"
"8iv3o","1","1","1","1","OK"
"8iv48","1","1","1","1","OK"
"8iv4d","1","1","1","1","OK"
"8iv4h","1","1","1","1","OK"
"8iv4j","4","8","27","29","OK"
"8iv58","1","1","1","1","OK"
"8iv5f","1","1","1","1","OK"
"8iv5p","1","1","1","1","OK"
"8iv65","1","1","5","7","OK"
"8iv6j","2","2","2","2","OK"
"8iv7e","3","5","45","56","OK"
"8iv7j","3","7","59","107","OK"
"8iv8i","1","1","1","1","OK"
"8iv9n","2","3","69","125","OK"
"8ivbf","5","18","117","117","Observation"
"8ivbn","3","5","27","46","OK"
"8ivbx","1","1","1","1","OK"
"8ivcn","1","1","1","1","OK"
"8ivdi","2","3","18","19","OK"
"8ivdx","1","1","3","3","OK"
"8ive3","1","1","3","3","OK"
"8ive5","1","1","1","1","OK"
"8ivea","2","3","12","14","OK"
"8iveg","2","2","4","5","OK"
"8ivf6","2","3","9","11","OK"
"8ivfj","1","1","1","1","OK"
"8ivfk","5","10","131","237","OK"
"8ivge","1","1","2","2","OK"
"8ivhg","1","1","1","1","OK"
"8ivhr","4","5","19","24","OK"
"8ivir","14","43","847","1103","OK"
"8iviz","1","1","1","1","OK"
"8ivj4","1","1","1","1","OK"
"8ivjv","9","17","209","352","OK"
"8ivkm","1","1","1","1","OK"
"8ivkn","9","9","66","117","OK"
"8ivlh","8","16","262","449","Fraud"
"8ivlp","3","7","60","101","Observation"
"8ivm9","1","1","1","1","OK"
"8ivmk","1","2","4","4","OK"
"8ivnj","1","1","1","1","OK"
"8ivnk","2","3","3","3","OK"
"8ivnx","1","1","1","1","OK"
"8ivny","1","1","1","1","OK"
"8ivo7","3","4","14","17","OK"
"8ivof","4","9","100","181","OK"
"8ivp6","1","1","1","1","OK"
"8ivpt","1","1","1","1","OK"
"8ivpv","3","4","39","69","OK"
"8ivql","1","1","1","1","OK"
"8ivsv","1","1","1","1","OK"
"8ivsx","3","3","30","41","OK"
"8ivti","2","3","6","6","OK"
"8ivtm","1","2","2","2","OK"
"8ivtv","1","1","1","1","OK"
"8ivwj","8","27","156","202","OK"
"8ivwr","3","3","4","6","OK"
"8ivwv","1","1","1","2","OK"
"8ivxp","1","1","1","1","OK"
"8ivy4","3","5","28","38","OK"
"8ivy5","1","1","1","1","OK"
"8ivyc","2","3","6","7","OK"
"8ivyu","1","1","1","1","OK"
"8iw0a","1","1","1","1","OK"
"8iw0n","1","1","5","9","OK"
"8iw0r","14","18","149","149","OK"
"8iw1f","1","2","5","5","OK"
"8iw1v","1","1","1","1","OK"
"8iw21","1","1","1","1","OK"
"8iw29","2","3","4","4","OK"
"8iw31","1","1","1","1","OK"
"8iw3u","1","1","1","1","OK"
"8iw46","1","2","4","5","OK"
"8iw4a","1","1","2","2","OK"
"8iw55","1","1","1","1","OK"
"8iw5p","2","3","4","6","OK"
"8iw5r","1","1","1","1","OK"
"8iw6k","1","1","1","1","OK"
"8iw6v","1","1","1","1","OK"
"8iw7e","3","3","6","6","OK"
"8iw7i","1","1","3","4","OK"
"8iw84","1","1","6","10","OK"
"8iw9s","2","6","18","28","OK"
"8iwaa","1","2","2","2","OK"
"8iwac","1","1","1","1","OK"
"8iwag","1","1","1","1","OK"
"8iwak","2","2","2","2","OK"
"8iwau","1","1","1","1","OK"
"8iwav","1","1","1","1","OK"
"8iwbt","1","1","1","1","OK"
"8iwe6","1","1","3","4","OK"
"8iweh","1","1","1","1","OK"
"8iwf2","1","1","1","1","OK"
"8iwfs","1","1","4","5","OK"
"8iwg3","2","3","12","14","OK"
"8iwh3","2","2","3","3","OK"
"8iwhf","1","1","1","1","OK"
"8iwhh","1","1","1","1","OK"
"8iwhi","1","2","9","14","OK"
"8iwid","16","49","602","923","OK"
"8iwii","2","4","10","17","OK"
"8iwj3","1","1","1","1","OK"
"8iwjs","2","2","5","6","OK"
"8iwky","1","1","1","1","OK"
"8iwl4","2","4","27","35","OK"
"8iwl5","1","2","5","6","OK"
"8iwmb","8","14","173","337","OK"
"8iwn7","1","1","1","1","OK"
"8iwnh","1","1","1","1","OK"
"8iwo2","7","18","201","253","OK"
"8iwos","3","10","39","59","Fraud"
"8iwp2","6","15","47","72","Fraud"
"8iwp3","4","7","76","123","OK"
"8iwpy","1","1","1","1","OK"
"8iwq4","2","2","8","10","OK"
"8iwq6","1","1","2","3","OK"
"8iwqm","1","1","3","4","OK"
"8iwqv","1","1","2","2","OK"
"8iwrl","8","14","14","15","OK"
"8iwrx","2","2","9","16","OK"
"8iws2","1","2","2","2","OK"
"8iws4","1","1","1","1","OK"
"8iws7","1","2","4","5","OK"
"8iwsa","1","1","2","2","OK"
"8iwsc","1","3","4","5","OK"
"8iwu7","5","7","63","83","OK"
"8iwug","1","2","3","5","OK"
"8iwv8","3","3","17","18","OK"
"8iwvi","2","3","3","3","OK"
"8iwvl","2","3","17","23","OK"
"8iwx5","1","1","5","6","OK"
"8iwxs","1","2","2","2","OK"
"8iwxv","2","4","4","7","OK"
"8iwy8","5","13","166","278","OK"
"8iwz0","1","1","2","2","OK"
"8ix09","1","1","1","1","OK"
"8ix0c","1","1","1","1","OK"
"8ix2h","3","6","45","79","OK"
"8ix3h","1","1","1","1","OK"
"8ix6h","1","1","2","2","OK"
"8ix6p","6","6","66","121","Fraud"
"8ix86","1","1","1","1","OK"
"8ix89","2","2","2","2","OK"
"8ixdk","1","1","1","2","OK"
"8ixgd","2","2","10","16","OK"
"8ixgl","1","1","3","3","OK"
"8ixl3","3","3","6","6","OK"
"8ixly","1","2","3","3","OK"
"8ixlz","2","5","10","18","OK"
"8ixoq","3","6","32","51","OK"
"8ixor","6","8","88","166","OK"
"8ixp4","1","1","1","1","OK"
"8ixq4","39","126","864","1548","OK"
"8ixq5","20","73","1692","3063","OK"
"8ixs1","2","2","6","8","OK"
"8ixsd","12","26","259","480","OK"
"8ixue","1","1","1","1","OK"
"8ixuj","1","1","1","1","OK"
"8ixvg","2","2","11","17","OK"
"8ixvu","9","29","192","293","OK"
"8ixy5","1","1","1","1","OK"
"8ixzl","1","1","1","1","OK"
"8ixzs","8","29","252","326","OK"
"8ixzt","9","35","186","213","OK"
"8iy03","18","59","855","1169","OK"
"8iy0v","3","5","48","80","Observation"
"8iy1m","1","1","1","1","OK"
"8iy36","3","7","19","26","OK"
"8iy4x","1","1","2","2","OK"
"8iy5g","10","19","253","370","OK"
"8iy6x","1","1","1","1","OK"
"8iy7x","5","6","7","8","OK"
"8iy9b","1","2","2","2","OK"
"8iyb9","1","1","5","5","OK"
"8iyc8","7","18","332","516","OK"
"8iydk","1","1","1","1","OK"
"8iyea","1","1","1","1","OK"
"8iyfx","2","3","16","17","OK"
"8iyi9","2","2","12","18","OK"
"8iyj6","2","3","5","9","OK"
"8iyo2","1","1","1","1","OK"
"8iysb","3","4","31","47","OK"
"8iyvp","6","12","190","287","OK"
"8iywe","1","1","1","1","OK"
"8iyxe","2","2","7","8","OK"
"8iz0o","1","1","1","1","OK"
"8iz1c","9","24","446","832","OK"
"8iz2a","10","22","48","56","OK"
"8iz2c","2","7","48","52","OK"
"8iz2e","2","3","13","20","OK"
"8iz2m","3","4","36","47","OK"
"8iz2n","10","24","44","60","OK"
"8iz48","2","3","12","21","OK"
"8iz6y","1","1","2","3","OK"
"8iz7h","1","1","2","2","OK"
"8iz7i","9","25","581","895","OK"
"8iz80","1","1","1","1","OK"
"8iz8t","1","1","1","1","OK"
"8iz91","3","4","40","63","OK"
"8izah","1","1","2","3","OK"
"8izak","1","1","1","1","OK"
"8izam","1","1","1","1","OK"
"8izan","1","1","1","1","OK"
"8izao","1","1","1","1","OK"
"8izar","1","1","2","3","OK"
"8izau","1","2","5","6","OK"
"8izav","1","2","7","9","OK"
"8izaw","1","1","3","3","OK"
"8izay","1","1","1","1","OK"
"8izbp","1","1","1","1","OK"
"8izbt","3","4","8","15","OK"
"8ize1","1","1","1","1","OK"
"8izgi","1","1","1","2","OK"
"8izjs","1","1","1","1","OK"
"8izkp","1","1","1","1","OK"
"8izlr","1","1","2","3","OK"
"8iznj","7","17","284","376","OK"
"8izot","1","1","1","1","OK"
"8izpa","6","9","44","58","OK"
"8izsa","1","1","2","3","OK"
"8izt5","31","108","1530","1558","Observation"
"8izt6","5","9","155","255","Observation"
"8iztc","3","5","27","45","OK"
"8iztd","1","1","2","3","OK"
"8iztj","1","2","8","10","OK"
"8izts","1","1","1","1","OK"
"8izu7","1","1","1","1","OK"
"8izv8","2","3","5","5","OK"
"8izwb","3","7","29","39","OK"
"8izwe","5","11","91","96","Fraud"
"8izxr","1","2","8","9","OK"
"8izzv","14","20","53","95","OK"
"8j00e","1","2","7","8","OK"
"8j01d","1","1","1","1","OK"
"8j029","1","1","3","3","OK"
"8j07i","3","4","12","21","OK"
"8j07s","1","1","5","5","OK"
"8j085","2","2","2","2","OK"
"8j08y","13","33","664","1104","OK"
"8j094","1","1","1","1","OK"
"8j096","2","2","2","3","OK"
"8j09p","1","1","2","2","OK"
"8j0a9","2","2","5","8","OK"
"8j0ao","1","1","2","3","OK"
"8j0b4","5","13","173","277","OK"
"8j0b5","5","13","191","333","OK"
"8j0bs","4","8","105","138","OK"
"8j0bz","1","1","1","1","OK"
"8j0da","1","1","4","4","OK"
"8j0dl","1","1","1","2","OK"
"8j0eq","2","3","9","14","OK"
"8j0fj","4","7","71","119","OK"
"8j0g9","2","4","17","19","OK"
"8j0h6","2","2","2","2","OK"
"8j0hb","3","5","41","70","OK"
"8j0j9","2","3","8","10","OK"
"8j0m9","1","1","1","2","OK"
"8j0mk","1","1","4","6","OK"
"8j0mw","3","3","5","7","OK"
"8j0n4","3","4","21","28","OK"
"8j0ov","3","5","29","49","OK"
"8j0oz","1","1","1","1","OK"
"8j0pl","10","24","250","330","Fraud"
"8j0py","1","1","1","1","OK"
"8j0qc","6","12","31","37","OK"
"8j0qr","1","1","1","1","OK"
"8j0su","1","1","5","5","OK"
"8j0tb","1","1","2","2","OK"
"8j0tg","1","1","3","3","OK"
"8j0w1","16","40","394","477","Observation"
"8j0wb","2","3","3","5","OK"
"8j0ww","2","6","25","37","OK"
"8j0x3","3","7","52","80","OK"
"8j0x9","9","27","402","509","Observation"
"8j0z9","1","1","1","1","OK"
"8j10c","73","274","3907","6610","OK"
"8j11k","1","1","1","1","OK"
"8j121","2","3","6","7","OK"
"8j12n","1","2","4","5","OK"
"8j15b","1","3","6","6","OK"
"8j16r","1","1","1","2","OK"
"8j18g","1","1","2","2","OK"
"8j197","3","4","19","19","OK"
"8j19d","2","3","12","14","OK"
"8j19f","10","21","229","380","OK"
"8j19x","17","41","522","1027","OK"
"8j1a0","1","3","7","11","OK"
"8j1a1","9","15","119","213","OK"
"8j1a2","19","73","207","236","OK"
"8j1a3","1","2","2","3","OK"
"8j1a6","1","1","5","5","OK"
"8j1a7","1","1","3","4","OK"
"8j1aj","5","8","121","180","OK"
"8j1di","1","2","6","8","OK"
"8j1fp","1","1","2","2","OK"
"8j1h7","1","1","1","2","OK"
"8j1j6","1","2","2","2","OK"
"8j1lc","3","5","17","23","OK"
"8j1od","4","11","131","192","OK"
"8j1pb","4","7","20","37","OK"
"8j1pd","14","47","1013","1934","OK"
"8j1q5","1","1","1","1","OK"
"8j1qi","1","1","1","1","OK"
"8j1rc","3","3","3","3","OK"
"8j1s7","1","1","1","1","OK"
"8j1se","3","3","13","16","OK"
"8j1so","1","2","6","10","OK"
"8j1sp","1","1","6","8","OK"
"8j1sw","2","3","12","21","OK"
"8j1t4","3","6","65","106","OK"
"8j1ti","11","32","668","1192","OK"
"8j1u4","1","2","3","4","OK"
"8j1u5","2","3","8","13","OK"
"8j1uw","2","4","4","4","OK"
"8j1x0","2","2","2","2","OK"
"8j1xv","2","2","3","4","OK"
"8j1y0","1","1","1","1","OK"
"8j1y6","2","2","2","2","OK"
"8j20z","9","16","167","209","OK"
"8j22j","1","1","2","3","OK"
"8j22t","2","2","2","3","OK"
"8j23z","1","1","4","5","OK"
"8j240","1","1","1","1","OK"
"8j24h","1","1","1","1","OK"
"8j26k","1","4","10","12","OK"
"8j279","2","3","4","8","OK"
"8j27p","1","1","2","2","OK"
"8j295","1","1","2","2","OK"
"8j29y","1","2","6","6","OK"
"8j2b6","2","2","8","11","OK"
"8j2b9","2","3","9","13","OK"
"8j2dz","1","1","1","1","OK"
"8j2e0","69","159","1180","1543","OK"
"8j2e9","1","1","1","1","OK"
"8j2er","1","1","3","3","OK"
"8j2f8","1","2","5","6","OK"
"8j2hf","3","7","118","155","Observation"
"8j2i2","2","3","7","12","OK"
"8j2ix","6","10","45","69","Observation"
"8j2kd","1","1","1","1","OK"
"8j2ki","1","1","1","1","OK"
"8j2li","1","1","1","1","OK"
"8j2m4","16","45","808","1105","Observation"
"8j2nt","12","12","26","28","OK"
"8j2pr","3","3","10","11","OK"
"8j2r9","1","2","6","8","OK"
"8j2s6","7","15","255","457","OK"
"8j2s7","13","32","707","1144","OK"
"8j2td","3","4","15","26","OK"
"8j2to","1","1","1","1","OK"
"8j2tr","1","1","1","1","OK"
"8j2uy","3","8","70","139","Fraud"
"8j2z5","2","3","5","6","OK"
"8j2zn","1","1","1","1","OK"
"8j307","2","3","7","10","OK"
"8j30b","3","3","7","7","OK"
"8j30i","1","1","1","1","OK"
"8j30r","5","8","67","77","Fraud"
"8j311","2","2","8","10","OK"
"8j319","1","1","1","1","OK"
"8j31t","5","11","140","257","Observation"
"8j31u","2","4","19","21","OK"
"8j326","1","1","1","1","OK"
"8j329","1","1","1","1","OK"
"8j32k","2","2","5","8","OK"
"8j32l","2","2","11","14","OK"
"8j32m","4","5","30","48","OK"
"8j34p","2","2","3","3","OK"
"8j368","11","33","548","804","Observation"
"8j369","12","40","634","1070","Observation"
"8j36c","1","1","1","1","OK"
"8j36d","13","37","768","1378","Observation"
"8j36e","20","57","786","1488","OK"
"8j36f","5","8","15","27","OK"
"8j36t","8","28","313","551","OK"
"8j38c","1","1","1","1","OK"
"8j398","1","1","1","1","OK"
"8j39n","3","4","24","34","OK"
"8j39x","4","9","100","177","OK"
"8j3e7","1","1","1","1","OK"
"8j3ej","2","2","3","5","OK"
"8j3fg","1","3","7","12","OK"
"8j3fs","2","2","2","4","OK"
"8j3gw","79","354","8149","14467","OK"
"8j3j2","1","1","1","1","OK"
"8j3kg","4","5","7","7","OK"
"8j3l0","1","1","1","1","OK"
"8j3ln","1","1","1","1","OK"
"8j3nw","2","3","14","22","OK"
"8j3oy","1","1","1","1","OK"
"8j3th","1","1","1","1","OK"
"8j3u4","2","3","19","28","OK"
"8j3xi","3","4","31","51","OK"
"8j3xm","1","1","1","1","OK"
"8j3z1","2","3","3","3","OK"
"8j3zu","3","5","13","17","OK"
"8j416","6","13","187","299","OK"
"8j41t","1","1","2","3","OK"
"8j42p","1","1","1","1","OK"
"8j437","2","2","3","3","OK"
"8j43i","1","1","1","1","OK"
"8j46c","20","68","1180","1781","OK"
"8j470","1","1","1","1","OK"
"8j49w","2","3","29","42","OK"
"8j4ap","1","1","1","1","OK"
"8j4ch","3","3","13","13","OK"
"8j4dw","1","1","1","1","OK"
"8j4fc","3","4","20","28","OK"
"8j4fe","2","2","5","6","OK"
"8j4gq","13","38","332","511","OK"
"8j4gr","92","159","1340","2433","OK"
"8j4hv","1","1","2","2","OK"
"8j4li","2","2","3","3","OK"
"8j4mp","4","6","59","85","OK"
"8j4nq","1","2","2","2","OK"
"8j4o3","1","1","1","1","OK"
"8j4og","1","1","2","2","OK"
"8j4pk","1","1","2","4","OK"
"8j4pp","7","22","456","637","OK"
"8j4qz","9","20","406","599","OK"
"8j4sj","1","1","1","1","OK"
"8j4tc","2","2","8","11","OK"
"8j4tl","1","1","1","1","OK"
"8j4tm","1","1","2","2","OK"
"8j4uo","5","9","113","206","OK"
"8j4uq","1","3","5","5","OK"
"8j4v5","2","6","24","39","OK"
"8j4vg","2","3","8","8","OK"
"8j4vj","1","1","1","1","OK"
"8j4ye","3","4","27","44","OK"
"8j507","6","15","162","210","OK"
"8j510","2","2","2","2","OK"
"8j51f","7","14","97","174","Observation"
"8j522","2","2","5","7","OK"
"8j523","4","8","22","23","OK"
"8j52r","2","3","17","21","OK"
"8j53q","1","2","2","3","OK"
"8j53t","4","10","108","134","OK"
"8j54k","1","2","2","2","OK"
"8j54x","1","1","1","1","OK"
"8j55y","79","310","8555","16593","OK"
"8j55z","35","132","3686","6561","OK"
"8j57g","1","1","1","1","OK"
"8j59e","2","2","2","3","OK"
"8j5a2","3","4","8","9","OK"
"8j5an","18","25","334","428","OK"
"8j5bx","5","7","59","83","OK"
"8j5cg","4","7","20","27","OK"
"8j5d0","4","8","39","66","OK"
"8j5dj","4","6","44","58","OK"
"8j5dk","1","1","1","1","OK"
"8j5dn","1","1","1","1","OK"
"8j5ey","1","1","2","2","OK"
"8j5f7","1","1","5","5","OK"
"8j5fu","4","5","25","44","OK"
"8j5gg","12","38","185","221","OK"
"8j5gh","12","30","567","803","OK"
"8j5gi","6","14","83","103","OK"
"8j5gj","8","18","230","364","OK"
"8j5h0","1","1","3","4","OK"
"8j5hb","1","1","1","1","OK"
"8j5hx","1","1","1","2","OK"
"8j5ig","1","1","1","2","OK"
"8j5ix","1","1","2","3","OK"
"8j5lq","1","2","2","4","OK"
"8j5lt","49","204","4592","8021","OK"
"8j5n1","1","1","2","2","OK"
"8j5n8","1","1","2","2","OK"
"8j5ne","1","1","1","2","OK"
"8j5oc","1","1","3","5","OK"
"8j5od","1","2","3","4","OK"
"8j5ol","2","2","3","3","OK"
"8j5qz","1","1","1","1","OK"
"8j5r6","4","6","34","66","OK"
"8j5rx","1","1","1","1","OK"
"8j5t5","2","4","5","5","OK"
"8j5wq","1","1","1","1","OK"
"8j5xt","1","1","1","1","OK"
"8j5zr","1","1","2","2","OK"
"8j5zs","1","1","4","4","OK"
"8j5zz","11","27","531","998","OK"
"8j603","1","1","2","3","OK"
"8j60b","2","3","20","28","OK"
"8j60m","2","2","12","18","OK"
"8j60q","1","1","3","3","OK"
"8j62o","1","1","1","2","OK"
"8j62v","1","1","3","5","OK"
"8j638","2","5","18","25","OK"
"8j64i","2","2","2","3","OK"
"8j65y","7","17","171","208","OK"
"8j67b","3","10","27","27","OK"
"8j67c","2","4","16","18","OK"
"8j696","5","13","172","240","OK"
"8j69h","1","1","1","1","OK"
"8j69s","1","1","1","1","OK"
"8j6ac","1","2","3","4","OK"
"8j6ae","3","7","8","8","OK"
"8j6b8","1","1","1","1","OK"
"8j6em","4","7","71","133","OK"
"8j6en","2","3","14","26","OK"
"8j6eq","1","1","1","1","OK"
"8j6es","25","109","1644","2722","OK"
"8j6f7","2","3","13","22","OK"
"8j6fg","2","4","16","19","OK"
"8j6go","2","2","4","6","OK"
"8j6he","2","2","7","8","OK"
"8j6jw","1","2","6","9","OK"
"8j6mc","1","1","1","1","OK"
"8j6nz","1","2","2","2","OK"
"8j6oi","6","11","155","273","OK"
"8j6p7","1","1","1","2","OK"
"8j6pj","1","1","1","1","OK"
"8j6pm","7","13","178","265","OK"
"8j6ze","1","1","1","1","OK"
"8j6zf","4","9","109","206","OK"
"8j70l","3","3","28","43","OK"
"8j72c","1","1","2","2","OK"
"8j732","1","1","1","2","OK"
"8j73t","9","22","425","844","OK"
"8j76o","9","25","368","615","OK"
"8j77b","4","6","45","81","OK"
"8j78u","4","11","66","128","OK"
"8j79o","3","4","25","31","OK"
"8j7ao","1","1","1","1","OK"
"8j7ba","1","1","1","1","OK"
"8j7ct","3","3","5","7","OK"
"8j7dc","1","1","1","1","OK"
"8j7ia","1","1","1","1","OK"
"8j7ic","1","1","3","3","OK"
"8j7iy","2","2","3","4","OK"
"8j7jh","1","1","3","4","OK"
"8j7mj","2","2","3","3","OK"
"8j7si","1","1","1","1","OK"
"8j7t8","2","3","12","13","OK"
"8j7tm","5","12","170","303","Fraud"
"8j7tt","1","1","1","2","OK"
"8j7xq","1","2","4","5","OK"
"8j7yi","1","1","1","1","OK"
"8j7yr","4","7","57","106","OK"
"8j80q","2","2","3","5","OK"
"8j82j","1","3","9","12","OK"
"8j839","1","1","1","1","OK"
"8j83j","1","2","6","7","OK"
"8j83r","1","1","1","1","OK"
"8j83y","1","1","2","2","OK"
"8j87g","3","6","38","71","OK"
"8j87i","2","2","3","3","OK"
"8j8b5","1","2","2","2","OK"
"8j8bn","2","2","2","2","OK"
"8j8bu","1","1","1","1","OK"
"8j8eb","1","1","1","1","OK"
"8j8eo","1","1","1","1","OK"
"8j8et","2","2","4","4","OK"
"8j8gw","1","1","1","1","OK"
"8j8h8","1","1","1","1","OK"
"8j8ho","1","2","21","25","OK"
"8j8hq","1","1","1","1","OK"
"8j8hr","1","1","2","3","OK"
"8j8i3","2","5","31","42","OK"
"8j8j4","1","1","3","5","OK"
"8j8jd","12","34","597","899","OK"
"8j8jg","1","1","3","3","OK"
"8j8k3","1","1","1","1","OK"
"8j8mt","3","3","9","9","OK"
"8j8mz","4","6","58","89","OK"
"8j8o4","6","10","165","314","OK"
"8j8op","2","2","6","10","OK"
"8j8or","1","1","2","2","OK"
"8j8ou","1","1","1","1","OK"
"8j8q3","1","1","1","2","OK"
"8j8rh","1","1","1","1","OK"
"8j8sa","1","1","1","1","OK"
"8j8se","4","5","17","26","OK"
"8j8sf","2","2","13","15","OK"
"8j8sv","2","3","18","23","OK"
"8j8t2","4","11","73","99","OK"
"8j8tf","2","2","6","9","OK"
"8j8u2","4","4","34","40","OK"
"8j8wj","1","1","1","1","OK"
"8j8yz","5","11","88","165","OK"
"8j8zb","2","3","9","17","OK"
"8j90l","1","1","1","1","OK"
"8j90q","1","1","2","2","OK"
"8j92i","3","6","44","82","OK"
"8j94o","1","1","1","1","OK"
"8j94s","1","1","1","1","OK"
"8j94z","1","2","9","10","OK"
"8j95g","1","1","1","2","OK"
"8j967","3","7","63","97","OK"
"8j9a2","1","2","3","4","OK"
"8j9a5","2","3","6","6","OK"
"8j9aa","1","2","2","2","OK"
"8j9d9","3","5","39","55","OK"
"8j9eq","2","2","3","5","OK"
"8j9ey","1","1","1","1","OK"
"8j9ge","1","1","1","1","OK"
"8j9h2","1","1","1","1","OK"
"8j9h9","1","1","1","1","OK"
"8j9i6","14","54","1010","1897","OK"
"8j9i7","2","4","32","47","OK"
"8j9i9","5","12","152","221","OK"
"8j9jc","1","1","1","1","OK"
"8j9m9","4","7","35","54","OK"
"8j9ml","1","1","4","5","OK"
"8j9o0","6","7","58","115","OK"
"8j9p4","4","5","34","57","Observation"
"8j9pe","4","4","11","13","OK"
"8j9q3","1","1","3","3","OK"
"8jb5v","1","1","1","1","OK"
"8jc3s","5","10","116","204","OK"
"8jc5o","2","3","12","19","OK"
"8jc8u","1","1","1","1","OK"
"8jc8v","65","163","2258","4249","OK"
"8jccm","2","2","9","12","OK"
"8jcez","2","2","3","3","OK"
"8jcfz","1","1","1","1","OK"
"8jcgp","5","7","7","10","OK"
"8jch5","3","3","9","13","OK"
"8jchh","2","4","24","32","OK"
"8jciv","2","3","14","17","OK"
"8jclv","6","16","198","332","OK"
"8jcoh","1","1","1","1","OK"
"8jcru","1","1","2","2","OK"
"8jcuw","1","1","1","1","OK"
"8jg20","7","13","153","247","OK"
"8jg2a","1","1","2","2","OK"
"8jg49","1","1","1","1","OK"
"8jg5r","1","2","3","3","OK"
"8jg82","1","1","1","1","OK"
"8jg8w","1","1","1","1","OK"
"8jg9s","1","2","4","8","OK"
"8jgac","2","3","16","30","OK"
"8jgbu","12","29","588","864","OK"
"8jgcj","2","3","14","15","OK"
"8jgcw","2","2","15","19","OK"
"8jgel","1","1","1","1","OK"
"8jgf3","1","1","1","1","OK"
"8jgg3","3","5","32","37","OK"
"8jggg","1","1","1","1","OK"
"8jgk9","1","1","1","1","OK"
"8jgkk","4","9","75","137","Observation"
"8jgl8","1","1","1","1","OK"
"8jgls","3","4","29","39","OK"
"8jgok","1","2","3","3","OK"
"8jgq9","1","1","1","1","OK"
"8jgqa","2","2","8","9","OK"
"8jgqb","3","4","10","12","OK"
