"partnerid","MaxSameCntrCount","status"
"8jcuw","1","OK"
"8jg20","1432","OK"
"8jg2a","4","OK"
"8jg49","1","OK"
"8jg5r","4","OK"
"8jg82","1","OK"
"8jg8w","2","OK"
"8jg9s","18","OK"
"8jgac","152","OK"
"8jgbu","5223","OK"
"8jgcj","23","OK"
"8jgcw","78","OK"
"8jgel","2","OK"
"8jgf3","1","OK"
"8jgg3","98","OK"
"8jggg","1","OK"
"8jgk9","1","OK"
"8jgkk","816","Observation"
"8jgl8","1","OK"
"8jgls","187","OK"
"8jgok","3","OK"
"8jgq9","2","OK"
"8jgqa","8","OK"
"8jgqb","19","OK"
"8jgqr","1","OK"
"8jgt1","54","OK"
"8jgts","22","OK"
"8jgu2","1","OK"
"8jgul","30","OK"
"8jgvx","1","OK"
"8jh5s","1","OK"
"8jh5u","1","OK"
"8jh5v","1","OK"
"8jh60","3","OK"
"8jh7b","168","OK"
"8jh9c","11","OK"
"8jhbl","241","OK"
"8jhcs","2","OK"
"8jhct","2","OK"
"8jhdz","16","OK"
"8jhep","6","OK"
"8jhfv","3708","OK"
"8jhge","19","OK"
"8jhgj","1","OK"
"8jhgx","4363","OK"
"8jhh0","91","OK"
"8jhi5","3","OK"
"8jhis","4","OK"
"8jhit","19","OK"
"8jhle","1","OK"
"8jhlw","2","OK"
"8jhmk","1","OK"
"8jhnz","1253","OK"
"8jhou","25","OK"
"8jhp2","4","OK"
"8jhsv","2","OK"
"8jhtq","1","OK"
"8jhw3","42","OK"
"8jhw9","3","OK"
"8jhyg","3","OK"
"8ji11","3","OK"
"8ji1d","3","OK"
"8ji1k","510","OK"
"8ji1l","2667","OK"
"8ji1s","562","OK"
"8ji1u","155","Observation"
"8ji2e","1","OK"
"8ji49","13","OK"
"8ji4k","454","OK"
"8ji4m","23","OK"
"8ji4n","3","OK"
"8ji60","1","OK"
"8ji8h","110","OK"
"8ji8l","2","OK"
"8ji9t","1","OK"
"8jiak","1","OK"
"8jiam","1","OK"
"8jian","2","OK"
"8jibl","34","OK"
"8jibp","1","OK"
"8jict","52","OK"
"8jid2","1","OK"
"8jiex","247","OK"
"8jif4","3","OK"
"8jifa","5","OK"
"8jiff","41","OK"
"8jigh","60","OK"
"8jik8","1","OK"
"8jil2","3","OK"
"8jim2","2","OK"
"8jin3","4","OK"
"8jior","212","OK"
"8jisx","55","OK"
"8jith","3","OK"
"8jiu2","1","OK"
"8jiuc","134","OK"
"8jiwm","1","OK"
"8jiy2","61","OK"
"8jiy8","5","OK"
"8jiz8","2","OK"
"8jj05","1","OK"
"8jj1n","263","OK"
"8jj1s","1","OK"
"8jj35","1","OK"
"8jj3f","6","OK"
"8jj6m","46","OK"
"8jj7t","18952","OK"
"8jj80","1","OK"
"8jj96","2","OK"
"8jj9d","7","OK"
"8jjao","248","Observation"
"8jjap","1663","OK"
"8jjc5","6642","OK"
"8jjds","41","OK"
"8jjhc","1","OK"
"8jjji","6092","OK"
"8jjo9","89","OK"
"8jjph","1","OK"
"8jjs6","1530","Fraud"
"8jjsg","20","OK"
"8jjve","9","OK"
"8jjvh","6","OK"
"8jjxl","2","OK"
"8jk01","2434","OK"
"8jk02","106","OK"
"8jk0d","227","Fraud"
"8jk15","2349","OK"
"8jk1x","753","OK"
"8jk3i","171","OK"
"8jk4m","13998","OK"
"8jk57","63","OK"
"8jk7c","3","OK"
"8jk8e","3","OK"
"8jk8g","23768","OK"
"8jk8n","1","OK"
"8jka2","3","OK"
"8jkce","11","OK"
"8jkdf","414","OK"
"8jkdr","49","OK"
"8jkea","9640","OK"
"8jkec","216","OK"
"8jked","1203","OK"
"8jkfd","1399","OK"
"8jkff","78","OK"
"8jkh1","993","Observation"
"8jkhu","2","OK"
"8jkhv","1","OK"
"8jkij","2278","OK"
"8jkk9","1","OK"
"8jkmi","108","OK"
"8jkof","307","OK"
"8jkor","756","OK"
"8jkp0","844","OK"
"8jkp1","4398","OK"
"8jkqn","120","OK"
"8jkrj","74","OK"
"8jks4","11","OK"
"8jksm","33","OK"
"8jkt3","1","OK"
"8jktn","4110","OK"
"8jku2","1","OK"
"8jkul","3511","OK"
"8jkv1","201","OK"
"8jkv9","19","OK"
"8jkve","1494","OK"
"8jkwc","1477","OK"
"8jkwu","13","OK"
"8jky9","195","OK"
"8jl02","16","OK"
"8jl05","70","OK"
"8jl0l","9000","OK"
"8jl0o","1","OK"
"8jl1o","114","OK"
"8jl1u","39","OK"
"8jl23","7","OK"
"8jl39","1","OK"
"8jl3n","87","OK"
"8jl3y","322","Fraud"
"8jl43","6","OK"
"8jl4l","2","OK"
"8jl61","24","OK"
"8jl6e","3293","OK"
"8jl7q","613","OK"
"8jla6","455","OK"
"8jlad","1","OK"
"8jlah","2","OK"
"8jlc5","156","OK"
"8jli0","5933","OK"
"8jlic","68","OK"
"8jlii","94","OK"
"8jlis","15791","OK"
"8jljk","2","OK"
"8jljl","1","OK"
"8jljm","75","OK"
"8jljq","6","OK"
"8jljr","148474","OK"
"8jlju","51","OK"
"8jlk3","2838","OK"
"8jlkt","20","OK"
"8jlms","51","OK"
"8jlmv","15","OK"
"8jlmz","1","OK"
"8jln6","67","OK"
"8jlnl","99","OK"
"8jlos","2253","OK"
"8jlpw","2757","OK"
"8jlpz","95","OK"
"8jlr2","2","OK"
"8jlru","2","OK"
"8jlt1","3113","OK"
"8jlu6","678","Fraud"
"8jlus","905","OK"
"8jlyt","2","OK"
"8jlzr","594","OK"
"8jm0h","2","OK"
"8jm0y","1","OK"
"8jm18","12","OK"
"8jm4d","123","OK"
"8jm4h","10148","OK"
"8jm4p","1","OK"
"8jm4v","454","OK"
"8jm5b","9","OK"
"8jm5w","1725","OK"
"8jm90","880","OK"
"8jm9p","2113","OK"
"8jmbn","2","OK"
"8jmch","744","OK"
"8kuma","2","OK"
"8kump","71","OK"
"8kumu","644","Fraud"
"8kun0","2","OK"
"8kun1","67","OK"
"8kun5","10","Fraud"
"8kuno","1","OK"
"8kunr","24","OK"
"8kunx","32","OK"
"8kuo4","1","OK"
"8kuo5","93","OK"
"8kuov","7","OK"
"8kuph","1","OK"
"8kupw","1","OK"
"8kupz","1","OK"
"8kuq2","13","OK"
"8kuqa","87","OK"
"8kuqd","17","OK"
"8kuql","11","OK"
"8kuro","5","OK"
"8kus3","352","OK"
"8kus9","687","OK"
"8kusa","1744","OK"
"8kusb","4531","OK"
"8kusi","2","OK"
"8kusr","15","OK"
"8kuti","2","OK"
"8kuto","926","OK"
"8kutv","2","OK"
"8kuuh","1","OK"
"8kuv3","1","OK"
"8kuv8","1","OK"
"8kuv9","560","Observation"
"8kuva","185","OK"
"8kuvb","2119","Fraud"
"8kuvj","121","OK"
"8kuvn","10","OK"
"8kuvt","25134","OK"
"8kuvy","1","OK"
"8kux8","18","OK"
"8kuxa","19094","Observation"
"8kuxc","1","OK"
"8kuxg","3","OK"
"8kuxh","13","OK"
"8kuxi","4","OK"
"8kuxj","13","OK"
"8kuxk","1","OK"
"8kuxp","1","OK"
"8kuy3","1","OK"
"8kuy4","1","OK"
"8kuy9","1","OK"
"8kuyg","1076","OK"
"8kuyp","1","OK"
"8kuys","72","OK"
"8kuze","3","OK"
"8kuzg","15","OK"
"8kuzj","38","OK"
"8kuzl","15","OK"
"8kv08","2931","OK"
"8kv0e","50","OK"
"8kv0o","3","OK"
"8kv0s","10762","Observation"
"8kv3c","11","OK"
"8kv3v","131","Fraud"
"8kv42","2","OK"
"8kv4a","3","OK"
"8kv4d","1","OK"
"8kv4k","10","OK"
"8kv4v","55","OK"
"8kv4x","2","OK"
"8kv5a","1","OK"
"8kv5w","152","Fraud"
"8kv5y","1","OK"
"8kv6q","1","OK"
"8kv6v","350","Fraud"
"8kv6y","16","OK"
"8kv74","136","OK"
"8kv77","3","OK"
"8kv7n","109","Fraud"
"8kv7x","105","Fraud"
"8kv80","7","OK"
"8kv8i","3","OK"
"8kv8s","17","OK"
"8kv90","55","OK"
"8kv97","45","OK"
"8kv9a","27","OK"
"8kv9b","7","OK"
"8kvad","99","OK"
"8kvas","85","OK"
"8kvax","47","OK"
"8kvb3","2","OK"
"8kvbe","7","OK"
"8kvbi","2","OK"
"8kvc4","39","OK"
"8kvc7","24","OK"
"8kvc8","3","OK"
"8kvcs","2","OK"
"8kvct","1","OK"
"8kvdh","4","OK"
"8kve7","136","OK"
"8kvec","57","OK"
"8kven","8","OK"
"8kveo","27","OK"
"8kveq","12","OK"
"8kvey","5","OK"
"8kvfl","1","OK"
"8kvfn","4","OK"
"8kvfr","712","OK"
"8kvg3","1","OK"
"8kvgc","1","OK"
"8kvgp","1","OK"
"8kvgr","8","OK"
"8kvgs","5","OK"
"8kvh1","4","OK"
"8kvh9","4","OK"
"8kvhd","9","OK"
"8kvhi","2088","OK"
"8kvhp","4","OK"
"8kvhz","1","OK"
"8kvie","4","OK"
"8kvil","2","OK"
"8kvim","677","OK"
"8kviw","254","OK"
"8kvj1","61","OK"
"8kvjl","1","OK"
"8kvkh","1","OK"
"8kvkj","9","OK"
"8kvkq","71","OK"
"8kvkw","51","OK"
"8kvl0","25","OK"
"8kvl1","64","OK"
"8kvl2","134","OK"
"8kvl6","156","OK"
"8kvl7","378","OK"
"8kvl8","1","OK"
"8kvlp","364","OK"
"8kvlq","9","OK"
"8kvm0","242","OK"
"8kvm1","166","OK"
"8kvm2","1267","OK"
"8kvm6","544","OK"
"8kvm7","63","OK"
"8kvma","1","OK"
"8kvmd","2","OK"
"8kvmf","17","OK"
"8kvmo","10","OK"
"8kvmr","257","OK"
"8kvna","327","OK"
"8kvnb","171","Observation"
"8kvnu","6","OK"
"8kvo1","79","OK"
"8kvos","2","OK"
"8kvot","4","OK"
"8kvpb","12","OK"
"8kvpc","7","OK"
"8kvpe","13","OK"
"8kvpg","5","OK"
"8kvpr","1","OK"
"8kvpw","9","OK"
"8kvq0","26","OK"
"8kvqh","18","OK"
"8kvqm","20","OK"
"8kvqp","4","OK"
"8kvr5","3","OK"
"8kvr9","1","OK"
"8kvrh","1","OK"
"8kvrr","1","OK"
"8kvry","3","OK"
"8kvs0","118","OK"
"8kvs1","1","OK"
"8kvs9","6","OK"
"8kvsu","34","OK"
"8kvtr","1","OK"
"8kvtw","1","OK"
"8kvty","491","OK"
"8kvu3","1","OK"
"8kvu7","4","OK"
"8kvug","84","OK"
"8kvuh","17","OK"
"8kvv2","290","Observation"
"8kvv3","4","OK"
"8kvv4","299","OK"
"8kvv6","3422","OK"
"8kvv7","183","OK"
"8kvv8","1","OK"
"8kvvd","1075","OK"
"8kvvh","349","Observation"
"8kvxs","1","OK"
"8kvy3","3","OK"
"8kvyf","14","OK"
"8kvyo","217","OK"
"8kvyr","24","OK"
"8kvzp","2","OK"
"8kw03","4","OK"
"8kw0f","417","Observation"
"8kw0n","10","OK"
"8kw15","3","OK"
"8kw19","255","OK"
"8kw1q","20","OK"
"8kw28","1","OK"
"8kw2n","1","OK"
"8kw39","1","OK"
"8kw3g","1214","OK"
"8kw4u","4","OK"
"8kw4v","803","Fraud"
"8kw4x","8","OK"
"8kw4z","151","OK"
"8kw53","7","OK"
"8kw5p","2","OK"
"8kw5u","508","Fraud"
"8kw6d","4","OK"
"8kw70","3","OK"
"8kwzo","50","OK"
"8kwzv","73","OK"
"8kwzx","268","Fraud"
"8kwzy","39","OK"
"8kx0a","1","OK"
"8kx0h","6","OK"
"8kx0o","143","OK"
"8kx0y","43","OK"
"8kx17","3","OK"
"8kx19","33","OK"
"8kx1q","1","OK"
"8kx1z","1","Observation"
"8kx21","1","OK"
"8kx25","11","OK"
"8kx29","1","OK"
"8kx2a","1","OK"
"8kx2d","140","Fraud"
"8kx2g","1","OK"
"8kx2r","5","OK"
"8kx2u","171","Fraud"
"8kx2w","50","OK"
"8kx31","10411","OK"
"8kx33","3","OK"
"8kx37","17","OK"
"8kx3a","32","OK"
"8kx3b","5","OK"
"8kx3c","50","OK"
"8kx3f","42","OK"
"8kx3i","20","OK"
"8kx3q","109","OK"
"8kx3r","3","OK"
"8kx47","6","OK"
"8kx4j","2","OK"
"8kx5a","343","OK"
"8kx5c","8","OK"
"8kx5g","20","OK"
"8kx5q","1","Observation"
"8kx6b","1","Observation"
"8kx86","2","Observation"
"8kxdu","20","OK"
"8kxe3","1","OK"
"8kxee","563","OK"
"8kxef","1","OK"
"8kxel","10","Fraud"
"8kxem","11","Fraud"
"8kxep","19","OK"
"8kxer","56","OK"
"8kxev","2","OK"
"8kxew","2","OK"
"8kxez","1","OK"
"8kxf2","443","OK"
"8kxf4","14","OK"
"8kxfb","35","OK"
"8kxfu","1","OK"
"8kxgk","3","OK"
"8kxgm","21","OK"
"8kxgs","667","Fraud"
"8kxgt","186","OK"
"8kxgu","542","OK"
"8kxgv","533","Fraud"
"8kxgy","14","OK"
"8kxhd","1","OK"
"8kxhn","4","OK"
"8kxhp","1","OK"
"8kxhq","5706","OK"
"8kxij","2874","Fraud"
"8kxik","4","OK"
"8kxim","1","OK"
"8kxj4","7","OK"
"8kxj8","45","OK"
"8kxjw","66","OK"
"8kxjy","71","OK"
"8kxkx","1233","Observation"
"8kxl2","1","OK"
"8kxl3","895","Fraud"
"8kxla","46","OK"
"8kxlk","436","OK"
"8kxll","492","OK"
"8kxlo","17","OK"
"8kxlp","664","OK"
"8kxlq","23","OK"
"8kxlr","975","OK"
"8kxlt","390","OK"
"8kxlv","633","Fraud"
"8kxly","1131","Fraud"
"8kxm0","20","OK"
"8kxm9","106","OK"
"8kxmh","115","Fraud"
"8kxml","22","OK"
"8kxmm","1","OK"
"8kxmo","3","OK"
"8kxn2","1","OK"
"8kxn5","31","OK"
"8kxnk","7","OK"
"8kxnl","3412","OK"
"8kxnm","693","Fraud"
"8kxnn","140","Observation"
"8kxnw","66","OK"
"8kxo5","1","OK"
"8kxoj","406","Observation"
"8kxom","34","OK"
"8kxor","9","OK"
"8kxos","2","OK"
"8kxox","9","OK"
"8kxoy","150","Fraud"
"8kxp5","1","OK"
"8kxpa","1","OK"
"8kxpd","16","OK"
"8kxpq","43","OK"
"8kxpv","124","OK"
"8kxq6","641","OK"
"8kxqd","53","OK"
"8kxqf","2","OK"
"8kxqj","76","OK"
"8kxqk","1038","Observation"
"8kxqm","111","OK"
"8kxqw","38","OK"
"8kxr9","632","Observation"
"8kxrb","63","Observation"
"8kxrc","46","OK"
"8kxre","429","Observation"
"8kxri","40","OK"
"8kxrj","28","OK"
"8kxrs","38","OK"
"8kxtp","31","OK"
"8kxvk","280","OK"
"8kxxf","30","OK"
"8kxzn","1","OK"
"8kxzu","418","OK"
"8ky0g","1","OK"
"8ky0o","4","OK"
"8ky15","36","OK"
"8ky18","1","OK"
"8ky1v","5","OK"
"8ky22","26","OK"
"8ky2b","2","OK"
"8ky2f","2","OK"
"8ky2l","3","OK"
"8ky2n","1","OK"
"8ky46","38","OK"
"8ky4j","16","OK"
"8ky4k","28","OK"
"8ky4n","7","OK"
"8ky4r","1","OK"
"8ky4x","1","OK"
"8ky50","1","OK"
"8ky5c","14","OK"
"8ky5s","1","OK"
"8ky6d","2","OK"
"8ky6h","135","Fraud"
"8ky6n","101","Fraud"
"8ky6u","7","OK"
"8ky6v","29","OK"
"8ky77","4","OK"
"8ky8n","7","OK"
"8ky8r","3","OK"
"8ky93","3","OK"
"8ky9n","1","OK"
"8kyao","1","OK"
"8kyb9","3","OK"
"8kybc","2","OK"
"8kybl","1854","OK"
"8kybu","1","OK"
"8kyc0","2","OK"
"8kycf","1","OK"
"8kycw","65","OK"
"8kydv","268","Fraud"
"8kygk","32","OK"
"8kygl","3","OK"
"8kygo","1","OK"
"8kygq","106","OK"
"8kygz","1","OK"
"8kyhj","1","OK"
"8kyiq","10","OK"
"8kyjt","9","OK"
"8kyk5","42","OK"
"8kyka","2","OK"
"8kyl4","30","OK"
"8kyl5","40","OK"
"8kyld","15","OK"
"8kymr","1","OK"
"8kynd","7","OK"
"8kynk","3","OK"
"8kyov","1330","Fraud"
"8kyow","3","OK"
"8kyoy","1","OK"
"8kyp1","78","OK"
"8kyp7","2","OK"
"8kyp8","4","OK"
"8kypd","60","OK"
"8kypr","8","OK"
"8kyqu","1","OK"
"8kyre","1","OK"
"8kysj","12","OK"
"8kyss","2","OK"
"8kytg","1","OK"
"8kyu8","5","OK"
"8kyvb","2012","OK"
"8kyvg","3","OK"
"8kyvt","2","OK"
"8kyvw","8","OK"
"8kyw0","6","OK"
"8kyw6","27","OK"
"8kywb","75","OK"
"8kywm","1","OK"
"8kywq","1","OK"
"8kywy","100","OK"
"8kyxs","1","OK"
"8kyxz","1","OK"
"8kyyv","5","OK"
"8kyz1","12","OK"
"8kyzp","11676","OK"
"8kz2d","12","OK"
"8kz2e","1","OK"
"8kz2y","1","OK"
"8kz4p","1","OK"
"8kz5j","6","OK"
"8kz64","38","OK"
"8kz6l","1","OK"
"8kz6p","661","Fraud"
"8kz6r","1","OK"
"8kz74","1","OK"
"8kz7h","1","OK"
"8kz7i","1","OK"
"8kz7z","9","OK"
"8kz81","14","OK"
"8kz84","164","OK"
"8kz8a","22","OK"
"8kz9c","7","OK"
"8kz9e","6","OK"
"8kz9f","1940","OK"
"8kz9k","1","OK"
"8kz9x","2","OK"
"8kzaf","1","OK"
"8kzbb","2757","OK"
"8kzbg","14","OK"
"8kzd5","2","OK"
"8kzds","10","OK"
"8kzen","21","OK"
"8kzep","37","OK"
"8kzer","5","OK"
"8kzes","1","OK"
"8kzf2","2","OK"
"8kzf5","1","OK"
"8kzfo","76","OK"
"8kzgc","1","OK"
"8kzgf","2","OK"
"8kzhr","5","OK"
"8kzhu","1","OK"
"8kzhz","5","OK"
"8kzi1","2","OK"
"8kzi5","1","OK"
"8kzjk","243","Fraud"
"8kzjq","28","OK"
"8kzjy","2","OK"
"8kzkc","3","OK"
"8kzkl","22","OK"
"8kzkp","4","OK"
"8kzkq","1","OK"
"8kzl3","2","OK"
"8kzl6","2","OK"
"8kzlb","1","OK"
"8kzll","85","OK"
"8kzlm","3","OK"
"8kzm1","414","Fraud"
"8kzmh","2","OK"
"8kzmx","1","OK"
"8kzmy","30","OK"
"8kzna","1958","OK"
"8kznn","187","OK"
"8kznw","24","OK"
"8kzo4","4","OK"
"8kzom","1","OK"
"8kzpi","8","OK"
"8kzq3","2","OK"
"8kzqd","375","OK"
"8kzqe","2","OK"
"8kzqo","2","OK"
"8kzr4","42","OK"
"8kzr5","50","OK"
"8kzr6","61","OK"
"8kzr7","86","OK"
"8kzr9","50","OK"
"8kzss","45","OK"
"8kzst","48","OK"
"8kzsu","38","OK"
"8kzt1","564","OK"
"8kztj","2","OK"
"8kztp","2","OK"
"8kztq","74","OK"
"8kzu3","6","OK"
"8kzuk","9","OK"
"8kzv1","89","OK"
"8kzvn","3460","OK"
"8kzw1","14","OK"
"8kzwc","9","OK"
"8kzwu","259","OK"
"8kzx6","9","OK"
"8kzxc","41","OK"
"8kzxk","87","OK"
"8kzxo","8","OK"
"8kzxz","1136","OK"
"8kzy2","3","OK"
"8kzy5","1120","OK"
"8kzyi","1912","Observation"
"8kzyz","3","OK"
"8l004","1","OK"
"8l00g","1366","OK"
"8l00h","31","Fraud"
"8l00x","1","OK"
"8l014","4","OK"
"8l01a","9","OK"
"8l01b","1","OK"
"8l01g","19","OK"
"8l01w","1","OK"
"8l01y","8","OK"
"8l029","8","OK"
"8l02e","1","OK"
"8l02g","2","OK"
"8l02m","2","OK"
"8l02n","1","OK"
"8l02t","15","OK"
"8l02x","143","OK"
"8l03g","2","OK"
"8l03j","14","OK"
"8l046","2","OK"
"8l04m","26","OK"
"8l04x","44","OK"
"8l04z","202","OK"
"8l050","40","OK"
"8l051","45","OK"
"8l052","39","OK"
"8l053","43","OK"
"8l05k","4","OK"
"8l05l","203","OK"
"8l05z","3","OK"
"8l061","26","OK"
"8l063","30","OK"
"8l06b","1","OK"
"8l071","283","OK"
"8l07i","201","OK"
"8l07n","5","OK"
"8l07q","1","OK"
"8l07t","1","OK"
"8l08l","2","OK"
"8l09b","89","OK"
"8l0a0","50","OK"
"8l0aq","4","OK"
"8l0b4","106","OK"
"8l0bl","934","Observation"
"8l0bm","4","OK"
"8l0c2","25","OK"
"8l0ca","408","OK"
"8l0cx","21","OK"
"8l0e4","39","OK"
"8l0f6","18","OK"
"8l0fs","1","OK"
"8l0fv","2","OK"
"8l0fx","1","OK"
"8l0gr","8","OK"
"8l0ho","8","OK"
"8l0i4","2","OK"
"8l0io","44","OK"
"8l0iu","31","OK"
"8l0iv","33","OK"
"8l0j8","2","OK"
"8l0jf","37","OK"
"8l0k0","1","OK"
"8l0k9","1","OK"
"8l0l8","1","OK"
"8l0lh","8","OK"
"8l0lm","1","OK"
"8l0lv","3","OK"
"8l0m2","2","OK"
"8l0m9","12","OK"
"8l0mw","7","OK"
"8l0n5","5","OK"
"8l0ng","11","OK"
"8l0nw","7","OK"
"8l0p1","27","OK"
"8l0p8","5","OK"
"8l0q6","3402","Fraud"
"8l0r9","6","OK"
"8l0rb","75","Fraud"
"8l0rp","28","OK"
"8l0rq","666","OK"
"8l0rr","40","OK"
"8l0sm","1951","OK"
"8l0sw","3","OK"
"8l0t1","17","OK"
"8l0t3","1","OK"
"8l0t6","3","OK"
"8l0td","1","OK"
"8l0ty","1","OK"
"8l0u5","1","OK"
"8l0uu","20","OK"
"8l0v8","778","Observation"
"8l0v9","6322","OK"
"8l0w0","1","OK"
"8l0wx","145","OK"
"8l0wz","5","OK"
"8l0x3","93","OK"
"8l0x4","3","OK"
"8l0x9","4","OK"
