"partnerid","TimeatVariance1Min","TimeatVariance5Min","TimeatVariance3Hr","TimeatVariance6Hr","status"
"8in0q","0.00","0.00","0.00","0.00","OK"
"8in1c","0.00","0.07","0.84","2.00","OK"
"8in1d","2.39","2.39","7.52","24.63","OK"
"8in1s","2.14","25.52","17018.35","68366.00","OK"
"8in1t","0.44","4.01","1215.52","5375.61","OK"
"8in1y","0.00","0.00","0.00","0.00","OK"
"8in20","0.00","0.00","0.00","0.00","OK"
"8in2d","0.00","0.00","0.56","1.00","OK"
"8in2g","0.00","0.00","0.00","0.00","OK"
"8in34","0.09","0.13","0.83","1.36","OK"
"8in35","0.22","0.50","8.72","16.91","OK"
"8in36","0.00","0.00","0.00","0.00","OK"
"8in3c","0.61","5.96","2188.95","5305.33","OK"
"8in41","0.00","0.00","0.00","0.00","OK"
"8in43","0.00","0.00","0.00","0.00","OK"
"8in49","0.00","0.00","0.56","0.64","OK"
"8in4e","0.00","0.00","0.00","0.00","OK"
"8in66","0.03","0.12","2.11","6.64","OK"
"8in69","37.51","814.98","808331.57","999999.99","OK"
"8in6a","89.36","1439.53","553380.72","999999.99","OK"
"8in7f","0.07","0.43","49.13","140.24","OK"
"8in80","0.00","0.00","0.12","0.12","OK"
"8in8e","0.12","0.92","214.73","871.83","Fraud"
"8in8l","0.00","0.00","0.25","0.00","OK"
"8in8z","0.00","0.00","4.00","0.00","OK"
"8in9f","0.00","0.00","0.00","0.00","OK"
"8in9m","0.00","0.00","1.41","1.67","OK"
"8ina8","0.00","0.00","0.00","0.00","OK"
"8inag","0.49","0.49","0.58","1.19","OK"
"8inat","0.00","0.19","0.19","0.19","OK"
"8inay","12.44","209.09","150203.26","593390.09","OK"
"8inbg","0.00","0.00","0.00","0.00","OK"
"8inca","0.00","0.00","0.00","0.00","OK"
"8incg","0.00","0.00","0.00","0.00","OK"
"8inch","0.00","0.00","0.00","0.00","OK"
"8inck","0.07","0.32","36.02","88.02","OK"
"8ind9","0.00","0.00","0.00","0.00","OK"
"8indc","0.03","0.08","7.56","11.33","OK"
"8inei","0.10","0.37","60.23","182.54","OK"
"8inf7","0.05","0.16","3.89","10.91","OK"
"8ingg","0.07","0.20","2.75","3.29","OK"
"8ings","0.03","0.26","22.24","71.05","OK"
"8inhr","0.48","3.96","1428.72","4971.56","OK"
"8ini4","0.14","0.66","6.67","8.69","OK"
"8ini5","0.00","0.00","0.00","0.00","OK"
"8inig","0.05","0.19","7.72","15.41","OK"
"8inil","0.02","0.09","5.94","17.21","OK"
"8injc","0.08","0.12","1.33","3.00","OK"
"8injo","1.00","1.00","1.00","1.00","OK"
"8inkd","0.11","0.11","0.49","1.25","OK"
"8inld","0.00","0.00","0.00","0.00","OK"
"8inn7","0.12","0.99","211.67","602.56","OK"
"8ino6","0.55","4.34","1241.11","6363.23","OK"
"8inp3","0.00","0.38","1.19","1.14","OK"
"8inrc","0.14","0.32","1.29","3.44","OK"
"8ins1","0.04","0.27","27.25","82.18","OK"
"8insm","0.00","0.04","0.92","1.41","OK"
"8insr","0.25","0.25","0.25","0.25","OK"
"8intf","0.04","0.14","2.03","6.69","OK"
"8inu8","0.12","0.12","0.64","0.64","OK"
"8inum","0.10","0.34","42.61","148.18","OK"
"8invg","0.00","0.00","0.00","0.00","OK"
"8inwd","0.04","0.16","11.28","35.56","OK"
"8inwo","0.14","0.82","35.25","118.84","OK"
"8inwq","0.05","0.13","11.21","14.23","OK"
"8inwx","0.00","0.00","0.16","0.16","OK"
"8inz6","0.04","0.11","2.65","5.72","OK"
"8inz8","0.11","0.37","35.94","101.19","OK"
"8io28","0.00","0.02","2.15","6.53","OK"
"8io3k","0.00","0.25","0.25","0.25","OK"
"8io3v","0.00","0.00","0.00","0.00","OK"
"8io4k","0.00","0.00","0.00","0.00","OK"
"8io4t","0.00","0.00","0.14","0.14","OK"
"8io5j","0.30","2.57","835.97","2388.25","OK"
"8io5s","0.47","5.03","2394.77","6303.10","OK"
"8io79","0.00","0.00","0.00","0.00","OK"
"8io7a","0.00","0.25","0.25","0.25","OK"
"8io8s","0.09","0.33","13.98","15.17","OK"
"8io95","0.03","0.25","6.23","11.19","OK"
"8io9t","0.00","0.00","0.19","0.45","OK"
"8ioac","0.00","0.00","0.95","3.54","OK"
"8ioad","0.11","0.70","192.36","550.49","Observation"
"8ioaf","0.05","0.26","76.40","281.44","OK"
"8iob1","0.23","1.13","7.19","10.01","OK"
"8ioby","0.00","0.10","0.53","1.60","OK"
"8iofb","0.16","0.16","0.75","0.75","OK"
"8iohm","0.00","0.00","0.00","0.00","OK"
"8ioj0","0.00","0.00","0.00","0.00","OK"
"8iok5","0.00","0.00","0.00","0.00","OK"
"8iokr","0.00","0.00","0.00","0.00","OK"
"8ioml","0.00","0.00","0.00","0.00","OK"
"8iomw","0.00","0.00","0.00","0.00","OK"
"8ionb","0.00","0.00","0.00","0.00","OK"
"8ionh","0.00","0.00","0.00","0.00","OK"
"8ionj","0.00","0.00","0.19","0.19","OK"
"8ioo5","0.00","0.06","0.37","0.54","OK"
"8ioo7","0.00","0.00","0.08","0.20","OK"
"8ioov","0.00","0.00","0.00","0.00","OK"
"8ioqe","0.21","1.32","355.52","1077.61","OK"
"8ior0","0.00","0.00","0.12","0.12","OK"
"8iory","0.00","0.00","0.00","0.00","OK"
"8iosv","0.62","5.28","2431.51","8425.17","OK"
"8iot1","0.16","0.79","145.12","502.86","OK"
"8iott","0.00","0.00","0.00","0.00","OK"
"8iou1","0.00","0.00","0.24","0.33","OK"
"8iou5","0.00","0.00","0.00","0.00","OK"
"8iou8","0.05","0.25","17.51","56.85","OK"
"8ioui","0.00","0.00","0.00","0.00","OK"
"8ioul","0.00","0.00","0.25","0.25","OK"
"8iow5","0.00","0.14","0.00","0.00","OK"
"8iowu","0.05","0.37","2.89","10.00","OK"
"8ioyh","0.00","0.00","0.00","0.00","OK"
"8ioyz","0.00","0.00","0.00","0.00","OK"
"8iozi","0.04","0.09","1.72","2.02","OK"
"8ip10","0.25","0.25","0.25","0.25","OK"
"8ip1i","0.00","0.00","0.00","0.00","OK"
"8ip1v","0.19","1.32","521.53","1882.21","OK"
"8ip45","6.72","97.63","50074.80","166341.63","OK"
"8ip46","0.00","0.00","0.25","0.67","OK"
"8ip4d","9.44","171.95","124058.74","363929.01","OK"
"8ip5p","0.35","3.30","1366.16","3962.98","OK"
"8ip5q","0.07","0.43","50.95","147.62","OK"
"8ip65","0.00","0.00","0.00","0.00","OK"
"8ip71","0.24","1.77","328.89","1172.39","Observation"
"8ip85","0.00","0.00","0.00","0.00","OK"
"8ip8o","0.00","0.00","0.19","0.19","OK"
"8ipat","0.00","0.19","0.19","0.22","OK"
"8ipcr","0.00","0.00","0.12","0.64","OK"
"8ipdk","0.00","0.00","0.00","0.00","OK"
"8ipdp","0.00","0.00","0.25","0.67","OK"
"8ipdr","0.00","0.00","0.22","0.22","OK"
"8ipeq","0.00","0.00","0.75","0.75","OK"
"8ipg0","0.00","0.00","0.00","0.19","OK"
"8ipg1","0.00","0.00","0.00","0.19","OK"
"8ipgq","0.00","0.00","0.78","2.61","OK"
"8ipgz","0.00","0.00","0.00","0.00","OK"
"8iph1","0.00","0.00","0.00","0.00","OK"
"8ipif","0.00","0.00","0.25","0.25","OK"
"8ipiu","0.00","0.00","0.19","0.19","OK"
"8ipks","0.00","0.14","1.18","3.70","OK"
"8ipls","0.42","1.91","27.90","68.69","OK"
"8ipm4","0.06","0.06","0.64","1.35","OK"
"8ipn0","0.00","0.00","0.00","0.24","OK"
"8ipoi","0.00","0.00","0.00","0.00","OK"
"8ipoo","0.20","1.06","212.40","560.46","OK"
"8ippe","0.00","0.14","0.24","0.19","OK"
"8ippl","0.00","0.00","0.22","0.22","OK"
"8ipr3","0.05","0.16","21.75","54.41","OK"
"8iprx","0.00","0.00","0.00","0.00","OK"
"8ipxe","0.04","0.18","26.89","75.14","OK"
"8ipxf","0.25","0.25","0.25","0.25","OK"
"8iq0e","0.22","1.09","77.95","245.69","OK"
"8iq0h","0.00","0.00","0.00","0.00","OK"
"8iq0l","0.07","0.24","8.14","25.82","OK"
"8iq0m","0.25","0.25","0.25","0.25","OK"
"8iq0q","0.00","0.11","3.21","9.81","OK"
"8iq0r","0.16","0.75","0.67","1.00","OK"
"8iq11","0.00","0.00","0.00","0.00","OK"
"8iq1n","0.00","0.12","0.22","0.22","OK"
"8iq1z","0.13","0.79","118.96","472.37","Observation"
"8iq22","0.05","0.34","36.40","75.33","OK"
"8iq3b","0.12","0.15","2.11","3.65","OK"
"8iq4r","0.23","1.36","248.53","706.77","OK"
"8iq53","2.60","43.05","31213.35","82896.33","OK"
"8iq7l","0.00","0.00","0.00","0.00","OK"
"8iq7q","0.05","0.10","1.21","1.63","OK"
"8iq85","0.00","0.00","0.38","0.88","OK"
"8iqbs","0.00","0.00","0.19","0.22","OK"
"8iqd8","0.00","0.00","0.00","0.00","OK"
"8iqde","0.00","0.07","3.22","4.77","OK"
"8iqe6","0.00","0.00","0.20","0.25","OK"
"8iqec","0.00","0.00","0.00","0.00","OK"
"8iqee","0.00","0.00","0.00","0.00","OK"
"8iqez","0.00","0.00","0.00","0.00","OK"
"8iqfg","0.00","0.22","0.00","0.00","OK"
"8iqhl","0.00","0.00","0.22","0.22","OK"
"8iqip","0.00","0.00","0.00","0.00","OK"
"8iqjj","0.00","0.00","0.00","0.00","OK"
"8iqk3","0.00","0.10","1.06","3.50","OK"
"8iqks","0.00","0.00","0.19","0.19","OK"
"8iqni","0.00","0.00","0.49","0.56","OK"
"8iqnn","0.64","0.64","1.69","1.69","OK"
"8iqnv","2.87","41.39","31286.56","122491.44","OK"
"8iqp5","0.00","0.00","0.00","0.00","OK"
"8iqqe","0.00","0.00","0.14","0.24","OK"
"8iqr5","0.00","0.00","0.00","0.00","OK"
"8iqsf","0.00","0.00","0.00","0.00","OK"
"8iqsw","0.00","0.00","0.00","0.00","OK"
"8iqtd","0.00","0.00","0.00","0.00","OK"
"8iqth","3.30","24.25","71.10","110.56","OK"
"8iqu0","0.00","0.00","0.00","0.00","OK"
"8iqu4","0.00","0.00","0.00","0.00","OK"
"8iqu5","0.00","0.00","0.00","0.00","OK"
"8iqua","0.00","0.00","0.00","0.00","OK"
"8iqug","0.18","1.23","223.00","1010.06","OK"
"8iqur","0.00","0.00","0.00","0.00","OK"
"8iquu","0.00","0.00","0.00","0.00","OK"
"8iqvd","0.00","0.00","0.00","0.00","OK"
"8iqvi","2.06","2.14","6.12","20.64","OK"
"8iqvo","0.00","0.00","0.19","0.19","OK"
"8iqvp","0.14","0.64","1.69","1.69","OK"
"8iqvs","0.00","0.00","0.89","0.89","OK"
"8iqw0","0.00","0.00","0.00","0.00","OK"
"8iqw1","0.05","0.46","102.05","262.85","OK"
"8iqw2","0.00","0.06","1.98","4.36","OK"
"8iqw6","0.04","0.26","18.53","49.98","OK"
"8iqw8","0.00","0.02","2.65","3.64","OK"
"8iqw9","0.00","0.00","0.56","2.69","OK"
"8iqwa","0.00","0.04","0.70","1.34","OK"
"8iqwb","0.00","0.00","0.16","0.16","OK"
"8iqwc","0.13","0.60","1.50","4.26","OK"
"8iqwe","0.00","0.00","0.00","0.00","OK"
"8iqwf","0.00","0.00","0.00","0.00","OK"
"8iqwy","0.00","0.00","0.00","0.00","OK"
"8iqx9","0.08","0.36","1.04","0.50","OK"
"8iqxa","0.00","0.00","0.87","1.91","OK"
"8iqxb","0.00","0.00","0.14","0.64","OK"
"8iqxi","0.00","0.00","0.00","0.00","OK"
"8iqym","0.00","0.00","0.00","0.00","OK"
"8iqyw","0.13","0.64","79.51","276.64","OK"
"8iqzc","0.06","0.66","130.31","337.16","OK"
"8iqzg","0.04","0.13","6.45","24.41","OK"
"8iqzh","0.04","0.29","71.16","259.58","OK"
"8iqzi","0.72","6.65","4376.65","14699.01","OK"
"8iqzk","0.31","2.03","852.31","3101.33","OK"
"8iqzl","0.12","0.72","61.49","185.69","OK"
"8iqzm","0.06","0.24","19.75","52.79","OK"
"8iqzn","0.02","0.09","4.56","6.81","OK"
"8iqzo","0.03","0.20","32.45","77.14","OK"
"8iqzp","0.30","2.13","1098.47","3736.69","OK"
"8iqzs","0.24","1.00","271.74","704.77","OK"
"8iqzu","0.16","0.32","15.76","47.33","OK"
"8iqzw","0.33","3.16","1351.29","3389.98","OK"
"8iqzz","0.08","0.59","96.12","296.24","OK"
"8ir00","0.10","0.43","125.15","386.40","OK"
"8ir01","0.29","2.55","1457.83","4875.85","OK"
"8ir05","0.29","2.35","835.11","2372.38","Fraud"
"8ir06","0.07","0.56","141.87","430.70","OK"
"8ir07","0.35","2.56","1503.51","4765.56","OK"
"8ir09","0.29","2.53","1316.04","4344.56","OK"
"8ir0d","0.05","0.32","51.11","125.65","OK"
"8ir0f","0.10","0.64","150.68","509.76","OK"
"8ir0i","0.00","0.00","0.75","0.75","OK"
"8ir0v","0.00","0.00","0.00","0.00","OK"
"8ir0z","0.00","0.00","0.00","0.00","OK"
"8ir14","0.05","0.19","8.93","9.45","OK"
"8ir16","0.03","0.15","19.03","18.69","OK"
"8ir1o","0.00","0.00","0.00","0.00","OK"
"8ir25","0.00","0.00","0.58","2.56","OK"
"8ir28","0.00","0.00","0.00","0.00","OK"
"8ir2b","0.00","0.13","1.11","1.36","OK"
"8ir2e","0.00","0.02","3.91","7.91","OK"
"8ir2l","0.16","0.16","2.00","4.00","OK"
"8ir2o","0.00","0.00","0.00","0.00","OK"
"8ir2s","0.00","0.00","0.00","0.00","OK"
"8ir3v","0.09","0.40","0.48","0.47","OK"
"8ir4d","0.00","0.00","0.00","0.00","OK"
"8ir6j","0.00","0.00","0.00","0.00","OK"
"8ir6k","0.00","0.00","0.00","0.00","OK"
"8ir6w","0.00","0.00","0.00","0.00","OK"
"8ir7h","0.00","0.00","0.00","0.00","OK"
"8ir96","0.13","0.58","79.24","223.16","OK"
"8irab","3.53","50.83","29128.24","77315.23","OK"
"8irb0","0.07","0.28","1.27","1.92","OK"
"8irbp","0.10","0.63","70.76","306.09","OK"
"8irck","0.00","0.00","0.10","0.44","OK"
"8ircl","0.00","0.04","1.78","3.21","OK"
"8ircq","0.07","0.10","5.76","9.36","OK"
"8ircw","0.00","0.00","0.00","0.00","OK"
"8ircy","0.00","0.00","0.00","0.00","OK"
"8irdq","0.00","0.00","0.00","0.00","OK"
"8irdv","0.16","0.16","0.67","0.67","OK"
"8ire4","0.00","0.16","0.67","0.67","OK"
"8irek","0.00","0.00","0.00","0.00","OK"
"8irgx","0.00","0.00","0.00","0.19","OK"
"8irid","0.00","0.00","0.00","0.00","OK"
"8irih","0.20","1.33","269.96","1184.44","OK"
"8iriv","1.20","15.29","64.56","139.56","OK"
"8irjv","0.00","0.75","2.00","2.00","OK"
"8irk4","0.09","0.30","19.16","42.64","OK"
"8irkm","0.25","1.11","1.84","1.92","OK"
"8irl1","0.00","0.00","0.00","0.00","OK"
"8irlc","0.43","2.63","705.22","2374.52","OK"
"8irle","0.03","0.27","19.83","45.14","OK"
"8irll","0.46","1.97","163.85","372.85","Observation"
"8irob","24.28","256.79","149248.16","894760.70","OK"
"8irot","0.12","0.93","235.77","648.25","OK"
"8irq0","0.26","2.24","710.96","3097.67","OK"
"8irqh","0.00","0.00","0.00","0.00","OK"
"8irqi","0.00","0.00","0.00","0.00","OK"
"8irqk","0.00","0.00","0.00","0.00","OK"
"8irr8","0.00","0.00","0.00","0.00","OK"
"8irr9","0.00","0.04","4.15","5.25","OK"
"8irrl","0.00","0.00","0.00","0.00","OK"
"8irrw","0.00","0.00","0.00","0.00","OK"
"8irrx","0.15","0.75","66.85","281.44","Observation"
"8irs5","0.04","0.30","11.00","23.63","OK"
"8irsq","0.00","0.00","0.00","0.00","OK"
"8irsy","0.03","0.23","2.25","5.65","OK"
"8irt8","0.03","0.14","11.76","22.64","OK"
"8irtb","0.00","0.00","0.00","0.00","OK"
"8irtc","0.00","0.10","0.53","0.89","OK"
"8irti","0.00","0.00","0.22","0.22","OK"
"8irtu","0.00","0.00","0.00","0.00","OK"
"8iru0","0.00","0.00","0.65","1.27","OK"
"8iru3","0.00","0.00","0.00","0.00","OK"
"8irui","13.08","120.43","886.58","886.58","OK"
"8iruq","0.00","0.00","0.00","0.00","OK"
"8irvj","0.18","1.25","356.91","1294.44","OK"
"8irwu","0.00","0.00","0.00","0.00","OK"
"8irzv","0.00","0.00","0.00","0.00","OK"
"8is01","0.15","0.82","137.28","390.13","OK"
"8is0l","0.00","0.07","0.19","0.45","OK"
"8is1d","0.37","0.37","3.20","10.91","OK"
"8is20","0.00","0.03","2.33","3.09","OK"
"8is2b","0.53","5.47","1531.56","3253.56","OK"
"8is2k","0.17","1.10","274.51","913.60","Fraud"
"8is2p","0.00","0.00","0.00","0.00","OK"
"8is30","0.00","0.00","0.00","0.00","OK"
"8is32","0.00","0.00","0.00","0.00","OK"
"8is41","0.00","0.00","0.00","0.00","OK"
"8is47","0.16","0.75","4.00","4.00","OK"
"8is4p","0.00","0.00","0.00","0.00","OK"
"8is4w","0.73","6.33","158.65","300.81","OK"
"8is4x","0.05","0.14","0.63","1.98","OK"
"8is5e","0.41","2.87","1447.69","5030.44","OK"
"8is5f","0.00","0.00","0.25","0.25","OK"
"8is5h","0.60","5.62","3946.67","11836.58","Observation"
"8is5o","0.00","0.03","0.93","2.52","OK"
"8is5q","0.01","0.11","3.74","12.95","OK"
"8is5r","0.08","0.20","4.67","5.04","OK"
"8is6u","0.00","0.00","0.00","0.00","OK"
"8is82","0.35","2.68","726.99","3022.54","OK"
"8is85","0.00","0.00","0.00","0.00","OK"
"8is87","0.08","0.21","8.61","20.19","OK"
"8is8g","0.02","0.06","5.30","14.90","OK"
"8isas","0.50","4.97","1828.08","4618.79","OK"
"8isat","0.76","9.33","6544.63","19244.49","OK"
"8isau","0.25","0.00","0.00","0.00","OK"
"8isbh","0.04","0.29","3.11","7.24","OK"
"8isbo","0.00","0.00","0.00","0.00","OK"
"8isbr","0.00","0.00","0.00","0.00","OK"
"8isbz","0.04","0.10","11.43","39.67","OK"
"8isch","0.29","2.44","1372.80","4586.40","Observation"
"8iscw","0.11","0.44","8.66","18.24","OK"
"8iscy","0.05","0.20","12.24","36.54","OK"
"8isd4","0.00","0.00","0.00","0.00","OK"
"8isd6","0.00","0.00","0.00","0.00","OK"
"8isdb","0.05","0.09","6.11","13.31","OK"
"8isdq","0.00","0.00","0.41","1.55","OK"
"8ise8","0.00","0.00","0.08","0.44","OK"
"8isei","0.10","0.10","0.19","0.89","OK"
"8ises","0.15","1.20","273.86","688.28","OK"
"8iseu","0.06","0.61","2.75","2.78","OK"
"8isf7","0.01","0.07","2.54","8.40","OK"
"8isfp","0.00","0.00","0.00","0.00","OK"
"8isfs","0.00","0.00","0.00","0.00","OK"
"8isgu","0.00","0.00","0.53","1.20","OK"
"8ish6","0.20","1.39","224.00","1002.71","OK"
"8ishk","0.00","0.03","1.07","1.69","OK"
"8ishn","0.19","0.89","2.25","2.25","OK"
"8isi3","0.00","0.00","0.00","0.00","OK"
"8isj3","1.40","14.77","8560.45","37386.44","OK"
"8isj9","0.00","0.35","6.61","10.24","OK"
"8isje","0.00","0.06","7.75","15.58","OK"
"8isk1","0.00","0.00","0.00","0.00","OK"
"8isk6","0.00","0.00","0.00","0.00","OK"
"8islr","0.02","0.35","2.36","5.60","OK"
"8isme","0.00","0.00","0.12","0.56","OK"
"8ismw","0.00","0.00","0.00","0.00","OK"
"8isp2","0.00","0.00","0.00","0.00","OK"
"8isrm","0.10","0.38","28.12","52.18","OK"
"8isrt","0.00","0.00","0.00","0.00","OK"
"8issu","0.11","0.37","55.78","155.25","OK"
"8isvf","0.00","0.00","0.00","0.00","OK"
"8isxs","0.00","0.00","0.25","0.25","OK"
"8isxw","0.00","0.00","0.00","0.00","OK"
"8isyx","0.00","0.00","0.00","0.00","OK"
"8isz2","0.00","0.00","0.12","0.56","OK"
"8isz4","0.00","0.00","0.00","0.00","OK"
"8it0b","0.08","0.61","2.46","2.78","OK"
"8it0m","0.00","0.00","0.00","0.00","OK"
"8it0v","0.00","0.00","1.10","2.16","OK"
"8it18","0.00","0.00","0.16","0.75","OK"
"8it2h","0.15","0.76","203.21","762.38","OK"
"8it36","0.50","5.23","3250.56","12518.84","Fraud"
"8it3p","0.21","0.42","10.58","24.28","OK"
"8it4b","0.00","0.00","0.00","0.25","OK"
"8it51","0.05","0.33","21.72","59.62","OK"
"8it52","0.03","0.08","3.83","9.83","OK"
"8it54","0.10","0.29","25.36","25.36","OK"
"8it55","0.06","0.22","28.13","41.25","OK"
"8it57","0.00","0.00","0.22","0.22","OK"
"8it59","0.16","0.16","0.25","0.25","OK"
"8it5a","0.00","0.11","4.67","4.67","OK"
"8it5b","0.00","0.00","0.89","0.89","OK"
"8it5c","0.05","0.34","8.19","8.19","OK"
"8it5d","0.00","0.00","0.19","0.19","OK"
"8it5e","0.10","0.60","88.56","88.56","OK"
"8it5i","0.06","0.33","5.00","5.00","OK"
"8it5k","0.07","0.19","14.64","11.19","OK"
"8it5n","0.06","0.19","33.69","33.69","OK"
"8it5o","0.19","0.89","0.00","0.00","OK"
"8it5q","0.00","0.00","0.25","0.25","OK"
"8it5r","0.00","0.00","0.19","0.19","OK"
"8it5t","0.04","0.20","15.60","36.92","OK"
"8it63","0.00","0.00","0.00","0.00","OK"
"8it65","0.00","0.00","0.00","0.00","OK"
"8it66","0.00","0.00","0.00","0.00","OK"
"8it6j","0.00","0.16","2.00","2.00","OK"
"8it7k","0.00","0.00","2.00","2.00","OK"
"8it7m","0.00","0.00","0.00","0.00","OK"
"8it7o","0.00","0.07","2.69","2.69","OK"
"8it7p","0.00","0.00","1.69","1.69","OK"
"8it8j","0.05","0.34","13.54","22.64","OK"
"8it8l","0.00","0.00","0.00","0.00","OK"
"8it8q","0.00","0.00","0.00","0.00","OK"
"8it9g","0.54","4.67","1457.29","4879.29","OK"
"8it9n","0.00","0.00","0.16","0.75","OK"
"8it9p","0.15","1.21","317.68","1071.10","OK"
"8it9w","0.15","0.71","158.38","454.38","OK"
"8itaa","0.06","0.27","0.43","0.62","OK"
"8itap","1.06","11.06","6190.52","23052.18","Observation"
"8itat","0.00","0.00","0.00","0.00","OK"
"8itb0","14.91","296.24","323960.12","999999.99","OK"
"8itb1","8.50","152.86","124157.05","372694.39","OK"
"8itcr","0.43","3.82","1256.16","4520.24","OK"
"8itcx","0.00","0.00","0.00","0.00","OK"
"8itdr","0.00","0.00","0.00","0.00","OK"
"8itdx","0.00","0.00","0.00","0.00","OK"
"8ite3","2.25","28.86","19517.14","69766.40","OK"
"8iteu","0.00","0.00","0.75","0.75","OK"
"8itf4","0.00","0.16","3.06","4.50","OK"
"8itfc","0.00","0.00","0.00","0.00","OK"
"8itgs","0.00","0.00","0.14","0.47","OK"
"8ith0","0.12","0.64","1.51","2.49","OK"
"8ith4","1.50","16.10","8314.72","31169.48","OK"
"8ith6","0.00","0.00","0.00","0.00","OK"
"8ithb","0.00","0.00","0.00","0.00","OK"
"8ithf","0.74","8.90","6920.92","22385.76","Observation"
"8ithn","0.00","0.00","0.22","0.22","OK"
"8ithu","0.04","0.39","45.77","123.63","OK"
"8ithz","0.00","0.00","0.00","0.00","OK"
"8itif","2.25","0.00","0.00","0.00","OK"
"8itio","0.00","0.00","0.00","0.00","OK"
"8itiu","0.10","0.12","5.31","15.76","OK"
"8itj5","0.15","0.29","3.69","6.20","OK"
"8itji","0.48","4.01","1460.75","4556.84","OK"
"8itk7","0.03","0.08","2.06","4.15","OK"
"8itka","0.00","0.00","0.00","0.00","OK"
"8itkq","0.00","0.06","0.74","1.21","OK"
"8itks","0.00","0.00","0.98","0.98","OK"
"8itkt","0.02","0.12","11.84","37.93","OK"
"8itl2","0.00","0.00","0.00","0.00","OK"
"8itl8","0.00","0.00","0.00","0.00","OK"
"8itla","0.00","0.00","0.00","0.00","OK"
"8itlh","0.03","0.07","11.25","42.56","OK"
"8itli","0.00","0.00","0.58","0.96","OK"
"8itlt","0.13","0.38","5.20","14.44","OK"
"8itly","0.08","0.23","37.41","94.22","OK"
"8itm2","0.00","0.00","0.00","0.00","OK"
"8itme","0.00","0.00","1.47","1.47","OK"
"8itmi","1.52","15.73","6692.22","22834.54","OK"
"8itmu","0.04","0.04","0.84","2.33","OK"
"8itnb","0.00","0.00","0.00","0.00","OK"
"8itod","0.21","0.83","288.22","288.22","OK"
"8itoe","0.00","0.00","0.22","0.22","OK"
"8itof","0.18","1.60","543.82","920.58","OK"
"8itop","0.37","3.11","871.10","3182.38","OK"
"8itos","0.00","0.00","0.00","0.00","OK"
"8itoz","0.00","0.00","0.24","0.24","OK"
"8itp0","0.10","0.10","1.60","2.75","OK"
"8itpk","0.03","0.09","5.86","14.28","OK"
"8itq3","0.00","0.00","0.00","0.00","OK"
"8itql","0.00","0.00","0.00","0.00","OK"
"8itqs","0.00","0.00","0.00","0.00","OK"
"8itrb","0.08","0.27","24.62","61.58","OK"
"8itre","0.08","0.43","41.37","167.14","OK"
"8itrn","0.00","0.05","1.09","2.38","OK"
"8itro","0.00","0.00","0.00","0.00","OK"
"8itrq","0.22","0.86","2.69","2.78","OK"
"8its6","0.00","0.00","0.00","0.00","OK"
"8itsg","0.00","0.00","0.00","0.00","OK"
"8itsw","0.00","0.00","0.14","0.64","OK"
"8itt6","0.00","0.00","0.00","0.00","OK"
"8ittc","0.04","0.10","10.94","47.58","OK"
"8itth","0.00","0.00","0.00","0.00","OK"
"8ittq","0.00","0.00","0.00","0.00","OK"
"8ittu","0.00","0.00","0.00","0.00","OK"
"8ittv","0.00","0.00","0.00","0.00","OK"
"8ituk","0.00","0.00","0.00","0.25","OK"
"8itvb","0.00","0.00","0.00","0.00","OK"
"8itww","0.00","0.00","0.00","0.00","OK"
"8itx1","0.07","0.26","3.50","4.74","OK"
"8itx5","0.19","1.34","337.92","1147.78","OK"
"8itxs","0.10","0.10","0.44","1.20","OK"
"8itxx","0.00","0.00","0.56","0.64","OK"
"8ityd","0.00","0.00","0.17","0.24","OK"
"8itzi","0.00","0.18","5.56","5.36","OK"
"8iu02","0.00","0.00","0.00","0.00","OK"
"8iu0k","0.22","1.00","0.00","0.00","OK"
"8iu23","0.00","0.44","1.35","1.33","OK"
"8iu2c","1.01","13.05","8080.79","34719.47","Observation"
"8iu38","0.00","0.00","0.00","0.00","OK"
"8iu3e","0.04","0.19","11.58","32.40","OK"
"8iu3h","0.31","2.59","704.02","2359.41","OK"
"8iu4c","0.09","0.41","38.81","108.39","OK"
"8iu57","0.00","0.00","0.00","0.00","OK"
"8iu5r","0.25","0.25","0.25","0.25","OK"
"8iu66","0.07","0.31","10.82","36.15","OK"
"8iu6m","0.00","0.00","0.00","0.00","OK"
"8iu6x","0.00","0.75","4.00","4.00","OK"
"8iu74","0.00","0.00","0.00","0.00","OK"
"8iu76","0.17","0.92","238.55","811.78","Observation"
"8iu77","0.09","0.14","14.19","14.00","OK"
"8iu7b","0.00","0.00","0.00","0.00","OK"
"8iu7d","0.22","1.69","437.17","1480.53","OK"
"8iu7w","0.00","0.00","0.00","0.00","OK"
"8iu82","0.00","0.00","0.00","0.00","OK"
"8iua3","0.04","0.08","2.81","6.10","OK"
"8iuan","1.55","17.61","9785.64","41315.69","Observation"
"8iuav","0.00","0.11","0.58","0.58","OK"
"8iub1","0.00","0.00","0.22","0.22","OK"
"8iucx","0.15","0.15","0.21","1.23","OK"
"8iufj","0.00","0.14","2.40","11.36","OK"
"8iufr","0.00","0.00","0.00","0.00","OK"
"8iufs","0.04","0.14","2.95","7.19","OK"
"8iufv","0.00","0.00","0.00","0.00","OK"
"8iugo","0.00","0.00","0.00","0.00","OK"
"8iuhr","0.00","0.00","0.00","0.00","OK"
