"partnerid","CntrIdPercent","CntrSgPercent","CntrUsPercent","CntrThPercent","CntrUkPercent","CntrInPercent","CntrOtherPercent","status"
"dvet0","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dveuf","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvev5","0.00","0.00","0.00","0.00","0.00","0.92","0.08","OK"
"dvevc","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvevn","0.00","0.00","0.33","0.00","0.00","0.00","0.67","OK"
"dvewj","0.07","0.00","0.00","0.00","0.00","0.64","0.29","OK"
"dvewq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvex5","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dveyd","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvezm","0.00","0.00","0.06","0.13","0.00","0.48","0.32","OK"
"dvezz","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvf01","0.00","0.00","0.00","0.75","0.00","0.00","0.25","OK"
"dvf0i","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvf2t","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvf3g","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvf3k","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvf3p","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvf3q","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvf4u","0.33","0.00","0.00","0.00","0.00","0.17","0.50","OK"
"dvfae","0.67","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"dvfb3","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"dvfcm","0.07","0.00","0.02","0.00","0.00","0.51","0.41","OK"
"dvfdw","0.00","0.11","0.00","0.00","0.00","0.00","0.89","OK"
"dvfed","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvff8","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"dvfgx","0.00","0.00","0.00","0.14","0.00","0.14","0.71","OK"
"dvfh1","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvfi4","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvfl4","0.00","0.00","0.00","0.00","0.00","0.14","0.86","OK"
"dvfm8","0.86","0.00","0.02","0.00","0.00","0.00","0.12","OK"
"dvfnq","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvfoi","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvfp3","0.00","0.00","0.00","0.00","0.00","0.25","0.75","OK"
"dvfpu","0.14","0.00","0.00","0.00","0.00","0.71","0.14","OK"
"dvfqc","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvfry","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvfsm","0.00","0.00","0.00","0.00","0.00","0.40","0.60","OK"
"dvftz","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvfvu","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvfwg","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvfy1","0.55","0.00","0.00","0.00","0.00","0.09","0.36","OK"
"dvfyl","0.36","0.00","0.18","0.00","0.00","0.00","0.46","OK"
"dvfyz","0.40","0.00","0.00","0.00","0.00","0.00","0.60","OK"
"dvg0s","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvg19","0.00","0.00","0.00","0.43","0.00","0.00","0.57","OK"
"dvg59","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvg5h","0.13","0.00","0.00","0.00","0.00","0.80","0.07","OK"
"dvg5j","0.13","0.00","0.00","0.03","0.00","0.53","0.30","OK"
"dvg5m","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvg5o","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvga5","0.00","0.04","0.00","0.09","0.00","0.00","0.87","OK"
"dvgdk","0.12","0.00","0.04","0.00","0.00","0.47","0.37","OK"
"dvgdl","0.11","0.00","0.03","0.01","0.00","0.50","0.36","OK"
"dvgdm","0.06","0.00","0.02","0.00","0.00","0.51","0.40","OK"
"dvgdn","0.09","0.00","0.01","0.00","0.00","0.50","0.39","OK"
"dvgdq","0.05","0.00","0.02","0.00","0.00","0.56","0.37","OK"
"dvge0","0.08","0.00","0.03","0.00","0.00","0.55","0.32","OK"
"dvgez","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvgf7","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dvgfh","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvgfi","0.00","0.00","0.00","0.00","0.01","0.00","0.99","OK"
"dvgfo","0.88","0.00","0.00","0.00","0.00","0.00","0.13","OK"
"dvgg3","0.05","0.00","0.05","0.01","0.01","0.59","0.28","OK"
"dvggb","0.01","0.01","0.04","0.01","0.00","0.54","0.39","OK"
"dvggj","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvggs","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"dvggx","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvghr","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvghy","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvgis","0.22","0.00","0.02","0.00","0.01","0.10","0.65","Fraud"
"dvgix","0.07","0.00","0.03","0.00","0.00","0.79","0.10","OK"
"dvgjd","0.00","0.00","0.02","0.00","0.00","0.87","0.10","OK"
"dvgka","0.10","0.00","0.03","0.00","0.00","0.23","0.63","OK"
"dvgl8","0.00","0.00","0.00","0.00","0.00","0.91","0.09","OK"
"dvgl9","0.00","0.00","0.13","0.00","0.00","0.00","0.88","OK"
"dvglb","0.86","0.00","0.08","0.00","0.00","0.00","0.06","OK"
"dvgmu","0.54","0.03","0.00","0.00","0.00","0.06","0.37","OK"
"dvgmx","0.00","0.00","0.00","0.00","0.00","0.75","0.25","OK"
"dvgof","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvgoo","0.02","0.00","0.02","0.02","0.01","0.69","0.24","OK"
"dvgpg","0.00","0.00","0.01","0.00","0.00","0.90","0.09","OK"
"dvgqz","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvgua","0.00","0.00","0.00","0.00","0.00","0.07","0.93","OK"
"dvgul","0.00","0.00","0.00","0.00","0.00","0.67","0.33","OK"
"dvgup","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvgur","0.00","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"dvguw","0.00","0.00","0.02","0.00","0.01","0.06","0.91","OK"
"dvgw0","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dvgxi","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvgxu","0.08","0.00","0.00","0.03","0.00","0.30","0.60","OK"
"dvgz4","0.00","0.00","0.02","0.01","0.00","0.63","0.33","OK"
"dvh0t","0.21","0.00","0.01","0.00","0.00","0.17","0.61","OK"
"dvh13","0.00","0.00","0.00","0.00","0.00","0.84","0.16","OK"
"dvh1p","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvh1v","0.00","0.00","0.00","0.00","0.00","0.97","0.03","OK"
"dvh1y","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvh2j","0.00","0.00","0.00","0.00","0.00","0.90","0.10","OK"
"dvh2s","0.02","0.00","0.03","0.00","0.00","0.79","0.15","OK"
"dvh3l","0.05","0.00","0.03","0.00","0.01","0.66","0.25","OK"
"dvh3v","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvh4j","0.00","0.00","0.00","0.24","0.00","0.00","0.76","OK"
"dvh4m","0.00","0.00","0.43","0.14","0.14","0.00","0.29","OK"
"dvh73","0.01","0.00","0.01","0.01","0.00","0.84","0.12","Observation"
"dvh7d","0.00","0.00","0.00","0.00","0.00","0.87","0.13","OK"
"dvh7f","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvh7r","0.68","0.00","0.05","0.00","0.00","0.09","0.18","OK"
"dvh7t","0.04","0.00","0.00","0.02","0.00","0.40","0.54","OK"
"dvh94","0.13","0.00","0.04","0.00","0.02","0.38","0.44","OK"
"dvh9b","0.77","0.00","0.01","0.00","0.00","0.00","0.22","OK"
"dvhaa","0.00","0.00","0.00","0.00","0.00","0.70","0.30","OK"
"dvhag","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhaw","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhb2","0.11","0.01","0.03","0.00","0.00","0.43","0.42","OK"
"dvhbi","0.92","0.00","0.08","0.00","0.00","0.00","0.00","OK"
"dvhca","0.57","0.00","0.00","0.00","0.00","0.43","0.00","OK"
"dvhcm","0.92","0.00","0.02","0.00","0.00","0.01","0.05","OK"
"dvhd7","0.67","0.00","0.33","0.00","0.00","0.00","0.00","OK"
"dvhdn","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvhdo","0.03","0.00","0.05","0.00","0.00","0.40","0.52","OK"
"dvheq","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dvhf4","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvhfp","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvhgj","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhgr","0.00","0.00","0.00","0.25","0.00","0.00","0.75","OK"
"dvhgt","0.00","0.00","0.01","0.00","0.00","0.95","0.03","OK"
"dvhgw","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhgy","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhh4","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhhd","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhih","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhik","0.00","0.00","0.17","0.00","0.00","0.00","0.83","OK"
"dvhim","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhj3","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dvhje","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhjt","0.00","0.00","0.01","0.00","0.06","0.00","0.93","OK"
"dvhlq","0.00","0.00","0.02","0.00","0.00","0.83","0.15","OK"
"dvhls","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhnz","0.00","0.00","0.50","0.00","0.00","0.00","0.50","OK"
"dvhor","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvhp0","0.00","0.50","0.00","0.50","0.00","0.00","0.00","OK"
"dvhp5","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dvhps","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvhpv","0.02","0.00","0.02","0.08","0.00","0.48","0.41","OK"
"dvhqt","0.00","0.00","0.00","0.00","0.00","0.11","0.89","OK"
"dvhr7","0.00","0.00","0.00","0.20","0.00","0.01","0.79","OK"
"dvhsa","0.02","0.00","0.04","0.01","0.00","0.71","0.21","OK"
"dvhsg","0.01","0.00","0.01","0.01","0.00","0.73","0.24","OK"
"dvhu7","0.00","0.01","0.00","0.00","0.00","0.93","0.06","OK"
"dvhub","0.00","0.03","0.00","0.19","0.00","0.00","0.78","OK"
"dvhuk","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvhup","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhuw","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvhv3","0.70","0.00","0.02","0.00","0.00","0.00","0.28","OK"
"dvhvd","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhvt","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhws","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dvhxh","0.02","0.00","0.11","0.00","0.00","0.77","0.11","OK"
"dvhxj","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhya","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhyj","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dvhym","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvhzd","0.14","0.00","0.00","0.00","0.00","0.43","0.43","OK"
"dvi09","0.00","0.01","0.26","0.08","0.00","0.00","0.65","OK"
"dvi0a","0.77","0.00","0.03","0.00","0.00","0.00","0.20","OK"
"dvi0b","0.00","0.00","0.05","0.01","0.00","0.00","0.94","OK"
"dvi0d","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvi0e","0.00","0.00","0.00","0.03","0.00","0.00","0.97","OK"
"dvi0n","0.00","0.00","0.02","0.00","0.10","0.05","0.83","OK"
"dvi0y","0.00","0.00","0.18","0.00","0.00","0.00","0.82","OK"
"dvi34","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dvi3a","0.00","0.00","0.11","0.00","0.00","0.22","0.67","OK"
"dvi3m","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvi3x","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvi4v","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvi5m","0.33","0.00","0.00","0.00","0.00","0.67","0.00","OK"
"dvi60","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"dvi71","0.00","0.00","0.00","0.00","0.00","0.98","0.02","OK"
"dvi7s","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvi9n","0.00","0.00","0.00","0.50","0.00","0.00","0.50","OK"
"dvi9o","0.20","0.00","0.00","0.00","0.00","0.80","0.00","OK"
"dvia1","0.00","0.00","0.00","0.09","0.00","0.18","0.73","OK"
"dviag","0.05","0.01","0.02","0.00","0.00","0.56","0.36","OK"
"dviau","0.04","0.00","0.00","0.09","0.00","0.57","0.30","OK"
"dvib2","0.06","0.01","0.41","0.01","0.05","0.01","0.46","OK"
"dvib7","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dvibe","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dvicg","0.28","0.00","0.37","0.00","0.00","0.09","0.26","OK"
"dvicp","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvid9","0.00","0.00","0.17","0.00","0.00","0.17","0.67","OK"
"dvido","0.00","0.00","0.00","0.00","0.00","0.83","0.17","OK"
"dvie2","0.00","0.02","0.04","0.00","0.22","0.02","0.70","OK"
"dvie3","0.57","0.00","0.01","0.00","0.00","0.00","0.43","OK"
"dviej","0.00","0.00","0.13","0.00","0.00","0.88","0.00","OK"
"dvif4","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvifz","0.00","0.00","0.00","0.00","0.00","0.97","0.03","OK"
"dvig5","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvigx","0.97","0.00","0.03","0.00","0.00","0.00","0.00","OK"
"dviiu","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvijl","0.33","0.00","0.33","0.00","0.00","0.00","0.33","OK"
"dvijt","0.01","0.00","0.01","0.00","0.00","0.74","0.24","OK"
"dvikf","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvil8","0.00","0.00","0.33","0.00","0.00","0.00","0.67","OK"
"dvilj","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dvim9","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvims","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvimx","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvin0","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dvinf","0.00","0.00","0.00","0.00","0.00","0.71","0.29","OK"
"dviob","0.03","0.00","0.00","0.00","0.00","0.30","0.67","OK"
"dvioq","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvior","0.04","0.00","0.01","0.00","0.00","0.63","0.31","OK"
"dviot","0.64","0.00","0.00","0.07","0.00","0.07","0.21","OK"
"dviou","0.00","0.00","0.00","0.00","0.50","0.50","0.00","OK"
"dviow","0.02","0.00","0.01","0.00","0.00","0.46","0.50","OK"
"dvipa","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dviq2","0.02","0.00","0.04","0.01","0.01","0.38","0.55","OK"
"dviqg","0.00","0.00","0.00","0.00","0.00","0.60","0.40","OK"
"dviqj","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvir2","0.03","0.00","0.02","0.00","0.00","0.61","0.34","OK"
"dvir5","0.00","0.00","0.00","0.00","0.00","0.01","0.99","OK"
"dvirf","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvis7","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvisn","0.00","0.00","0.00","0.00","0.00","0.88","0.13","OK"
"dvisp","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvitj","0.04","0.00","0.18","0.00","0.01","0.14","0.63","OK"
"dviuj","0.09","0.00","0.01","0.01","0.00","0.39","0.51","OK"
"dvivn","0.00","0.00","0.00","0.00","0.00","0.67","0.33","OK"
"dvivu","0.00","0.00","0.00","0.00","0.00","0.93","0.07","OK"
"dviw3","0.00","0.00","0.00","0.00","0.00","0.38","0.63","OK"
"dviw4","0.06","0.01","0.01","0.00","0.00","0.64","0.27","OK"
"dviwm","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dviwu","0.00","0.00","0.00","0.00","0.00","0.95","0.04","OK"
"dvixh","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvixl","0.00","0.00","0.01","0.00","0.00","0.95","0.04","OK"
"dvixz","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dviyj","0.10","0.00","0.01","0.00","0.00","0.64","0.25","OK"
"dviz4","0.00","0.00","0.00","0.00","0.28","0.00","0.72","OK"
"dviz5","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dviz7","0.00","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"dviz9","0.00","0.00","0.00","0.00","0.02","0.00","0.98","OK"
"dvizb","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvizc","0.00","0.00","0.00","0.10","0.00","0.10","0.80","OK"
"dvizd","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvize","0.00","0.01","0.00","0.00","0.00","0.00","0.99","OK"
"dvizf","0.00","0.03","0.00","0.00","0.00","0.00","0.97","Observation"
"dvizs","0.00","0.00","0.00","0.00","0.01","0.00","0.99","OK"
"dvj1v","0.00","0.00","0.00","0.00","0.00","0.55","0.45","OK"
"dvj3c","0.72","0.00","0.17","0.00","0.00","0.00","0.11","OK"
"dvj5l","0.00","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"dvj7o","0.00","0.00","0.14","0.00","0.00","0.76","0.10","OK"
"dvj80","0.32","0.00","0.14","0.03","0.00","0.08","0.43","OK"
"dvj9s","0.00","0.00","0.60","0.00","0.00","0.00","0.40","OK"
"dvja1","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvjad","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvjbx","0.03","0.00","0.00","0.00","0.01","0.00","0.96","Fraud"
"dvjcq","0.73","0.00","0.27","0.00","0.00","0.00","0.00","OK"
"dvjcr","0.01","0.00","0.00","0.00","0.00","0.93","0.05","OK"
"dvjcs","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvjcz","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvjd3","0.78","0.00","0.00","0.00","0.00","0.11","0.11","OK"
"dvje0","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvje1","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvje8","0.80","0.00","0.00","0.00","0.00","0.02","0.18","OK"
"dvje9","0.25","0.00","0.05","0.00","0.05","0.05","0.60","OK"
"dvjfj","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvjhg","0.96","0.00","0.04","0.00","0.00","0.00","0.00","OK"
"dvjhw","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvjig","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvjil","0.01","0.00","0.00","0.00","0.00","0.86","0.13","OK"
"dvjjf","0.01","0.00","0.02","0.00","0.00","0.80","0.15","OK"
"dvjjm","0.00","0.00","0.00","0.00","0.00","0.75","0.25","OK"
"dvjjn","0.30","0.00","0.00","0.00","0.10","0.20","0.40","OK"
"dvjjr","0.01","0.00","0.00","0.01","0.01","0.13","0.83","OK"
"dvjjv","0.93","0.00","0.07","0.00","0.00","0.00","0.00","OK"
"dvjk7","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvjka","0.00","0.00","0.88","0.00","0.02","0.01","0.09","OK"
"dvjkf","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvjks","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvjkt","0.91","0.00","0.00","0.00","0.00","0.03","0.06","OK"
"dvjl7","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvjle","0.00","0.00","0.50","0.00","0.00","0.00","0.50","OK"
"dvjls","0.17","0.00","0.03","0.00","0.00","0.24","0.56","OK"
"dvjlx","0.00","0.00","0.00","0.00","0.00","0.33","0.67","OK"
"dvjmc","0.00","0.00","0.00","0.00","0.00","0.18","0.82","OK"
"dvjmg","0.10","0.00","0.02","0.00","0.02","0.41","0.45","OK"
"dvjmz","0.45","0.00","0.27","0.00","0.00","0.01","0.28","OK"
"dvjn0","0.01","0.00","0.03","0.01","0.04","0.02","0.90","OK"
"dvjn1","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvjn5","0.08","0.00","0.04","0.01","0.01","0.03","0.84","OK"
"dvjnh","0.03","0.00","0.12","0.02","0.01","0.22","0.60","OK"
"dvjnx","0.02","0.00","0.03","0.00","0.00","0.54","0.41","OK"
"dvjoe","0.05","0.00","0.01","0.00","0.00","0.21","0.73","OK"
"dvjp5","0.17","0.00","0.01","0.01","0.00","0.38","0.42","OK"
"dvjpr","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvjqg","0.01","0.00","0.01","0.01","0.00","0.58","0.39","OK"
"dvjrl","0.07","0.00","0.00","0.00","0.00","0.28","0.66","OK"
"dvjrq","0.00","0.00","0.00","0.00","0.00","0.43","0.57","OK"
"dvjsi","0.00","0.00","0.14","0.16","0.16","0.02","0.53","OK"
"dvjsl","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"dvjsq","0.02","0.00","0.01","0.02","0.00","0.83","0.12","OK"
"dvjt9","0.00","0.10","0.00","0.00","0.00","0.30","0.60","OK"
"dvjtk","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvjtq","0.00","0.00","0.27","0.40","0.00","0.07","0.26","Fraud"
"dvjts","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvju5","0.00","0.00","0.00","0.00","0.08","0.00","0.92","OK"
"dvjv3","0.27","0.00","0.09","0.00","0.00","0.27","0.36","OK"
"dvjva","0.00","0.00","0.10","0.82","0.01","0.02","0.06","OK"
"dvjwt","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvjwx","0.03","0.00","0.01","0.00","0.00","0.78","0.19","OK"
"dvjxb","0.10","0.00","0.00","0.00","0.00","0.70","0.20","OK"
"dvjxe","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvjxh","0.00","0.00","0.00","0.00","0.00","0.80","0.20","OK"
"dvjxt","0.43","0.00","0.14","0.00","0.00","0.14","0.29","OK"
"dvjxu","0.00","0.00","0.00","0.00","0.00","0.90","0.10","OK"
"dvjxw","0.87","0.00","0.04","0.00","0.00","0.00","0.08","OK"
"dvjxz","0.93","0.00","0.07","0.00","0.00","0.00","0.00","OK"
"dvjyb","0.03","0.00","0.03","0.00","0.00","0.68","0.25","OK"
"dvjyq","0.00","0.01","0.00","0.00","0.04","0.02","0.94","OK"
"dvjzg","0.00","0.00","0.00","0.02","0.00","0.00","0.98","OK"
"dvk0l","0.94","0.00","0.02","0.00","0.00","0.00","0.04","OK"
"dvk14","0.80","0.00","0.12","0.00","0.02","0.00","0.05","OK"
"dvk1f","0.38","0.00","0.56","0.00","0.00","0.06","0.00","OK"
"dvk1w","0.00","0.00","0.50","0.00","0.00","0.00","0.50","OK"
"dvk20","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvk23","0.00","0.00","0.73","0.00","0.00","0.00","0.27","OK"
"dvk2e","0.97","0.00","0.02","0.00","0.00","0.00","0.01","OK"
"dvk2h","0.91","0.00","0.09","0.00","0.00","0.00","0.00","OK"
"dvk2w","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvk31","0.00","0.00","0.11","0.00","0.11","0.00","0.78","OK"
"dvk35","0.00","0.00","0.00","0.00","0.00","0.75","0.25","OK"
"dvk44","0.08","0.00","0.01","0.01","0.01","0.44","0.46","OK"
"dvk5r","0.50","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"dvk5z","0.90","0.00","0.10","0.00","0.00","0.00","0.00","OK"
"dvk6d","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvk6e","0.00","0.00","0.01","0.00","0.01","0.00","0.98","OK"
"dvk6j","0.95","0.00","0.00","0.00","0.00","0.00","0.05","OK"
"dvk6n","0.00","0.00","0.00","0.00","0.00","0.00","0.99","OK"
"dvk6o","0.00","0.00","0.00","0.00","0.00","0.87","0.13","OK"
"dvk7g","0.08","0.00","0.01","0.01","0.01","0.46","0.44","OK"
"dvk7q","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvk81","0.17","0.01","0.14","0.00","0.00","0.11","0.55","OK"
"dvk8e","0.76","0.00","0.10","0.00","0.00","0.00","0.13","OK"
"dvk8g","0.00","0.00","0.00","0.00","0.00","0.50","0.50","OK"
"dvk8o","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvk8w","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvk93","0.09","0.00","0.02","0.00","0.00","0.72","0.16","OK"
"dvk9a","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvk9b","0.04","0.00","0.03","0.00","0.00","0.50","0.43","OK"
"dvk9f","0.12","0.01","0.02","0.00","0.01","0.51","0.33","OK"
"dvk9p","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvka4","0.54","0.00","0.31","0.00","0.00","0.00","0.15","OK"
"dvkad","0.00","0.00","0.00","0.22","0.00","0.00","0.78","Fraud"
"dvkan","1.00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"dvkbz","0.60","0.00","0.09","0.00","0.00","0.29","0.03","OK"
"dvkco","0.02","0.00","0.01","0.01","0.00","0.79","0.18","OK"
"dvkcs","0.00","0.00","0.00","0.00","0.00","0.57","0.43","OK"
"dvkct","0.00","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"dvkd6","0.04","0.00","0.00","0.00","0.04","0.04","0.88","OK"
"dvkd8","0.44","0.00","0.05","0.04","0.00","0.03","0.43","Observation"
"dvkde","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"dvkdf","0.00","0.00","0.00","0.00","0.00","0.00","1.00","OK"
