"partnerid","CntrIdPercent","CntrSgPercent","CntrUsPercent","CntrThPercent","CntrUkPercent","CntrInPercent","status"
"8ij59","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij5w","0.00","0.00","0.00","0.62","0.00","0.00","OK"
"8ij62","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij63","0.00","0.00","0.00","0.00","0.00","0.92","OK"
"8ij6x","0.00","0.00","0.00","0.00","0.00","0.85","OK"
"8ij77","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij7g","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ij8t","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ij92","0.04","0.00","0.01","0.00","0.00","0.60","OK"
"8ij9m","0.05","0.01","0.02","0.01","0.00","0.37","OK"
"8ijat","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijb4","0.00","0.00","0.00","0.00","0.07","0.14","OK"
"8ijb7","0.00","0.00","0.00","0.00","0.17","0.00","OK"
"8ijb8","0.00","0.00","0.00","0.00","0.01","0.00","OK"
"8ijba","0.01","0.00","0.00","0.00","0.00","0.00","OK"
"8ijbf","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ijcm","0.02","0.00","0.05","0.01","0.02","0.10","OK"
"8ijd3","0.85","0.05","0.00","0.00","0.00","0.00","OK"
"8ijdf","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ije6","0.00","0.00","0.00","0.00","0.00","0.71","OK"
"8ijed","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ijei","0.00","0.00","0.22","0.00","0.00","0.44","OK"
"8ijeq","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ijf6","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8ijfb","0.16","0.01","0.02","0.01","0.03","0.42","OK"
"8ijfd","0.00","0.00","0.03","0.00","0.00","0.95","OK"
"8ijfl","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijgn","0.00","0.00","0.33","0.00","0.00","0.67","OK"
"8ijj1","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijjb","0.00","0.00","0.00","0.00","0.00","0.60","OK"
"8ijlc","0.00","0.00","0.25","0.00","0.50","0.00","OK"
"8ijmb","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ijod","0.16","0.00","0.02","0.02","0.04","0.20","OK"
"8ijq9","0.22","0.00","0.00","0.00","0.00","0.28","OK"
"8ijql","0.00","0.00","0.00","0.20","0.00","0.00","Observation"
"8ijqm","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijqn","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ijqw","0.00","0.00","0.00","0.29","0.00","0.00","OK"
"8ijro","0.26","0.00","0.42","0.03","0.00","0.00","OK"
"8ijs4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ijsn","0.00","0.00","0.00","0.00","0.00","0.80","OK"
"8ijsu","0.80","0.00","0.00","0.00","0.00","0.00","OK"
"8ijtd","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijub","0.21","0.00","0.05","0.00","0.00","0.58","OK"
"8ijva","0.25","0.00","0.00","0.00","0.00","0.75","OK"
"8ijw3","0.00","0.00","0.05","0.00","0.05","0.56","OK"
"8ijwf","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ijx4","0.10","0.00","0.10","0.00","0.00","0.30","OK"
"8ijy9","0.00","0.00","0.00","0.16","0.00","0.02","OK"
"8ijyd","0.00","0.01","0.00","0.01","0.00","0.93","OK"
"8ijzd","0.00","0.00","0.11","0.00","0.05","0.00","Observation"
"8ijze","0.00","0.00","0.00","0.03","0.00","0.00","OK"
"8ijzf","0.00","0.00","0.00","0.22","0.00","0.00","OK"
"8ijzi","0.75","0.08","0.02","0.01","0.01","0.00","OK"
"8ijzj","0.00","0.00","0.00","0.02","0.01","0.02","Fraud"
"8ijzx","0.00","0.00","0.02","0.00","0.13","0.01","OK"
"8ik0f","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8ik0g","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik0y","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ik15","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ik16","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik1o","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik1t","0.25","0.00","0.00","0.00","0.00","0.25","OK"
"8ik2b","0.41","0.05","0.08","0.00","0.00","0.00","OK"
"8ik2u","0.04","0.00","0.04","0.00","0.00","0.54","OK"
"8ik4w","0.05","0.00","0.05","0.00","0.00","0.32","OK"
"8ik58","0.06","0.01","0.02","0.01","0.01","0.53","OK"
"8ik59","0.00","0.00","0.00","0.00","0.02","0.73","OK"
"8ik67","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik6c","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik6x","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik7d","0.00","0.00","0.01","0.00","0.00","0.98","OK"
"8ik7m","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik7q","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ik9c","0.29","0.00","0.00","0.00","0.00","0.00","OK"
"8ik9l","0.00","0.25","0.00","0.25","0.00","0.00","OK"
"8ik9s","0.00","0.00","0.00","0.00","0.00","0.38","OK"
"8ik9t","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ika3","0.00","0.00","0.93","0.07","0.00","0.00","OK"
"8ikah","0.79","0.00","0.00","0.00","0.00","0.00","OK"
"8ikap","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikaq","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikb5","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8ikba","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8ikc8","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ikdj","0.05","0.00","0.05","0.00","0.00","0.14","OK"
"8ikdw","0.05","0.00","0.08","0.00","0.00","0.67","OK"
"8ike2","0.00","0.00","0.00","0.00","0.00","0.71","OK"
"8ikf1","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikfo","0.00","0.06","0.00","0.00","0.00","0.00","OK"
"8ikg6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikg9","0.25","0.00","0.00","0.00","0.00","0.25","OK"
"8iki8","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikip","0.09","0.00","0.01","0.01","0.01","0.45","OK"
"8ikjp","0.00","0.00","0.00","0.00","0.00","0.85","OK"
"8iklg","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikm9","0.02","0.00","0.12","0.02","0.01","0.11","OK"
"8ikme","0.00","0.00","0.04","0.00","0.01","0.87","OK"
"8ikmz","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikn6","0.34","0.00","0.16","0.02","0.00","0.13","OK"
"8ikna","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8ikou","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikpq","0.37","0.01","0.06","0.03","0.00","0.05","Observation"
"8ikr4","0.00","0.00","0.01","0.00","0.00","0.00","OK"
"8iks0","0.33","0.00","0.00","0.00","0.00","0.11","OK"
"8ikt9","0.12","0.00","0.03","0.00","0.00","0.04","Fraud"
"8ikuf","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikvr","0.03","0.00","0.00","0.00","0.00","0.47","OK"
"8ikyc","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ikzq","0.12","0.00","0.04","0.00","0.00","0.38","OK"
"8il0o","0.21","0.29","0.15","0.04","0.08","0.00","Fraud"
"8il17","0.25","0.00","0.00","0.00","0.50","0.00","OK"
"8il1w","0.03","0.00","0.02","0.02","0.02","0.52","OK"
"8il22","0.69","0.00","0.02","0.00","0.00","0.00","OK"
"8il2j","0.89","0.00","0.00","0.00","0.00","0.00","OK"
"8il2x","0.00","0.00","0.02","0.00","0.00","0.84","OK"
"8il3g","0.43","0.00","0.03","0.02","0.02","0.09","OK"
"8il3o","0.40","0.00","0.00","0.00","0.00","0.20","OK"
"8il3v","0.01","0.01","0.02","0.00","0.00","0.42","OK"
"8il4c","0.86","0.00","0.00","0.00","0.00","0.05","OK"
"8il4n","0.00","0.00","0.06","0.00","0.00","0.66","OK"
"8il4r","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8il6b","0.00","0.00","0.00","0.00","0.00","0.23","OK"
"8il79","0.02","0.00","0.17","0.00","0.06","0.26","OK"
"8il7m","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8il8k","0.00","0.00","0.13","0.00","0.00","0.50","OK"
"8ilbu","0.92","0.01","0.00","0.00","0.00","0.00","OK"
"8ilbx","0.01","0.00","0.04","0.08","0.00","0.25","OK"
"8ilc9","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ildb","0.00","0.00","0.00","0.00","0.00","0.88","OK"
"8ildi","0.01","0.00","0.02","0.01","0.01","0.36","OK"
"8ildn","0.10","0.00","0.00","0.00","0.00","0.20","OK"
"8ilee","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ilel","0.00","0.00","0.33","0.00","0.00","0.08","OK"
"8ilf9","0.00","0.00","0.03","0.00","0.00","0.79","OK"
"8ilff","0.00","0.00","0.00","0.00","0.00","0.94","OK"
"8ilfu","0.70","0.02","0.01","0.00","0.01","0.00","OK"
"8ilh8","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ili5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iljx","0.03","0.00","0.15","0.01","0.02","0.48","OK"
"8iljy","0.10","0.02","0.00","0.02","0.00","0.59","OK"
"8ill4","0.00","0.00","0.33","0.00","0.00","0.00","OK"
"8ilm3","0.00","0.00","0.00","0.33","0.00","0.33","OK"
"8ilm4","0.06","0.00","0.03","0.09","0.00","0.40","OK"
"8ilma","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ilmh","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8ilnq","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ilnu","0.29","0.00","0.14","0.00","0.00","0.19","OK"
"8iloh","0.00","0.00","0.00","0.00","0.00","0.88","OK"
"8ilok","0.61","0.01","0.00","0.00","0.01","0.00","Observation"
"8ilp2","0.00","0.00","0.00","0.00","0.00","0.14","OK"
"8ilqt","0.89","0.01","0.02","0.00","0.00","0.00","OK"
"8ils4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ils9","0.01","0.00","0.02","0.02","0.02","0.18","Observation"
"8ilu4","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iluh","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iluo","0.67","0.00","0.00","0.00","0.00","0.00","OK"
"8iluy","0.00","0.00","0.00","0.00","0.00","1.00","Observation"
"8ilyg","0.00","0.00","0.00","0.00","0.00","0.88","OK"
"8ilzp","0.74","0.01","0.00","0.00","0.00","0.06","OK"
"8ilzu","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8im0u","0.01","0.00","0.00","0.00","0.00","0.01","OK"
"8im11","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8im12","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8im1a","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8im1j","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8im29","0.00","0.00","0.00","0.00","0.00","0.75","OK"
"8im41","0.00","0.00","0.01","0.00","0.00","0.92","OK"
"8im4f","0.10","0.00","0.88","0.00","0.03","0.00","OK"
"8im4k","0.00","0.00","0.00","0.50","0.00","0.00","OK"
"8im4l","0.00","0.00","0.00","0.60","0.00","0.00","OK"
"8im50","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8im59","0.99","0.00","0.00","0.00","0.00","0.00","OK"
"8im6c","0.39","0.00","0.00","0.00","0.06","0.22","OK"
"8im6t","0.50","0.03","0.01","0.03","0.01","0.00","OK"
"8im78","0.00","0.00","0.00","0.00","0.01","0.07","OK"
"8im90","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8im9a","0.00","0.00","0.14","0.00","0.00","0.77","OK"
"8imbb","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8imcs","0.14","0.00","0.84","0.00","0.03","0.00","OK"
"8imd2","0.00","0.00","0.00","0.02","0.00","0.02","OK"
"8imdp","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imdt","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ime3","0.21","0.00","0.00","0.00","0.00","0.20","OK"
"8ime7","0.01","0.01","0.00","0.00","0.00","0.68","OK"
"8imef","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imfu","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8img5","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imgt","0.02","0.00","0.02","0.01","0.00","0.73","OK"
"8imh7","0.00","0.00","0.17","0.00","0.00","0.67","OK"
"8imho","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8imhp","0.50","0.00","0.00","0.00","0.00","0.50","OK"
"8imhz","0.00","0.00","0.00","0.00","0.04","0.00","OK"
"8imi0","0.00","0.00","0.00","0.00","0.00","0.25","OK"
"8imib","0.42","0.00","0.00","0.00","0.00","0.16","OK"
"8imik","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imk8","0.01","0.01","0.30","0.02","0.11","0.02","Observation"
"8imkc","0.09","0.03","0.00","0.00","0.02","0.42","Observation"
"8imkd","0.04","0.00","0.00","0.00","0.00","0.00","OK"
"8imko","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8immj","0.07","0.00","0.01","0.11","0.01","0.00","OK"
"8immk","0.37","0.02","0.03","0.00","0.01","0.08","OK"
"8immq","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8immu","0.29","0.00","0.00","0.00","0.00","0.29","OK"
"8imna","0.65","0.00","0.02","0.00","0.04","0.02","OK"
"8imob","0.19","0.00","0.03","0.00","0.00","0.21","OK"
"8impo","0.99","0.00","0.00","0.00","0.00","0.01","OK"
"8imqe","0.06","0.00","0.01","0.02","0.01","0.34","OK"
"8imqn","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8imrg","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imrr","0.00","0.00","0.09","0.00","0.00","0.00","OK"
"8ims6","0.00","0.00","0.00","0.01","0.00","0.00","Fraud"
"8imt7","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imtk","0.14","0.00","0.00","0.00","0.00","0.71","OK"
"8imtz","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imu3","0.88","0.00","0.00","0.00","0.00","0.00","OK"
"8imv2","0.00","0.00","0.01","0.00","0.00","0.39","OK"
"8imvn","0.04","0.00","0.04","0.02","0.02","0.36","OK"
"8imvu","0.67","0.00","0.00","0.00","0.00","0.00","OK"
"8imw6","0.00","0.00","0.00","0.00","0.00","0.57","OK"
"8imwm","0.06","0.02","0.00","0.01","0.06","0.17","OK"
"8imwn","0.00","0.00","0.00","0.00","0.00","0.98","OK"
"8imwx","0.04","0.01","0.03","0.01","0.00","0.70","OK"
"8imxk","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8imxz","0.00","0.00","0.07","0.00","0.07","0.80","OK"
"8imy8","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imyq","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imyz","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8imz2","0.13","0.00","0.06","0.00","0.00","0.44","OK"
"8imza","0.00","0.00","0.05","0.00","0.00","0.81","OK"
"8imzd","0.12","0.00","0.02","0.01","0.00","0.29","OK"
"8imze","0.00","0.00","0.10","0.03","0.00","0.07","OK"
"8imzr","0.00","0.01","0.07","0.00","0.00","0.55","OK"
"8imzv","0.88","0.00","0.00","0.00","0.00","0.00","OK"
"8in00","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8in07","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8in0d","0.00","0.00","0.02","0.00","0.00","0.94","OK"
"8in0q","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8in1c","0.36","0.00","0.00","0.07","0.29","0.00","OK"
"8in1d","0.13","0.02","0.00","0.02","0.00","0.09","OK"
"8in1s","0.05","0.00","0.00","0.07","0.00","0.28","OK"
"8in1t","0.00","0.00","0.00","0.22","0.04","0.00","OK"
"8in1y","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8in20","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8in2d","0.85","0.00","0.00","0.00","0.05","0.00","OK"
"8in2g","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8in34","0.14","0.00","0.05","0.00","0.00","0.64","OK"
"8in35","0.14","0.00","0.03","0.01","0.01","0.52","OK"
"8in36","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8in3c","0.00","0.00","0.00","0.00","0.00","0.95","OK"
"8in41","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8in43","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8in49","0.00","0.00","0.00","0.00","0.00","0.63","OK"
"8in4e","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8in66","0.03","0.00","0.09","0.00","0.00","0.71","OK"
"8in69","0.03","0.00","0.00","0.00","0.00","0.01","OK"
"8in6a","0.01","0.00","0.01","0.00","0.00","0.01","OK"
"8in7f","0.01","0.00","0.00","0.01","0.00","0.62","OK"
"8in80","0.00","0.00","0.00","0.00","0.00","0.88","OK"
"8in8e","0.04","0.00","0.03","0.02","0.01","0.44","Fraud"
"8in8l","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8in8z","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8in9f","0.00","0.00","0.00","0.00","0.50","0.00","OK"
"8in9m","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ina8","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8inag","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8inat","0.40","0.00","0.00","0.00","0.00","0.00","OK"
"8inay","0.00","0.00","0.07","0.15","0.01","0.01","OK"
"8inbg","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8inca","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8incg","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8inch","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8inck","0.00","0.00","0.00","0.00","0.00","0.79","OK"
"8ind9","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8indc","0.77","0.00","0.00","0.02","0.00","0.02","OK"
"8inei","0.04","0.02","0.07","0.01","0.01","0.62","OK"
"8inf7","0.00","0.00","0.00","0.00","0.00","0.38","OK"
"8ingg","0.73","0.07","0.02","0.00","0.02","0.00","OK"
"8ings","0.59","0.00","0.02","0.00","0.00","0.00","OK"
"8inhr","0.04","0.00","0.06","0.00","0.01","0.46","OK"
"8ini4","0.07","0.00","0.00","0.07","0.07","0.00","OK"
"8ini5","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8inig","0.58","0.00","0.05","0.07","0.05","0.00","OK"
"8inil","0.00","0.00","0.02","0.00","0.00","0.85","OK"
"8injc","0.00","0.00","0.00","0.08","0.00","0.67","OK"
"8injo","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8inkd","0.11","0.00","0.00","0.00","0.00","0.67","OK"
"8inld","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8inn7","0.01","0.01","0.04","0.00","0.01","0.82","OK"
"8ino6","0.27","0.01","0.03","0.01","0.01","0.19","OK"
"8inp3","0.00","0.00","0.07","0.00","0.00","0.29","OK"
"8inrc","0.00","0.07","0.00","0.00","0.00","0.53","OK"
"8ins1","0.00","0.00","0.01","0.00","0.00","0.00","OK"
"8insm","0.00","0.00","0.00","0.00","0.00","0.96","OK"
"8insr","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8intf","0.49","0.02","0.00","0.00","0.00","0.10","OK"
"8inu8","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8inum","0.16","0.01","0.06","0.03","0.02","0.12","OK"
"8invg","0.00","0.00","0.00","0.00","0.25","0.00","OK"
"8inwd","0.02","0.00","0.02","0.00","0.01","0.46","OK"
"8inwo","0.00","0.00","0.03","0.00","0.00","0.76","OK"
"8inwq","0.76","0.03","0.00","0.05","0.00","0.00","OK"
"8inwx","0.00","0.00","0.17","0.00","0.00","0.17","OK"
"8inz6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8inz8","0.00","0.00","0.01","0.00","0.00","0.92","OK"
"8io28","0.00","0.00","0.00","0.00","0.00","0.98","OK"
"8io3k","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8io3v","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8io4k","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8io4t","0.00","0.00","0.00","0.00","0.00","0.57","OK"
"8io5j","0.01","0.00","0.01","0.01","0.00","0.80","OK"
"8io5s","0.01","0.00","0.06","0.00","0.00","0.71","OK"
"8io79","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8io7a","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8io8s","0.00","0.00","0.01","0.00","0.01","0.92","OK"
"8io95","0.17","0.00","0.14","0.00","0.00","0.21","OK"
"8io9t","0.00","0.00","0.00","0.93","0.00","0.00","OK"
"8ioac","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8ioad","0.00","0.00","0.01","0.40","0.00","0.00","Observation"
"8ioaf","0.00","0.00","0.03","0.40","0.00","0.00","OK"
"8iob1","0.52","0.00","0.00","0.00","0.00","0.04","OK"
"8ioby","0.00","0.00","0.00","0.00","0.00","0.60","OK"
"8iofb","0.00","0.00","0.00","0.00","0.00","0.17","OK"
"8iohm","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ioj0","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iok5","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iokr","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ioml","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iomw","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ionb","0.33","0.00","0.00","0.33","0.00","0.33","OK"
"8ionh","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ionj","0.20","0.00","0.20","0.00","0.00","0.20","OK"
"8ioo5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ioo7","0.67","0.00","0.08","0.00","0.00","0.00","OK"
"8ioov","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ioqe","0.01","0.00","0.00","0.00","0.01","0.84","OK"
"8ior0","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8iory","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iosv","0.04","0.00","0.03","0.01","0.01","0.61","OK"
"8iot1","0.00","0.00","0.05","0.00","0.01","0.54","OK"
"8iott","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iou1","0.00","0.00","0.00","0.00","0.00","0.80","OK"
"8iou5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iou8","0.00","0.01","0.00","0.01","0.00","0.56","OK"
"8ioui","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ioul","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iow5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iowu","0.00","0.00","0.00","0.95","0.00","0.00","OK"
"8ioyh","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ioyz","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iozi","0.00","0.00","0.09","0.00","0.04","0.87","OK"
"8ip10","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ip1i","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ip1v","0.03","0.00","0.05","0.00","0.00","0.63","OK"
"8ip45","0.00","0.00","0.00","0.01","0.10","0.01","OK"
"8ip46","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ip4d","0.00","0.00","0.00","0.02","0.07","0.02","OK"
"8ip5p","0.01","0.00","0.11","0.00","0.00","0.65","OK"
"8ip5q","0.02","0.00","0.01","0.01","0.01","0.12","OK"
"8ip65","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ip71","0.00","0.02","0.54","0.01","0.03","0.01","Observation"
"8ip85","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ip8o","0.00","0.00","0.60","0.00","0.00","0.00","OK"
"8ipat","0.00","0.00","0.00","0.00","0.00","0.40","OK"
"8ipcr","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8ipdk","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8ipdp","0.00","0.00","0.00","0.00","0.00","0.17","OK"
"8ipdr","0.25","0.00","0.00","0.00","0.00","0.75","OK"
"8ipeq","0.67","0.00","0.00","0.00","0.00","0.00","OK"
"8ipg0","0.20","0.00","0.00","0.00","0.00","0.00","OK"
"8ipg1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ipgq","0.78","0.00","0.04","0.00","0.00","0.13","OK"
"8ipgz","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iph1","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ipif","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ipiu","0.60","0.00","0.10","0.00","0.00","0.00","OK"
"8ipks","0.07","0.04","0.00","0.00","0.00","0.43","OK"
"8ipls","0.00","0.00","0.01","0.00","0.00","0.16","OK"
"8ipm4","0.19","0.00","0.00","0.00","0.00","0.06","OK"
"8ipn0","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ipoi","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ipoo","0.01","0.00","0.03","0.00","0.00","0.72","OK"
"8ippe","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ippl","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ipr3","0.86","0.04","0.01","0.00","0.03","0.01","OK"
"8iprx","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ipxe","0.01","0.00","0.00","0.00","0.00","0.82","OK"
"8ipxf","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iq0e","0.00","0.00","0.00","0.03","0.01","0.00","OK"
"8iq0h","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iq0l","0.01","0.00","0.22","0.06","0.06","0.20","OK"
"8iq0m","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iq0q","0.02","0.00","0.00","0.02","0.30","0.06","OK"
"8iq0r","0.17","0.00","0.00","0.00","0.00","0.33","OK"
"8iq11","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8iq1n","0.88","0.00","0.13","0.00","0.00","0.00","OK"
"8iq1z","0.14","0.00","0.01","0.01","0.01","0.43","Observation"
"8iq22","0.16","0.00","0.05","0.01","0.01","0.34","OK"
"8iq3b","0.00","0.00","0.00","0.00","0.00","0.83","OK"
"8iq4r","0.00","0.00","0.00","0.00","0.00","0.89","OK"
"8iq53","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iq7l","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iq7q","0.05","0.11","0.00","0.00","0.00","0.42","OK"
"8iq85","0.00","0.00","0.00","0.00","0.00","0.96","OK"
"8iqbs","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqd8","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iqde","0.00","0.00","0.00","0.00","0.00","0.00","OK"
