"partnerid","AvgClickAtMorning","AvgClickAtAfternoon","AvgClickAtEvening","AvgClickAtNight","MaxClickAtMorning","MaxClickAtAfternoon","MaxClickAtEvening","MaxClickAtNight","SkewAtMorning","SkewAtAfternoon","SkewAtEvening","SkewAtNight","TimeatVarianceAtMorning","TimeatVarianceAtAfternoon","TimeatVarianceAtEvening","TimeatVarianceAtNight","status"
"8irti",\N,"2.00","1.67","1.00",\N,"2","2","1",\N,\N,"-0.71",\N,\N,"0.00","0.22","0.00","OK"
"8irtu",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iru0","2.00","1.50","3.00","1.00","3","2","3","1","0.00","0.00",\N,\N,"1.00","0.25","0.00","0.00","OK"
"8iru3",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8irui","1.00","29.67","2.00","1.00","1","83","2","1",\N,"0.70",\N,\N,"0.00","1424.89","0.00","0.00","OK"
"8iruq","1.00",\N,"1.00","1.00","1",\N,"1","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8irvj","35.67","42.67","50.33","97.33","46","78","73","147","0.70","0.51","-0.55","-0.13","114.00","666.89","550.89","1774.89","OK"
"8irwu",\N,"2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8irzv",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8is01","31.00","45.33","49.33","64.33","36","53","59","86","0.67","0.08","0.46","0.69","8.22","37.56","50.89","236.22","OK"
"8is0l","2.00","1.33","1.67","1.33","2","2","2","2",\N,"0.71","-0.71","0.71","1.00","0.22","0.22","0.22","OK"
"8is1d","3.00","1.00","2.33","7.33","6","1","3","13","0.60",\N,"-0.71","0.67","5.56","0.00","0.89","16.22","OK"
"8is20","1.00","3.67","2.00","4.33","1","5","3","6",\N,"-0.71","0.00","0.38","0.00","3.56","0.67","1.56","OK"
"8is2b","15.00","25.67","14.00","128.33","22","39","22","204","0.27","-0.29","0.00","0.18","28.22","142.89","42.67","3482.89","OK"
"8is2k","44.33","54.67","94.67","30.33","47","69","156","31","-0.65","-0.44","0.58","0.71","14.22","190.89","1961.56","0.22","Fraud"
"8is2p",\N,\N,\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8is30",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8is32",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8is41",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8is47",\N,"3.00","2.00","1.00",\N,"3","2","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8is4p",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8is4w","5.67","3.33","11.67","34.50","11","4","14","66","0.24","0.71","0.53","0.00","20.67","0.22","2.89","992.25","OK"
"8is4x","2.00","3.00","3.67","1.67","2","3","6","2",\N,\N,"0.53","-0.71","0.00","0.00","2.89","0.22","OK"
"8is5e","11.00","58.00","126.67","25.50","11","78","198","49",\N,"0.00","-0.69","0.00","0.00","400.00","7944.22","552.25","OK"
"8is5f",\N,\N,"1.00","2.00",\N,\N,"1","2",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8is5h","118.00","77.00",\N,"110.00","118","77",\N,"328",\N,\N,\N,"0.71","7360.89","0.00",\N,"23762.00","Observation"
"8is5o","1.33","3.00","3.00","3.67","2","5","6","4","0.71","0.71","0.60","-0.71","0.22","2.00","4.67","0.22","OK"
"8is5q","4.67","8.67","7.67","10.33","7","11","10","12","-0.24","0.53","-0.63","-0.53","4.67","2.89","6.89","2.89","OK"
"8is5r","2.00","3.00","3.33","5.67","4","3","5","8","0.71",\N,"0.38","-0.24","5.56","0.00","1.56","4.22","OK"
"8is6u","2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8is82","92.67","125.33","133.33","206.00","102","151","156","211","0.14","-0.44","0.67","-0.32","43.56","609.56","259.56","20.67","OK"
"8is85","1.00","1.00",\N,"1.00","1","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8is87","5.50","5.00","3.67","12.67","7","6","5","20","0.00","0.00","0.71","0.63","2.89","0.67","0.89","27.56","OK"
"8is8g","3.33","3.33","4.33","10.00","4","4","6","14","-0.71","0.71","-0.71","0.00","0.22","0.22","5.56","10.67","OK"
"8isas","118.33","171.33","222.67","177.67","157","215","261","214","0.11","-0.65","0.47","-0.11","938.00","2586.89","794.89","940.22","OK"
"8isat","57.00","165.33","298.67","171.33","82","331","570","193","-0.42","0.70","0.37","-0.65","1131.56","13742.89","41403.56","634.89","OK"
"8isau",\N,\N,\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8isbh","2.50","4.33","6.50","5.00","4","5","8","7","0.00","0.71","0.00","-0.60","2.25","0.22","2.25","4.67","OK"
"8isbo","2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8isbr",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8isbz","6.33","13.33","12.67","14.67","9","22","17","21","-0.65","0.65","0.29","0.68","17.56","38.22","10.89","20.22","OK"
"8isch","177.00","127.33","102.33","128.33","252","224","139","180","0.56","0.24","-0.26","-0.35","3901.56","5536.22","1056.22","2272.22","Observation"
"8iscw","3.33","9.00","9.00","14.33","6","12","11","17","0.71","0.00","-0.60","0.71","3.56","6.00","4.67","3.56","OK"
"8iscy","9.67","15.00","16.67","22.00","12","18","18","27","-0.24","0.60","-0.38","-0.53","18.67","4.67","1.56","26.00","OK"
"8isd4",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8isd6","2.00",\N,"1.00",\N,"2",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8isdb","5.67","4.33","7.33","11.33","7","8","10","16","-0.38","0.63","-0.65","0.14","1.56","6.89","9.56","13.56","OK"
"8isdq","1.50","2.00","1.33","3.00","2","2","2","4","0.00",\N,"0.71","0.00","1.00","0.00","0.22","1.00","OK"
"8ise8","1.67","2.00","1.00","1.00","2","3","1","1","-0.71","0.00",\N,\N,"0.22","1.00","0.00","0.00","OK"
"8isei","1.00","3.00","1.00","2.00","1","3","1","3",\N,\N,\N,"0.00","0.25","0.00","0.00","1.00","OK"
"8ises","26.33","37.67","80.33","37.00","37","44","111","47","0.42","-0.70","-0.58","0.55","74.89","68.22","1070.22","52.67","OK"
"8iseu","1.00","3.50","2.00","2.00","1","6","3","2",\N,"0.00","0.00",\N,"0.00","6.25","0.67","0.00","OK"
"8isf7","2.50","5.67","11.00","5.00","4","7","13","7","0.00","-0.38","0.71","-0.60","6.25","1.56","2.00","4.67","OK"
"8isfp",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8isfs",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8isgu","1.33","1.50","1.00","3.67","2","2","1","5","0.71","0.00",\N,"0.71","0.89","0.25","0.00","0.89","OK"
"8ish6","66.67","102.33","87.00","119.00","71","132","100","133","-0.14","0.71","-0.26","-0.13","2.00","440.22","132.67","140.67","OK"
"8ishk","1.67","3.33","3.50","2.33","3","5","4","4","0.71","-0.53","0.00","0.38","0.67","2.89","0.25","1.56","OK"
"8ishn","2.50",\N,\N,\N,"4",\N,\N,\N,"0.00",\N,\N,\N,"2.25",\N,\N,\N,"OK"
"8isi3","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8isj3","402.33","420.67","608.00","645.33","465","527","802","761","0.66","-0.40","-0.33","0.69","2646.22","10081.56","31330.67","6717.56","OK"
"8isj9","3.67","4.00","1.50","8.00","6","7","2","11","-0.24","0.00","0.00","0.60","4.22","9.00","0.25","4.67","OK"
"8isje","5.00","6.00","2.33","4.67","8","13","4","7","0.00","0.69","0.38","-0.24","9.00","24.67","1.56","4.22","OK"
"8isk1",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8isk6",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8islr","1.50","6.67","5.33","2.33","2","8","7","5","0.00","0.71","-0.53","0.71","0.25","0.89","2.89","3.56","OK"
"8isme","1.00","1.67",\N,"1.00","1","2",\N,"1",\N,"-0.71",\N,\N,"0.00","0.22",\N,"0.00","OK"
"8ismw","1.00","1.00",\N,"1.00","1","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8isp2",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8isrm","9.67","13.67","18.00","20.33","13","22","21","25","0.38","0.58","0.60","-0.49","8.00","36.22","4.67","21.56","OK"
"8isrt",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8issu","7.00","10.33","5.33","31.33","16","15","8","51","0.60","0.53","0.71","0.70","101.56","11.56","3.56","193.56","OK"
"8isvf",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8isxs",\N,\N,"2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8isxw",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8isyx",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8isz2","1.00",\N,"1.00","1.67","1",\N,"1","3",\N,\N,\N,"0.71","0.00",\N,"0.00","0.89","OK"
"8isz4","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8it0b","1.00","3.50","2.67","3.33","1","6","3","6",\N,"0.00","-0.71","0.24","0.25","6.25","0.22","4.22","OK"
"8it0m",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8it0v","2.00",\N,"1.00","2.67","2",\N,"1","5",\N,\N,\N,"0.53","0.22",\N,"0.00","2.89","OK"
"8it18",\N,"1.00","1.00","3.00",\N,"1","1","3",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8it2h","44.00","45.00","66.00","65.67","63","62","85","103","0.30","0.11","0.20","-0.59","323.56","182.00","218.00","1609.56","OK"
"8it36","73.00","205.00","254.50","112.00","146","248","396","178","0.03","0.00","0.00","-0.65","4504.89","1849.00","20022.25","5730.67","Fraud"
"8it3p","7.67","7.00","11.33","12.33","11","9","14","20","0.38","-0.60","0.71","-0.15","4.67","4.67","3.56","42.89","OK"
"8it4b",\N,\N,"2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8it51","6.67","19.00","21.67","10.67","8","29","26","11","-0.38","0.38","-0.62","-0.71","0.67","56.00","22.89","0.22","OK"
"8it52","6.33","3.67","5.00","9.00","10","6","7","11","0.17","0.53","-0.71","0.71","8.22","2.89","8.00","2.00","OK"
"8it54","4.50",\N,"1.00","14.50","7",\N,"1","16","0.00",\N,\N,"0.00","36.00",\N,"0.00","2.25","OK"
"8it55","12.67","14.00","7.67","19.67","19","21","14","31","0.68","0.00","0.68","0.71","38.22","32.67","20.22","64.22","OK"
"8it57","1.00",\N,\N,"3.00","1",\N,\N,"3",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8it59","1.00",\N,\N,"2.00","1",\N,\N,"2",\N,\N,\N,\N,"0.25",\N,\N,"0.00","OK"
"8it5a","2.50",\N,\N,"4.00","4",\N,\N,"4","0.00",\N,\N,\N,"9.00",\N,\N,"0.00","OK"
"8it5b","2.00",\N,\N,"1.50","2",\N,\N,"2",\N,\N,\N,"0.00","1.00",\N,\N,"0.25","OK"
"8it5c","3.00",\N,\N,"7.50","3",\N,\N,"11",\N,\N,\N,"0.00","2.25",\N,\N,"12.25","OK"
"8it5d","2.00",\N,\N,"4.50","3",\N,\N,"5","0.00",\N,\N,"0.00","0.25",\N,\N,"0.25","OK"
"8it5e","4.00","1.00",\N,"25.00","7","1",\N,"26","0.00",\N,\N,"0.00","25.00","0.00",\N,"1.00","OK"
"8it5i","3.50",\N,\N,"4.50","6",\N,\N,"7","0.00",\N,\N,"0.00","4.00",\N,\N,"6.25","OK"
"8it5k","2.50",\N,\N,"11.00","3",\N,\N,"14","0.00",\N,\N,"0.00","0.25",\N,\N,"9.00","OK"
"8it5n","3.50",\N,\N,"13.00","5",\N,\N,"20","0.00",\N,\N,"0.00","16.00",\N,\N,"49.00","OK"
"8it5o",\N,\N,\N,"5.00",\N,\N,\N,"5",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8it5q","2.00",\N,\N,"2.00","2",\N,\N,"3",\N,\N,\N,"0.00","1.00",\N,\N,"1.00","OK"
"8it5r","1.00",\N,\N,"3.00","1",\N,\N,"3",\N,\N,\N,\N,"0.25",\N,\N,"0.00","OK"
"8it5t","10.00","20.00","13.67","21.33","12","22","18","22","0.00","0.00","-0.14","-0.71","4.67","2.67","13.56","0.89","OK"
"8it63",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8it65",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8it66",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8it6j","1.00","4.00",\N,\N,"1","4",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8it7k","1.00",\N,\N,"2.50","1",\N,\N,"4",\N,\N,\N,"0.00","0.00",\N,\N,"2.25","OK"
"8it7m",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8it7o","2.00",\N,\N,"5.50","3",\N,\N,"7","0.00",\N,\N,"0.00","4.00",\N,\N,"2.25","OK"
"8it7p","1.00",\N,\N,"3.00","1",\N,\N,"5",\N,\N,\N,"0.00","0.25",\N,\N,"4.00","OK"
"8it8j","5.67","6.67","7.33","15.67","7","10","12","20","-0.71","0.38","0.53","0.29","6.22","6.22","11.56","10.89","OK"
"8it8l",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8it8q",\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8it9g","92.67","192.33","201.67","242.67","102","217","212","258","0.34","0.71","-0.60","0.64","94.89","304.22","126.89","120.22","OK"
"8it9n","1.00","1.00","1.00","1.50","1","1","1","2",\N,\N,\N,"0.00","0.00","0.00","0.00","0.25","OK"
"8it9p","48.67","89.33","81.00","102.67","61","99","88","129","0.70","-0.59","-0.63","0.63","110.22","106.89","62.00","354.89","OK"
"8it9w","22.33","32.33","31.67","69.33","23","41","38","78","0.71","-0.45","0.49","-0.62","4.22","70.22","21.56","91.56","OK"
"8itaa","1.50","1.33","2.50","2.00","2","2","3","3","0.00","0.71","0.00","0.00","0.25","0.22","0.25","1.00","OK"
"8itap","215.67","427.67","457.67","490.33","253","433","549","542","-0.62","-0.70","0.18","0.31","2520.67","46.89","5083.56","1538.89","Observation"
"8itat",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8itb0","769.33","388.33","744.00","2498.67","1242","534","1064","4266","0.35","0.66","0.69","0.55","346662.89","10769.56","51552.67","999999.99","OK"
"8itb1","404.00","510.00","1051.00","914.00","803","1122","1517","1917","0.66","0.64","-0.70","0.41","115281.56","191646.00","378242.00","556586.00","OK"
"8itcr","100.67","166.33","245.00","204.67","106","183","268","225","-0.71","-0.71","0.69","0.35","192.89","522.89","266.00","234.89","OK"
"8itcx","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8itdr",\N,\N,\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itdx",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ite3","367.67","637.33","785.67","919.67","416","768","869","1028","-0.36","0.00","0.53","0.33","3330.89","11353.56","3688.22","6708.22","OK"
"8iteu",\N,"1.00","2.00","1.00",\N,"1","3","1",\N,\N,"0.00",\N,\N,"0.00","1.00","0.00","OK"
"8itf4","7.00","1.00","3.33","2.00","7","1","6","3",\N,\N,"0.71","0.00","8.00","0.00","3.56","0.67","OK"
"8itfc",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itgs","2.00","1.00","2.33","1.00","2","1","3","1",\N,\N,"0.71",\N,"0.00","0.00","0.22","0.00","OK"
"8ith0","1.00","1.00","1.50","3.33","1","1","2","5",\N,\N,"0.00","-0.53","0.00","0.00","0.25","2.89","OK"
"8ith4","383.33","619.00","609.00","462.00","421","644","777","547","0.55","-0.14","-0.56","-0.41","850.89","452.67","30966.00","6472.67","OK"
"8ith6","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ithb",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ithf","93.33","170.00","211.67","106.00","258","428","336","266","0.70","0.69","-0.51","0.62","14566.89","33412.67","15722.89","13184.00","Observation"
"8ithn",\N,"1.00","1.00","2.00",\N,"1","1","2",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8ithu","8.67","11.33","13.00","29.67","12","16","19","37","-0.67","0.53","-0.67","-0.68","14.22","11.56","50.67","80.89","OK"
"8ithz","1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00",\N,"OK"
"8itif",\N,\N,\N,"5.00",\N,\N,\N,"5",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itio",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8itiu","3.00","8.00","8.00","11.67","5","11","10","12","0.00","-0.67","0.00","-0.71","4.22","12.67","2.67","0.22","OK"
"8itj5","4.50","4.00","8.50","5.00","5","4","11","6","0.00",\N,"0.00","0.00","0.00","0.00","6.25","1.00","OK"
"8itji","106.33","171.33","201.00","245.33","113","192","225","263","0.09","-0.06","0.16","-0.07","46.89","294.22","354.67","216.22","OK"
"8itk7","1.50","2.33","3.67","4.67","2","4","6","6","0.00","0.38","-0.24","-0.38","0.25","1.56","4.22","1.56","OK"
"8itka",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8itkq","1.00","1.67","1.33","2.33","1","3","2","3",\N,"0.71","0.71","-0.71","0.00","0.89","0.22","0.89","OK"
"8itks","1.00","1.00","2.50","1.00","1","1","4","1",\N,\N,"0.00",\N,"0.00","0.00","2.25","0.00","OK"
"8itkt","6.00","8.67","11.67","18.67","9","11","13","23","0.60","-0.63","-0.38","-0.45","14.89","6.89","1.56","17.56","OK"
"8itl2",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8itl8",\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8itla",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itlh","11.33","4.00","8.33","13.33","20","7","14","20","0.07","0.60","-0.20","-0.62","66.89","4.67","24.22","54.89","OK"
"8itli","1.00","4.00","3.00","1.00","1","4","3","1",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8itlt","4.50","5.00","4.00","8.00","8","5","6","14","0.00",\N,"0.00","0.32","16.00","0.00","4.00","20.67","OK"
"8itly","20.00","11.67","25.67","4.00","23","16","37","7","-0.71","0.65","0.45","0.00","8.67","9.56","70.22","6.00","OK"
"8itm2",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itme",\N,"1.00","1.00","2.33",\N,"1","1","4",\N,\N,\N,"0.38",\N,"0.00","0.00","1.56","OK"
"8itmi","206.67","392.67","459.00","486.00","312","422","504","552","0.08","-0.70","-0.70","-0.34","8312.00","1496.89","3616.67","3650.67","OK"
"8itmu","4.00","2.00","5.00","4.50","6","2","5","6","0.00",\N,\N,"0.00","2.25","0.00","0.00","2.25","OK"
"8itnb",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8itod","17.50","1.00",\N,"30.67","21","1",\N,"61","0.00",\N,\N,"0.04","49.00","0.00",\N,"600.22","OK"
"8itoe","1.00",\N,\N,"2.00","1",\N,\N,"2",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8itof","44.67","73.67","29.00","115.00","50","83","56","134","-0.71","0.53","0.00","0.64","84.67","46.22","486.00","184.67","OK"
"8itop","41.33","26.33","55.33","154.67","54","44","68","204","-0.64","-0.16","-0.09","0.41","372.67","229.56","112.89","1347.56","OK"
"8itos",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itoz","2.00","1.00","1.00","1.50","2","1","1","2",\N,\N,\N,"0.00","0.00","0.00","0.00","0.25","OK"
"8itp0","2.50","1.50","6.00","2.00","4","2","6","3","0.00","0.00",\N,"0.00","1.56","0.25","0.00","0.67","OK"
"8itpk","2.33","8.00","5.00","10.00","3","10","9","12","0.71","-0.60","0.71","-0.71","0.22","4.67","8.00","8.00","OK"
"8itq3",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8itql","1.00","1.50","1.00",\N,"1","2","1",\N,\N,"0.00",\N,\N,"0.00","0.25","0.00",\N,"OK"
"8itqs",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itrb","4.50","5.33","5.00","19.00","7","12","7","25","0.00","0.71","0.00","-0.27","4.67","22.22","2.67","28.67","OK"
"8itre","28.33","34.33","35.67","56.33","30","41","39","60","-0.53","0.38","-0.17","0.63","8.67","24.89","8.22","6.89","OK"
"8itrn","3.00","2.33","3.67","3.67","6","3","5","6","0.60","0.71","-0.38","0.53","4.67","0.22","1.56","2.89","OK"
"8itro",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itrq","4.00","1.50","2.67","2.00","4","2","6","3",\N,"0.00","0.71","0.00","0.00","0.25","5.56","1.00","OK"
"8its6",\N,\N,\N,"3.00",\N,\N,\N,"3",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itsg","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8itsw","3.00","1.00",\N,"1.00","3","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8itt6","1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8ittc","12.33","18.00","14.33","3.67","19","24","18","8","0.38","0.00","-0.57","0.65","14.89","24.00","14.89","9.56","OK"
"8itth",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ittq",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ittu","1.00","1.00",\N,"1.00","1","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8ittv","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ituk","2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8itvb",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8itww",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8itx1","5.33","6.67","4.67","5.67","9","11","6","7","0.63","-0.14","0.71","0.71","6.89","13.56","0.89","0.89","OK"
"8itx5","70.67","92.67","108.00","33.67","88","113","111","40","-0.45","-0.12","0.00","0.68","304.89","294.89","6.00","20.22","OK"
"8itxs",\N,"1.00","4.00","1.67",\N,"1","4","2",\N,\N,\N,"-0.71",\N,"0.00","0.00","0.22","OK"
"8itxx","1.00","1.33",\N,"3.00","1","2",\N,"3",\N,"0.71",\N,\N,"0.00","0.22",\N,"0.00","OK"
"8ityd","2.00","1.50","1.50","1.50","2","2","2","2",\N,"0.00","0.00","0.00","0.00","0.25","0.25","0.25","OK"
"8itzi","5.50","1.00","2.00","1.00","6","1","2","1","0.00",\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8iu02",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8iu0k",\N,\N,\N,"4.00",\N,\N,\N,"4",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iu23","3.00","2.00","2.00","1.50","3","2","2","2",\N,\N,\N,"0.00","0.00","0.00","0.00","0.25","OK"
"8iu2c","371.00","575.67","624.67","692.33","401","609","673","786","-0.22","-0.65","0.30","0.45","1354.89","1468.22","1349.56","4786.89","Observation"
"8iu38","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8iu3e","8.00","9.00","17.67","15.00","11","13","21","22","-0.47","0.00","0.38","-0.24","6.89","10.67","6.22","38.00","OK"
"8iu3h","35.33","69.33","88.67","163.00","40","93","99","164","0.71","0.62","0.31","0.00","20.22","288.22","61.56","0.67","OK"
"8iu4c","28.00","22.67","18.67","16.00","40","41","23","26","0.32","0.63","0.29","0.38","99.56","172.22","10.89","56.00","OK"
"8iu57",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8iu5r",\N,\N,"1.50",\N,\N,\N,"2",\N,\N,\N,"0.00",\N,\N,\N,"0.25",\N,"OK"
"8iu66","7.33","11.33","13.67","19.67","8","14","16","22","-0.71","-0.71","0.53","-0.63","2.89","14.22","2.89","6.89","OK"
"8iu6m",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iu6x",\N,\N,\N,"3.00",\N,\N,\N,"5",\N,\N,\N,"0.00","0.00",\N,\N,"4.00","OK"
"8iu74","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
