"partnerid","AvgClickAtMorning","AvgClickAtAfternoon","AvgClickAtEvening","AvgClickAtNight","MaxClickAtMorning","MaxClickAtAfternoon","MaxClickAtEvening","MaxClickAtNight","SkewAtMorning","SkewAtAfternoon","SkewAtEvening","SkewAtNight","TimeatVarianceAtMorning","TimeatVarianceAtAfternoon","TimeatVarianceAtEvening","TimeatVarianceAtNight","status"
"8iukp",\N,"1.00","2.00","1.50",\N,"1","2","2",\N,\N,\N,"0.00",\N,"0.00","0.00","0.25","OK"
"8iuls","1.00","3.00","2.00","4.50","1","3","2","6",\N,\N,\N,"0.00","0.00","0.00","0.00","2.25","OK"
"8ium6","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8iumc","2.67","2.67","4.67","6.67","5","4","7","9","0.53","-0.38","0.53","-0.63","2.89","1.56","2.89","6.89","OK"
"8iume","6.33","14.33","10.33","13.00","14","19","16","28","0.69","-0.49","-0.58","0.70","50.00","21.56","36.22","112.67","OK"
"8iun9","56.33","113.00","109.33","116.33","81","117","114","141","0.70","0.47","-0.49","0.34","440.22","8.67","21.56","346.89","OK"
"8iuna",\N,\N,"1.00","2.00",\N,\N,"1","2",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8iunk",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8iuo8","153.67","155.67","161.67","160.00","158","164","168","176","0.29","-0.07","-0.70","0.71","22.22","48.22","68.22","128.00","OK"
"8iuok","3.33","5.00","5.67","3.67","5","7","11","4","0.38","0.71","0.71","-0.71","0.89","2.00","14.22","0.22","OK"
"8iuqb",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iuqh","1.00","2.50","2.00","2.50","1","4","4","3",\N,"0.00","0.71","0.00","0.00","2.25","2.00","0.25","OK"
"8iuqk","151.00","146.33","151.33","148.00","154","154","155","156","0.00","0.08","-0.29","0.71","8.67","37.56","10.89","32.00","OK"
"8iuqv",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8iurr",\N,\N,"1.00","2.00",\N,\N,"1","2",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8iuug",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iuui",\N,\N,\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iuv4","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8iuv6","2.33","2.33","3.67","12.33","3","3","4","15","-0.71","0.71","-0.71","-0.65","0.67","0.22","0.22","9.56","OK"
"8iuv7",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8iuv8",\N,"2.00","1.00","1.50",\N,"2","1","2",\N,\N,\N,"0.00","0.00","0.00","0.00","0.25","OK"
"8iuv9",\N,\N,\N,"7.00",\N,\N,\N,"7",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iuva","6.33","9.33","11.33","5.00","10","12","14","7","0.63","0.24","0.24","0.71","6.89","4.22","4.22","2.00","OK"
"8iuwa","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8iuxg",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8iuxk",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iuxq","2.50","1.00","2.00","4.67","4","1","4","10","0.00",\N,"0.71","0.71","2.25","0.00","2.00","14.22","OK"
"8iuxy","1.00",\N,"2.00",\N,"1",\N,"2",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8iuye",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iuyv","1.00",\N,"6.00",\N,"1",\N,"6",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8iuzb",\N,\N,"2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8iv07",\N,"3.00",\N,"1.00",\N,"3",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8iv0i","3.00","1.50","1.00","1.00","3","2","1","1",\N,"0.00",\N,\N,"1.00","0.25","0.00","0.00","OK"
"8iv0x","3.67","10.00","12.33","15.33","7","13","17","16","0.71","0.00","0.53","0.71","2.67","6.00","11.56","0.22","OK"
"8iv1g",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iv1m",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8iv1x","2.00","4.00","3.67","3.67","2","7","7","5",\N,"0.00","0.71","-0.38","1.00","6.00","5.56","1.56","OK"
"8iv4d",\N,"1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8iv4j","2.67","6.67","8.33","6.00","6","11","12","7","0.71","0.29","0.17","0.00","8.00","10.89","8.22","0.67","OK"
"8iv58","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8iv5f",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iv5p",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iv65","1.00","1.33","2.50","1.50","1","2","3","2",\N,"0.71","0.00","0.00","0.00","0.22","0.25","0.25","OK"
"8iv7a",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iv7e","16.67","22.67","35.00","43.00","20","27","50","45","-0.53","-0.71","0.50","0.00","16.89","37.56","120.67","2.67","OK"
"8iv7j","42.33","63.00","78.67","95.33","52","77","85","105","-0.41","0.71","-0.09","-0.64","66.89","98.00","28.22","120.22","OK"
"8iv8i",\N,"1.50","1.00","2.00",\N,"2","1","3",\N,"0.00",\N,"0.00","0.00","0.25","0.00","1.00","OK"
"8iv9n","99.33","105.67","100.00","101.33","104","110","109","109","-0.24","0.65","0.42","0.69","24.89","9.56","44.67","29.56","OK"
"8ivbf","172.50","280.00","4.00","150.00","268","280","4","230","0.00",\N,\N,"0.00","9120.25","0.00","0.00","6400.00","Fraud"
"8ivbn","27.00","39.67","48.33","53.00","28","42","63","54","0.00","0.53","-0.57","0.00","6.89","2.89","238.22","0.67","OK"
"8ivcn",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8ivde",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ivdi","7.67","13.00","8.33","20.67","13","15","10","32","-0.38","-0.60","0.38","0.11","24.89","4.67","1.56","80.89","OK"
"8ivdx","1.00","1.00","1.00","2.00","1","1","1","2",\N,\N,\N,\N,"0.00","0.00","0.00","0.00","OK"
"8ive3",\N,"2.00","1.00","5.00",\N,"2","1","7",\N,\N,\N,"0.00","0.00","0.00","0.00","4.00","OK"
"8ive5",\N,\N,\N,"5.00",\N,\N,\N,"5",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ivea","1.00","3.33","2.33","2.67","1","6","5","5",\N,"0.24","0.71","0.53","0.00","4.22","3.56","2.89","OK"
"8iveg","1.50","3.33","2.00","8.00","2","7","3","15","0.00","0.63","0.00","0.27","4.00","6.89","0.67","28.67","OK"
"8ivf6",\N,"2.00","2.00",\N,\N,"2","2",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8ivfj","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ivfk","129.00","168.33","207.67","214.33","136","203","236","237","-0.55","0.68","-0.25","-0.58","94.89","606.89","629.56","579.56","OK"
"8ivge",\N,"1.67","2.00","1.00",\N,"3","3","1",\N,"0.71","0.00",\N,\N,"0.89","1.00","0.00","OK"
"8ivhr","8.67","15.67","12.33","11.00","16","20","20","14","0.63","-0.14","0.33","0.60","24.67","13.56","33.56","4.67","OK"
"8ivir","308.00","162.67","316.33","190.33","381","201","392","219","0.44","0.62","0.36","-0.36","3302.00","754.89","3230.89","704.89","OK"
"8ivjv","238.33","466.67","568.33","678.67","266","562","652","808","0.43","0.33","-0.14","-0.33","704.67","5184.89","5068.22","14006.22","OK"
"8ivkm","1.00",\N,\N,"1.00","1",\N,\N,"1",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8ivkn","39.67","60.33","51.67","75.33","50","70","71","79","0.62","0.70","0.36","0.17","30.89","46.89","210.89","8.22","OK"
"8ivlh","11.67","8.00","19.00","12.67","14","11","24","17","-0.24","-0.67","0.38","0.29","2.67","12.67","14.00","10.89","OK"
"8ivlp","120.00","103.00","72.00","73.00","158","118","72","150","0.00","0.00",\N,"0.32","1600.00","225.00","0.00","3398.00","Fraud"
"8ivmk",\N,"3.50","1.33","1.67",\N,"5","2","2",\N,"0.00","0.71","-0.71",\N,"2.25","0.22","0.22","OK"
"8ivms",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ivn3",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ivnx","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ivny",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ivo7","7.67","13.67","15.33","14.33","11","15","18","16","0.38","-0.71","-0.71","-0.53","8.00","3.56","14.22","2.89","OK"
"8ivof","97.33","100.33","122.33","192.67","107","141","183","198","0.61","-0.70","-0.70","-0.38","164.22","2917.56","6656.89","24.89","OK"
"8ivpt",\N,"2.00",\N,\N,\N,"3",\N,\N,\N,"0.00",\N,\N,\N,"1.00",\N,\N,"OK"
"8ivpv","11.00","8.33","7.00","14.33","16","13","7","28","0.38","0.71",\N,"0.05","14.22","10.89","0.00","121.56","OK"
"8ivql","1.50","3.50","2.00","1.00","2","4","3","1","0.00","0.00","0.00",\N,"0.25","0.25","0.67","0.00","OK"
"8ivqr",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ivrb","1.00","1.00",\N,"1.67","1","1",\N,"2",\N,\N,\N,"-0.71","0.00","0.00",\N,"0.22","OK"
"8ivsv",\N,"1.00","1.00","1.00",\N,"1","1","1",\N,\N,\N,\N,\N,"0.00","0.00","0.00","OK"
"8ivsx","203.67","208.67","187.67","23.00","452","580","528","26","0.42","0.71","0.71","0.60","35132.67","68954.89","57926.89","4.67","Observation"
"8ivti","1.00","1.00","1.50","1.00","1","1","2","1",\N,\N,"0.00",\N,"0.00","0.00","0.25","0.00","OK"
"8ivtm","1.00",\N,"2.00","1.00","1",\N,"2","1",\N,\N,\N,\N,"0.00",\N,"0.00","0.00","OK"
"8ivvw","11.33","3.33","6.00","4.33","26","6","12","8","0.69","0.24","0.60","0.17","118.22","4.22","18.67","8.22","OK"
"8ivwj","31.00","67.00","75.00","130.00","36","75","84","139","-0.32","-0.60","0.69","0.69","6.22","74.67","40.67","40.67","OK"
"8ivwr",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ivwv","1.00","1.00",\N,"2.00","1","1",\N,"2",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8ivxp","1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00",\N,"OK"
"8ivy4","15.00","28.33","25.33","14.00","27","43","32","20","0.00","-0.46","-0.53","0.60","104.67","203.56","46.22","18.67","OK"
"8ivyc","1.00","1.00","1.00","2.00","1","1","1","3",\N,\N,\N,"0.00","0.00","0.00","0.00","1.00","OK"
"8iw0a",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iw0r",\N,"52.50","269.00","158.33",\N,"62","269","289",\N,"0.00",\N,"-0.32","0.00","90.25","0.00","14179.56","Observation"
"8iw1f","2.00","1.00","2.67","3.00","3","1","3","4","0.00",\N,"-0.71","0.00","0.89","0.00","0.22","0.67","OK"
"8iw29","2.00","2.67","2.00","2.33","2","3","2","4",\N,"-0.71",\N,"0.38","0.25","0.22","0.00","1.56","OK"
"8iw30","17.67","13.00","7.67","14.33","21","19","11","23","0.71","0.71","0.71","0.07","6.00","18.00","5.56","48.22","OK"
"8iw31","20.00","22.67","25.00","27.00","24","27","31","32","0.47","0.29","0.00","0.00","24.89","10.89","24.00","16.67","OK"
"8iw32",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iw3u",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iw4a","1.00","3.00",\N,"1.33","1","3",\N,"2",\N,\N,\N,"0.71","0.00","0.00",\N,"0.22","OK"
"8iw5p",\N,"4.00","1.50","1.00",\N,"4","2","1",\N,\N,"0.00",\N,\N,"0.00","0.25","0.00","OK"
"8iw5r",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8iw6l","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8iw7e","4.00","4.00","2.50","4.50","4","5","4","5",\N,"0.00","0.00","0.00","0.00","0.67","2.25","0.25","OK"
"8iw7i","2.00","2.00","1.00","2.50","2","2","1","3",\N,\N,\N,"0.00","0.00","0.00","0.00","0.25","OK"
"8iw9s","3.67","3.00","2.00","12.00","5","3","2","14","-0.71",\N,\N,"0.00","1.56","0.00","0.00","2.67","OK"
"8iwaa",\N,"2.00","1.00",\N,\N,"2","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iwak",\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iwav",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iwbt","6.50","5.00","7.00",\N,"9","9","7",\N,"0.00","0.71",\N,\N,"6.25","8.00","0.00",\N,"OK"
"8iwe6",\N,"1.50","2.00","1.67",\N,"2","2","2",\N,"0.00",\N,"-0.71",\N,"0.25","0.00","0.22","OK"
"8iwfs","4.00","2.00","2.33","3.33","4","3","3","5",\N,"0.00","-0.71","-0.53","0.00","1.00","0.89","2.89","OK"
"8iwg3","15.00","31.33","26.67","29.33","21","38","30","44","0.32","-0.17","-0.53","0.71","24.22","32.89","11.56","107.56","Observation"
"8iwh3","1.00",\N,\N,"3.00","1",\N,\N,"3",\N,\N,\N,\N,"0.00",\N,\N,"0.00","OK"
"8iwhi","1.50","1.50","4.00","3.33","2","2","5","7","0.00","0.00","0.00","0.63","0.22","0.25","0.67","6.89","OK"
"8iwid","521.33","702.33","2103.00","1047.67","538","882","2318","1133","-0.17","0.71","0.14","0.61","101.56","16148.22","28694.00","3753.56","OK"
"8iwii","4.67","4.67","6.00","6.67","8","6","13","9","0.38","-0.71","0.69","0.53","6.22","3.56","24.67","2.89","OK"
"8iwj3",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iwjs","3.00","6.67","2.00","3.33","5","9","3","4","0.71","-0.63","0.00","0.71","1.56","6.89","0.67","0.22","OK"
"8iwl4","17.00","26.33","30.67","18.67","22","37","33","32","-0.53","-0.26","-0.24","0.68","30.89","89.56","4.22","89.56","OK"
"8iwl5","1.00","3.00","4.67","5.00","1","3","5","8",\N,\N,"-0.71","0.00","0.22","0.00","0.22","6.00","OK"
"8iwlp",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iwmb","174.00","187.00","206.33","281.33","181","216","221","291","-0.55","-0.60","0.43","-0.69","44.67","1000.67","118.22","150.89","OK"
"8iwo2","19.00","66.00","40.67","134.00","25","100","42","152","0.00","-0.15","-0.38","0.21","32.67","844.67","1.56","194.67","OK"
"8iwp3","48.33","57.67","46.00","77.00","53","71","49","81","-0.24","0.68","-0.71","-0.60","94.89","89.56","18.00","18.67","Observation"
"8iwq4","41.67","73.67","66.67","22.00","58","77","72","26","0.53","-0.67","0.24","0.71","113.56","16.22","16.89","8.00","OK"
"8iwq6","1.67","6.00","8.33","5.33","2","8","9","8","-0.71","-0.60","-0.71","0.24","0.22","4.67","0.89","4.22","OK"
"8iwqm","2.00","2.00",\N,\N,"2","2",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,\N,"OK"
"8iwrx","5.33","9.00","7.00","12.00","9","13","10","17","0.63","0.00","-0.47","-0.64","2.00","10.67","8.67","32.67","OK"
"8iws2",\N,"2.00","2.00","1.67",\N,"2","3","3",\N,\N,"0.00","0.71",\N,"0.00","1.00","0.89","OK"
"8iws7",\N,"1.00","1.50","3.00",\N,"1","2","4",\N,\N,"0.00","0.00",\N,"0.00","0.25","1.00","OK"
"8iwsa",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8iwsc","1.33","1.67","4.00","2.50","2","2","5","4","0.71","-0.71","-0.71","0.00","0.22","0.22","2.00","2.25","OK"
"8iwu7","25.67","45.33","43.33","68.00","28","55","48","74","0.53","0.70","0.53","0.60","11.56","46.89","11.56","18.67","OK"
"8iwug","1.00","6.00","3.00","5.00","1","12","3","9",\N,"0.60",\N,"0.71","0.00","18.67","0.00","8.00","OK"
"8iwv5",\N,\N,"1.50",\N,\N,\N,"2",\N,\N,\N,"0.00",\N,\N,\N,"0.25",\N,"OK"
"8iwv8","1.00","4.50","1.00","6.00","1","8","1","11",\N,"0.00",\N,"0.67","0.00","12.25","0.00","12.67","OK"
"8iwvl","8.67","13.67","20.67","27.33","11","16","28","33","0.53","0.53","-0.57","-0.20","9.56","2.89","59.56","24.22","OK"
"8iwx5","2.00","3.33","2.00","2.33","2","6","3","5",\N,"0.71","0.00","0.71","0.00","3.56","0.67","3.56","OK"
"8iwy8","83.67","122.00","125.00","151.00","94","143","144","165","0.62","0.69","0.57","-0.42","94.89","222.00","188.67","178.67","OK"
"8iwz0",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ix2h","24.33","37.67","46.33","51.33","32","41","56","58","0.69","-0.67","0.61","0.71","46.89","16.22","48.22","22.22","OK"
"8ix2m",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ix6h","1.00",\N,"2.00","1.00","1",\N,"3","1",\N,\N,"0.00",\N,"0.00",\N,"1.00","0.00","OK"
"8ix6p","47.33","50.00","43.67","43.67","54","53","47","47","0.09","-0.67","-0.17","0.71","29.56","12.67","8.22","5.56","Fraud"
"8ix89",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ixdk","2.00","1.00","1.00","1.33","2","1","1","2",\N,\N,\N,"0.71","0.22","0.00","0.00","0.22","OK"
"8ixgd","6.33","14.00","13.33","15.00","11","21","19","24","-0.24","0.69","0.45","0.69","18.67","24.67","17.56","40.67","OK"
"8ixgl","2.00","1.50","3.00","3.50","2","2","5","5",\N,"0.00","0.00","0.00","0.00","0.25","2.67","2.25","OK"
"8ixj8",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8ixl3","2.00","1.00","1.67","1.00","2","1","3","1",\N,\N,"0.71",\N,"0.00","0.00","0.89","0.00","OK"
"8ixly",\N,"1.00","1.50","2.00",\N,"1","2","3",\N,\N,"0.00","0.00","0.00","0.00","0.25","0.67","OK"
"8ixlz","5.00","8.33","9.33","10.00","8","10","14","14","0.00","0.38","0.14","0.71","17.56","1.56","13.56","8.00","OK"
"8ixoq","29.67","37.00","38.33","34.33","45","40","44","41","0.69","-0.67","0.45","0.38","116.67","12.67","17.56","24.89","OK"
"8ixor","77.33","113.00","165.67","104.00","79","122","184","122","-0.53","-0.56","-0.37","-0.19","6.22","88.67","289.56","242.67","OK"
"8ixp4",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8ixq4","887.67","786.67","1042.00","1561.67","931","953","1139","1624","-0.71","0.71","0.70","-0.32","4678.22","13837.56","4718.00","3204.22","OK"
"8ixq5","1365.33","1224.00","1712.33","3133.67","1428","1301","1813","3265","0.41","0.37","-0.55","-0.59","2017.56","3332.67","10957.56","20064.89","OK"
"8ixs1","3.00","8.33","5.00","8.67","5","12","7","11","0.00","0.17","0.71","-0.24","4.22","8.22","2.00","4.22","OK"
"8ixsd","375.67","327.00","195.67","630.00","418","381","208","812","-0.70","-0.32","0.26","-0.47","6960.22","2420.67","89.56","31964.67","OK"
"8ixue","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8ixuj",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8ixvg","7.00","11.00","14.00","15.33","13","21","16","18","0.32","0.38","-0.60","0.71","20.67","56.00","4.67","3.56","OK"
"8ixvu","120.00","188.67","222.67","157.33","181","203","234","195","0.70","-0.66","-0.33","0.62","2156.22","284.22","106.89","729.56","OK"
"8ixzs","135.67","293.67","342.33","298.00","189","321","376","332","0.20","-0.09","-0.53","0.67","1312.89","523.56","1186.89","584.00","OK"
"8ixzt","47.33","103.00","116.00","152.00","80","143","172","160","0.57","-0.17","0.07","0.24","572.22","1184.00","2018.67","38.00","OK"
"8iy03","330.33","661.67","922.00","896.33","378","675","981","987","-0.20","0.68","0.32","0.61","1680.22","89.56","1994.00","4240.89","OK"
"8iy0v","10.50","2.50","4.00","24.67","18","4","7","46","0.00","0.00","0.00","0.67","156.25","2.25","9.00","230.22","OK"
"8iy1m",\N,\N,"1.00","1.00",\N,\N,"1","1",\N,\N,\N,\N,\N,\N,"0.00","0.00","OK"
"8iy36","5.67","10.67","12.00","16.33","8","16","14","20","-0.24","0.24","0.00","-0.57","6.22","16.89","2.67","14.89","OK"
"8iy4x",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iy5g","76.33","138.00","125.00","184.00","89","174","134","207","0.35","0.69","-0.19","-0.34","46.22","650.67","60.67","446.00","OK"
"8iy7x","2.67","1.33","1.00","4.50","5","2","1","7","0.53","0.71",\N,"0.00","4.67","0.22","0.00","6.25","OK"
"8iy9b","2.00","2.00","1.67","2.50","2","3","3","3",\N,"0.00","0.71","0.00","0.00","1.00","0.89","0.25","OK"
"8iyb9",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iyc8","213.33","421.00","415.33","460.33","215","468","472","506","-0.71","0.16","0.11","-0.50","2.89","1358.00","2022.22","2082.89","OK"
"8iyfx","4.33","2.00","5.33","7.00","6","4","7","8","-0.71","0.71","0.38","0.00","5.56","2.00","1.56","0.67","OK"
"8iyi9","8.00","12.67","15.33","9.00","9","15","18","11","0.00","-0.24","-0.38","-0.71","0.67","4.22","6.22","8.00","OK"
"8iyj6","3.67","7.00","3.67","9.33","6","12","6","11","-0.24","0.38","0.53","0.38","1.56","14.00","2.89","1.56","OK"
"8iykm",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iyno",\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,"OK"
"8iyo0","1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,\N,"OK"
"8iyo2","1.00","1.00",\N,"1.00","1","1",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8iyoy",\N,"24.00","37.00",\N,\N,"24","37",\N,\N,\N,\N,\N,\N,"0.00","0.00",\N,"OK"
"8iysb","12.33","31.00","20.00","9.33","19","59","26","17","0.62","0.69","0.71","0.56","22.89","394.67","18.00","30.89","OK"
"8iyvp","82.33","122.67","134.33","265.00","91","135","135","292","-0.66","-0.41","0.71","0.67","4.67","136.22","0.22","368.67","OK"
"8iyxe","1.00","3.00","4.00","8.33","1","4","5","11",\N,"0.00","0.00","-0.38","4.00","0.67","1.00","6.22","OK"
"8iyxw",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iyy7","15.00","8.00","2.00","11.00","26","11","2","17","0.00","0.00",\N,"0.00","118.22","9.00","0.00","36.00","OK"
"8iz01",\N,"2.00",\N,\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iz1c","301.33","497.00","566.00","436.00","345","514","605","490","0.71","0.11","0.63","0.39","1142.00","182.00","780.67","1628.67","OK"
"8iz2a","17.67","18.33","22.33","37.33","32","24","32","43","0.66","0.67","0.06","0.11","108.22","16.22","60.22","20.22","OK"
"8iz2b",\N,\N,\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00","OK"
"8iz2c","17.00","16.67","18.00","31.33","25","24","21","43","0.24","0.63","0.60","0.38","38.89","27.56","4.67","76.22","OK"
"8iz2e","1.33","2.33","2.00","2.67","2","5","2","4","0.71","0.71",\N,"0.71","0.22","3.56","0.00","0.89","OK"
"8iz2m","13.67","25.00","18.67","24.67","21","35","22","28","-0.08","0.71","0.38","-0.17","32.89","50.00","6.22","8.22","OK"
"8iz2n","13.00","22.00","21.67","34.67","14","28","25","40","0.00","0.60","-0.53","0.24","1.56","18.67","11.56","16.89","OK"
"8iz48","10.67","11.67","17.67","29.00","16","13","24","32","-0.11","-0.71","0.49","0.60","13.56","3.56","21.56","4.67","OK"
"8iz6y","1.33","4.00","2.00","3.67","2","7","2","5","0.71","0.00",\N,"0.71","0.89","9.00","0.00","0.89","OK"
"8iz7c","1.00","2.00",\N,"1.00","1","2",\N,"1",\N,\N,\N,\N,"0.00","0.00",\N,"0.00","OK"
"8iz7i","283.33","468.67","528.00","795.33","301","495","536","850","-0.55","0.69","0.71","0.08","770.67","348.22","32.00","1910.89","OK"
"8iz8t",\N,"1.00",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,"0.00",\N,\N,"OK"
"8iz91","32.00","41.33","56.33","80.67","36","45","66","88","-0.38","0.17","0.46","-0.57","8.67","8.22","50.89","59.56","OK"
"8izah","1.33","1.50","3.50","1.00","2","2","4","1","0.71","0.00","0.00",\N,"0.22","0.25","0.25","0.00","OK"
"8izal",\N,"1.00",\N,"1.00",\N,"1",\N,"1",\N,\N,\N,\N,\N,"0.00",\N,"0.00","OK"
"8izao","1.67","1.00","1.00","1.00","2","1","1","1","-0.71",\N,\N,\N,"0.67","0.00","0.00","0.00","OK"
