"partnerid","CntrOtherPercent","status"
"8j29y","0.00","OK"
"8j2b6","0.39","OK"
"8j2b9","0.46","OK"
"8j2dz","0.00","OK"
"8j2e0","0.09","OK"
"8j2e9","0.00","OK"
"8j2er","0.20","OK"
"8j2f8","0.70","OK"
"8j2hf","0.21","Observation"
"8j2i2","0.00","OK"
"8j2ix","0.88","Observation"
"8j2kd","0.60","OK"
"8j2ki","0.00","OK"
"8j2li","1.00","OK"
"8j2m4","0.14","Observation"
"8j2nt","0.75","OK"
"8j2pr","0.48","OK"
"8j2r9","0.45","OK"
"8j2s6","0.43","OK"
"8j2s7","0.31","OK"
"8j2td","0.32","OK"
"8j2to","0.00","OK"
"8j2tr","0.00","OK"
"8j2uy","0.14","Fraud"
"8j2z5","0.09","OK"
"8j2zn","1.00","OK"
"8j307","0.24","OK"
"8j30b","0.76","OK"
"8j30i","1.00","OK"
"8j30r","0.21","Fraud"
"8j311","0.03","OK"
"8j319","0.00","OK"
"8j31t","0.03","Observation"
"8j31u","0.06","OK"
"8j326","0.50","OK"
"8j329","0.00","OK"
"8j32k","0.00","OK"
"8j32l","0.00","OK"
"8j32m","0.01","OK"
"8j34p","0.57","OK"
"8j368","0.76","Observation"
"8j369","0.15","Observation"
"8j36c","0.50","OK"
"8j36d","0.68","Observation"
"8j36e","0.50","OK"
"8j36f","0.35","OK"
"8j36t","0.47","OK"
"8j38c","0.50","OK"
"8j398","1.00","OK"
"8j39n","0.46","OK"
"8j39x","0.48","OK"
"8j3e7","1.00","OK"
"8j3ej","0.39","OK"
"8j3fg","0.22","OK"
"8j3fs","0.46","OK"
"8j3gw","0.36","OK"
"8j3j2","0.50","OK"
"8j3kg","0.23","OK"
"8j3l0","0.00","OK"
"8j3ln","1.00","OK"
"8j3nw","0.00","OK"
"8j3oy","0.50","OK"
"8j3th","0.33","OK"
"8j3u4","0.29","OK"
"8j3xi","0.44","OK"
"8j3xm","0.50","OK"
"8j3z1","1.00","OK"
"8j3zu","0.70","OK"
"8j416","0.29","OK"
"8j41t","0.33","OK"
"8j42p","1.00","OK"
"8j437","1.00","OK"
"8j43i","1.00","OK"
"8j46c","0.08","OK"
"8j470","0.00","OK"
"8j49w","1.00","OK"
"8j4ap","0.00","OK"
"8j4ch","0.00","OK"
"8j4dw","0.00","OK"
"8j4fc","0.23","OK"
"8j4fe","1.00","OK"
"8j4gq","0.63","OK"
"8j4gr","0.78","OK"
"8j4hv","1.00","OK"
"8j4li","0.38","OK"
"8j4mp","0.32","OK"
"8j4nq","0.00","OK"
"8j4o3","0.00","OK"
"8j4og","0.50","OK"
"8j4pk","0.64","OK"
"8j4pp","0.26","OK"
"8j4qz","0.12","OK"
"8j4sj","1.00","OK"
"8j4tc","0.40","OK"
"8j4tl","0.00","OK"
"8j4tm","0.50","OK"
"8j4uo","0.29","OK"
"8j4uq","0.23","OK"
"8j4v5","0.43","OK"
"8j4vg","0.11","OK"
"8j4vj","0.50","OK"
"8j4ye","0.01","OK"
"8j507","0.17","OK"
"8j510","1.00","OK"
"8j51f","0.72","Observation"
"8j522","0.19","OK"
"8j523","0.47","OK"
"8j52r","0.03","OK"
"8j53q","0.00","OK"
"8j53t","0.09","OK"
"8j54k","1.00","OK"
"8j54x","0.00","OK"
"8j55y","0.90","OK"
"8j55z","0.93","OK"
"8j57g","0.75","OK"
"8j59e","0.27","OK"
"8j5a2","0.39","OK"
"8j5an","0.07","OK"
"8j5bx","0.65","OK"
"8j5cg","0.32","OK"
"8j5d0","0.80","OK"
"8j5dj","0.16","OK"
"8j5dk","0.00","OK"
"8j5dn","0.00","OK"
"8j5ey","1.00","OK"
"8j5f7","0.95","OK"
"8j5fu","0.38","OK"
"8j5gg","0.51","OK"
"8j5gh","0.56","OK"
"8j5gi","0.48","OK"
"8j5gj","0.64","OK"
"8j5h0","0.27","OK"
"8j5hb","0.00","OK"
"8j5hx","0.33","OK"
"8j5ig","1.00","OK"
"8j5ix","0.73","OK"
"8j5lq","0.71","OK"
"8j5lt","0.49","OK"
"8j5n1","0.00","OK"
"8j5n8","0.17","OK"
"8j5ne","0.25","OK"
"8j5oc","0.00","OK"
"8j5od","0.00","OK"
"8j5ol","0.83","OK"
"8j5qz","1.00","OK"
"8j5r6","0.66","OK"
"8j5rx","0.50","OK"
"8j5t5","0.96","OK"
"8j5wq","0.00","OK"
"8j5xt","0.00","OK"
"8j5zr","0.00","OK"
"8j5zs","0.08","OK"
"8j5zz","0.18","OK"
"8j603","0.71","OK"
"8j60b","0.07","OK"
"8j60m","0.08","OK"
"8j60q","0.00","OK"
"8j62o","1.00","OK"
"8j62v","1.00","OK"
"8j638","0.29","OK"
"8j64i","0.71","OK"
"8j65y","0.07","OK"
"8j67b","0.98","OK"
"8j67c","0.09","OK"
"8j696","0.15","OK"
"8j69h","1.00","OK"
"8j69s","0.00","OK"
"8j6ac","0.93","OK"
"8j6ae","0.87","OK"
"8j6b8","0.00","OK"
"8j6em","0.67","OK"
"8j6en","0.99","OK"
"8j6eq","1.00","OK"
"8j6es","0.99","OK"
"8j6f7","0.22","OK"
"8j6fg","0.14","OK"
"8j6go","1.00","OK"
"8j6he","0.06","OK"
"8j6jw","0.41","OK"
"8j6mc","0.00","OK"
"8j6nz","0.25","OK"
"8j6oi","0.47","OK"
"8j6p7","0.67","OK"
"8j6pj","0.00","OK"
"8j6pm","0.12","OK"
"8j6ze","1.00","OK"
"8j6zf","0.72","OK"
"8j70l","0.18","OK"
"8j72c","1.00","OK"
"8j732","0.67","OK"
"8j73t","0.60","OK"
"8j76o","1.00","OK"
"8j77b","0.42","OK"
"8j78u","0.79","OK"
"8j79o","0.01","OK"
"8j7ao","0.00","OK"
"8j7ba","1.00","OK"
"8j7ct","0.00","OK"
"8j7dc","1.00","OK"
"8j7ia","0.00","OK"
"8j7ic","0.00","OK"
"8j7iy","0.78","OK"
"8j7jh","1.00","OK"
"8j7mj","1.00","OK"
"8j7si","0.75","OK"
"8j7t8","0.49","OK"
"8j7tm","0.44","Fraud"
"8j7tt","0.20","OK"
"8j7xq","0.74","OK"
"8j7yi","0.00","OK"
"8j7yr","0.68","OK"
"8j80q","0.91","OK"
"8j82j","0.97","OK"
"8j839","0.00","OK"
"8j83j","0.95","OK"
"8j83r","0.00","OK"
"8j83y","0.00","OK"
"8j87g","0.03","OK"
"8j87i","0.14","OK"
"8j8b5","1.00","OK"
"8j8bn","1.00","OK"
"8j8bu","0.00","OK"
"8j8eb","1.00","OK"
"8j8eo","0.50","OK"
"8j8et","0.55","OK"
"8j8gw","1.00","OK"
"8j8h8","1.00","OK"
"8j8ho","0.66","OK"
"8j8hq","0.00","OK"
"8j8hr","1.00","OK"
"8j8i3","0.05","OK"
"8j8j4","0.56","OK"
"8j8jd","0.14","OK"
"8j8jg","1.00","OK"
"8j8k3","1.00","OK"
"8j8mt","1.00","OK"
"8j8mz","0.34","OK"
"8j8o4","0.66","OK"
"8j8op","0.27","OK"
"8j8or","1.00","OK"
"8j8ou","1.00","OK"
"8j8q3","0.50","OK"
"8j8rh","0.00","OK"
"8j8sa","1.00","OK"
"8j8se","0.27","OK"
"8j8sf","0.58","OK"
"8j8sv","0.30","OK"
"8j8t2","0.14","OK"
"8j8tf","0.35","OK"
"8j8u2","0.22","OK"
"8j8wj","0.50","OK"
"8j8yz","0.52","OK"
"8j8zb","0.57","OK"
"8j90l","1.00","OK"
"8j90q","0.75","OK"
"8j92i","0.39","OK"
"8j94o","0.00","OK"
"8j94s","1.00","OK"
"8j94z","0.27","OK"
"8j95g","0.33","OK"
"8j967","0.32","OK"
"8j9a2","0.42","OK"
"8j9a5","0.89","OK"
"8j9aa","0.25","OK"
"8j9d9","0.55","OK"
"8j9eq","0.30","OK"
"8j9ey","0.50","OK"
"8j9ge","1.00","OK"
"8j9h2","1.00","OK"
"8j9h9","1.00","OK"
"8j9i6","0.93","OK"
"8j9i7","0.37","OK"
"8j9i9","0.38","OK"
"8j9jc","0.00","OK"
"8j9m9","1.00","OK"
"8j9ml","0.96","OK"
"8j9o0","0.36","OK"
"8j9p4","0.43","Observation"
"8j9pe","0.23","OK"
"8j9q3","0.58","OK"
"8jb5v","1.00","OK"
"8jc3s","0.65","OK"
"8jc5o","0.09","OK"
"8jc8u","1.00","OK"
"8jc8v","0.69","OK"
"8jccm","0.88","OK"
"8jcez","0.83","OK"
"8jcfz","1.00","OK"
"8jcgp","0.57","OK"
"8jch5","0.19","OK"
"8jchh","0.68","OK"
"8jciv","0.28","OK"
"8jclv","0.75","OK"
"8jcoh","1.00","OK"
"8jcru","0.44","OK"
"8jcuw","1.00","OK"
"8jg20","0.18","OK"
"8jg2a","0.17","OK"
"8jg49","0.00","OK"
"8jg5r","0.50","OK"
"8jg82","1.00","OK"
"8jg8w","0.00","OK"
"8jg9s","0.46","OK"
"8jgac","0.98","OK"
"8jgbu","0.27","OK"
"8jgcj","0.48","OK"
"8jgcw","0.14","OK"
"8jgel","0.50","OK"
"8jgf3","0.00","OK"
"8jgg3","0.30","OK"
"8jggg","0.00","OK"
"8jgk9","1.00","OK"
"8jgkk","0.99","Observation"
"8jgl8","1.00","OK"
"8jgls","0.33","OK"
"8jgok","1.00","OK"
"8jgq9","1.00","OK"
"8jgqa","0.51","OK"
"8jgqb","0.72","OK"
"8jgqr","0.00","OK"
"8jgt1","0.02","OK"
"8jgts","0.39","OK"
"8jgu2","0.00","OK"
"8jgul","0.18","OK"
"8jgvx","1.00","OK"
"8jh5s","0.00","OK"
"8jh5u","0.00","OK"
"8jh5v","1.00","OK"
"8jh60","0.00","OK"
"8jh7b","0.84","OK"
"8jh9c","0.70","OK"
"8jhbl","0.42","OK"
"8jhcs","0.00","OK"
"8jhct","0.33","OK"
"8jhdz","0.94","OK"
"8jhep","0.40","OK"
"8jhfv","0.55","OK"
"8jhge","0.69","OK"
"8jhgj","0.00","OK"
"8jhgx","0.74","OK"
"8jhh0","0.98","OK"
"8jhi5","0.00","OK"
"8jhis","0.00","OK"
"8jhit","0.05","OK"
"8jhle","1.00","OK"
"8jhlw","0.33","OK"
"8jhmk","0.00","OK"
"8jhnz","0.13","OK"
"8jhou","0.61","OK"
"8jhp2","0.64","OK"
"8jhsv","1.00","OK"
"8jhtq","1.00","OK"
"8jhw3","0.18","OK"
"8jhw9","0.25","OK"
"8jhyg","0.43","OK"
"8ji11","0.50","OK"
"8ji1d","1.00","OK"
"8ji1k","0.95","OK"
"8ji1l","0.89","OK"
"8ji1s","0.00","OK"
"8ji1u","1.00","Observation"
"8ji2e","0.00","OK"
"8ji49","0.79","OK"
"8ji4k","0.70","OK"
"8ji4m","0.76","OK"
"8ji4n","0.75","OK"
"8ji60","1.00","OK"
"8ji8h","0.23","OK"
"8ji8l","0.00","OK"
"8ji9t","1.00","OK"
"8jiak","1.00","OK"
"8jiam","1.00","OK"
"8jian","0.75","OK"
"8jibl","0.37","OK"
"8jibp","0.00","OK"
"8jict","0.53","OK"
"8jid2","1.00","OK"
"8jiex","0.37","OK"
"8jif4","1.00","OK"
"8jifa","0.75","OK"
"8jiff","0.46","OK"
"8jigh","0.20","OK"
"8jik8","0.00","OK"
"8jil2","0.67","OK"
"8jim2","0.00","OK"
"8jin3","0.63","OK"
"8jior","0.42","OK"
"8jisx","0.60","OK"
"8jith","0.00","OK"
"8jiu2","1.00","OK"
"8jiuc","0.03","OK"
"8jiwm","0.50","OK"
"8jiy2","0.50","OK"
"8jiy8","1.00","OK"
"8jiz8","0.00","OK"
"8jj05","0.50","OK"
"8jj1n","0.34","OK"
"8jj1s","1.00","OK"
"8jj35","0.00","OK"
"8jj3f","1.00","OK"
"8jj6m","0.56","OK"
"8jj7t","0.43","OK"
"8jj80","0.00","OK"
"8jj96","0.00","OK"
"8jj9d","0.18","OK"
"8jjao","0.11","Observation"
"8jjap","0.24","OK"
"8jjc5","0.98","OK"
"8jjds","0.48","OK"
"8jjhc","1.00","OK"
"8jjji","0.73","OK"
"8jjo9","0.99","OK"
"8jjph","0.00","OK"
"8jjs6","0.17","Fraud"
"8jjsg","0.92","OK"
"8jjve","0.73","OK"
"8jjvh","0.82","OK"
"8jjxl","0.50","OK"
"8jk01","0.09","OK"
"8jk02","0.97","OK"
"8jk0d","1.00","Fraud"
"8jk15","0.31","OK"
"8jk1x","0.46","OK"
"8jk3i","0.52","OK"
"8jk4m","0.75","OK"
"8jk57","0.37","OK"
"8jk7c","0.75","OK"
"8jk8e","0.86","OK"
"8jk8g","0.94","OK"
"8jk8n","1.00","OK"
"8jka2","0.80","OK"
"8jkce","0.87","OK"
"8jkdf","0.00","OK"
"8jkdr","0.82","OK"
"8jkea","0.81","OK"
"8jkec","0.98","OK"
"8jked","0.94","OK"
"8jkfd","0.07","OK"
"8jkff","0.00","OK"
"8jkh1","0.93","Observation"
"8jkhu","1.00","OK"
"8jkhv","1.00","OK"
"8jkij","0.70","OK"
"8jkk9","1.00","OK"
"8jkmi","0.00","OK"
"8jkof","0.93","OK"
"8jkor","0.30","OK"
"8jkp0","0.82","OK"
"8jkp1","0.61","OK"
"8jkqn","0.89","OK"
"8jkrj","0.87","OK"
"8jks4","0.54","OK"
"8jksm","0.58","OK"
"8jkt3","1.00","OK"
"8jktn","0.04","OK"
"8jku2","1.00","OK"
"8jkul","0.64","OK"
"8jkv1","0.10","OK"
"8jkv9","0.39","OK"
"8jkve","0.00","OK"
"8jkwc","0.76","OK"
"8jkwu","0.11","OK"
"8jky9","0.67","OK"
"8jl02","0.16","OK"
"8jl05","0.53","OK"
"8jl0l","0.29","OK"
"8jl0o","1.00","OK"
"8jl1o","0.05","OK"
"8jl1u","0.35","OK"
"8jl23","0.20","OK"
"8jl39","1.00","OK"
"8jl3n","0.31","OK"
"8jl3y","0.05","Fraud"
"8jl43","0.73","OK"
"8jl4l","0.43","OK"
"8jl61","0.82","OK"
"8jl6e","0.09","OK"
"8jl7q","0.48","OK"
"8jla6","0.03","OK"
"8jlad","0.00","OK"
"8jlah","1.00","OK"
"8jlc5","0.99","OK"
"8jli0","1.00","OK"
"8jlic","0.00","OK"
"8jlii","0.59","OK"
"8jlis","0.07","OK"
"8jljk","1.00","OK"
"8jljl","1.00","OK"
"8jljm","0.99","OK"
"8jljq","0.75","OK"
"8jljr","0.86","OK"
"8jlju","0.15","OK"
"8jlk3","0.08","OK"
"8jlkt","1.00","OK"
"8jlms","0.19","OK"
"8jlmv","0.21","OK"
"8jlmz","0.00","OK"
"8jln6","0.61","OK"
"8jlnl","0.18","OK"
"8jlos","0.95","OK"
"8jlpw","0.90","OK"
"8jlpz","0.00","OK"
"8jlr2","0.00","OK"
"8jlru","1.00","OK"
"8jlt1","0.35","OK"
"8jlu6","0.91","Fraud"
"8jlus","0.89","OK"
"8jlyt","0.00","OK"
"8jlzr","0.24","OK"
"8jm0h","1.00","OK"
"8jm0y","1.00","OK"
"8jm18","0.64","OK"
"8jm4d","0.90","OK"
"8jm4h","0.61","OK"
"8jm4p","1.00","OK"
"8jm4v","1.00","OK"
"8jm5b","0.44","OK"
"8jm5w","0.70","OK"
"8jm90","0.34","OK"
"8jm9p","0.02","OK"
"8jmbn","0.33","OK"
"8jmch","1.00","OK"
"8kuma","1.00","OK"
"8kump","1.00","OK"
"8kumu","0.39","Fraud"
"8kun0","1.00","OK"
"8kun1","0.68","OK"
"8kun5","0.00","Fraud"
"8kuno","0.00","OK"
"8kunr","1.00","OK"
"8kunx","0.73","OK"
"8kuo4","0.50","OK"
"8kuo5","0.40","OK"
"8kuov","0.00","OK"
"8kuph","0.50","OK"
"8kupw","0.00","OK"
"8kupz","1.00","OK"
"8kuq2","0.07","OK"
"8kuqa","0.12","OK"
"8kuqd","0.45","OK"
"8kuql","0.00","OK"
"8kuro","0.50","OK"
"8kus3","0.27","OK"
"8kus9","0.23","OK"
"8kusa","0.14","OK"
"8kusb","0.03","OK"
"8kusi","0.33","OK"
"8kusr","0.12","OK"
"8kuti","0.00","OK"
"8kuto","0.00","OK"
"8kutv","0.60","OK"
"8kuuh","1.00","OK"
"8kuv3","1.00","OK"
"8kuv8","0.00","OK"
"8kuv9","0.34","Observation"
"8kuva","0.89","OK"
"8kuvb","0.90","Fraud"
"8kuvj","0.53","OK"
"8kuvn","0.18","OK"
"8kuvt","0.98","OK"
"8kuvy","1.00","OK"
"8kux8","1.00","OK"
"8kuxa","0.41","Observation"
"8kuxc","0.00","OK"
"8kuxg","0.43","OK"
"8kuxh","0.07","OK"
"8kuxi","1.00","OK"
"8kuxj","0.95","OK"
"8kuxk","0.00","OK"
"8kuxp","0.67","OK"
"8kuy3","0.00","OK"
"8kuy4","0.00","OK"
"8kuy9","1.00","OK"
"8kuyg","0.25","OK"
"8kuyp","0.00","OK"
"8kuys","0.00","OK"
"8kuze","0.43","OK"
"8kuzg","0.06","OK"
"8kuzj","0.85","OK"
"8kuzl","1.00","OK"
"8kv08","0.00","OK"
"8kv0e","0.16","OK"
"8kv0o","1.00","OK"
"8kv0s","0.01","Observation"
"8kv3c","0.00","OK"
"8kv3v","0.31","Fraud"
"8kv42","1.00","OK"
"8kv4a","0.67","OK"
"8kv4d","1.00","OK"
"8kv4k","0.72","OK"
"8kv4v","0.45","OK"
"8kv4x","0.33","OK"
"8kv5a","0.00","OK"
"8kv5w","0.79","Fraud"
"8kv5y","1.00","OK"
"8kv6q","0.00","OK"
"8kv6v","0.04","Fraud"
"8kv6y","0.52","OK"
"8kv74","0.00","OK"
"8kv77","0.60","OK"
"8kv7n","1.00","Fraud"
"8kv7x","1.00","Fraud"
"8kv80","1.00","OK"
"8kv8i","0.00","OK"
"8kv8s","0.11","OK"
"8kv90","0.88","OK"
"8kv97","0.51","OK"
"8kv9a","0.41","OK"
"8kv9b","0.44","OK"
"8kvad","0.03","OK"
"8kvas","0.01","OK"
"8kvax","0.54","OK"
"8kvb3","1.00","OK"
"8kvbe","0.22","OK"
"8kvbi","0.00","OK"
"8kvc4","0.00","OK"
"8kvc7","0.00","OK"
"8kvc8","0.00","OK"
"8kvcs","0.00","OK"
"8kvct","1.00","OK"
"8kvdh","0.43","OK"
"8kve7","0.18","OK"
"8kvec","0.29","OK"
"8kven","0.66","OK"
"8kveo","0.81","OK"
"8kveq","0.53","OK"
"8kvey","0.86","OK"
"8kvfl","1.00","OK"
"8kvfn","0.20","OK"
"8kvfr","0.24","OK"
"8kvg3","1.00","OK"
"8kvgc","0.00","OK"
"8kvgp","0.00","OK"
"8kvgr","0.33","OK"
"8kvgs","0.85","OK"
"8kvh1","0.69","OK"
"8kvh9","0.00","OK"
"8kvhd","0.10","OK"
"8kvhi","0.13","OK"
"8kvhp","1.00","OK"
"8kvhz","0.00","OK"
"8kvie","0.00","OK"
"8kvil","0.57","OK"
"8kvim","0.07","OK"
"8kviw","0.37","OK"
"8kvj1","0.21","OK"
"8kvjl","0.00","OK"
"8kvkh","1.00","OK"
"8kvkj","1.00","OK"
"8kvkq","0.13","OK"
"8kvkw","0.76","OK"
"8kvl0","0.68","OK"
"8kvl1","0.56","OK"
"8kvl2","0.87","OK"
"8kvl6","0.49","OK"
"8kvl7","0.51","OK"
"8kvl8","1.00","OK"
"8kvlp","0.08","OK"
"8kvlq","0.00","OK"
"8kvm0","1.00","OK"
"8kvm1","0.95","OK"
"8kvm2","1.00","OK"
"8kvm6","1.00","OK"
"8kvm7","1.00","OK"
"8kvma","1.00","OK"
"8kvmd","0.33","OK"
"8kvmf","0.83","OK"
"8kvmo","0.66","OK"
"8kvmr","0.26","OK"
"8kvna","0.49","OK"
"8kvnb","0.99","Observation"
"8kvnu","0.25","OK"
"8kvo1","0.05","OK"
"8kvos","0.67","OK"
"8kvot","0.31","OK"
"8kvpb","0.59","OK"
"8kvpc","0.63","OK"
"8kvpe","0.42","OK"
"8kvpg","0.00","OK"
"8kvpr","1.00","OK"
"8kvpw","0.69","OK"
"8kvq0","0.16","OK"
"8kvqh","0.38","OK"
"8kvqm","0.38","OK"
"8kvqp","0.00","OK"
"8kvr5","0.00","OK"
"8kvr9","0.00","OK"
"8kvrh","0.00","OK"
"8kvrr","0.67","OK"
"8kvry","0.00","OK"
"8kvs0","0.00","OK"
"8kvs1","1.00","OK"
"8kvs9","0.70","OK"
"8kvsu","0.15","OK"
"8kvtr","1.00","OK"
"8kvtw","0.00","OK"
"8kvty","0.39","OK"
"8kvu3","0.00","OK"
"8kvu7","0.40","OK"
"8kvug","0.11","OK"
"8kvuh","0.32","OK"
"8kvv2","0.09","Observation"
"8kvv3","1.00","OK"
"8kvv4","0.32","OK"
"8kvv6","0.98","OK"
"8kvv7","0.98","OK"
"8kvv8","1.00","OK"
"8kvvd","0.98","OK"
"8kvvh","0.97","Observation"
"8kvxs","0.00","OK"
"8kvy3","1.00","OK"
"8kvyf","0.55","OK"
"8kvyo","0.52","OK"
"8kvyr","0.26","OK"
"8kvzp","0.00","OK"
"8kw03","1.00","OK"
"8kw0f","0.78","Observation"
"8kw0n","0.00","OK"
"8kw15","1.00","OK"
"8kw19","0.41","OK"
"8kw1q","0.29","OK"
"8kw28","0.50","OK"
"8kw2n","1.00","OK"
"8kw39","0.00","OK"
"8kw3g","0.14","OK"
"8kw4u","0.00","OK"
"8kw4v","0.90","Fraud"
"8kw4x","0.33","OK"
"8kw4z","0.20","OK"
"8kw53","0.00","OK"
"8kw5p","0.00","OK"
"8kw5u","1.00","Fraud"
"8kw6d","0.20","OK"
"8kw70","0.00","OK"
"8kwzo","1.00","OK"
"8kwzv","1.00","OK"
"8kwzx","1.00","Fraud"
"8kwzy","0.23","OK"
"8kx0a","1.00","OK"
"8kx0h","0.88","OK"
"8kx0o","0.13","OK"
"8kx0y","1.00","OK"
"8kx17","0.00","OK"
"8kx19","0.08","OK"
"8kx1q","0.00","OK"
"8kx1z","0.00","Observation"
"8kx21","0.00","OK"
"8kx25","1.00","OK"
"8kx29","0.00","OK"
"8kx2a","0.00","OK"
"8kx2d","0.35","Fraud"
"8kx2g","0.00","OK"
"8kx2r","0.29","OK"
"8kx2u","0.06","Fraud"
"8kx2w","1.00","OK"
"8kx31","0.01","OK"
"8kx33","0.00","OK"
"8kx37","0.34","OK"
"8kx3a","1.00","OK"
"8kx3b","0.00","OK"
"8kx3c","0.00","OK"
"8kx3f","0.56","OK"
"8kx3i","1.00","OK"
"8kx3q","0.47","OK"
"8kx3r","0.00","OK"
"8kx47","0.00","OK"
"8kx4j","0.67","OK"
"8kx5a","1.00","OK"
"8kx5c","0.53","OK"
"8kx5g","0.92","OK"
"8kx5q","0.00","Observation"
"8kx6b","0.00","Observation"
"8kx86","0.00","Observation"
"8kxdu","0.00","OK"
"8kxe3","0.75","OK"
"8kxee","0.04","OK"
"8kxef","0.00","OK"
"8kxel","0.00","Fraud"
"8kxem","0.00","Fraud"
"8kxep","0.00","OK"
"8kxer","0.16","OK"
"8kxev","0.00","OK"
"8kxew","0.00","OK"
"8kxez","0.00","OK"
"8kxf2","0.00","OK"
"8kxf4","0.54","OK"
"8kxfb","0.27","OK"
"8kxfu","1.00","OK"
"8kxgk","0.67","OK"
"8kxgm","0.80","OK"
"8kxgs","0.15","Fraud"
"8kxgt","0.09","OK"
"8kxgu","0.02","OK"
"8kxgv","0.18","Fraud"
"8kxgy","0.00","OK"
"8kxhd","0.00","OK"
"8kxhn","0.65","OK"
"8kxhp","0.50","OK"
"8kxhq","0.00","OK"
"8kxij","0.00","Fraud"
"8kxik","0.20","OK"
"8kxim","1.00","OK"
"8kxj4","0.00","OK"
"8kxj8","0.82","OK"
"8kxjw","0.36","OK"
"8kxjy","0.23","OK"
"8kxkx","0.06","Observation"
"8kxl2","0.00","OK"
"8kxl3","0.18","Fraud"
"8kxla","0.28","OK"
"8kxlk","0.42","OK"
"8kxll","0.67","OK"
"8kxlo","0.57","OK"
"8kxlp","0.25","OK"
"8kxlq","0.38","OK"
"8kxlr","0.40","OK"
"8kxlt","0.02","OK"
"8kxlv","0.14","Fraud"
"8kxly","0.02","Fraud"
"8kxm0","0.83","OK"
"8kxm9","0.98","OK"
"8kxmh","0.33","Fraud"
"8kxml","0.80","OK"
"8kxmm","1.00","OK"
"8kxmo","0.83","OK"
"8kxn2","0.00","OK"
"8kxn5","0.05","OK"
"8kxnk","0.22","OK"
"8kxnl","0.00","OK"
"8kxnm","0.28","Fraud"
"8kxnn","0.18","Observation"
"8kxnw","0.09","OK"
"8kxo5","1.00","OK"
"8kxoj","0.00","Observation"
"8kxom","0.26","OK"
"8kxor","0.75","OK"
"8kxos","0.67","OK"
"8kxox","0.18","OK"
"8kxoy","0.40","Fraud"
"8kxp5","0.00","OK"
"8kxpa","1.00","OK"
"8kxpd","0.40","OK"
"8kxpq","1.00","OK"
"8kxpv","0.00","OK"
"8kxq6","0.36","OK"
"8kxqd","0.00","OK"
"8kxqf","0.00","OK"
"8kxqj","0.19","OK"
"8kxqk","0.13","Observation"
"8kxqm","0.00","OK"
"8kxqw","0.76","OK"
"8kxr9","0.80","Observation"
"8kxrb","0.96","Observation"
"8kxrc","0.00","OK"
"8kxre","0.94","Observation"
"8kxri","0.08","OK"
"8kxrj","0.03","OK"
"8kxrs","1.00","OK"
"8kxtp","0.14","OK"
"8kxvk","0.84","OK"
"8kxxf","0.84","OK"
"8kxzn","0.50","OK"
"8kxzu","0.20","OK"
"8ky0g","1.00","OK"
"8ky0o","0.25","OK"
"8ky15","1.00","OK"
"8ky18","0.00","OK"
"8ky1v","0.70","OK"
"8ky22","1.00","OK"
"8ky2b","0.33","OK"
"8ky2f","0.71","OK"
"8ky2l","0.00","OK"
"8ky2n","0.50","OK"
"8ky46","0.45","OK"
"8ky4j","1.00","OK"
"8ky4k","0.35","OK"
"8ky4n","1.00","OK"
"8ky4r","0.00","OK"
"8ky4x","0.00","OK"
"8ky50","0.00","OK"
"8ky5c","0.07","OK"
"8ky5s","1.00","OK"
"8ky6d","0.67","OK"
"8ky6h","0.28","Fraud"
"8ky6n","0.47","Fraud"
"8ky6u","0.25","OK"
"8ky6v","0.83","OK"
"8ky77","0.00","OK"
"8ky8n","0.22","OK"
"8ky8r","1.00","OK"
"8ky93","0.40","OK"
"8ky9n","1.00","OK"
"8kyao","0.50","OK"
"8kyb9","0.29","OK"
"8kybc","0.33","OK"
"8kybl","0.63","OK"
"8kybu","1.00","OK"
"8kyc0","0.40","OK"
"8kycf","1.00","OK"
"8kycw","0.32","OK"
"8kydv","0.25","Fraud"
"8kygk","0.00","OK"
"8kygl","0.00","OK"
"8kygo","1.00","OK"
"8kygq","0.41","OK"
"8kygz","1.00","OK"
"8kyhj","0.00","OK"
"8kyiq","0.29","OK"
"8kyjt","0.17","OK"
"8kyk5","0.29","OK"
"8kyka","1.00","OK"
"8kyl4","0.59","OK"
"8kyl5","0.00","OK"
"8kyld","0.50","OK"
"8kymr","0.33","OK"
"8kynd","0.20","OK"
"8kynk","0.00","OK"
"8kyov","0.09","Fraud"
"8kyow","0.80","OK"
"8kyoy","0.00","OK"
"8kyp1","0.77","OK"
"8kyp7","1.00","OK"
"8kyp8","0.43","OK"
"8kypd","0.23","OK"
"8kypr","0.39","OK"
"8kyqu","0.00","OK"
"8kyre","0.50","OK"
"8kysj","1.00","OK"
"8kyss","1.00","OK"
"8kytg","1.00","OK"
"8kyu8","0.00","OK"
"8kyvb","0.91","OK"
"8kyvg","1.00","OK"
"8kyvt","0.00","OK"
"8kyvw","0.47","OK"
"8kyw0","1.00","OK"
"8kyw6","1.00","OK"
"8kywb","0.18","OK"
"8kywm","1.00","OK"
"8kywq","0.00","OK"
"8kywy","0.91","OK"
"8kyxs","0.00","OK"
"8kyxz","0.00","OK"
"8kyyv","0.50","OK"
"8kyz1","0.00","OK"
"8kyzp","0.97","OK"
"8kz2d","1.00","OK"
"8kz2e","0.00","OK"
"8kz2y","0.00","OK"
