partnerid,status,avg_spiky_ReAgCnIpCi,std_spiky_ReAgCnIpCi,night_avg_spiky_ReAgCnIpCi,night_std_spiky_ReAgCnIpCi,morning_avg_spiky_ReAgCnIpCi,morning_std_spiky_ReAgCnIpCi,afternoon_avg_spiky_ReAgCnIpCi,afternoon_std_spiky_ReAgCnIpCi,evening_avg_spiky_ReAgCnIpCi,evening_std_spiky_ReAgCnIpCi,avg_spiky_ReAgCnIp,std_spiky_ReAgCnIp,avg_spiky_ReAgCn,std_spiky_ReAgCn,avg_spiky_iplong,std_spiky_iplong,avg_spiky_agent,std_spiky_agent,night_avg_spiky_agent,night_std_spiky_agent,morning_avg_spiky_agent,morning_std_spiky_agent,afternoon_avg_spiky_agent,afternoon_std_spiky_agent,evening_avg_spiky_agent,evening_std_spiky_agent,avg_spiky_cid,std_spiky_cid,avg_spiky_cntr,std_spiky_cntr,avg_spiky_referer,std_spiky_referer,night_avg_spiky_referer,night_std_spiky_referer,morning_avg_spiky_referer,morning_std_spiky_referer,afternoon_avg_spiky_referer,afternoon_std_spiky_referer,evening_avg_spiky_referer,evening_std_spiky_referer,category_es,category_mc,category_ad,category_co,category_se,category_mg,category_pp,category_in,category_gd,category_ow,total_clicks,distinct_iplong,distinct_agent,distinct_cid,distinct_cntr,distinct_referer,night_click_percent,morning_click_percent,afternoon_click_percent,evening_click_percent,night_referer_percent,morning_referer_percent,afternoon_referer_percent,evening_referer_percent,night_agent_percent,morning_agent_percent,afternoon_agent_percent,evening_agent_percent,avg_total_clicks,std_total_clicks,avg_distinct_iplong,std_distinct_iplong,avg_distinct_agent,std_distinct_agent,avg_distinct_cid,std_distinct_cid,avg_distinct_cntr,std_distinct_cntr,avg_distinct_referer,std_distinct_referer,avg_null_agent,std_null_agent,avg_null_referer,std_null_referer,night_avg_null_referer,night_std_null_referer,morning_avg_null_referer,morning_std_null_referer,afternoon_avg_null_referer,afternoon_std_null_referer,evening_avg_null_referer,evening_std_null_referer,first_15_minute_percent,second_15_minute_percent,third_15_minute_percent,last_15_minute_percent,brand_MAUI_percent,brand_Nokia_percent,brand_Generic_percent,brand_Apple_percent,brand_Blackberry_percent,brand_Samsung_percent,brand_SonyEricsson_percent,brand_LG_percent,brand_other_percent,avg_per_hour_density,std_per_hour_density,cntr_az_percent,cntr_id_percent,cntr_in_percent,cntr_us_percent,cntr_ng_percent,cntr_tr_percent,cntr_ru_percent,cntr_th_percent,cntr_sg_percent,cntr_uk_percent,cntr_other_percent
8ior0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,6,4,7,3,3,0.13,0.38,0.38,0.13,0,0.33,0.67,0.33,0.25,0.5,0.5,0.25,2.67,0.94,2.33,1.25,2,0.82,2.33,0.47,1.67,0.47,1.33,0.47,0,0,2,1,1,0,1,0,1,0,0,0,0.25,0.25,0.13,0.38,0.38,0.25,0,0,0,0,0.25,0,0.13,2.33,1.25,0,0.5,0,0,0,0,0,0,0,0,0.25
8iory,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,2,2,1,0.33,0,0.33,0.33,1,0,0,1,0.33,0,0.33,0.33,1.5,0.5,1.5,0.5,1.5,0.5,1,0,1,0,0.5,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0.33,0,0.67,0,0.33,0.33,0,0,0,0,0,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0.33
8iosv,0,1.45,4.4,1.4,4.35,1.37,2.71,1.46,4.37,1.55,5.18,1.49,4.45,1.52,4.5,1.13,0.49,1.89,2.1,1.99,2.14,1.6,1.37,1.88,1.97,1.96,2.48,2.46,6.75,6.26,18.46,2.56,6.14,2.71,6.54,2.14,3.51,2.6,6.08,2.63,6.97,0,1,0,0,0,0,0,0,0,0,3009,2301,415,437,82,467,0.31,0.14,0.26,0.29,0.45,0.26,0.37,0.42,0.57,0.37,0.51,0.52,1003,63.41,817,64.54,240.33,14.08,224,6.68,56,0.82,216,12.03,2.5,1.5,301.33,30.94,84.33,12.28,39,6.68,79.33,9.43,98.67,8.38,0.24,0.26,0.25,0.25,0.1,0,0.02,0,0,0,0,0,0,24,0,0,0.04,0.61,0.03,0,0.02,0,0.01,0,0.01,0.04
8iot1,0,1.42,2.17,1.47,2.89,1.33,1.28,1.34,1.32,1.51,2,1.44,2.19,1.44,2.19,1.12,0.44,1.4,0.97,1.45,1.09,1.24,0.62,1.34,0.95,1.53,1.06,1.58,1.39,3.22,5.25,1.57,2.29,1.65,3.08,1.45,1.36,1.51,1.45,1.6,2.05,0,0,1,0,0,0,0,0,0,0,605,482,191,165,45,257,0.39,0.21,0.18,0.22,0.46,0.28,0.22,0.26,0.59,0.37,0.3,0.3,201.67,28.16,169.33,32.83,93.67,13.7,82,10.2,26.67,1.7,103.67,14.61,0,0,65.67,6.6,26.33,4.5,12,1.41,11,1.63,16.33,4.99,0.27,0.25,0.24,0.24,0.1,0.01,0.02,0.01,0,0,0,0,0,24,0,0,0,0.54,0.05,0.01,0.07,0.01,0,0,0.01,0
8iott,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8iou1,0,1.11,0.31,1.5,0.5,1,0,1,0,1,0,1.11,0.31,1.11,0.31,1.11,0.31,1.33,0.6,2,0.82,1,0,1.25,0.43,1.25,0.43,1.05,0.22,1.43,0.49,1.11,0.31,1.5,0.5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,20,18,14,16,4,11,0.3,0.2,0.25,0.25,0.18,0.18,0.45,0.27,0.21,0.29,0.29,0.29,6.67,0.47,6,0.82,5.33,0.47,6.33,0.47,2.33,0.47,4,0.82,0,0,2.67,0.47,1.33,0.47,1,0,0,0,1,0,0.15,0.45,0.2,0.2,0.2,0.05,0,0,0,0.1,0.05,0,0.05,5,0.82,0,0,0.8,0,0.1,0,0,0,0,0,0.05
8iou5,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0.5,0,0.5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8iou8,0,1.25,0.79,1.27,0.94,1.33,0.9,1.16,0.49,1.23,0.5,1.28,0.81,1.28,0.81,1.11,0.38,1.16,0.44,1.17,0.5,1.14,0.44,1.1,0.3,1.19,0.39,1.42,1.07,2.35,2.1,1.2,0.6,1.19,0.56,1.23,0.8,1.16,0.49,1.23,0.5,0,1,0,0,0,0,0,0,0,0,148,126,65,65,10,82,0.42,0.22,0.15,0.22,0.54,0.26,0.16,0.21,0.55,0.35,0.26,0.32,49.33,18.15,42.33,16.05,29.67,10.96,26,7.48,5.33,1.25,30.67,11.12,0,0,12.33,5.56,3.67,2.49,5.5,1.5,2,0.82,3,0.82,0.18,0.28,0.26,0.27,0.1,0.01,0,0,0,0.01,0.01,0.01,0.01,18.67,3.09,0,0,0.56,0,0,0,0,0.01,0.01,0,0.08
8ioui,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8ioul,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1.5,0.5,1.5,0.5,1,0,0,0,0,0,2,0,1,0,1.5,0.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,1,2,1,2,0.33,0,0,0.67,0.5,0,0,1,1,0,0,1,1.5,0.5,1,0,1,0,1.5,0.5,1,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.67,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8iow5,0,3.5,0.5,3.5,0.5,0,0,0,0,0,0,3.5,0.5,3.5,0.5,3.5,0.5,3.5,0.5,3.5,0.5,0,0,0,0,0,0,1,0,3.5,0.5,3.5,0.5,3.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,1,0,5,0,1,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0.71,0.29,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8iowu,0,1.2,0.77,1.5,0.5,1,0,1.09,0.29,1.23,1.04,1.22,0.79,1.22,0.79,1.34,0.98,1.17,0.48,1.29,0.45,1,0,1,0,1.29,0.63,1.1,0.3,2.5,1.83,1.38,0.94,1.5,0.5,1.17,0.37,1.09,0.29,1.59,1.33,0,0,0,0,0,0,1,0,0,0,55,27,35,41,3,19,0.16,0.13,0.22,0.49,0.11,0.16,0.37,0.53,0.2,0.17,0.34,0.51,18.33,2.87,9.67,1.25,14.33,1.25,15,0.82,1.67,0.47,7,0.82,0,0,6.33,2.62,4,0,1.5,0.5,1,0,4.5,2.5,0.31,0.25,0.33,0.11,0.09,0.02,0.02,0.07,0.02,0.02,0.02,0.02,0.02,11.67,1.25,0,0,0,0,0,0,0,0.95,0,0,0.02
8ioyh,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0.33,0.33,0.33,0,0,0,0,0,1,1,1,0,1.5,0.5,1.5,0.5,1,0,1.5,0.5,1,0,0,0,0,0,1.5,0.5,1,0,1,0,1,0,0,0,0,0,0.33,0.67,0,0,1,0,0,0,0,0,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,1
8ioyz,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8iozi,0,1.05,0.21,1.17,0.37,1,0,1,0,1,0,1.05,0.21,1.05,0.21,1.05,0.21,1.05,0.21,1.17,0.37,1,0,1,0,1,0,1.1,0.29,1.44,0.7,1.1,0.29,1.17,0.37,1,0,1,0,1.14,0.35,0,1,0,0,0,0,0,0,0,0,23,22,17,19,3,12,0.3,0.04,0.3,0.35,0.33,0,0.5,0.42,0.35,0.06,0.41,0.41,7.67,2.36,7.33,1.89,6,0.82,6.67,1.7,2,0.82,4.67,1.25,0,0,2,0,1,0,1,0,1,0,0,0,0.17,0.35,0.22,0.26,0,0.04,0,0,0.04,0.17,0.04,0.04,0.04,6.33,0.47,0,0,0.87,0.09,0,0,0,0,0,0.04,0
8ip10,0,1.5,0.5,0,0,0,0,2,0,1,0,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0,0,0,0,2,0,1,0,1.5,0.5,1.5,0.5,1.5,0.5,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,1,2,0,0,0.67,0.33,0,0,0.5,0.5,0,0,0.5,0.5,1.5,0.5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.33,0,0,0,0,0,0,0.33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8ip1i,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8ip1v,0,1.39,2.12,1.28,1.99,1.36,1.24,1.56,2.39,1.44,2.41,1.4,2.14,1.44,2.17,1.09,0.35,1.46,0.99,1.51,1.04,1.31,0.69,1.48,1.05,1.43,0.97,3.52,8.07,4.01,8.47,2.68,3.73,2.76,4.21,2,1.74,2.9,3.76,2.78,3.78,0,1,0,0,0,0,0,0,0,0,862,676,200,124,45,153,0.4,0.11,0.23,0.26,0.47,0.2,0.27,0.33,0.64,0.27,0.37,0.46,287.33,61.06,243,52.12,110.33,19.33,57,9.27,26.33,2.05,63.67,8.73,1,0,83.67,8.96,25.67,9.29,10.33,4.5,23.33,4.78,24.33,7.72,0.25,0.26,0.24,0.26,0.09,0,0.02,0,0,0,0,0,0,23.67,0.47,0,0.03,0.63,0.05,0.01,0.02,0,0,0,0,0.01
8ip45,0,1.73,12.65,1.88,16.69,1.56,7.82,1.67,7.59,1.67,10.9,1.73,12.65,1.79,12.85,1.71,4.59,2.61,7.63,3.25,11.07,2.07,3.94,1.98,3.28,2.67,6.64,27.57,90.39,7.2,17.89,2.07,13.93,2.18,17.94,1.75,8.29,2.05,8.57,2.16,12.7,0,1,0,0,0,0,0,0,0,0,9015,2917,796,78,93,3325,0.41,0.16,0.15,0.29,0.44,0.21,0.16,0.31,0.64,0.45,0.44,0.56,3005,800.49,1192,302.75,481.67,118.01,48.33,9.98,81.33,6.02,1220.67,299.62,0,0,1232.33,377.44,565.33,130.26,166.33,64.31,169.67,88.3,331,132.24,0.3,0.25,0.24,0.22,0.11,0,0,0,0,0,0,0,0,24,0,0,0,0.01,0,0.02,0.01,0.01,0.01,0,0.1,0
8ip46,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1.2,0.4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,5,4,1,5,0.5,0.5,0,0,0.6,0.4,0,0,0.6,0.6,0,0,2,0.82,2,0.82,1.67,0.47,1.67,0.47,1,0,1.67,0.47,0,0,1,0,0,0,1,0,0,0,0,0,0.33,0.33,0.17,0.17,0,0.17,0,0,0,0.33,0,0,0,1.67,0.94,0,0,0,0,0,0,0,0,0,0,1
8ip4d,0,1.84,15.96,1.7,16.94,1.65,12.62,2.1,12.24,2.44,18.4,1.84,15.97,2.06,16.87,1.75,2.83,3.5,12.59,4.68,16.77,3.16,10.83,2.36,6.12,2.8,9.43,27.76,95.82,9.75,21.56,2.65,19.54,2.56,21.4,2.24,14.91,2.77,14.14,3.4,21.9,0,1,0,0,0,0,0,0,0,0,12631,4252,819,91,106,3360,0.51,0.17,0.13,0.19,0.6,0.25,0.14,0.18,0.7,0.43,0.41,0.52,4210.33,547.19,1703,102.92,504.67,56.48,58.33,2.05,96,2.94,1283.33,225.44,0,0,1863.33,309.85,842.33,138.88,279.67,72.34,277.67,39.52,463.67,64.12,0.27,0.25,0.26,0.23,0.19,0,0,0.01,0,0,0,0,0,24,0,0,0,0.02,0,0.09,0.01,0,0.02,0,0.07,0
8ip5p,0,1.25,2.1,1.22,2.42,1.27,1.43,1.32,2.28,1.21,1.7,1.27,2.12,1.3,2.15,1.13,0.46,1.65,1.48,1.89,2.06,1.42,0.89,1.54,1.09,1.61,1.13,1.67,1.69,6.35,16.41,2.11,3.16,2.24,3.92,1.83,2,2.18,3.08,2.05,2.59,1,0,0,0,0,0,0,0,0,0,1720,1260,306,258,53,392,0.37,0.14,0.23,0.26,0.48,0.21,0.3,0.35,0.58,0.36,0.47,0.48,573.33,40.14,457.67,20.42,170.67,8.18,158,12.36,35,3.74,168.33,8.58,0,0,115.67,10.66,39,2.45,17.33,6.02,32,0,27.33,4.64,0.25,0.28,0.23,0.24,0.03,0,0,0,0,0,0,0,0,24,0,0,0.01,0.65,0.11,0.04,0.02,0,0,0,0,0
8ip5q,0,9.7,7.61,12,7.53,5.57,3.66,7.86,3.44,12.63,10.32,9.7,7.61,9.7,7.61,1.23,1.03,1.22,0.69,1.08,0.31,1.11,0.67,1.25,0.57,1.42,1,1.54,1.16,2.51,3.33,9.7,7.61,12,7.53,5.57,3.66,7.86,3.44,12.63,10.32,1,0,0,0,0,0,0,0,0,0,291,170,111,61,38,3,0.33,0.13,0.19,0.35,0.33,0.33,0.33,0.67,0.5,0.23,0.32,0.45,97,18.06,66,9.9,54,9.8,34.33,4.99,20,2.94,1.33,0.47,0,0,95,17.28,31.33,5.56,12.67,0.94,18,3.74,33,10.71,0.23,0.23,0.25,0.29,0.03,0,0,0,0.01,0,0,0,0,22,0.82,0,0.02,0.12,0.01,0.56,0,0,0.01,0,0.01,0
8ip65,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8ip71,0,1.01,0.16,1,0.07,1.02,0.12,1.01,0.14,1.03,0.27,1.03,0.22,1.13,0.57,1.04,0.26,3.76,8.81,3.65,9.08,3.86,7.98,3.85,8.72,3.72,9.25,2.45,2.4,4.66,9.35,1.5,1.97,1.51,1.96,1.53,1.99,1.4,1.53,1.59,2.4,0,0,1,0,0,0,0,0,0,0,1539,1436,177,109,62,679,0.28,0.21,0.27,0.24,0.33,0.25,0.34,0.27,0.43,0.32,0.41,0.4,513,31.11,484.33,23.16,86.33,4.78,66.33,7.93,40,4.08,261.33,14.06,0,0,11.33,4.19,3,1,2,0.82,2.67,0.47,4.67,1.7,0.23,0.26,0.24,0.27,0,0,0.01,0.05,0,0,0,0,0,24,0,0,0,0.01,0.54,0,0.01,0,0.01,0.02,0.03,0
8ip85,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
8ip8o,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,4,5,3,5,0.4,0,0.4,0.2,0.4,0,0.4,0.2,0.5,0,0.5,0.25,5,0,5,0,4,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0.4,0,0.2,0,0,0,0,0.2,0.2,0.4,4,0,0,0,0,0.6,0,0,0,0,0,0,0.2
8ipat,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1.25,0.43,1.25,0.43,1,0,0,0,1,0,2,0,1,0,1.25,0.43,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4,2,3,2,2,0.2,0,0.4,0.4,0,0,0.5,1,0.5,0,0.5,0.5,2.5,0.5,2,1,1,0,1.5,0.5,1,0,1.5,0.5,0,0,2,0,1,0,0,0,1,0,0,0,0.2,0,0,0.8,0,0,0.6,0,0,0.4,0,0,0,2,1,0,0,0.4,0,0,0,0,0,0,0,0.6
8ipcr,0,1.14,0.35,1,0,0,0,1,0,1.25,0.43,1.14,0.35,1.14,0.35,1.14,0.35,1.14,0.35,1,0,0,0,1,0,1.25,0.43,1.14,0.35,1.14,0.35,1.14,0.35,1,0,0,0,1,0,1.25,0.43,0,1,0,0,0,0,0,0,0,0,8,7,5,3,4,3,0.25,0,0.13,0.63,0.33,0,0,0.67,0.4,0,0.2,0.8,2.67,2.36,2.33,1.89,1.67,0.94,1.67,0.94,1.67,0.94,1,0,0,0,5,0,1,0,0,0,1,0,3,0,0,0.63,0.25,0.13,0.38,0.13,0,0,0,0,0,0.13,0.25,2.33,1.89,0,0,0.5,0,0,0,0,0,0,0,0.13
8ipdk,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,0,1,0,0,0,1,0,0,0,1,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0.5
8ipdp,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,6,5,5,5,3,0,0.5,0.17,0.33,0,0.33,0,0.67,0,0.6,0.2,0.4,2,0.82,2,0.82,2,0.82,2,0.82,2,0.82,1,0.82,0,0,1.5,0.5,0,0,2,0,1,0,0,0,0.33,0,0,0.67,0,0.17,0.33,0,0,0.17,0.17,0,0,2,0.82,0,0,0.17,0,0,0,0,0,0,0,0.33
8ipdr,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,2,3,0.5,0.25,0.25,0,0.33,0.33,0.33,0,0.5,0.25,0.25,0,2,1,2,1,2,1,2,1,1.5,0.5,1.5,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0,0.25,0,0,0,0.25,0.25,0,0.25,2,1,0,0.25,0.75,0,0,0,0,0,0,0,0
8ipeq,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1.2,0.4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,5,2,5,0.67,0,0.33,0,0.6,0,0.4,0,0.67,0,0.33,0,2,1.41,2,1.41,2,1.41,2,1.41,1.33,0.47,1.67,1.7,0,0,1,0,1,0,0,0,0,0,0,0,0.17,0.17,0.5,0.17,0,0.17,0,0,0.17,0.17,0.17,0,0,1.67,0.94,0,0.67,0,0,0,0,0,0,0,0,0.33
8ipg0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,4,3,3,0,0,0.6,0.2,0.2,0,0,0,0,0,0.5,0.25,0.25,2.5,0.5,2.5,0.5,2,1,2.5,0.5,2,1,0,0,0,0,2.5,0.5,0,0,1.5,0.5,1,0,1,0,0.4,0.2,0,0.4,0,0.2,0.4,0,0,0,0,0,0.2,2.5,0.5,0,0.2,0,0,0,0,0,0,0,0,0.6
8ipg1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,4,3,3,1,0.4,0.6,0,0,0,1,0,0,0.5,0.75,0,0,1.67,0.47,1.67,0.47,1.67,0.47,1.33,0.47,1.33,0.47,0.33,0.47,0,0,1.33,0.47,1,0,1,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0.4,0,0,0.2,0,0,0.2,1.67,0.47,0,0,0,0,0,0,0,0,0,0,0.2
8ipgq,0,1.05,0.21,1,0,1,0,1.08,0.28,1,0,1.05,0.21,1.05,0.21,1.05,0.21,1.1,0.29,1,0,1,0,1.18,0.39,1,0,1.44,0.79,1.21,0.52,1.1,0.29,1,0,1,0,1.18,0.39,1,0,0,1,0,0,0,0,0,0,0,0,23,22,13,4,4,6,0.04,0.17,0.57,0.22,0.17,0.17,0.67,0.5,0.08,0.31,0.54,0.31,7.67,1.7,7.67,1.7,5.67,0.47,2,0.82,2.67,0.47,3,0.82,0,0,2.33,1.25,0,0,1,0,2,0,1,0,0.22,0.26,0.3,0.22,0.17,0.04,0.35,0,0,0.04,0.04,0,0,7,1.63,0,0.78,0.13,0.04,0,0,0,0,0,0,0.04
8ipgz,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8iph1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8ipif,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1.5,0.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0.33,0.33,0.33,0,0.33,0.33,0,0,0,0,0,0,0,1.5,0.5,0,0,1,0,0,0,0,0,0,0,0
8ipiu,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,10,9,8,10,5,7,0.2,0.1,0.5,0.2,0,0.14,0.71,0.14,0.25,0.13,0.63,0.25,3.33,0.47,3.33,0.47,3,0,3.33,0.47,2.33,0.47,2.33,0.47,0,0,1,0,1,0,0,0,0,0,1,0,0.8,0,0,0.2,0.1,0.1,0,0,0,0.1,0.2,0,0,3.33,0.47,0,0.6,0,0.1,0.1,0,0.1,0,0,0,0.1
